beta,tension_factor_B,yukawa,gauge_coupling,role,required_radius_sqrt_mu,scalar_core_radius_sqrt_mu,core_over_loop_radius,fermi_momentum_over_sqrt_mu,bulk_mass_over_sqrt_mu,fermi_over_bulk_mass,exterior_mass_fraction,semiclassical_mode_number,radial_speed_bound,radial_lorentz_factor,exterior_channel_energetically_open,exterior_wkb_exponent,target_exponent,minimum_mode_number,yukawa_loop_size,quartic_loop_to_tree_diagnostic,minimum_node_action_for_six_rotors,geometric_and_exponent_diagnostics_met,local_string_decay_rate_proved
3.1622776601683794e-11,0.09592758176090196,0.3,1.0,relaxed_stationary_string,20512736.00793193,205127.3600793193,0.01,2.5066282746310002,0.5464803747371867,4.5868587244994625,0.99,51417804.067523606,0.0,1.0,True,158258.3682078445,100.0,100.0,0.0005699316579881499,1622053.9348907867,5.51878288124609e+16,True,False
3.1622776601683794e-11,0.09592758176090196,1.0,0.3,rotor_forward_branch,68375786.69310644,683757.8669310644,0.01,3.5658079220099768,1.821601249123956,1.9575128880290593,0.99,243804937.13367656,0.00905,1.000040953765679,True,22562675.617341787,100.0,100.0,0.006332573977646111,2225039691.2082124,6.131980979162323e+17,True,False
3.1622776601683794e-11,0.09592758176090196,1.0,0.3,relaxed_stationary_string,68375786.69310644,683757.8669310644,0.01,2.5066282746310002,1.821601249123956,1.3760576173498384,0.99,171392680.2250787,0.0,1.0,True,61675674.51019879,100.0,100.0,0.006332573977646111,2225039691.2082124,6.131980979162323e+17,True,False
3.1622776601683794e-11,0.09592758176090196,1.0,1.0,rotor_forward_branch,20512736.00793193,205127.3600793193,0.01,3.5658079220099768,1.821601249123956,1.9575128880290593,0.99,73141481.14010295,0.00905,1.000040953765679,True,6768802.68520255,100.0,100.0,0.006332573977646111,200253572.2087391,5.51878288124609e+16,True,False
3.1622776601683794e-11,0.09592758176090196,1.0,1.0,relaxed_stationary_string,20512736.00793193,205127.3600793193,0.01,2.5066282746310002,1.821601249123956,1.3760576173498384,0.99,51417804.067523606,0.0,1.0,True,18502702.353059646,100.0,100.0,0.006332573977646111,200253572.2087391,5.51878288124609e+16,True,False
3.1622776601683794e-11,0.09592758176090196,2.0,0.3,rotor_forward_branch,68375786.69310644,683757.8669310644,0.01,3.5658079220099768,3.643202498247912,0.9787564440145297,0.99,243804937.13367656,0.00905,1.000040953765679,False,,100.0,100.0,0.025330295910584444,35600635059.3314,6.131980979162323e+17,True,False
3.1622776601683794e-11,0.09592758176090196,2.0,0.3,relaxed_stationary_string,68375786.69310644,683757.8669310644,0.01,2.5066282746310002,3.643202498247912,0.6880288086749192,0.99,171392680.2250787,0.0,1.0,False,,100.0,100.0,0.025330295910584444,35600635059.3314,6.131980979162323e+17,True,False
3.1622776601683794e-11,0.09592758176090196,2.0,1.0,rotor_forward_branch,20512736.00793193,205127.3600793193,0.01,3.5658079220099768,3.643202498247912,0.9787564440145297,0.99,73141481.14010295,0.00905,1.000040953765679,False,,100.0,100.0,0.025330295910584444,3204057155.3398256,5.51878288124609e+16,True,False
3.1622776601683794e-11,0.09592758176090196,2.0,1.0,relaxed_stationary_string,20512736.00793193,205127.3600793193,0.01,2.5066282746310002,3.643202498247912,0.6880288086749192,0.99,51417804.067523606,0.0,1.0,False,,100.0,100.0,0.025330295910584444,3204057155.3398256,5.51878288124609e+16,True,False
1e-10,0.10098980584149425,0.3,0.3,rotor_forward_branch,40278528.58016032,402785.2858016032,0.01,3.5658079220099768,0.5326078335918422,6.694997138819014,0.99,143619614.5340004,0.00905,1.000040953765679,True,9383.05119969177,100.0,100.0,0.0005699316579881499,5699316.5798814995,2.1278613226183635e+17,True,False
