s,left_pressure,right_pressure,left_net_traction,right_net_traction,left_integrated_traction,right_integrated_traction,slice_energy
0.0,0.3907754382893316,9.110471555540245e-05,-0.6782151037696031,-4.104475785226645,-73.70884744498935,-231.38308262081608,68073.7839723635
0.020078125,0.39474723709621373,7.738334204585758e-05,-0.669216227845284,-4.10470851769046,-72.72990877347111,-231.39002937004392,68614.7084800847
0.04015625,0.39871680102566004,6.799984079030634e-05,-0.6608764400415812,-4.104952042023068,-71.82255979587742,-231.39715782700472,68947.54271740142
0.06023437499999999,0.4025445189694263,6.068838071101446e-05,-0.6537782423678011,-4.105209667006673,-71.05009971220245,-231.4046250900526,69068.56002237694
0.0803125,0.40627032638987837,5.433437797319828e-05,-0.6477830235155468,-4.105483621790048,-70.39745667189553,-231.41252536376223,68981.78747131697
0.100390625,0.41003885273009205,4.89253515325629e-05,-0.6423336164248543,-4.105775109962336,-69.80407333988362,-231.4208928756709,68684.13034327255
0.12046874999999999,0.4139916797536555,4.455040607679498e-05,-0.6368875810495912,-4.106085314991727,-69.21099617915263,-231.42975841588034,68173.82184405901
0.140546875,0.4182344668892546,4.28884944241126e-05,-0.6310492910634866,-4.106408653248309,-68.57522962070183,-231.4387689076744,67457.36893194988
0.160625,0.42282266102909777,4.278201856872676e-05,-0.6246268288525161,-4.106750595721301,-67.87591772262444,-231.44819172788934,66545.74271168995
0.180703125,0.4277691382286095,4.38279782186696e-05,-0.6176005995991787,-4.1071138861166405,-67.11093182381366,-231.45813771047455,65455.00638907734
0.20078125,0.4330805115026942,4.611982602173024e-05,-0.60997735347559,-4.107499535963804,-66.2810065408746,-231.46861706013917,64203.661616687314
0.220859375,0.43877129516146357,4.970015543717588e-05,-0.6017335306007952,-4.107909026273085,-65.38358344052415,-231.4796632489356,62811.01582504209
0.24093749999999997,0.44485772982296645,5.478546770889431e-05,-0.5928402420130942,-4.1083434285978235,-64.41552586003736,-231.49128325512143,61297.26323876438
0.261015625,0.4513564802116642,6.151559214842124e-05,-0.5832686244169217,-4.10880441177582,-63.373700919968236,-231.50351407624282,59682.28280484106
0.28109375,0.4582723336056875,7.005369962347431e-05,-0.5730390491712201,-4.109293850627978,-62.260326195151535,-231.5164004292945,57986.24117422837
0.301171875,0.46562176819799234,8.04850180832865e-05,-0.5621266851911622,-4.1098142208852675,-61.07270880834346,-231.53001672701086,56228.60424559559
0.32125,0.4734294044568658,9.291588618912989e-05,-0.550476173996469,-4.110368167968054,-59.80484068044343,-231.54444251740213,54427.61774552043
0.341328125,0.4817208419924138,0.00010755227689688051,-0.5380306502038641,-4.1109581406211495,-58.4505520602193,-231.55974153015651,52600.19438763558
0.36140625,0.4905228090948723,0.0001244839567747759,-0.524731315202881,-4.111587187900533,-57.00346553787873,-231.57600626916684,50760.550424750036
0.381484375,0.4998632172013234,0.00014389923204598693,-0.5105174058592237,-4.1122580222467215,-55.45699302242552,-231.59330490304808,48920.656950016164
0.4015625,0.5097727675286869,0.00016593630160321326,-0.49531996624780805,-4.1129735856739655,-53.803659626284116,-231.6117127865858,47089.6119881061
0.421640625,0.5202836133214944,0.00019064245228615827,-0.47906745066207657,-4.113737264547431,-52.03571290557439,-231.63132420046193,45273.98918200403
0.44171875,0.5314320098464023,0.00021817807389126054,-0.46167536720309055,-4.114552315264593,-50.143998596682934,-231.65221958217154,43478.90575790932
0.461796875,0.5432677577137863,0.00024875039427017445,-0.4430089804915922,-4.115422408273614,-48.11391083606804,-231.6744957447019,41708.071414404854
0.48187499999999994,0.5558271960723968,0.0002827191472464677,-0.42299187568339247,-4.116351093350813,-45.93718459843101,-231.69823532768527,39964.52987754875
0.5,0.5678143720610231,0.00031668960537726675,-0.4037022641911787,-4.11724275749786,-43.83981894912909,-231.720987439566,38416.33010627951
0.501953125,0.5691435221260275,0.0003205548442402421,-0.4015475735887247,-4.1173420226257385,-43.60555445149946,-231.72351885211626,38251.04885016028
0.52203125,0.5832567746121249,0.00036272939332501953,-0.37862640608802545,-4.118398932395402,-41.11367370930855,-231.75042323010283,36570.487201522104
0.542109375,0.5982128409307707,0.0004097855692265632,-0.354109869545875,-4.1195260337341155,-38.44872914752696,-231.7790431824598,34925.60692288443
0.5621875,0.614053962683895,0.0004623201702566452,-0.32791565262217515,-4.120727722843461,-35.60184767344258,-231.80947437441594,33318.93444876437
0.582265625,0.6308172018920625,0.0005210046982686943,-0.2999869570714504,-4.122008657630597,-32.56693674216458,-231.84181714579228,31752.71485875241
0.60234375,0.6485405551273786,0.0005865972126378902,-0.27026787604190305,-4.123373767643541,-29.338011725028696,-231.876176393567,30228.907345467393
0.622421875,0.6672571934085403,0.0006599544801446824,-0.23872643041432362,-4.124828259318069,-25.911697556110493,-231.9126612468746,28749.19516801877
0.6425,0.6869971149543312,0.0007420439227935753,-0.20534767272040844,-4.126377626549781,-22.286480407309096,-231.95138492729845,27314.9982351695
0.6625781249999999,0.7078022312093418,0.0008339536946390486,-0.17007334346832736,-4.128027671050338,-18.456159655275034,-231.99246515336742,25927.4856763464
0.68265625,0.7297153193177107,0.0009369079972305109,-0.13284664760569498,-4.129784504674612,-14.414710488466296,-232.0360235309705,24587.58406821647
0.7027343749999999,0.7527780765363454,0.0010522821779515505,-0.09362003592859724,-4.131654562564662,-10.157129903598822,-232.08218541795924,23295.984714066617
0.7228125,0.7770198083563173,0.001181614215268923,-0.05240012064335431,-4.1336446344664495,-5.684310479317343,-232.13108089055638,22053.154412281026
0.7428906249999999,0.8024827354524444,0.0013266401037609946,-0.009145923692883473,-4.135761809768837,-0.9920020446291786,-232.18284073696162,20859.33724762288
0.76296875,0.8292120670224394,0.0014893111975603425,0.036191155746846615,-4.13801350664809,3.924848511486247,-232.23759715613008,19714.505189353895
0.7830468749999999,0.8572553880833911,0.0016718178825389609,0.08366561261370631,-4.1404074830625905,9.071909826855562,-232.295483471432,18618.198160690696
0.803125,0.8866539616061742,0.0018766452312209926,0.13330204057162998,-4.142951733221624,14.451585546528857,-232.35662724970334,17569.807916665162
0.8232031249999999,0.9174511924174171,0.0021065717784263787,0.1851290438094223,-4.145654626184859,20.066689106265162,-232.42115712390628,16568.680353772164
0.84328125,0.9496940596677936,0.002364689589461058,0.23918498593746784,-4.148524967023119,25.9210618691685,-232.48920513923707,15614.0998913433
0.8633593749999999,0.9834273757428322,0.002654466295964135,0.29549509559795506,-4.15157190144316,32.01708666387293,-232.5609002851561,14705.277645138856
0.8834375,1.0186964708654207,0.0029797466087497777,0.3540825812768612,-4.1548050848598965,38.356888211890755,-232.63637694236738,13841.343607546849
0.9035156249999999,1.0555478144453316,0.0033447608676657526,0.41497135445402966,-4.158234832302413,44.94262309454068,-232.71578203573617,13021.344828144884
0.92359375,1.0940155725795173,0.0037543932713896325,0.4781327740005986,-4.161871216555016,51.77070796857407,-232.7992234861396,12244.244058176699
0.9436718749999999,1.134129891942428,0.004214125024107756,0.5435200000474983,-4.165724541388594,58.83554010517179,-232.88679561352856,11508.922683153476
0.9637499999999999,1.1759150017279771,0.0047301271538716045,0.611061217725988,-4.169805211906075,66.12876201290356,-232.97857073865495,10814.185610173274
0.9838281249999999,1.2193669230676218,0.005309767264452786,0.680571936763194,-4.174121947185627,73.62977289620312,-233.07449844030398,10158.762636087564
1.00390625,1.2644989656222654,0.005960856077202107,0.7519389495366875,-4.178685211401715,81.3256397115973,-233.17459623277367,9541.321618132612
1.023984375,1.3113279409597398,0.006691929996344121,0.8250645810794615,-4.1835063205261624,89.20505586110981,-233.27889859490116,8960.48061181252
1.0440625,1.359866112988475,0.007512520247768176,0.8998349313316983,-4.188596658614586,97.25490385776241,-233.38741229496563,8414.81788237647
1.0641406249999998,1.4101308195828761,0.008432059153445698,0.9761591448848939,-4.193972473344874,105.46449947754658,-233.50038252661514,7902.885641828889
1.08421875,1.4621328431492266,0.009461006174760802,1.0539233219280169,-4.199650471218909,113.82060845863022,-233.61804621906114,7423.220191931849
1.104296875,1.5158680514622331,0.010612716348264519,1.132958493227871,-4.205640621368923,122.30399381378727,-233.74023123965222,6974.346297058647
1.124375,1.5713270875532317,0.011902053488716936,1.2130811788914704,-4.211952494050024,130.89380622818803,-233.86670970911626,6554.785760645975
1.1444531249999998,1.6284692164171874,0.013347223708042196,1.2939905553617042,-4.218588328938837,139.55650040575372,-233.99681359729544,6163.066677511387
1.16453125,1.687165462560425,0.014973946508779732,1.3750459096935415,-4.225527020228226,148.22188316906963,-234.12854967481064,5797.731693724507
1.184609375,1.7473944416439022,0.0168028831734051,1.4560541977968988,-4.232776666798732,156.8680714409087,-234.2615161749321,5457.340964351493
1.2046875,1.8091435263573747,0.018855886977830357,1.536868047759431,-4.240348587489895,165.47809195919388,-234.39545851166355,5140.483312485067
