coordinate_half_extent,proper_interval,minimum_optical_loop_length,optical_quadrature_relative_change,length_over_sign_threshold,throat_rho_plus_pr_per_c,geometric_throat_rho_plus_pr_per_c
1.0,162.5863731040907,2.774540634415051,3.4938718584953676e-13,0.8494046872147414,-1.5072754471888137e-07,-3.6367398086540847e-12
2.0,238.72205234448984,6.2966020463425005,1.100664004383134e-11,1.9276572220095933,2.8538205427810073e-07,6.885670959507369e-12
4.0,244.62722765850708,11.471677292911235,4.283240429003854e-13,3.511967473804196,3.5880420501868583e-07,8.657193602785973e-12
6.0,248.62723221902445,16.182367046584535,3.1086244689504383e-15,4.954109609750292,3.745526114524288e-07,9.037169649680889e-12
7.0,250.62731252977392,18.537849325142954,1.7763568394002505e-15,5.675222742224055,3.783387008852027e-07,9.128520054047747e-12
10.0,256.6486577869165,25.63471477441805,7.105427357601002e-15,7.847874568755155,3.841219899651103e-07,9.268058700823167e-12
40.0,318.1346485635204,95.44269338246582,0.0,29.21906066679665,3.900044261035096e-07,9.409989558360066e-12
