run_name,velocity,control_law_mode,service_modifier_mode,substrate_mode,max_abs_delta_rho_packet,max_abs_delta_j_packet,max_abs_delta_j_catch,delta_j_catch_abs_burden,delta_j_global_abs_burden,support_shell_load_fraction,catch_rematch_localization_fraction,packet_exposure_score,passes_packet_rho_gate,passes_packet_j_gate,passes_catch_j_gate,passes_support_shell_gate,recommended_next_step,service_synthesis_enabled_modifiers,service_synthesis_modified_service_fields,service_synthesis_modifiers
v5_service_flow_off,5.0,none,none,carrying_flow_off,2.012739156306495e-07,2.580641304630149e-05,2.580641304630149e-05,0.018759436116674,0.0214466987966711,0.0043832027367457,0.8747004046881944,2.954674720501632e-06,True,True,True,True,promote_or_compare,,,
v5_service_identity_synthesis,5.0,none,identity,carrying_flow_off,2.0127391563238425e-07,2.580641304625458e-05,2.580641304625458e-05,0.0187594361167441,0.021446698796874,0.0043832027399721,0.8747004046831874,2.954674720499495e-06,True,True,True,True,promote_or_compare,1.0,['carrying_flow'],"[{'block': 'carrying_flow', 'service_field': 'carrying_flow', 'delta_name': 'delta_carrying_flow', 'law': 'identity', 'requested_law': 'identity', 'scope': 'global', 'amplitude': 0.0, 'gain': 1.0, 'max_abs_change': None, 'window_abs_sum': 29161.0, 'window_max': 1.0, 'window_total_abs': 29161.0, 'window_packet_edge_abs': 629.0, 'window_support_shell_abs': 3528.0, 'window_packet_live_abs': 2552.0, 'window_packet_edge_fraction': 0.021569905010116252, 'window_support_shell_fraction': 0.12098350536675696, 'window_packet_live_fraction': 0.08751414560543191, 'min': 0.0, 'max': 0.0, 'linf': 0.0, 'l1': 0.0, 'nonzero_points': 0}]"
v5_service_carrying_flow_localizer,5.0,none,compact_momentum_localizer,carrying_flow_off,2.0127391563238425e-07,2.580641304625458e-05,2.580641304625458e-05,0.0187952795067721,0.0214825674992729,0.0043758842574682,0.8749084348231744,2.957745138930693e-06,True,True,True,True,promote_or_compare,1.0,['carrying_flow'],"[{'block': 'carrying_flow', 'service_field': 'carrying_flow', 'delta_name': 'delta_carrying_flow', 'law': 'compact_momentum_localizer', 'requested_law': 'compact_momentum_localizer', 'scope': 'catch_rematch_edge_support_mix', 'amplitude': 0.002, 'gain': 1.0, 'max_abs_change': 0.002, 'window_abs_sum': 3809.610206604004, 'window_max': 1.0, 'window_total_abs': 3809.610206604004, 'window_packet_edge_abs': 272.1868076324463, 'window_support_shell_abs': 3500.3147583007812, 'window_packet_live_abs': 277.48216438293457, 'window_packet_edge_fraction': 0.07144741663086876, 'window_support_shell_fraction': 0.9188117861068685, 'window_packet_live_fraction': 0.07283741625374585, 'min': -0.002, 'max': 4.448812716890929e-18, 'linf': 0.002, 'l1': 0.6502113510051645, 'nonzero_points': 1150}]"
