regulator,difference_rho,difference_pr,difference_pt,difference_polarization,estimate_rho,estimate_pr,estimate_pt,estimate_polarization
4.0,6.911980407239622e-05,6.616844732405369e-05,-1.0871894935401542e-05,-0.0010168929134435768,-0.015232465798935167,0.015011981777989502,0.01523555823943074,0.026613114119631517
8.0,0.0011709559835331655,0.0005035197030583111,-0.0008625356478488707,-0.0011155180760464786,-0.015249937278699251,0.015007718426886666,0.015261342622862608,0.026605054919958238
