arrangement,coupling,coordinate,pressure_derivative,lapse_term,angular_term,residual,relative_residual
inner,1.0,-1.5,-6.820765225183201e-07,4.349588524382573e-07,2.4699719519403975e-07,-1.2047488602298817e-10,-8.832258749487577e-05
inner,1.0,-2.8,-0.00013924095198847037,-6.234921405101085e-05,0.000201589769086181,-3.9695330022689913e-10,-9.845561885493572e-07
inner,1.0,-4.0,-2.7477556328868682e-05,-4.043373045520273e-09,2.7481600047178568e-05,3.452643647871255e-13,6.281736986988725e-09
inner,1.0,-5.5,-4.0828678120425855e-06,-6.578025414756039e-16,4.082867860743059e-06,4.804267115290353e-14,5.883446767588571e-09
inner,8.0,-1.5,-9.55647669874279e-07,5.992556982188746e-07,3.5614272709661195e-07,-2.4924455879248206e-10,-0.00013042310147298264
inner,8.0,-2.8,-0.0002255784025063167,-0.00010109290296866967,0.0003266704589770695,-8.464979169009457e-10,-1.2956433569050736e-06
inner,8.0,-4.0,-3.576601966606777e-05,-5.273956563691873e-09,3.577129405260218e-05,4.299707223836928e-13,6.009996791499039e-09
inner,8.0,-5.5,-4.859705711560979e-06,-7.833245089595054e-16,4.859705769322126e-06,5.697782266074654e-14,5.8622708554137144e-09
inner,64.0,-1.5,-1.010800970011145e-06,6.305217179294915e-07,3.7999200259424545e-07,-2.872494874081005e-10,-0.0001421102259599609
inner,64.0,-2.8,-0.00025109951405092733,-0.00011351975132919459,0.0003646182441156399,-1.021264481998723e-09,-1.400455227138393e-06
inner,64.0,-4.0,-3.7698926434383334e-05,-5.574959119507168e-09,3.7704501834754446e-05,4.4125160204291566e-13,5.851444564348382e-09
inner,64.0,-5.5,-5.012943854785022e-06,-8.09068693227034e-16,5.012943914146054e-06,5.855196308948403e-14,5.840077650400591e-09
inner_pair,1.0,-1.5,4.765768976940341e-06,-6.550506257660654e-06,1.7845670046758518e-06,-1.7027604446137102e-10,-1.2997335694256104e-05
inner_pair,1.0,-2.8,-0.00014002588082168894,-6.27035920573892e-05,0.0002027290751199262,-3.9775915195014097e-10,-9.810106456335402e-07
inner_pair,1.0,-4.0,-2.7711719506039996e-05,-4.0762734372398075e-09,2.7715796128239418e-05,3.4876218056654855e-13,6.291758337865762e-09
inner_pair,1.0,-5.5,-4.1204229615403225e-06,-6.635811757589003e-16,4.120423010728964e-06,4.852506065152959e-14,5.88835913338395e-09
inner_pair,8.0,-1.5,5.7519943516160755e-06,-7.829401819932271e-06,2.077096666080402e-06,-3.1080223579388694e-10,-1.984879636991637e-05
inner_pair,8.0,-2.8,-0.00022559829382700703,-0.00010110119488659222,0.0003266986421932965,-8.465203028026717e-10,-1.2955658468562325e-06
inner_pair,8.0,-4.0,-3.57713186227207e-05,-5.2746792918095856e-09,3.577659373210818e-05,4.300956699078082e-13,6.010852733962971e-09
inner_pair,8.0,-5.5,-4.860515301916329e-06,-7.834468251601476e-16,4.860515359690942e-06,5.699116597076464e-14,5.862667030899854e-09
inner_pair,64.0,-1.5,5.9161469133661506e-06,-8.047660202980646e-06,2.1311624510642088e-06,-3.5083855028659653e-10,-2.1798025079648004e-05
inner_pair,64.0,-2.8,-0.0002510998487079979,-0.00011351988884335674,0.00036461871628648947,-1.0212648651557708e-09,-1.4004539390113713e-06
inner_pair,64.0,-4.0,-3.769901375523532e-05,-5.574970969651002e-09,3.770458916746253e-05,4.4125755837860076e-13,5.851509997905115e-09
inner_pair,64.0,-5.5,-5.012957085852838e-06,-8.090706863986925e-16,5.01295714521428e-06,5.855237135936461e-14,5.8401029577137605e-09
spanning_pair,1.0,-1.5,1.4375213596992448e-06,-2.500623957621041e-06,1.0630900702575264e-06,-1.2527664269726489e-11,-2.5049139460308146e-06
spanning_pair,1.0,-2.8,-3.137567412503316e-05,-2.4554042708375254e-05,5.5929707247281775e-05,-9.586126638034924e-12,-8.569797955619669e-08
spanning_pair,1.0,-4.0,-4.021921519315667e-05,-9.096240987179149e-09,4.022831852082762e-05,7.086683772087026e-12,8.808079304406826e-08
spanning_pair,1.0,-5.5,-0.00037451319704365113,-8.670528580817294e-14,0.0003745144753192746,1.2781889182061218e-09,1.7064642138332676e-06
spanning_pair,8.0,-1.5,1.4838080696430096e-06,-2.587735961278665e-06,1.1039146671506684e-06,-1.3224484987037774e-11,-2.555229547472455e-06
spanning_pair,8.0,-2.8,-3.74702818638545e-05,-3.172261179715753e-05,6.919288951738306e-05,-4.143628975637921e-12,-2.994259150375519e-08
spanning_pair,8.0,-4.0,-6.847525134491672e-05,-1.595758094726122e-08,6.849122702413925e-05,1.8098275265596153e-11,1.321211375756362e-07
spanning_pair,8.0,-5.5,-0.0010775292661418757,-2.475852494594097e-13,0.0010775341942304184,4.92784095755712e-09,2.2866338034146253e-06
spanning_pair,64.0,-1.5,1.4913432074274996e-06,-2.600930040747815e-06,1.1095734979748647e-06,-1.3335345450726706e-11,-2.563579071335776e-06
spanning_pair,64.0,-2.8,-3.887413612245105e-05,-3.338810922548573e-05,7.22622427400805e-05,-2.6078562866040794e-12,-1.8044390408190625e-08
spanning_pair,64.0,-4.0,-7.712907780885039e-05,-1.8017696167785857e-08,7.714711836765317e-05,2.2862635002947156e-11,1.481755824091638e-07
spanning_pair,64.0,-5.5,-0.0014648634361278986,-3.350789788203848e-13,0.0014648713873952194,7.950932241805944e-09,2.713874367419807e-06
outer,1.0,-1.5,4.544663542203989e-09,-7.3654709055145795e-09,2.820679463083131e-09,-1.279002274596046e-13,-8.682495633579276e-06
outer,1.0,-2.8,-8.921902110558361e-06,-1.0034003952502977e-05,1.8955912874074368e-05,6.811013030156611e-12,1.7965408205421213e-07
outer,1.0,-4.0,-2.9766822971898744e-05,-7.287856319327007e-09,2.97741178039153e-05,6.9756972313555436e-12,1.1714365635372271e-07
outer,1.0,-5.5,-0.00037231253964263735,-8.626927982137701e-14,0.00037231381789380947,1.2781649028569507e-09,1.7165184790632477e-06
outer,8.0,-1.5,4.343625174122932e-09,-8.015923421647013e-09,3.6721250417473145e-09,-1.732057767665583e-13,-1.0803973476681987e-05
outer,8.0,-2.8,-1.4419793295596641e-05,-1.6471236129502777e-05,3.089104195398854e-05,1.2528889126802063e-11,2.0279166507587915e-07
outer,8.0,-4.0,-5.750603079626413e-05,-1.4015075529733513e-08,5.752006385562453e-05,1.798383066542366e-11,1.563266125878654e-07
outer,8.0,-5.5,-0.0010751558814765287,-2.4710044004114345e-13,0.001075160809538899,4.9278152697718874e-09,2.2916695432795016e-06
outer,64.0,-1.5,4.21674270689194e-09,-8.045594607887896e-09,3.828670087476792e-09,-1.8181351916370322e-13,-1.1299076224289438e-05
outer,64.0,-2.8,-1.5732536947636586e-05,-1.801146731012264e-05,3.3744018357263925e-05,1.4099504699080327e-11,2.089186221903279e-07
outer,64.0,-4.0,-6.607115619869382e-05,-1.6051379480853783e-08,6.60872303257898e-05,2.274761513865447e-11,1.7210298374926677e-07
outer,64.0,-5.5,-0.001462458513706798,-3.345854051567272e-13,0.001462466464947536,7.950906152432227e-09,2.7183282339024904e-06
