s,x,model,baseline_required_negative_null,required_negative_null,worst_direction,auxiliary_rho,endpoint_rho,geometry_rho,endpoint_remainder_required_negative_null
0.0,-2.1,inventory_only,0.03341954732392675,0.04023941434089592,-1.0,0.006819867016913761,0.0,0.0023337375658352,0.006819867016969174
0.0,-2.0875,inventory_only,0.02677151119633687,0.03269234434326312,-1.0,0.005918493846411073,-1.173860135462144e-06,0.0025980748332075,0.005920833146926242
0.0,-2.075,inventory_only,0.021332921698749036,0.026535454578397122,-1.0,0.005185527873182499,-8.535179333010051e-06,0.0028418178414959,0.005202532879648087
0.0,-2.0625,inventory_only,0.01691476540298776,0.02155619895446598,-1.0,0.004589690997855324,-2.5976073671665692e-05,0.0030659503660693,0.004641433551478223
0.0,-2.0500000000000003,inventory_only,0.013912757905235034,0.018338475815960258,-1.0,0.004316038319485109,-5.507153732444692e-05,0.0032715423093118,0.004425717910725226
0.0,-2.0375,inventory_only,0.011396779869257316,0.01632853125034023,-1.0,0.004741810056962563,-9.538582540993106e-05,0.0034597237081551,0.004931751381082915
0.0,-2.025,inventory_only,0.00928411224038827,0.014613452323833058,-1.0,0.005040912995187987,-0.0001448611148155,0.0036316604854428,0.005329340083444789
0.0,-2.0125,inventory_only,0.008387319703621225,0.013895654990580713,-1.0,0.00510964300198497,-0.0002002600509925,0.0037885330750679,0.005508335286959487
0.0,-2.0,inventory_only,0.00774115033324307,0.013274080285093099,-1.0,0.005020045592280739,-0.0002576361141794,0.0039315174681988,0.005532929951850027
0.0,-1.9875,inventory_only,0.007137777002941715,0.012556347373909352,-1.0,0.004795884298968373,-0.0003128080639706,0.0040617691031384,0.00541857037096764
0.0,-1.975,inventory_only,0.006563660727082622,0.011741838759576004,-1.0,0.00445795416398237,-0.0003618170466017,0.0041804094340542,0.005178178032493381
0.0,-1.9625000000000001,inventory_only,0.006014363032406439,0.010849346617660422,-1.0,0.004036079860799272,-0.0004013472747848,0.0042885151621281,0.004834983585253986
0.0,-1.9500000000000002,inventory_only,0.0055084373267865645,0.009920753933902704,-1.0,0.003566064226320947,-0.0004290935153797,0.004387110055161,0.004420205616235985
0.0,-1.9375,inventory_only,0.005979765807396353,0.009016087036174349,-1.0,0.00308932523899809,-0.0004440609456516,0.0044771587039347,0.003973283770174555
0.0,-1.925,inventory_only,0.006641691545984556,0.008504511219772073,-1.0,0.0028254631717872505,-0.000446785264316,0.0045595628826154,0.0037148839941929905
0.0,-1.9125,inventory_only,0.007487962897929586,0.00891514278781927,-0.05180195483494331,0.0027691395722737504,-0.0004394632690367,0.0046351590361381,0.003644038175571825
0.0,-1.9000000000000001,inventory_only,0.008727511311691768,0.010249391554616292,-0.016756324096456023,0.002829280341340754,-0.0004259864374951,0.0047047180051175,0.0036774156212078146
0.0,-1.8875000000000002,inventory_only,0.009423970494371709,0.010976197728526784,-0.009757230008198935,0.002819385632269147,-0.0004107764444752,0.0047689453936603,0.003637316626904859
0.0,-1.875,inventory_only,0.009967329937000577,0.01152699101354935,-0.0065914663171404795,0.0027848209028528605,-0.0003948872864968,0.0048284833960937,0.0035712031396964894
0.0,-1.8625,inventory_only,0.01049481463862391,0.012063850861854642,-0.004759096278988371,0.002750657540652839,-0.0003783992579554,0.004883913270124,0.0035043045428676716
0.0,-1.85,inventory_only,0.011012570247312163,0.01259358031512176,-0.003579500863404505,0.002717708662258727,-0.0003613926532464,0.0049357584846617,0.003437591948727898
0.0,-1.8375000000000001,inventory_only,0.01152640974585468,0.013122721078023715,-0.0027672548055924983,0.002686844971895876,-0.0003439477667652,0.0049844881307191,0.0033720940572190467
0.0,-1.8250000000000002,inventory_only,0.012041833375876596,0.013657551139165112,-0.0021816171413147297,0.0026589811953715656,-0.0003261448929073,0.0050305208410209,0.0033088835898572857
0.0,-1.8125,inventory_only,0.012564841735392936,0.014205057028972031,-0.0017450776031064227,0.002635238063327408,-0.000308064326068,0.0050742286245889,0.0032492392729866924
0.0,-1.8,inventory_only,0.013099717807725758,0.014770225918187366,-0.001411588243514659,0.002616453481677592,-0.0002897863606429,0.0051159408085936,0.003194157008209553
0.0,-1.7875,inventory_only,0.013646202398089058,0.01535253932279363,-0.0011521865348039278,0.0026025029331005847,-0.000271388615435,0.0051559479916362,0.0031436651590753192
0.0,-1.7750000000000001,inventory_only,0.014197261559797876,0.0159431378500275,-0.0009477745970912173,0.0025917019579758753,-0.0002529380068778,0.0051945057150499,0.0030962116875828233
0.0,-1.7625000000000002,inventory_only,0.014740957450508577,0.01652701242136022,-0.0007851338722420744,0.002581121735961309,-0.0002344987758125,0.0052318380258457,0.0030489950801910206
0.0,-1.75,inventory_only,0.015265410506022504,0.017089058732691762,-0.0006546859899741751,0.002567679806943987,-0.0002161351630802,0.0052681408552805,0.0029990601835528184
0.0,-1.7375,inventory_only,0.015759014706479623,0.01761437017754661,-0.0005493365959565029,0.002548217771274491,-0.0001979114095221,0.0053035851301222,0.0029433759047728775
0.0,-1.725,inventory_only,0.01621088889232232,0.018088825903009313,-0.00046373562019083397,0.0025196380578649718,-0.0001798917559795,0.0053383195872739,0.002878971979471197
0.0,-1.7125000000000001,inventory_only,0.016611162885737003,0.018499483878652332,-0.0003937924068206173,0.0024790108906156175,-0.0001621404432934,0.0053724734487374,0.002803045938254279
0.0,-1.7000000000000002,inventory_only,0.016950974584811755,0.018834612530702646,-0.00033634692361201115,0.0024236088415306905,-0.000144721712305,0.0054061587056963,0.0027129976597832046
0.0,-1.6875,inventory_only,0.01722884698578941,0.019091707340824292,-0.0002888879280534603,0.0023525418685334367,-0.000127694782683,0.0054394723095519,0.0026080545557650293
0.0,-1.675,inventory_only,0.017454022961894484,0.019281895604545345,-0.0002493977642579382,0.002267813657573912,-0.0001110987894059,0.0054724980576715,0.002490298354274816
0.0,-1.6625,inventory_only,0.017880461481269542,0.019725957835211742,-0.00021501383701272127,0.0022363604618728787,-9.496784627976624e-05,0.0055053082163577,0.0024267334962317713
0.0,-1.6500000000000001,inventory_only,0.018315596427989474,0.020181896593315495,-0.00018588021353026284,0.002208865647404507,-7.93360671104438e-05,0.005537965117031,0.002368111536882368
0.0,-1.6375000000000002,inventory_only,0.01875315515215699,0.0206415827867231,-0.00016114078327916174,0.002183587460297579,-6.423756570400858e-05,0.0055705223896363,0.002312758910855644
