s,bank_rest_energy,heat_rest_energy,wall_rest_energy,recovered_work_prefix,converter_loss_prefix
0.0,59.661498749941266,0.04232741379739455,34.70048871338264,0.0,0.0
0.0100390625,59.37128117886773,0.34952333592443074,34.70048871338264,0.0,0.0058043514214706875
0.020078125,59.12317309333516,0.607214843643267,34.70048871338264,0.0,0.010766513132122249
0.030117187499999996,58.86555142042685,0.8671494334522865,34.70048871338264,0.0,0.01591894659028858
0.04015625,58.59702099847637,1.1308590516293482,34.70048871338264,0.0,0.02128955502929798
0.0501953125,58.336017005562596,1.3800576331962624,34.70048871338264,0.0,0.0265096348875735
0.06023437499999999,58.05328486852687,1.6441611023443228,34.70048871338264,0.0,0.03216427762828804
0.0702734375,57.7648611492252,1.9073063290556127,34.70048871338264,0.0,0.03793275201432166
0.0803125,57.45902872218585,2.1813957318894657,34.70048871338264,0.0,0.044049400555108455
0.0903515625,57.13262589800568,2.469951782427456,34.70048871338264,0.0,0.05057745703871191
0.100390625,56.781246632425805,2.7785406402338424,34.70048871338264,0.0,0.05760504235030943
0.1104296875,56.404547788804905,3.1087466733710607,34.70048871338264,0.0,0.06513901922272754
0.12046874999999999,56.001586908393094,3.4627226370092474,34.70048871338264,0.0,0.07319823683096359
0.1305078125,55.572620359985855,3.841388435311745,34.70048871338264,0.0,0.08177756779910861
0.140546875,55.117456122433595,4.246075352962778,34.70048871338264,0.0,0.09088085255015342
0.1505859375,54.636504579329745,4.677472393793686,34.70048871338264,0.0,0.10049988341223073
0.160625,54.13034626042821,5.136055805459982,34.70048871338264,0.0,0.11062304979026127
0.1706640625,53.60009712875708,5.621721206869455,34.70048871338264,0.0,0.12122803242368405
0.180703125,53.050555241373836,6.130508189670863,34.70048871338264,0.0,0.1322188701713487
0.1907421875,52.48365495330492,6.661027616453934,34.70048871338264,0.0,0.14355687593272706
0.20078125,51.90066871680497,7.212510866212393,34.70048871338264,0.0,0.15521660066272613
0.2108203125,51.30295725327462,7.784065631727897,34.70048871338264,0.0,0.16717082993333315
0.220859375,50.69191971371398,8.374724801022069,34.70048871338264,0.0,0.17939158072454603
0.2308984375,50.06898666253618,8.983452645509374,34.70048871338264,0.0,0.19185024174810203
0.24093749999999997,49.435552095197245,9.609212114306455,34.70048871338264,0.0,0.2045189330948808
0.2509765625,48.79295108768893,10.250986639342038,34.70048871338264,0.0,0.217370953245047
0.261015625,48.1440521180991,10.906184763589126,34.70048871338264,0.0,0.23034893263684367
0.2710546875,47.49798994655259,11.56526837535661,34.70048871338264,0.0,0.24327017606777382
0.28109375,46.85585108958544,12.226259619164555,34.70048871338264,0.0,0.25611295320711697
0.2911328125,46.21770234366507,12.888228337885584,34.70048871338264,0.0,0.26887592812552447
0.301171875,45.58358980559302,13.550294729802825,34.70048871338264,0.0,0.2815581788869654
0.3112109375,44.95338841537321,14.211781345887896,34.70048871338264,0.0,0.2941622066913616
0.32125,44.32689404528222,14.87212240730292,34.70048871338264,0.0,0.3066920940931814
0.33128906249999995,43.70384111293321,15.530847460004884,34.70048871338264,0.0,0.31915315274016154
0.341328125,43.08391974381078,16.187565336247953,34.70048871338264,0.0,0.3315515801226102
0.35136718749999996,42.46688638788167,16.8418397060343,34.70048871338264,0.0,0.3438922472411924
0.36140625,41.85267086855854,17.49290138610295,34.70048871338264,0.0,0.356176557627655
0.37144531249999996,41.24075869975307,18.14041648697725,34.70048871338264,0.0,0.36841480100376434
0.381484375,40.63063525097146,18.784108247580306,34.70048871338264,0.0,0.38061726997939666
0.39152343749999996,40.02180085178039,19.423742403728504,34.70048871338264,0.0,0.39279395796321803
0.4015625,39.413775894920455,20.059122345663567,34.70048871338264,0.0,0.40495445710041694
0.41160156249999996,38.80609524626425,20.6900947589859,34.70048871338264,0.0,0.41710807007354084
0.421640625,38.19831955231477,21.316538165329707,34.70048871338264,0.0,0.4292635839525306
0.43167968749999996,37.58999085705371,21.938406955768787,34.70048871338264,0.0,0.44143015785775175
0.44171875,36.97482430422406,22.561681920160854,34.70048871338264,0.0,0.4537334889143448
0.45175781249999997,36.34841346138218,23.191118954052076,34.70048871338264,0.0,0.4662617057711824
0.461796875,35.711291069370844,23.826598656048933,34.70048871338264,0.0,0.479004153611409
