s,x,covariant_power,reduced_power,power_identity_residual,force_identity_residual,endpoint_power,matched_energy_residual
0.002509765625,-2.09375,-1.5285719452826319e-06,-1.5285721624433077e-06,2.1716067584335935e-13,-8.673617379884035e-19,-7.825180381365122e-07,-7.460539071461197e-07
0.002509765625,-1.96875,-1.7216372164227288e-05,-1.721637223267804e-05,6.845075179416626e-14,0.0,-1.7472477401671592e-05,2.5610523744430374e-07
0.002509765625,-1.8312500000000003,1.219519274744486e-05,1.2195192722650624e-05,2.4794236623678842e-14,-1.0842021724855044e-19,1.2181916335421591e-05,1.3276412023269615e-08
0.002509765625,-1.7062500000000003,8.761267395481486e-06,8.761267372823104e-06,2.265838206080492e-14,1.6263032587282567e-19,8.759199220336857e-06,2.068175144628138e-09
0.002509765625,-1.56875,4.601188420012791e-06,4.601188414043707e-06,5.9690843779813645e-15,1.0299920638612292e-18,4.601397226934783e-06,-2.0880692199153468e-10
0.002509765625,-1.44375,2.4591786811901993e-06,2.4591786780656747e-06,3.1245245479198224e-15,5.868244258577793e-18,2.4598412880073387e-06,-6.626068171393918e-10
0.002509765625,-1.30625,1.0566592263148814e-06,1.056659225959092e-06,3.557894132305908e-16,2.9158262176282035e-17,1.0559334099498677e-06,7.258163650137049e-10
0.002509765625,-1.1687500000000002,5.968593732954784e-07,5.96859371839019e-07,1.4564593885183766e-15,1.335635432548471e-16,5.996378661680584e-07,-2.7784928725800017e-09
0.002509765625,-1.0437500000000002,-6.861126194530325e-08,-6.861126298221462e-08,1.0369113701282312e-15,5.365716551630761e-16,-6.974782142563006e-08,1.1365594803268085e-09
0.002509765625,-0.90625,4.354384453079522e-09,4.354399308419157e-09,-1.4855339635085976e-14,2.309970231995041e-15,4.295807856032105e-09,5.857659704741744e-11
0.002509765625,-0.78125,7.694794738698482e-10,7.694984462517302e-10,-1.8972381882009437e-14,1.0979501101425048e-14,8.167487648133946e-10,-4.726929094354644e-11
0.002509765625,-0.6437499999999999,-4.015806174136669e-10,-4.014606241267656e-10,-1.1999328690127316e-13,2.169037925615555e-14,-4.071548569945424e-10,5.574239580875524e-12
0.002509765625,-0.50625,4.852437679984018e-11,5.472333450498668e-11,-6.1989577051465025e-12,1.058537318129188e-12,5.3693152055175876e-11,-5.1687752553356984e-12
0.10791992187499999,-2.09375,-3.4390961645599967e-06,-3.4390961950395925e-06,3.047959588103259e-14,0.0,-1.671169474552953e-06,-1.7679266900070436e-06
0.10791992187499999,-1.96875,-0.00018001409504143275,-0.00018001409510876626,6.733350856047426e-14,0.0,-0.00018053943670801997,5.2534166658722e-07
0.10791992187499999,-1.8312500000000003,-6.287661326558637e-05,-6.287661326442753e-05,-1.1588359395339753e-15,1.0842021724855044e-19,-6.28725812736297e-05,-4.0319919566728785e-09
