case,s,model,required_negative_null,baseline_required_negative_null,auxiliary_slice_energy,required_negative_null_of_endpoint_remainder
coarse_eta098_recovery100_voltage050,0.5,any_recovery_bank_mass_lower_bound,28225583459.19655,0.07065375379886116,200875352609808.94,28225583459.15554
coarse_eta098_recovery100_voltage050,1.285,inventory_only,0.16145488756722323,0.10407907145903474,57.99339041432345,0.07684343675349199
coarse_eta098_recovery100_voltage050,1.285,isotropic_wall_bound,0.20619843822828152,0.10407907145903474,92.11586108506619,0.12158698741366482
coarse_eta098_recovery100_voltage050,1.285,benchmark_bank_mass_only,262961238889.1324,0.10407907145903474,200945311478496.88,262961238889.12823
coarse_eta098_recovery100_voltage050,1.285,any_recovery_bank_mass_lower_bound,262961238889.1324,0.10407907145903474,200875350888622.75,262961238889.12823
coarse_eta095_recovery000_voltage050,0.0,inventory_only,0.08192650474113453,0.0731271696096231,61.763605173649765,0.012499114154399946
coarse_eta095_recovery000_voltage050,0.0,isotropic_wall_bound,0.08710541939022955,0.0731271696096231,97.66655373357246,0.01979084981230769
coarse_eta095_recovery000_voltage050,0.0,benchmark_bank_mass_only,42854269937.95301,0.0731271696096231,211639680784392.34,42854269937.93987
coarse_eta095_recovery000_voltage050,0.0,any_recovery_bank_mass_lower_bound,41988172829.45581,0.0731271696096231,208039031697388.3,41988172829.44267
coarse_eta095_recovery000_voltage050,0.5,inventory_only,0.0766348515084214,0.07065375379886116,61.37321824686712,0.008752570981632879
coarse_eta095_recovery000_voltage050,0.5,isotropic_wall_bound,0.08012409851052649,0.07065375379886116,97.16972386049704,0.013858237387585392
coarse_eta095_recovery000_voltage050,0.5,benchmark_bank_mass_only,30008929821.94569,0.07065375379886116,211014111500113.9,30008929821.904682
coarse_eta095_recovery000_voltage050,0.5,any_recovery_bank_mass_lower_bound,29116917673.696186,0.07065375379886116,207427194716563.34,29116917673.655178
coarse_eta095_recovery000_voltage050,1.285,inventory_only,0.16561588733759486,0.10407907145903474,60.81788587121655,0.08100443652378127
coarse_eta095_recovery000_voltage050,1.285,isotropic_wall_bound,0.21278668786470323,0.10407907145903474,96.61439117576808,0.12817523704995612
coarse_eta095_recovery000_voltage050,1.285,benchmark_bank_mass_only,277227578504.6209,0.10407907145903474,211014109683638.78,277227578504.6166
coarse_eta095_recovery000_voltage050,1.285,any_recovery_bank_mass_lower_bound,271624729488.96274,0.10407907145903474,207427192938556.06,271624729488.95856
coarse_eta095_recovery100_voltage050,0.0,inventory_only,0.08174769433148364,0.0731271696096231,60.83035482175555,0.012246503466044929
coarse_eta095_recovery100_voltage050,0.0,isotropic_wall_bound,0.08682046735784132,0.0731271696096231,96.16573738730253,0.019390882889078913
