s,x,covariant_power,reduced_power,power_identity_residual,force_identity_residual,endpoint_power,matched_energy_residual
0.00501953125,-2.0875000000000004,-5.606592555172618e-06,-5.606592552572121e-06,-2.600497027189109e-15,0.0,-2.95618115751959e-06,-2.650411397653028e-06
0.00501953125,-1.9625000000000001,-1.6966264682841796e-05,-1.69662646677876e-05,-1.5054194598806275e-14,0.0,-1.785823514908834e-05,8.919704662465437e-07
0.00501953125,-1.8375000000000001,1.0221672997016178e-05,1.0221673009957476e-05,-1.2941298016934735e-14,1.0842021724855044e-19,1.0166826289757349e-05,5.4846707258828715e-08
0.00501953125,-1.7125000000000001,8.122342634378568e-06,8.122342631847095e-06,2.531473159350303e-15,1.6263032587282567e-19,8.11342492534633e-06,8.917709032237866e-09
0.00501953125,-1.5625,4.117186947569404e-06,4.1171869465418334e-06,1.0275703966650292e-15,1.111307226797642e-18,4.118173086530045e-06,-9.861389606412188e-10
0.00501953125,-1.4375,2.197787673327821e-06,2.197787672884539e-06,4.4328198745132927e-16,6.396792817664476e-18,2.2006124254646313e-06,-2.824752136810433e-09
0.00501953125,-1.3125,9.99164116169935e-07,9.99164114624419e-07,1.54551600907622e-15,2.755228770828788e-17,9.977554083089172e-07,1.4087078610179166e-09
0.00501953125,-1.1875,6.395012772311893e-07,6.395012756591817e-07,1.5720075997763087e-15,1.0558435094114305e-16,6.54385498085307e-07,-1.488422085411763e-08
0.00501953125,-1.0375,-5.4389661922912436e-08,-5.438966247912863e-08,5.562161954770306e-16,5.784591284706958e-16,-5.771594776418733e-08,3.3262858412748977e-09
0.00501953125,-0.9125,6.147350595550219e-09,6.14736210779519e-09,-1.151224497085891e-14,2.1424872543673954e-15,6.146313131423604e-09,1.0374641266151536e-12
0.00501953125,-0.7875,2.3828648377697e-10,2.383052680728047e-10,-1.8784295834722034e-14,1.0384445209385851e-14,4.2390517113704984e-10,-1.8561868736007984e-10
0.00501953125,-0.6625,-3.389985105943431e-10,-3.3889404946309465e-10,-1.044611312484779e-13,1.129555281096815e-14,-3.76858313640205e-10,3.7859803045861874e-11
0.00501953125,-0.5125,6.404434453532874e-11,6.704586001858073e-11,-3.0015154832519854e-12,5.335899907685238e-13,6.540952121460493e-11,-1.3651766792761806e-12
0.10541015625,-2.0875000000000004,-1.3374733096206535e-05,-1.3374733185578764e-05,8.937222842212225e-14,8.673617379884035e-19,-6.407041764156851e-06,-6.967691332049684e-06
0.10541015625,-1.9625000000000001,-0.00017225164525206887,-0.00017225164524320528,-8.863596705557808e-15,0.0,-0.00017432196183280726,2.070316580738389e-06
0.10541015625,-1.8375000000000001,-6.505517069204586e-05,-6.505517072005895e-05,2.8013087184121377e-14,-1.0842021724855044e-19,-6.503923062972636e-05,-1.5940062319497422e-08
0.10541015625,-1.7125000000000001,-2.4186265654126798e-05,-2.4186265667850785e-05,1.372398695338381e-14,-5.421010862427522e-20,-2.4171562466085216e-05,-1.470318804158187e-08
0.10541015625,-1.5625,-8.996993498205128e-06,-8.996993508218082e-06,1.0012954346412008e-14,8.131516293641283e-20,-8.988514900909417e-06,-8.478597295711246e-09
0.10541015625,-1.4375,-5.098503733404299e-06,-5.098503736193803e-06,2.7895039590394334e-15,8.538092108323347e-19,-5.09997034610458e-06,1.4666127002805894e-09
0.10541015625,-1.3125,-3.4552853140879323e-06,-3.4552853145110616e-06,4.2312937957025495e-16,4.512991542970912e-18,-3.4329644890415764e-06,-2.2320825046355816e-08
0.10541015625,-1.1875,-2.237946702784803e-06,-2.237946702954878e-06,1.700748984462437e-16,2.1643385868241882e-17,-2.271152647508398e-06,3.320594472359475e-08
0.10541015625,-1.0375,1.2951295003741933e-07,1.2951294836679327e-07,1.6706260576383508e-15,1.5265397182006452e-16,1.3550340855937727e-07,-5.990458521957938e-09
0.10541015625,-0.9125,-9.792819151724536e-09,-9.792821557000155e-09,2.4052756197455714e-15,7.41494336092309e-16,-8.897300254693662e-09,-8.95518897030874e-10
0.10541015625,-0.7875,-1.7142154521255193e-09,-1.71418663249171e-09,-2.88196338091747e-14,3.3171194980998264e-15,-2.1282571860681636e-09,4.140417339426443e-10
0.10541015625,-0.6625,9.6948989530346e-10,9.695076858016873e-10,-1.779049822726587e-14,1.2559818941446869e-14,1.0547936324011859e-09,-8.530373709772579e-11
0.10541015625,-0.5125,-5.534483518754171e-11,-5.526419492541446e-11,-8.064026212725062e-14,4.7036027552233364e-14,-3.890919481790045e-11,-1.6435640369641257e-11
