coordinate,radius,lapse,radial_scale
-1.0736900485992968,2.3499999999387806,69.17012120334077,94.06873558827654
-1.9517648553332867,2.8499999999883587,4.327668653747556,7.470900796501209
-6.570958726759176,6.800000000000393,1.0,1.0
