radius,throat,edge_ratio,screening_mass_parameter,loading,flavors,charge,adm_mass_ratio,wall_mass_ratio,adm_mass,wall_mass,cloud_adm_mass,eta,wall_lapse,wall_log_lapse_slope,wall_U,wall_Z,surface_energy,surface_pressure,wall_tension,surface_gas_energy,charge_predicted_gas_energy,scaled_matching_residual,positive_components,tensile_wall,wall_only_transverse_speed_squared,wall_number_per_area,wall_fermi_momentum,wall_charge,screening_rest_mass,screening_chemical_at_wall,electric_potential_energy_at_wall,screening_klein_energy,wall_fermi_energy_at_infinity,charge_integral_relative_error,mass_integral_relative_error,klein_maximum_relative_error,stress_conservation_relative_error,minimum_metric_f,proper_atmosphere_width,proper_mass_90_width,proper_number_90_width,screening_klein_to_rest_mass,wall_radial_pressure,wall_gas_energy_density,wall_electric_energy_density,rejected_search_samples,seconds,peak_rss_kib
6.8,1.75,1.5,3.0,0.0001,1,0.30286190409413793,0.35302663790719024,0.278786968214146,2.4005811377688935,1.8957513838561928,0.5048297539127008,1.0455999529108977e-07,0.5511983668175161,0.6401797062285386,9.89358184757679,84.93032257915297,0.0035244197110698267,0.0007293623771780223,0.0006885649855712608,0.0028358547254985662,0.002835854725498438,-1.0963452368173421e-14,True,False,-0.2069453802244871,508.7875794904058,79.96007308562922,89538.29879717664,11.209679390679835,36.96796017892856,12.22131728908334,8.155361986117052,56.295178984491386,1.390443316040546e-11,6.005818065091262e-11,1.1485812301259557e-11,2.6037537810022487e-05,0.3539306897145835,5.1766564190998885,0.8741927177148971,1.268555216336707,0.7275285672217595,7.650071446591361e-06,0.004458065264907931,0.0012413603163015446,5,5.955667946487665,146656
6.8,1.75,1.5,3.0,0.0001,4,0.30286190409413793,0.3601399789381215,0.24275141453754562,2.4489518567792263,1.65070961885531,0.7982422379239159,1.0455999529108977e-07,0.5413606273697079,0.45750593589195915,11.318562047579471,115.59748733410366,0.002914324711948714,0.0004630066542836416,0.0006627704677938104,0.002251554244154904,0.002251554244154889,-1.27675647831893e-15,True,False,-0.15887270638900222,692.5037370613743,46.64294858749275,121869.34002843912,11.209679390679835,42.29248390562752,14.813521636480493,8.081963983693297,40.0641775461786,2.588329550690105e-11,1.1243539432825855e-10,3.8148373349145004e-11,2.1765148644981607e-05,0.3460345685504378,5.226084385902312,0.7286149636917626,1.144437285571655,0.7209808329046189,-1.2676472378844064e-05,0.00784148576182207,0.0022996889529649832,5,5.917054615914822,146656
6.8,1.75,1.5,3.0,0.0001,16,0.30286190409413793,0.3651414419665482,0.1981075483239894,2.4829618053725278,1.347131328603128,1.1358304767693996,1.0455999529108977e-07,0.5351094255533974,0.2757671083999716,12.505046243388362,144.5530542260176,0.0022150799098887932,0.0001462789618045691,0.0006408406620932183,0.001574239247795575,0.0015742392477954927,-7.022160630754115e-15,True,False,-0.06603778091776065,865.9663160828933,26.07927058442315,152395.91901079912,11.209679390679835,46.72585305133627,16.973488969768187,8.029955415024826,30.928752471050473,2.7778002120726342e-11,9.135181500141698e-11,7.78144215729526e-11,1.9311500020285097e-05,0.34051602904128286,5.255926508944928,0.6309226909791974,1.0571275813833627,0.7163412204003078,-5.4388605605656215e-05,0.011859670833045377,0.0035960593846315995,5,5.844827405177057,146656
6.8,1.75,1.5,3.0,0.0001,64,0.30286190409413793,0.36837520561234377,0.15611338284322218,2.5049513981639375,1.0615710033339107,1.4433803948300268,1.0455999529108977e-07,0.5314320584836216,0.13724116290322677,13.350192312911531,167.1118944878989,0.0016032113677432996,-0.00013563018432782037,0.0006248239121329801,0.0009783874556103195,0.000978387455610213,-9.103828801926284e-15,True,True,0.08459906601007647,1001.108364110044,14.020241354322797,176178.71081644224,11.209679390679835,49.88379187721892,18.513697694281344,7.99614850799767,25.964503417646306,1.9648505045211095e-11,6.242628636243808e-11,4.4673487131774436e-11,1.7458044446904203e-05,0.336962473796092,5.272447448914668,0.5714262652485013,1.002223560750954,0.7133253529656307,-0.00010622247404928221,0.01553162420909288,0.0048060361806821494,5,5.933957831934094,147256
6.8,1.75,1.5,3.0,0.0003,1,0.30286190409413793,0.3359865252412225,0.25701151319916354,2.284708371640313,1.747678289754312,0.537030081886001,3.136799858732693e-07,0.5843335587968743,0.5401052726399679,7.084328592026328,37.72767513566882,0.003150296424929044,0.0006279684274617237,0.0006314531900018655,0.0025188432349271786,0.0025188432349252552,-1.6436851879575443e-13,True,False,-0.19933629816307455,226.0131826791037,53.293202355239266,39774.6263835516,11.209679390679835,26.471017404947137,7.139346124399682,8.32855768080708,38.2803527163186,6.979972155818359e-12,7.289946424293703e-12,2.674527266322002e-13,1.1561990013490389e-05,0.403669940760091,4.9804871466366185,1.2610281484494863,1.6009046117357475,0.7429791156856541,9.408887480079221e-06,0.0031229791653444644,0.0007348753041240719,7,6.098712757229805,146656
6.8,1.75,1.5,3.0,0.0003,4,0.30286190409413793,0.3465834888343846,0.22427623391012913,2.356767724073815,1.525078390588878,0.8316893334849372,3.136799858732693e-07,0.5701738412153092,0.3983878315649732,8.004844886368664,51.80975275777078,0.002618126223488403,0.0004219860067425647,0.0005913847366677577,0.002026741486820645,0.002026741486811259,-8.020528685648287e-13,True,False,-0.1611786333893057,310.3739382957783,31.226086601041587,54620.740651370215,11.209679390679835,29.91058158277189,8.832952051080095,8.221279142952838,26.637249794517878,6.129097229745639e-12,7.815970093361102e-12,1.9027002196025933e-12,9.832795373710018e-06,0.3913665909845243,5.046166327674211,1.079733866378174,1.4787580064403028,0.733408945646393,-7.892776112782572e-06,0.005379265302118805,0.0013858512084326752,7,6.018242429941893,146656
6.8,1.75,1.5,3.0,0.0003,16,0.30286190409413793,0.3540379168645536,0.18257380632359438,2.4074578346789646,1.2415018830004418,1.1659559516785227,3.136799858732693e-07,0.5610383217287896,0.24726316407000565,8.778642763304338,65.17760664441978,0.001984067987797011,0.00016074758637822764,0.0005541909383468518,0.001429877049450159,0.0014298770494478627,-1.962180418146886e-13,True,False,-0.08101919257147638,390.4560316568488,17.511808877176136,68713.88028903335,11.209679390679835,32.80192362065111,10.258168598177706,8.144967579428334,20.082964461063924,5.574873895852761e-12,6.123102025412663e-12,4.11182199400173e-12,8.861313960786889e-06,0.382778266065834,5.086380167668778,0.9489208141308328,1.387991141565624,0.7266012965723329,-4.405362756129328e-05,0.008031139232495436,0.0021932613379087454,7,6.200333788990974,147256
6.8,1.75,1.5,3.0,0.0003,64,0.30286190409413793,0.3588567621956523,0.14298301636611369,2.4402259829304356,0.972284511289573,1.4679414716408627,3.136799858732693e-07,0.5556014799571283,0.12759027876226967,9.33323646231181,75.63851069206225,0.001419664076553817,-7.897892605157745e-05,0.0005258739762189907,0.0008937901003348265,0.0008937901003309993,-3.270439474789555e-13,True,True,0.05563212266615629,453.12361477736596,9.432423533193314,79742.35073236024,11.209679390679835,34.87419613997275,11.280901116553581,8.095253871130451,16.52156959117823,4.8190340606879545e-12,3.540279180924699e-12,5.750955267558311e-12,8.151249184340199e-06,0.3772552548272796,5.10883467753425,0.8658564129709257,1.328868931457361,0.7221664053889959,-8.928238379885383e-05,0.010441261802940095,0.0029537892354209627,7,6.190890406258404,146656
6.8,1.75,1.5,3.0,0.001,1,0.30286190409413793,0.30648927037413926,0.21966708376648955,2.084127038544147,1.493736169612129,0.590390868932018,1.0455999529108978e-06,0.6363269670169915,0.4058636958721905,5.143852382681887,14.661698796708437,0.0025457915914236574,0.000505315966888955,0.0005117198858819158,0.002034071705541742,0.002034071705541501,-2.0594637106796654e-14,True,False,-0.19849070465598176,87.83306144919483,33.222624856629935,15457.18334591751,11.209679390679835,19.22031201428284,3.6102567759899933,8.62014607317885,24.75070888735263,1.2572387575460198e-11,9.93383153513605e-12,7.438494264988549e-15,5.6253903220053615e-06,0.4807464330151462,4.695792233774259,1.7028034916870889,1.9191245194513895,0.7689913130206009,1.357295511753191e-05,0.002199678407664755,0.00036994818177750395,9,5.734164442867041,146656
6.8,1.75,1.5,3.0,0.001,4,0.30286190409413793,0.3225104202825745,0.19178189260514744,2.1930708579215064,1.3041168697150025,0.8889539882065038,1.0455999529108978e-06,0.6160916681978422,0.3135304777740574,5.673832277766911,20.382317839418636,0.002120306099956211,0.00038022025683259964,0.0004532885287636706,0.0016670175711925406,0.001667017571192135,-3.4638958368304884e-14,True,False,-0.17932328584087553,122.10327057520699,19.58567685372035,21488.180068832735,11.209679390679835,21.200613583419255,4.598502186852581,8.46301920257402,16.665074512445017,1.060640464345397e-11,7.692069203812935e-12,2.886579864025407e-14,4.415758336711976e-06,0.46108720663347824,4.778333918643137,1.536607969524324,1.82737293141711,0.7549742421367107,2.5636342560534678e-06,0.003644891027779234,0.0007149562217264873,9,5.607473845593631,146656
