case,stage,charging_work_rest_throughput,charging_work_maximum_rest_power_density,endpoint_heat_return_rest_throughput,endpoint_heat_return_maximum_rest_power_density,endpoint_heat_input_rest_throughput,endpoint_heat_input_maximum_rest_power_density,endpoint_net_rest_throughput,endpoint_net_maximum_rest_power_density,endpoint_net_input_rest_throughput,endpoint_net_input_maximum_rest_power_density,endpoint_net_output_rest_throughput,endpoint_net_output_maximum_rest_power_density,heat_return_during_net_endpoint_input_rest_throughput,heat_return_during_net_endpoint_input_maximum_rest_power_density,split_identity_maximum_residual,interpretation
powered_finite_n64,conversion_controls,43.85120158120684,0.007978077042955969,43.64010899585573,0.007978077042955969,0.552169160615293,0.012147298418803923,0.7632617459664003,0.012672614938407326,1.9912771657088668,0.012672614938407326,1.2280154197424666,0.0009276664539954421,20.43357782127555,0.007978077042955969,4.2351647362715017e-19,"proper-worldtube integrals of rest power; processed work and heat, not minimum initial store capacity or conserved Killing energy"
powered_finite_joint,retained_coefficients,46.94346445748991,0.00848435617707969,46.73393659012504,0.00848435617707969,0.5533387702293467,0.0124984170502354,0.7628666375942275,0.01287899683401136,1.991606154011758,0.01287899683401136,1.2287395164175305,0.0013771279920069574,21.76758950378735,0.00848435617707969,1.734723475976807e-18,"proper-worldtube integrals of rest power; processed work and heat, not minimum initial store capacity or conserved Killing energy"
heat_engine_n64,retained_coefficients,0.5822821678447222,0.0014248892118882157,1.8079656544102134,0.0014402209585319063,1.9889452325318913,0.012672614938407326,0.7632617459664003,0.012672614938407326,1.9912771657088668,0.012672614938407326,1.2280154197424666,0.0009276664539954421,0.00022498111988678842,1.1013699402220354e-05,1.0503208545953324e-19,"proper-worldtube integrals of rest power; processed work and heat, not minimum initial store capacity or conserved Killing energy"
