s,charging_work_worldtube_rate,endpoint_heat_return_worldtube_rate,endpoint_heat_input_worldtube_rate,endpoint_net_worldtube_rate,endpoint_net_input_worldtube_rate,endpoint_net_output_worldtube_rate,heat_return_during_net_endpoint_input_worldtube_rate
0.002509765625,27.295989741649542,29.173336454663534,0.00017493588452992484,-1.8771717771294598,0.06392332321313084,1.9410951003425905,5.2681479111382785
0.007529296874999999,30.926411666322146,32.43250498438492,0.00011656873070811653,-1.505976749332064,0.06165268008314545,1.5676294294152089,5.772648381127672
0.012548828124999998,18.388362988043127,19.526131382275203,0.00011911069735617068,-1.1376492835347216,0.06175828375074009,1.1994075672854616,5.378871412506177
0.017568359375,136.52413720994912,137.29653397860244,5.348822574714644e-05,-0.7723432804275515,0.06747966561409662,0.8398229460416481,6.90718080439916
0.022587890625,19.831654821797954,20.24191428466716,4.6570875255188824e-05,-0.41021289199394795,0.08073689321730246,0.49094978521125043,5.942905943592539
0.027607421874999996,250.5722276399321,250.62365219323826,1.3062616911492407e-05,-0.05141149068924919,0.1647778387871068,0.216189329476356,9.212576376292526
0.032626953125,21.31151935590033,21.008737853797452,0.0011247336027604493,0.3039062357056391,0.35792251115191154,0.05401627544627241,11.466675558015613
0.037646484375,210.7306367906213,210.07906448979213,0.004015022703446232,0.6555873235326791,0.6692465428445046,0.013659219311825562,203.27442221437502
0.042666015625,22.845385511056847,21.850084554082617,0.008177430870255162,1.0034783878444844,1.0244722615678288,0.02099387372334447,14.675209351264737
0.047685546875,112.13898189562785,110.80481810560127,0.013263052426787035,1.347426842453377,1.3756378790855495,0.028211036632172143,65.15410362546206
0.052705078125,24.454376282004255,22.7859827438335,0.01888810565365307,1.6872816438244085,1.7225898121225232,0.035308168298114895,14.764472997547266
0.057724609375,55.93077106916473,53.93278775038291,0.02490831890790389,2.0228916376897157,2.065174478710066,0.04228284102035033,31.70750502838382
0.062744140625,26.135888300216717,23.812809004446006,0.031028862633400607,2.3541081584041104,2.4032408764698365,0.049132718065726666,14.838713165381236
0.06776367187499999,36.567459679953174,33.92423532598836,0.03755884456208834,2.6807831985268953,2.736638741018595,0.05585554249169979,20.23030534093501
0.072783203125,27.8803730363516,24.922256182224643,0.04465373314717272,3.002770587274126,3.0652197102173027,0.06244912294317618,14.918658586551551
0.07780273437499999,30.97936780364927,27.71146062463513,0.05201917213179682,3.319926351145937,3.388837697695089,0.06891134654915204,16.156997615988757
0.082822265625,31.208507077511452,27.640186967093783,0.05888222789970723,3.6272023383173755,3.70234634633983,0.07514400802245409,16.411001394400145
0.08784179687499999,31.291470634328476,27.45143292117732,0.06478290394132868,3.9048206170924864,3.985581061875717,0.0807604447832303,15.657528118906974
0.092861328125,34.28311787455842,30.201215930362306,0.06909584699382126,4.150997791189931,4.236724083619663,0.08572629242973193,17.314367686223555
0.09788085937499999,34.044408353009075,29.750287978362824,0.07195922213676181,4.3660795967830115,4.456128514114478,0.09004891733146687,16.7413049728237
0.102900390625,35.897901047083636,31.420730086369517,0.07326077669717948,4.550431737411299,4.644167883911114,0.09373614649981503,17.61611658260619
0.10791992187499999,37.135212628946555,32.50381167970839,0.07303843465975098,4.704439383897922,4.801235547975703,0.09679616407778105,18.287066109580156
0.112939453125,38.29430954870928,33.5371686120009,0.07136637084447195,4.82850730755286,4.927744949907794,0.09923764235493392,18.81199089265303
0.11795898437499999,39.71363465733185,34.859000210938476,0.06842474613815358,4.923059192531525,5.024128900136262,0.10106970760473649,19.62190034437682
0.12297851562499999,41.07202880343718,36.14811713196466,0.06462594318320446,4.988537614655723,5.0908395328781815,0.10230191822245857,20.453560274075855
0.127998046875,42.285919384902726,37.32003495445962,0.05951902955341816,5.025403459996525,5.1283477255616425,0.10294426556511777,21.207106191781648
