arrangement,coupling,coordinate,pressure_derivative,lapse_term,angular_term,residual,relative_residual
inner,1.0,-1.5,-6.809888046142842e-07,4.3476113162176325e-07,2.470151026920598e-07,7.874296995388224e-10,0.0005778176553150944
inner,1.0,-2.8,-0.00013924747171695066,-6.239916851825933e-05,0.0002016900095689814,4.33693337714106e-08,0.00010752638966100699
inner,1.0,-4.0,-2.7513268976033428e-05,-4.0507327851453675e-09,2.751735084620758e-05,3.1137389006421785e-11,5.657776941771499e-07
inner,1.0,-5.5,-4.092255507833832e-06,-6.598934390477816e-16,4.092266245860479e-06,1.0737366752863189e-11,1.3119113217764812e-06
inner,8.0,-1.5,-9.534897158106911e-07,5.987938790644323e-07,3.5620147371064224e-07,1.5056369643834496e-09,0.0007889173403379904
inner,8.0,-2.8,-0.000225587342645127,-0.0001011640743812602,0.00032682213338842416,7.071636203698217e-08,0.00010819954692490199
inner,8.0,-4.0,-3.580780973998474e-05,-5.282510574614995e-09,3.581307142143658e-05,-2.0829122775796894e-11,-2.9080327226768067e-07
inner,8.0,-5.5,-4.8704609495308244e-06,-7.857086724863168e-16,4.870473060909603e-06,1.2110593069694772e-11,1.2432681563942097e-06
inner,64.0,-1.5,-1.008334758357776e-06,6.299863629419271e-07,3.8006384914906373e-07,1.7154537332148682e-09,0.0008499140443130901
inner,64.0,-2.8,-0.0002511174689460546,-0.00011360263108967107,0.00036479844414483587,7.834410911021971e-08,0.00010739152518490186
inner,64.0,-4.0,-3.774200394192308e-05,-5.583760257058961e-09,3.7747545421230264e-05,-4.228094987296892e-11,-5.60048682924409e-07
inner,64.0,-5.5,-5.023912596169643e-06,-8.114981006852746e-16,5.023924877461327e-06,1.2280480186018807e-11,1.2222013161792532e-06
inner_pair,1.0,-1.5,4.766170446208295e-06,-6.550747374203926e-06,1.7845939179390255e-06,1.6989943394491672e-11,1.2967925941521744e-06
inner_pair,1.0,-2.8,-0.0001400328069710243,-6.275417266326021e-05,0.0002028305732380623,4.3593603777812226e-08,0.00010747464814850285
inner_pair,1.0,-4.0,-2.7747906294270463e-05,-4.083729967656842e-09,2.7752022028814958e-05,3.200457683838172e-11,5.766173588999367e-07
inner_pair,1.0,-5.5,-4.12993500261285e-06,-6.656991856530205e-16,4.129945847694265e-06,1.0844415715249693e-11,1.3129021968848963e-06
inner_pair,8.0,-1.5,5.753391952437927e-06,-7.829900471217128e-06,2.077166326823291e-06,6.578080440898616e-10,4.200439173403965e-05
inner_pair,8.0,-2.8,-0.0002256072419752663,-0.00010117237964868026,0.00032685034369952506,7.072207557849274e-08,0.00010819894945222325
inner_pair,8.0,-4.0,-3.581311875476789e-05,-5.2832353511302685e-09,3.581838117907341e-05,-2.0811045615477027e-11,-2.9050781867640965e-07
inner_pair,8.0,-5.5,-4.87127317017819e-06,-7.858315608566309e-16,4.871285283831068e-06,1.2112867047379256e-11,1.2432942643949496e-06
inner_pair,64.0,-1.5,5.91785289452371e-06,-8.048242319672149e-06,2.131246784404768e-06,8.573592563289758e-10,5.32609207410458e-05
inner_pair,64.0,-2.8,-0.00025111780373188576,-0.00011360276882155308,0.0003647989167587636,7.834420532475996e-08,0.00010739151794097178
inner_pair,64.0,-4.0,-3.774209142661425e-05,-5.5837721405543715e-09,3.7747632918097655e-05,-4.2280657151934874e-11,-5.60043507425553e-07
inner_pair,64.0,-5.5,-5.023925870057979e-06,-8.115001031686244e-16,5.023938151386669e-06,1.2280517190347174e-11,1.22220176976377e-06
spanning_pair,1.0,-1.5,1.4367497843924127e-06,-2.5006789743547838e-06,1.0630980225100278e-06,-8.311674523432676e-10,-0.00016621597857622048
spanning_pair,1.0,-2.8,-3.135982774090687e-05,-2.454648381315653e-05,5.5914530706418936e-05,8.21915235552789e-09,7.35028657393019e-05
spanning_pair,1.0,-4.0,-4.0211303060300215e-05,-9.09484661775498e-09,4.022198059799523e-05,1.5826910772622285e-09,1.967484187660565e-05
spanning_pair,1.0,-5.5,-0.0003743211206318262,-8.670947461150605e-14,0.0003745350833634296,2.1396264489396662e-07,0.0002857192658986739
spanning_pair,8.0,-1.5,1.4829266278007178e-06,-2.5877797427468904e-06,1.1039248047975975e-06,-9.283101485751439e-10,-0.00017939638925342638
spanning_pair,8.0,-2.8,-3.745240320544067e-05,-3.17140595193066e-05,6.917579873734017e-05,9.336012592905106e-09,6.748489213806607e-05
