arrangement,coupling,coordinate,pressure_derivative,lapse_term,angular_term,residual,relative_residual
spanning_pair,8.0,-4.0,-6.846463768637183e-05,-1.5956093564083805e-08,6.848457436013246e-05,3.980580196542719e-09,2.9062719015333526e-05
spanning_pair,8.0,-5.5,-0.0010768203588483957,-2.4760577639614146e-13,0.001077631200517419,8.108414214175273e-07,0.0003763563018158639
spanning_pair,64.0,-1.5,1.4904523935066608e-06,-2.600979453659556e-06,1.1095849642247983e-06,-9.420959280967366e-10,-0.000181136874242245
spanning_pair,64.0,-2.8,-3.885602711153875e-05,-3.337954862962147e-05,7.224513429158268e-05,9.558550422459028e-09,6.615796960225918e-05
spanning_pair,64.0,-4.0,-7.711769304136513e-05,-1.8016259611969125e-08,7.714071225853927e-05,5.002957562171093e-09,3.2428529982730155e-05
spanning_pair,64.0,-5.5,-0.0014637494790462984,-3.3511486141899303e-13,0.0014650398705099588,1.2903911285454955e-06,0.00044058857582002464
outer,1.0,-1.5,4.365609355887911e-09,-7.155403639431133e-09,2.790788322110936e-09,9.94038567713835e-13,6.945586692174245e-05
outer,1.0,-2.8,-8.915225220293312e-06,-1.0029160802713083e-05,1.8946143172800334e-05,1.7571497939409403e-09,4.637437985784059e-05
outer,1.0,-4.0,-2.9761080997521978e-05,-7.286890407421697e-09,2.9769910489757152e-05,1.5426018277525297e-09,2.5909412730527627e-05
outer,1.0,-5.5,-0.0003721210331168437,-8.627358751988828e-14,0.0003723349901098447,2.139569067274058e-07,0.00028740032994193455
outer,8.0,-1.5,4.164697744664369e-09,-7.805427088943275e-09,3.6421292105134576e-09,1.399866234551486e-12,8.96645821029677e-05
outer,8.0,-2.8,-1.4412032172341694e-05,-1.646616128719184e-05,3.0880860045168616e-05,2.6665856350826557e-09,4.317724258645949e-05
outer,8.0,-4.0,-5.7498172757764444e-05,-1.4014136726285392e-08,5.751612586418264e-05,3.9389696919093315e-09,3.4243479691588586e-05
outer,8.0,-5.5,-0.0010744477005346774,-2.471211198052283e-13,0.0010752585361442012,8.108353624026923e-07,0.0003771842628889409
outer,64.0,-1.5,4.038508715909062e-09,-7.835794894886837e-09,3.798766892275465e-09,1.4807132976898646e-12,9.4474997569857e-05
outer,64.0,-2.8,-1.5724602886179812e-05,-1.8006409375196072e-05,3.3733868323467407e-05,2.856062091525797e-09,4.233405687176806e-05
outer,64.0,-4.0,-6.606254677303407e-05,-1.6050495503124856e-08,6.608355835920506e-05,4.9610906678745166e-09,3.753790670491402e-05
outer,64.0,-5.5,-0.0014613452882554943,-3.346214417069428e-13,0.0014626356736003611,1.2903850102454015e-06,0.0004413110163613103
