regulator,proper,coordinate,radius,lapse,rho,pr,pt,polarization,radial_enthalpy,radial_enthalpy_tail,required_radial_enthalpy
4.0,-181.69219119359698,-11.500825744738203,11.560489247960453,0.8504881031755486,-0.010774752090937954,0.010237967201992167,0.010536625942064275,0.014790908287402912,-0.000536784888945787,-2.349713820955429e-05,0.0002693311725655784
4.0,-181.1621975409469,-10.999680639068176,11.076212686549253,0.8485618308229401,-0.0167152400920192,0.014467377553750684,0.016564921653316293,0.022070729707698432,-0.0022478625382685163,-1.0107250217823254e-05,0.00023876620029813657
4.0,-180.6422037685355,-10.49950319766948,10.592925387152585,0.8473515718622789,-0.016103696855849604,0.015091273241972538,0.01602555163228405,0.025043929560176866,-0.0010124236138770656,-4.8095725555815814e-06,0.00018453734799140622
4.0,-180.12720993624345,-9.997859424530711,10.108189442833197,0.84684266770572,-0.015437890829141258,0.015090421332418056,0.015392039917181561,0.02613603203231337,-0.00034746949672320206,-3.3098059118913074e-06,0.00013421150408527533
4.0,-179.62221598419006,-9.501536292359958,9.628556306531484,0.846868364204057,-0.015218609440532585,0.01507388158290087,0.015188714854966147,0.02662381811376418,-0.00014472785763171465,-2.474048960972221e-06,9.266127738468486e-05
4.0,-179.11722203213668,-9.002144149221191,9.145910422382778,0.847222702842055,-0.015139416617003793,0.015065860200840556,0.015119386326964251,0.02689315944276439,-7.355641616323648e-05,-1.9134096116675996e-06,6.149723286837837e-05
4.0,-178.6122280800833,-8.500638841763731,8.661177197747007,0.8477334483094888,-0.015104385473998876,0.015061583200771852,0.015090881781003842,0.027058515427833427,-4.280227322702411e-05,-1.5391200852382879e-06,4.000717443959232e-05
4.0,-178.10723412802992,-7.997688629598811,8.175007590705674,0.8482657796818381,-0.015086812574402649,0.015058918989975785,0.015077697661255513,0.027165854384858835,-2.7893584426863863e-05,-1.2837058021810969e-06,2.5949226326035555e-05
4.0,-177.60724011609588,-7.498754066010664,7.692684053107576,0.8487151129165116,-0.015078278338803666,0.015056924058330586,0.01507219531568882,0.02723564708478763,-2.1354280473079995e-05,-1.1015188274355661e-06,1.7132881781235138e-05
4.0,-177.10724610416185,-6.999195218622501,7.2097270073451085,0.8490122504534121,-0.01507333327349686,0.015054943131570759,0.015069742739044715,0.0272773802348042,-1.8390141926101153e-05,-9.485135247401861e-07,6.2175402808722514e-06
4.0,-176.6072520922278,-6.499281169699226,6.726652015780793,0.8491204225844119,-0.01505998839478927,0.015053502647982865,0.01505860301334094,0.027293005797273187,-6.485746806405429e-06,-7.163152975804014e-07,-7.524410795388304e-05
4.0,-176.10725808029378,-5.9992871577678155,6.245098638225426,0.8491300589386993,-0.015050754694118344,0.015053487051388956,0.015050993212059034,0.027287991432789125,2.7323572706124816e-06,-6.410954149238472e-07,-0.00015939466210772218
4.0,-175.98225957731026,-5.874288654784956,6.125153494247203,0.8491301217638204,-0.015051242397820923,0.015053571351575071,0.015051876899410423,0.02728375357386565,2.3289537541479333e-06,-6.457309638335718e-07,-0.00017399613896993093
4.0,-175.85726107432674,-5.749290151802096,6.005417645793993,0.849130133949822,-0.015052416149307418,0.015053608572317112,0.015053503762077943,0.027277997049571394,1.1924230096937993e-06,-6.513214720442262e-07,-0.00018959185558564
4.0,-175.73226257134326,-5.6242916488192645,5.885905475978946,0.8491301358816828,-0.015053990538995358,0.015053570646604295,0.015055624043526446,0.027270424407208654,-4.1989239106358933e-07,-6.56954126943614e-07,-0.0002071038068868853
4.0,-175.60726406835974,-5.499293145836405,5.766632827835068,0.8491301362267675,-0.015055900433902238,0.015053432646627786,0.015058209960531635,0.027260681493803382,-2.46778727445128e-06,-6.620869239809043e-07,-0.000227228504783733
4.0,-175.48226556537622,-5.374294642854798,5.647617693381378,0.8491301366077025,-0.015058218412913047,0.015053163736886838,0.015061375018329218,0.027248347674690105,-5.054676026209834e-06,-6.659825286511794e-07,-0.00025073969101679634
4.0,-175.3572670623927,-5.2492961398833815,5.52888090626419,0.8491301377638213,-0.015061076486132976,0.015052725152578736,0.015065302402487806,0.027232914079283865,-8.351333554239976e-06,-6.692230657394791e-07,-0.0002786572813928451
4.0,-175.2322685594092,-5.124297636944239,5.41044702443882,0.8491301413890494,-0.015064643657813289,0.015052063772684931,0.015070218066504869,0.02721375427818141,-1.257988512835817e-05,-6.715781921518189e-07,-0.000312369189796012
4.0,-175.1072700564257,-4.99929913412076,5.292345509609854,0.8491301524555828,-0.015069134433873501,0.015051110723540616,0.015076396889470248,0.027190087652721164,-1.8023710332885218e-05,-6.716491224419987e-07,-0.0003537576587847831
4.0,-174.9822715534422,-4.874300631696889,5.1746122939206085,0.8491301852917413,-0.015074845687890555,0.015049774948041697,0.01508418643985371,0.02716093282348619,-2.5070739848857826e-05,-6.710294840145827e-07,-0.00040534562382356766
4.0,-174.85727305045867,-4.749302130609904,5.05729182574887,0.8491302799870771,-0.015082215543636956,0.015047938196839887,0.015094040551710415,0.027125046394136626,-3.427734679706945e-05,-6.683259788966735e-07,-0.0004704621522621261
4.0,-174.73227454747519,-4.624303633856433,4.940439684135607,0.8491305453994477,-0.015091915189352762,0.01504544482805543,0.015106557946626218,0.027080839909799308,-4.6470361297332174e-05,-6.62941376428694e-07,-0.0005534175294678661
4.0,-174.60727604449167,-4.499305150707189,4.824125835693335,0.849131268343975,-0.01510496797326054,0.015042089460546979,0.015122507722160873,0.027026264899464473,-6.287851271356143e-05,-6.55394696435902e-07,-0.0006596722866184452
4.0,-174.48227754150815,-4.374306708922964,4.708438572337443,0.8491331819106793,-0.015122861461600611,0.015037606836612972,0.015142774866755892,0.026958652690549225,-8.525462498763965e-05,-6.471944128279268e-07,-0.0007959825133099848
4.0,-174.35727903852464,-4.249308388951113,4.593489109215029,0.8491381032070628,-0.015147565034760708,0.015031660671597067,0.015168098415503109,0.026874494484470813,-0.00011590436316364153,-6.37943529246082e-07,-0.0009705153751962952
4.0,-174.23228053554112,-4.124310416381288,4.479416743478579,0.8491503978653651,-0.015181209331308489,0.015023867060704698,0.015198323021196041,0.026769153331737953,-0.00015734227060379066,-6.278216039023e-07,-0.0011929720233783158
4.0,-174.10728203255763,-3.9993134032756235,4.3663943955560995,0.8491802234769281,-0.01522502377670368,0.015013876769505238,0.01523073796715479,0.026636523874604353,-0.00021114700719844157,-6.195648851248913e-07,-0.0014748583254807434
4.0,-173.98228352957412,-3.8743189561325995,4.254634321612059,0.8492504363101419,-0.015276909341417618,0.015001601987247695,0.015256947647579129,0.026468715351053974,-0.00027530735416992323,-6.136230258188199e-07,-0.0018302365916669583
4.0,-173.8572850265906,-3.7493311532756994,4.144393878770507,0.84941066152546,-0.015327125478050622,0.014987691110860341,0.015258035218091767,0.026255947562969468,-0.0003394343671902812,-6.092001115742233e-07,-0.002277564466771026
4.0,-173.7322865236071,-3.62436000526686,4.035981538385807,0.849764491856545,-0.015352462669341411,0.014974345228221806,0.015198945694287399,0.02598701930829861,-0.0003781174411196051,-6.044967339270716e-07,-0.0028434259937232384
4.0,-173.60728802062357,-3.4994292561883014,3.9297639021087747,0.8505187487611109,-0.015311540321534218,0.014966418798541893,0.015025516198762254,0.025650873211030475,-0.0003451215229923251,-5.982900405648552e-07,-0.0035685960197055105
4.0,-173.48228951764008,-3.3745932654057067,3.8261750344583425,0.8520655001131565,-0.015146897313594792,0.014972351062561375,0.01467020551001015,0.025239769522642112,-0.0001745462510334174,-5.807578466513764e-07,-0.004514999710771012
4.0,-173.35729101465657,-3.2499718750762767,3.7257291847725953,0.8551040820403102,-0.014800151721946847,0.015003808627287653,0.014071746194739616,0.02475414599495568,0.00020365690534080577,-5.470817488454197e-07,-0.005767783324655942
4.0,-173.23229251167305,-3.1258183255515384,3.629035529055813,0.8607961536374604,-0.014240048058348404,0.015072536055373297,0.013205541210018264,0.024208276712416692,0.000832487997024893,-4.884500709561778e-07,-0.007420854548318145
4.0,-173.1022940685702,-2.997745538306068,3.5332227343709355,0.8714494687524383,-0.013458245748794466,0.01518886288330572,0.012062151451422209,0.023611862008535194,0.001730617134511253,-4.045281324801995e-07,-0.009626573942122584
4.0,-172.9772955655867,-2.876601976080703,3.4464973022409313,0.8888247362758606,-0.01261234572374033,0.015333102228292842,0.010840499213995734,0.023064348410202818,0.002720756504552512,-3.210541816065442e-07,-0.012159554145748427
4.0,-172.84229718236452,-2.7499054607485776,3.3597772095149927,0.9191337695715558,-0.011769734268761892,0.015489084139862445,0.009571407000619866,0.02257842911403562,0.003719349871100553,-2.6523631714655104e-07,-0.015068136658672245
4.0,-172.70229885902296,-2.626250128455597,3.2784880709640305,0.9679042766346562,-0.011193211014048788,0.015595254400009343,0.008543702755997931,0.022278538783119608,0.004402043385960555,-2.982619953994335e-07,-0.017711459826462467
4.0,-172.54230077520407,-2.499432961042171,3.1973221916610366,1.051399238329929,-0.011120104788446978,0.015593111018924154,0.007991100280522618,0.02227906726346455,0.004473006230477175,-4.835203508065696e-07,-0.019427677092836514
4.0,-172.35230305066915,-2.373817113986108,3.117471587324618,1.196111961412218,-0.01185220544529404,0.015443253403672337,0.008337226112648333,0.022788205065812663,0.003591047958378297,-8.903153162402783e-07,-0.01898892548399175
4.0,-172.10730598482147,-2.2505653483428754,3.0385560965458,1.4596360602434018,-0.013519707573095719,0.015236659754678184,0.010022375471040684,0.024071535038298522,0.001716952181582465,-1.5192227704574874e-06,-0.015394145640855478
4.0,-171.7423103561096,-2.1249908172390675,2.9583676510791124,1.98797410457327,-0.01556068308923038,0.01526248855459207,0.013009029898558486,0.026376492239192972,-0.00029819453463831094,-2.2107698110391896e-06,-0.00914198515099049
4.0,-171.15731736214678,-2.0003203135063727,2.8809310391007013,3.0246017796075155,-0.01602564234179935,0.015560420977871262,0.01488139264186418,0.029032704109850864,-0.00046522136392808736,-2.618485236407622e-06,-0.00386697686914161
4.0,-168.39235047615156,-1.7498795144559078,2.731206044732193,8.35373655693861,-0.015684087809488587,0.01571376639614712,0.015052876303004704,0.03231019871078884,2.9678586658532513e-05,-2.629897536923629e-06,-0.0004347791122393729
4.0,-160.93743975821505,-1.4999670562006733,2.5849769585616356,21.14275672231602,-0.015772277402114707,0.015777673046785973,0.015016596703409569,0.03464651653844901,5.3956446712660755e-06,-2.393161902086982e-06,-5.8403120978061177e-05
4.0,-146.09261754389348,-1.2500219686799263,2.443638176081479,42.89916189965026,-0.015865626003913745,0.01586680238628819,0.01500655723437055,0.03691753693405999,1.176382374446644e-06,-2.1492995425708927e-06,-1.3375077798917848e-05
4.0,-123.94288281521558,-1.0000024773241791,2.313061156090115,62.984149872989924,-0.015966661795210595,0.015966870495789032,0.014996891304097919,0.03872448272234785,2.0870057843708212e-07,-1.935741648572612e-06,-3.557564103877711e-06
4.0,-96.49321156003688,-0.7499985087167038,2.200599724469032,65.52496520226947,-0.016069062951999665,0.016069240401985332,0.014983100196887061,0.039793229458086214,1.7744998566729397e-07,-1.7560156592306491e-06,-1.3999927156397446e-06
4.0,-65.77857940692894,-0.4999852136811012,2.1136100817867525,64.59510569041073,-0.016160742429478906,0.016160930183931447,0.014972569676056181,0.04058081166857685,1.8775445254082257e-07,-1.6229922846994272e-06,-1.3710532749486998e-06
4.0,-33.263968810858444,-0.24998347195649784,2.0584752809282962,66.00548907771466,-0.016225483601392757,0.01622562942195399,0.01496525839504505,0.04106658294434687,1.4582056123355058e-07,-1.5390111331068679e-06,-1.3519526943627652e-06
4.0,0.000632803113120417,4.7936122338314805e-06,2.0395751058045826,69.34355534471875,-0.016248573627141612,0.016249113678308003,0.01495825440503352,0.041021046308514046,5.400511663908314e-07,-1.5143041968382065e-06,-1.3640135694131805e-06
4.0,28.200295076192873,0.2499939621769486,2.0584841472051334,81.05039437439602,-0.016235546831341163,0.016225219581458315,0.015070130074695738,0.04093446664874906,-1.0327249882848e-05,-1.5408783326037618e-06,-1.5389080998694932e-05
4.0,35.750204656396846,0.5000506540300861,2.114550409321172,11.224474613328391,-0.015577767068339783,0.015876301063774103,0.012430002293622473,0.03193819836973211,0.0002985339954343202,-1.5789006104998364e-06,-0.0018449526052707506
4.0,37.215187111363605,0.750214046657814,2.201153821870974,7.79728311729152,-0.01606243419434486,0.01589574189856207,0.013146546763916064,0.02997893455452855,-0.00016669229578279016,-1.7328070744665057e-06,-0.00033313416160308043
4.0,38.64516998549493,1.0001730594058342,2.311981845376842,13.49903389506033,-0.01583000698912598,0.015443968538149982,0.013027745708951105,0.03186183191693477,-0.00038603845097599787,-2.0008220541128868e-06,0.0024158116435656204
4.0,44.49509992512316,1.2500024700411145,2.443597695950253,59.39167562365832,-0.015887304140963506,0.015864114826739207,0.01523524218500874,0.03678876154403333,-2.3189314224299207e-05,-2.156074632768852e-06,3.0613118594280744e-05
4.0,57.34994597194731,1.4999723504945113,2.5849784727112834,21.905529480293296,-0.015769619251088902,0.015778412288825226,0.014972436379271377,0.03327358436347984,8.793037736324477e-06,-2.39280332132148e-06,-6.407145442592285e-05
4.0,64.80485668988382,1.7499763523056564,2.731263295909899,8.351308097072472,-0.015705738772953476,0.01570741724144427,0.015073853454350998,0.030263275653758706,1.6784684907927838e-06,-2.6327099000324966e-06,-0.00043516610699531697
4.0,67.5648236357597,1.9996947936057454,2.8805492231280816,3.0316885939687004,-0.013767659883920546,0.012056350766843495,0.01214274235640761,0.021618928531943356,-0.0017113091170770506,-2.6151608377794627e-06,-0.00384777475845396
4.0,68.15481656984184,2.125327996096607,2.958580721555958,1.9860066932960565,-0.008796326241072605,0.007270021487699476,0.005735804839950862,0.014350207404033337,-0.0015263047533731287,-2.2102293491301878e-06,-0.009159317974674081
4.0,68.51481225843435,2.2489544604405074,3.0375218826843065,1.464352408078502,-0.003857702341625859,0.004079956219202165,0.0006241915035529759,0.008927068010511253,0.00022225387757630628,-1.528296215509333e-06,-0.015325493751340088
4.0,68.76480926440138,2.3745322906184003,3.117927487523729,1.1950189215762834,-0.0009010188909635325,0.0024595475157409034,-0.0014961606006527392,0.005517458556090615,0.001558528624777371,-8.88881834341018e-07,-0.018999907607643134
4.0,68.9548069889363,2.500327123898645,3.1978905388892263,1.0506385457606628,0.00047249097156903,0.0016469416645830503,-0.0019582196236813416,0.003478788850803837,0.0021194326361520803,-4.866636352458147e-07,-0.019421618161047826
4.0,69.10980513263587,2.623053455426725,3.276421213334664,0.9695139132649329,0.0010012629118796772,0.001197236852560925,-0.0018429271976135525,0.0022532743142600884,0.0021984997644406024,-3.10094910573638e-07,-0.017771186266475753
4.0,69.25480339609675,2.751019243193756,3.360523104855783,0.9187946569391342,0.0011222774572573928,0.0008975175885150255,-0.0015686863462571502,0.0014485903412811,0.0020197950457724184,-2.7330361996136343e-07,-0.015042549763078592
4.0,69.38480183919961,2.8729808176027976,3.4439636385668835,0.8894922803356892,0.0010398159884572812,0.0006976460541005907,-0.0013053664001223125,0.0009631715513870216,0.0017374620425578719,-3.260215688382375e-07,-0.012240521740754231
4.0,69.51480028230242,2.9989356547362513,3.534093733946757,0.8713196121510386,0.0008667368487580178,0.0005443166178462741,-0.0010644518039773917,0.0006478209776749876,0.0014110534666042919,-4.092699810288008e-07,-0.00960369211133779
4.0,69.64479872540528,3.1270223557552406,3.6299557851510067,0.8607228850606531,0.0006719832962131884,0.00042602978252329906,-0.0008539681930693594,0.00045157539705766654,0.0010980130787364875,-4.915895136136591e-07,-0.007402599664965639
4.0,69.76979722838882,3.2511823596196745,3.726689204558213,0.8550640821753993,0.0005099117583971238,0.00033797318904930094,-0.0006859290027949976,0.00033496347424405643,0.0008478849474464247,-5.480591350905876e-07,-0.005753813519578241
4.0,69.89479573137231,3.3758067636020326,3.827168394551386,0.8520447231886258,0.00039491951744362194,0.00026938835436273703,-0.0005576632949732574,0.00026012216896365546,0.0006643078718063589,-5.81385960514474e-07,-0.004504472444776843
4.0,70.0197942343558,3.5006441061274245,3.9307851666351143,0.8505084327123943,0.0003260609951493527,0.00021547197161240613,-0.00046736522036574504,0.0002085020628203957,0.0005415329667617588,-5.963259914323365e-07,-0.00356059703609449
4.0,70.14479273733934,3.625575439989497,4.037026122476249,0.849759573540606,0.00028822837102983855,0.00017240573459301208,-0.00040466894975407493,0.0001695739743612636,0.00046063410562285066,-6.01302264762855e-07,-0.002837235791076937
4.0,70.26979124032283,3.7505468324924576,4.1454579093421895,0.8494084012821183,0.0002643814376719261,0.0001374953253487229,-0.00035697902874131597,0.00013816143590722983,0.000401876763020649,-6.026348578128376e-07,-0.0022726947319903646
4.0,70.39478974330632,3.87553473423701,4.255714531010664,0.849249432160922,0.00024305436299513605,0.00010898578275588732,-0.00031516632719796325,0.00011201916526100615,0.00035204014575102336,-6.071886524705359e-07,-0.001826371932917952
4.0,70.51978824628986,4.000529220089712,4.367488044543883,0.8491797913323109,0.00021950089146837692,8.572427493237425e-05,-0.0002750714407623795,9.018820299267077e-05,0.00030522516640075115,-6.11141629551459e-07,-0.0014717880149040755
4.0,70.64478674927335,4.125526247864983,4.480521559670249,0.8491502174723663,0.00019345282915924513,6.687427939484097e-05,-0.00023609130220147832,7.21270969172127e-05,0.0002603271085540861,-6.188540362342029e-07,-0.0011905423509075209
4.0,70.7697852522569,4.250524225817368,4.59460323050541,0.8491380301066198,0.00016650488144117088,5.1740855016727005e-05,-0.00019918632069531849,5.736695547626585e-05,0.0002182457364578979,-6.256552007175185e-07,-0.0009686039645439592
4.0,70.89478375524038,4.3755225477018795,4.709560491058714,0.8491331531409,0.00014044996954870603,3.9710459171771336e-05,-0.00016550590774203546,4.543104520173946e-05,0.00018016042872047737,-6.334907902690447e-07,-0.0007944869896499355
4.0,71.01978225822387,4.500520990144086,4.825254343567477,0.8491312573440631,0.00011657300984583882,3.0230519306094302e-05,-0.0001357965619211833,3.585032515187492e-05,0.00014680352915193314,-6.406481393011781e-07,-0.0006585060703172784
4.0,71.14478076120741,4.625519473512426,4.941573819912534,0.8491305413129744,9.55420898388173e-05,2.2815972403577125e-05,-0.00011030339750785613,2.819430922234492e-05,0.00011835806224239442,-6.454189017678117e-07,-0.0005525082787667397
4.0,71.2697792641909,4.750517970336886,5.058430827552025,0.8491302785118516,7.754067064298908e-05,1.7054509832631018e-05,-8.888327650715671e-05,2.209041732434533e-05,9.45951804756201e-05,-6.483707397801193e-07,-0.0004697507237143528
4.0,71.39477776717445,4.8755164714455725,5.175755557673664,0.8491301847741971,6.244285808353288e-05,1.2601655813363586e-05,-7.116359200471745e-05,1.7229176377274884e-05,7.504451389689647e-05,-6.502939521929168e-07,-0.00040478481232018973
4.0,71.51977627015793,5.000514973876065,5.293492554100623,0.8491301522791268,4.99624340435626e-05,9.17640681244933e-06,-5.6670952814263725e-05,1.3360043404104313e-05,5.913884085601193e-05,-6.499550755115606e-07,-0.00035331064228457857
4.0,71.64477477314142,5.1255134767015145,5.411597462893478,0.8491301413305842,3.975230547871328e-05,6.55325348195008e-06,-4.49157814589017e-05,1.0282947383846713e-05,4.6305558960663364e-05,-6.478249559040465e-07,-0.000312007826075846
4.0,71.76977327612497,5.250511979641218,5.53003442384824,0.8491301377451145,3.1464921820566124e-05,4.555365633315467e-06,-3.5439558540336714e-05,7.83894736619456e-06,3.602028745388159e-05,-6.44438740805405e-07,-0.00027836043795315634
4.0,71.89477177910845,5.375510482613232,5.6487740298160425,0.8491301366038136,2.4776069131340295e-05,3.0403071763674972e-06,-2.783677421844182e-05,5.901739857806332e-06,2.7816376307707792e-05,-6.399298583316577e-07,-0.000250491794623577
4.0,72.019770282092,5.50050898559612,5.767791764361986,0.849130136250687,1.9403562557687883e-05,1.899351598691466e-06,-2.1760445691967024e-05,4.370631969011284e-06,2.130291415637935e-05,-6.343134156355328e-07,-0.00022701895102693827
4.0,72.14476878507548,5.62550748857895,5.887066826969742,0.8491301361444812,1.5105446690413118e-05,1.0463520248434486e-06,-1.691995897542084e-05,3.1650108668040617e-06,1.6151798715256567e-05,-6.278070829618528e-07,-0.00020693117495982342
4.0,72.26976728805897,5.750505991561782,6.006581262299154,0.849130136113431,1.1679167650750502e-05,4.145418089521176e-07,-1.307529471016707e-05,2.2200906388899172e-06,1.209370945970262e-05,-6.216074086089812e-07,-0.00018949263364412196
4.0,72.39476579104252,5.8755044945446695,6.12631932160496,0.8491301361046066,8.957309127686118e-06,-4.7704907429019325e-08,-1.0031121391647344e-05,1.4836606067343372e-06,8.909604220257099e-06,-6.14033141021459e-07,-0.000174167090500837
4.0,72.519764294026,6.0005029975275015,6.246266997365839,0.8491301361021686,6.802685722500097e-06,-3.8025804732059557e-07,-7.627327388765464e-06,9.135850016769174e-07,6.422427675179502e-06,-6.067438463993524e-07,-0.00016056128848414563
4.0,73.01975830596007,6.5004970094589405,6.727918040623615,0.8491301361012888,1.9059834483649087e-06,-9.39874411202222e-07,-2.188183411556393e-06,-2.916590488917419e-07,9.661090371626867e-07,-5.752294062189699e-07,-0.00011845284956208798
4.0,73.51975231789407,7.000491021390322,7.212086619685373,0.8491301361012855,1.3327229607376253e-07,-9.501232738560814e-07,-2.2426142633141197e-07,-6.227439631529784e-07,-8.168509777823189e-07,-5.428430842817806e-07,-8.947274004991902e-05
4.0,74.01974632982814,7.500485033321762,7.698291726353746,0.8491301361012855,-4.2810149596579565e-07,-8.14518380270044e-07,4.0350063732062157e-07,-6.416363802424913e-07,-1.2426198762358397e-06,-5.096229189177393e-07,-6.880618972772467e-05
4.0,74.51974034176214,8.000479045253142,8.18616758331611,0.8491301361012855,-5.439161521355398e-07,-6.629024242516691e-07,5.424282660628371e-07,-5.654794974450425e-07,-1.206818576387209e-06,-4.7644971767914005e-07,-5.373965455090583e-05
4.0,75.01973435369621,8.500473057188342,8.675430419843803,0.8491301361012855,-5.099875396555484e-07,-5.314957067395836e-07,5.171648758850415e-07,-4.725708952758978e-07,-1.041483246395132e-06,-4.430528676152705e-07,-4.2555685361648064e-05
4.0,75.51972836563021,9.000467069123484,9.165856791125027,0.8491301361012855,-4.3584109391706395e-07,-4.259505610050762e-07,4.4716053794790613e-07,-3.880329792575589e-07,-8.617916549221402e-07,-4.098469240768994e-07,-3.411978732613421e-05
4.0,76.01972237756428,9.500461081058571,9.657268466519282,0.8491301361012855,-3.5926092656006414e-07,-3.4313283392806195e-07,3.738673651203503e-07,-3.177150975962644e-07,-7.023937604881261e-07,-3.7713821497325545e-07,-2.7664163052485828e-05
4.0,76.51971638949829,10.000455092993537,10.149521619384005,0.8491301361012855,-2.91725139673486e-07,-2.7856923029123677e-07,3.094115780042532e-07,-2.6108147542676967e-07,-5.702943699647227e-07,-3.449152273025024e-07,-2.2658836130944076e-05
4.0,77.01971040143235,10.500449104928565,10.642498957590123,0.8491301361012855,-2.3513190851157423e-07,-2.2804219990185806e-07,2.561117452941249e-07,-2.159024249154516e-07,-4.631741084134323e-07,-3.1347187105671497e-07,-1.8731446041115136e-05
4.0,77.51970441336641,11.000443116863593,11.136103907224902,0.8491301361012855,-1.8831935504677758e-07,-1.8812957449860877e-07,2.127996495380599e-07,-1.798424794109886e-07,-3.7644892954538635e-07,-2.8305287176620856e-07,-1.5616103448079144e-05
