beta,tension_factor_B,yukawa,gauge_coupling,pair_flavors,dirac_species,proper_stretch,proper_fermi_over_bulk_mass,opposite_branch_open_pair_fraction,two_bulk_equal_mass_channel_kinematically_closed,unit_coefficient_collective_yukawa_loop,unit_coefficient_collective_quartic_over_tree,homogeneous_MS_fermion_CW_log_coefficient_over_tree,unit_coefficient_charge_weighted_gauge_loop,mean_field_local_gauge_and_scalar_source_zero,quantum_corrected_potential_control_established,transition_rate_or_material_lifetime_computed,all_unit_coefficient_loop_diagnostics_below_point3
0.1,0.6390095367773007,0.5,0.3,70,140,1.120197176521042,0.7578880203185511,0.0,True,0.22164008921761388,6.156669144933718,49.25335315946975,0.0398952160591705,True,False,False,False
0.1,0.6390095367773007,0.5,0.3,128,256,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,11.257909293593086,90.06327434874468,0.07295125222248319,True,False,False,False
0.1,0.6390095367773007,0.5,0.3,256,512,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,22.51581858718617,180.12654869748937,0.14590250444496639,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,1,2,1.120197176521042,6.340946111895769,0.8832545027921065,False,0.0031662869888230555,0.031662869888230555,0.25330295910584444,0.0015831434944115277,True,False,False,True
0.1,0.6390095367773007,0.5,0.5,2,4,1.120197176521042,4.483725994859971,0.8009874236961155,False,0.006332573977646111,0.06332573977646111,0.5066059182116889,0.0031662869888230555,True,False,False,True
0.1,0.6390095367773007,0.5,0.5,4,8,1.120197176521042,3.1704730559478844,0.6709316836160363,False,0.012665147955292222,0.12665147955292222,1.0132118364233778,0.006332573977646111,True,False,False,True
0.1,0.6390095367773007,0.5,0.5,8,16,1.120197176521042,2.2418629974299855,0.47977703967968294,False,0.025330295910584444,0.25330295910584444,2.0264236728467555,0.012665147955292222,True,False,False,True
0.1,0.6390095367773007,0.5,0.5,16,32,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,0.5066059182116889,4.052847345693511,0.025330295910584444,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,32,64,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,1.0132118364233778,8.105694691387022,0.05066059182116889,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,64,128,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,2.0264236728467555,16.211389382774044,0.10132118364233778,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,70,140,1.120197176521042,0.7578880203185511,0.0,True,0.22164008921761388,2.216400892176139,17.73120713740911,0.11082004460880694,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,128,256,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,4.052847345693511,32.42277876554809,0.20264236728467555,True,False,False,False
0.1,0.6390095367773007,0.5,0.5,256,512,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,8.105694691387022,64.84555753109618,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,0.5,1.0,1,2,1.120197176521042,6.340946111895769,0.8832545027921065,False,0.0031662869888230555,0.007915717472057639,0.06332573977646111,0.006332573977646111,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,2,4,1.120197176521042,4.483725994859971,0.8009874236961155,False,0.006332573977646111,0.015831434944115277,0.12665147955292222,0.012665147955292222,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,4,8,1.120197176521042,3.1704730559478844,0.6709316836160363,False,0.012665147955292222,0.031662869888230555,0.25330295910584444,0.025330295910584444,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,8,16,1.120197176521042,2.2418629974299855,0.47977703967968294,False,0.025330295910584444,0.06332573977646111,0.5066059182116889,0.05066059182116889,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,16,32,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,0.12665147955292222,1.0132118364233778,0.10132118364233778,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,32,64,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,0.25330295910584444,2.0264236728467555,0.20264236728467555,True,False,False,True
0.1,0.6390095367773007,0.5,1.0,64,128,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,0.5066059182116889,4.052847345693511,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,0.5,1.0,70,140,1.120197176521042,0.7578880203185511,0.0,True,0.22164008921761388,0.5541002230440347,4.432801784352278,0.44328017843522777,True,False,False,False
0.1,0.6390095367773007,0.5,1.0,128,256,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,1.0132118364233778,8.105694691387022,0.8105694691387022,True,False,False,False
0.1,0.6390095367773007,0.5,1.0,256,512,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,2.0264236728467555,16.211389382774044,1.6211389382774044,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,1,2,1.120197176521042,3.1704730559478844,0.6709316836160363,False,0.012665147955292222,1.4072386616991357,11.257909293593086,0.0005699316579881499,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,2,4,1.120197176521042,2.2418629974299855,0.47977703967968294,False,0.025330295910584444,2.8144773233982714,22.51581858718617,0.0011398633159762999,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,4,8,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,5.628954646796543,45.03163717437234,0.0022797266319525998,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,8,16,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,11.257909293593086,90.06327434874468,0.0045594532639051995,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,16,32,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,22.51581858718617,180.12654869748937,0.009118906527810399,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,32,64,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,45.03163717437234,360.25309739497874,0.018237813055620798,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,64,128,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,90.06327434874468,720.5061947899575,0.036475626111241596,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,70,140,1.120197176521042,0.37894401015927553,0.0,True,0.8865603568704555,98.5067063189395,788.053650551516,0.0398952160591705,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,128,256,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,180.12654869748937,1441.012389579915,0.07295125222248319,True,False,False,False
0.1,0.6390095367773007,1.0,0.3,256,512,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,360.25309739497874,2882.02477915983,0.14590250444496639,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,1,2,1.120197176521042,3.1704730559478844,0.6709316836160363,False,0.012665147955292222,0.5066059182116889,4.052847345693511,0.0015831434944115277,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,2,4,1.120197176521042,2.2418629974299855,0.47977703967968294,False,0.025330295910584444,1.0132118364233778,8.105694691387022,0.0031662869888230555,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,4,8,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,2.0264236728467555,16.211389382774044,0.006332573977646111,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,8,16,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,4.052847345693511,32.42277876554809,0.012665147955292222,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,16,32,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,8.105694691387022,64.84555753109618,0.025330295910584444,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,32,64,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,16.211389382774044,129.69111506219235,0.05066059182116889,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,64,128,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,32.42277876554809,259.3822301243847,0.10132118364233778,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,70,140,1.120197176521042,0.37894401015927553,0.0,True,0.8865603568704555,35.46241427481822,283.6993141985458,0.11082004460880694,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,128,256,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,64.84555753109618,518.7644602487694,0.20264236728467555,True,False,False,False
0.1,0.6390095367773007,1.0,0.5,256,512,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,129.69111506219235,1037.5289204975388,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,1,2,1.120197176521042,3.1704730559478844,0.6709316836160363,False,0.012665147955292222,0.12665147955292222,1.0132118364233778,0.006332573977646111,True,False,False,True
0.1,0.6390095367773007,1.0,1.0,2,4,1.120197176521042,2.2418629974299855,0.47977703967968294,False,0.025330295910584444,0.25330295910584444,2.0264236728467555,0.012665147955292222,True,False,False,True
0.1,0.6390095367773007,1.0,1.0,4,8,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,0.5066059182116889,4.052847345693511,0.025330295910584444,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,8,16,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,1.0132118364233778,8.105694691387022,0.05066059182116889,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,16,32,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,2.0264236728467555,16.211389382774044,0.10132118364233778,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,32,64,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,4.052847345693511,32.42277876554809,0.20264236728467555,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,64,128,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,8.105694691387022,64.84555753109618,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,70,140,1.120197176521042,0.37894401015927553,0.0,True,0.8865603568704555,8.865603568704556,70.92482854963644,0.44328017843522777,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,128,256,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,16.211389382774044,129.69111506219235,0.8105694691387022,True,False,False,False
0.1,0.6390095367773007,1.0,1.0,256,512,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,32.42277876554809,259.3822301243847,1.6211389382774044,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,1,2,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,22.51581858718617,180.12654869748937,0.0005699316579881499,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,2,4,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,45.03163717437234,360.25309739497874,0.0011398633159762999,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,4,8,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,90.06327434874468,720.5061947899575,0.0022797266319525998,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,8,16,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,180.12654869748937,1441.012389579915,0.0045594532639051995,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,16,32,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,360.25309739497874,2882.02477915983,0.009118906527810399,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,32,64,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,720.5061947899575,5764.04955831966,0.018237813055620798,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,64,128,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,1441.012389579915,11528.09911663932,0.036475626111241596,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,70,140,1.120197176521042,0.18947200507963777,0.0,True,3.546241427481822,1576.107301103032,12608.858408824255,0.0398952160591705,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,128,256,1.120197176521042,0.1401164373393741,0.0,True,6.484555753109618,2882.02477915983,23056.19823327864,0.07295125222248319,True,False,False,False
0.1,0.6390095367773007,2.0,0.3,256,512,1.120197176521042,0.09907728299837139,0.0,True,12.969111506219235,5764.04955831966,46112.39646655728,0.14590250444496639,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,1,2,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,8.105694691387022,64.84555753109618,0.0015831434944115277,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,2,4,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,16.211389382774044,129.69111506219235,0.0031662869888230555,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,4,8,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,32.42277876554809,259.3822301243847,0.006332573977646111,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,8,16,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,64.84555753109618,518.7644602487694,0.012665147955292222,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,16,32,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,129.69111506219235,1037.5289204975388,0.025330295910584444,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,32,64,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,259.3822301243847,2075.0578409950776,0.05066059182116889,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,64,128,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,518.7644602487694,4150.115681990155,0.10132118364233778,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,70,140,1.120197176521042,0.18947200507963777,0.0,True,3.546241427481822,567.3986283970916,4539.189027176732,0.11082004460880694,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,128,256,1.120197176521042,0.1401164373393741,0.0,True,6.484555753109618,1037.5289204975388,8300.23136398031,0.20264236728467555,True,False,False,False
0.1,0.6390095367773007,2.0,0.5,256,512,1.120197176521042,0.09907728299837139,0.0,True,12.969111506219235,2075.0578409950776,16600.46272796062,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,1,2,1.120197176521042,1.5852365279739422,0.23538142425458652,False,0.05066059182116889,2.0264236728467555,16.211389382774044,0.006332573977646111,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,2,4,1.120197176521042,1.1209314987149928,0.022417538299614487,False,0.10132118364233778,4.052847345693511,32.42277876554809,0.012665147955292222,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,4,8,1.120197176521042,0.7926182639869711,0.0,True,0.20264236728467555,8.105694691387022,64.84555753109618,0.025330295910584444,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,8,16,1.120197176521042,0.5604657493574964,0.0,True,0.4052847345693511,16.211389382774044,129.69111506219235,0.05066059182116889,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,16,32,1.120197176521042,0.39630913199348555,0.0,True,0.8105694691387022,32.42277876554809,259.3822301243847,0.10132118364233778,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,32,64,1.120197176521042,0.2802328746787482,0.0,True,1.6211389382774044,64.84555753109618,518.7644602487694,0.20264236728467555,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,64,128,1.120197176521042,0.19815456599674278,0.0,True,3.242277876554809,129.69111506219235,1037.5289204975388,0.4052847345693511,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,70,140,1.120197176521042,0.18947200507963777,0.0,True,3.546241427481822,141.8496570992729,1134.797256794183,0.44328017843522777,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,128,256,1.120197176521042,0.1401164373393741,0.0,True,6.484555753109618,259.3822301243847,2075.0578409950776,0.8105694691387022,True,False,False,False
0.1,0.6390095367773007,2.0,1.0,256,512,1.120197176521042,0.09907728299837139,0.0,True,12.969111506219235,518.7644602487694,4150.115681990155,1.6211389382774044,True,False,False,False
0.31622776601683794,0.7926618633360644,0.3,0.3,1,2,1.120197176521042,11.770451551078711,0.9571890179038048,False,0.0011398633159762999,0.003604564299757304,0.02883651439805843,0.0005699316579881499,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,2,4,1.120197176521042,8.322966109395475,0.9243842364866218,False,0.0022797266319525998,0.007209128599514608,0.05767302879611686,0.0011398633159762999,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,4,8,1.120197176521042,5.8852257755393556,0.8687808743312678,False,0.0045594532639051995,0.014418257199029215,0.11534605759223372,0.0022797266319525998,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,8,16,1.120197176521042,4.1614830546977375,0.7775865513785842,False,0.009118906527810399,0.02883651439805843,0.23069211518446744,0.0045594532639051995,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,16,32,1.120197176521042,2.9426128877696778,0.6352227081892654,False,0.018237813055620798,0.05767302879611686,0.4613842303689349,0.009118906527810399,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,32,64,1.120197176521042,2.0807415273488687,0.43054462724272485,False,0.036475626111241596,0.11534605759223372,0.9227684607378698,0.018237813055620798,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,64,128,1.120197176521042,1.4713064438848389,0.18128767621383773,False,0.07295125222248319,0.23069211518446744,1.8455369214757396,0.036475626111241596,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,70,140,1.120197176521042,1.4068380438633663,0.14981050927676604,False,0.079790432118341,0.25231950098301126,2.01855600786409,0.0398952160591705,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.3,128,256,1.120197176521042,1.0403707636744344,0.0029721958844517726,False,0.14590250444496639,0.4613842303689349,3.691073842951479,0.07295125222248319,True,False,False,False
0.31622776601683794,0.7926618633360644,0.3,0.3,256,512,1.120197176521042,0.7356532219424194,0.0,True,0.29180500888993277,0.9227684607378698,7.382147685902958,0.14590250444496639,True,False,False,False
0.31622776601683794,0.7926618633360644,0.3,0.5,1,2,1.120197176521042,11.770451551078711,0.9571890179038048,False,0.0011398633159762999,0.0012976431479126294,0.010381145183301035,0.0015831434944115277,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,2,4,1.120197176521042,8.322966109395475,0.9243842364866218,False,0.0022797266319525998,0.002595286295825259,0.02076229036660207,0.0031662869888230555,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,4,8,1.120197176521042,5.8852257755393556,0.8687808743312678,False,0.0045594532639051995,0.005190572591650518,0.04152458073320414,0.006332573977646111,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,8,16,1.120197176521042,4.1614830546977375,0.7775865513785842,False,0.009118906527810399,0.010381145183301035,0.08304916146640828,0.012665147955292222,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,16,32,1.120197176521042,2.9426128877696778,0.6352227081892654,False,0.018237813055620798,0.02076229036660207,0.16609832293281657,0.025330295910584444,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,32,64,1.120197176521042,2.0807415273488687,0.43054462724272485,False,0.036475626111241596,0.04152458073320414,0.33219664586563313,0.05066059182116889,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,64,128,1.120197176521042,1.4713064438848389,0.18128767621383773,False,0.07295125222248319,0.08304916146640828,0.6643932917312663,0.10132118364233778,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,70,140,1.120197176521042,1.4068380438633663,0.14981050927676604,False,0.079790432118341,0.09083502035388405,0.7266801628310724,0.11082004460880694,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,128,256,1.120197176521042,1.0403707636744344,0.0029721958844517726,False,0.14590250444496639,0.16609832293281657,1.3287865834625325,0.20264236728467555,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,0.5,256,512,1.120197176521042,0.7356532219424194,0.0,True,0.29180500888993277,0.33219664586563313,2.657573166925065,0.4052847345693511,True,False,False,False
0.31622776601683794,0.7926618633360644,0.3,1.0,1,2,1.120197176521042,11.770451551078711,0.9571890179038048,False,0.0011398633159762999,0.00032441078697815736,0.002595286295825259,0.006332573977646111,True,False,False,True
0.31622776601683794,0.7926618633360644,0.3,1.0,2,4,1.120197176521042,8.322966109395475,0.9243842364866218,False,0.0022797266319525998,0.0006488215739563147,0.005190572591650518,0.012665147955292222,True,False,False,True
