s,receiver_heat,receiver_archived_heat,receiver_heat_rate,receiver_prescribed_heat_rate,receiver_relative_flux,receiver_material_velocity,receiver_added_force_per_reference,minimum_heat_fraction,maximum_flux_fraction,maximum_force_fraction,thermal_inventory_difference,inverse_step,maximum_decay,heat_input,acceleration_work,entropy_supply,entropy_production,holding_work,holding_positive_work,holding_negative_work,geometric_work,maximum_added_force_per_reference
0.0,2.9144760200130957,2.9144760200130957,-0.7480648779651478,-0.7577525814164345,0.0,-1.6809229994191197e-05,-0.002768208815441768,0.37548638132295586,0.37548638132295586,0.5642023346303482,0.0,179.17074033197275,321.71064779209803,-1.4865729551767666,-0.0,-0.5014155216996559,0.0,-1.7521203147230496e-18,2.2663690853586467e-18,-4.018489400081697e-18,0.0,0.010770638176937714
0.008175636702943396,2.909297721919591,2.9092037214752597,-0.5231090416551254,-0.5319932561013687,-0.0007438306018202844,-0.022295586742188362,-0.0006110812887456403,0.37548638132295586,0.5496108949416323,0.5505836575875467,-0.00010191431491022478,179.76484963014818,319.54201045106436,-1.0811498606025474,0.00011935606195979793,-0.37330156391822505,0.004313227238434455,0.9398836789148496,0.9602854762215199,-0.02040179730667041,0.026427241512492324,0.0013587289009820694
0.016351273405886792,2.9059226735829884,2.9057782778077694,-0.3021141995990133,-0.3059106962412428,-0.0009132569369211389,-0.04464104350995077,-0.00014115606678125956,0.37548638132295586,0.5505836575875467,0.41050583657587403,-0.00024329269277427874,180.1164731169795,317.1785206116421,-0.6799476502349993,0.00010387248571007672,-0.245746698956906,0.005675498877354289,0.3698107271976731,0.3837150658215129,-0.013904338623839706,0.06599683721116481,0.00039349092382596384
0.024526910108830187,2.9043685433100177,2.9042030632727887,-0.07750310796282787,-0.079298538857731,-0.0009577397316897382,-0.0670045154924566,-3.984899349387077e-05,0.37548638132295586,0.5505836575875467,0.40466926070038767,-0.00038123915079117893,180.29058809762807,314.6234489505222,-0.28215708458454086,0.00012611223758260157,-0.1187348758136557,0.005947817452638393,0.15599808377736954,0.19343837027310037,-0.037440286495730814,0.10834208306417387,0.00020167199592404904
0.032702546811773585,2.9046609996369575,2.9044835451356246,0.149281816539702,0.1480443483331407,-0.0009754627666827013,-0.08933799555248342,-2.0714417117407785e-05,0.37548638132295586,0.5515564202334611,0.388132295719843,-0.0005173817452591797,180.28677550942396,311.87980647488996,0.11300863624335034,0.00018841656727401266,0.007761107398239581,0.006015294636992136,0.0893930798407528,0.14278652094678923,-0.053393441106036416,0.15268010322064918,0.00013457214632778071
0.04087818351471698,2.9068129857487035,2.9066263239693035,0.3773478617527798,0.3762778511002025,-0.0009880457112393293,-0.11159338697669949,-1.922657598274292e-05,0.37548638132295586,0.5525291828793755,0.3871595330739286,-0.0006531455222856358,180.10499861616185,308.9504263967618,0.5062819794073028,0.00027791571159315603,0.133755234234113,0.006032704481867204,0.06535348868950888,0.13155020674266807,-0.06619671805315919,0.19879689689898286,0.00010390952795363162
0.049053820217660374,2.9108348826159394,2.9106390000308084,0.6067773782348089,0.605531324668777,-0.0010002950286310767,-0.13372382103356825,-2.2047741716693307e-05,0.37548638132295586,0.5525291828793755,0.3871595330739286,-0.0007887362119739083,179.74574474498235,305.83796020638016,0.8983459854056146,0.0003921039921188742,0.25924694886499006,0.006030685559308837,0.055503662872529134,0.13446475715273642,-0.07896109428020731,0.24642811824711042,8.685529721243382e-05
0.05722945692060377,2.91673811742037,2.916530396271978,0.8375316921201745,0.8359053721288268,-0.0010131642735646694,-0.15568539457104913,-2.60560418468482e-05,0.37548638132295586,0.5525291828793755,0.3861867704280142,-0.0009243466187130871,179.20968144399066,302.54485872542637,1.2898233879305117,0.0005290309698604597,0.38421706729327304,0.006016450488704174,0.05095977922480149,0.14386828980072253,-0.09290851057592106,0.295353675665243,7.870567377584454e-05
0.06540509362354717,2.9245332719629906,2.924310394896164,1.0696164887617383,1.0674722739445703,-0.0010268775232576098,-0.1774354764369685,-2.988625587699706e-05,0.37548638132295586,0.5535019455252899,0.3861867704280142,-0.00106060933088154,178.49756015848337,299.0733691090065,1.6812951617160825,0.0006862966727699594,0.5086328360759655,0.005992742222070449,0.043109974468006566,0.15460753249995612,-0.11149755803194955,0.34543320006552075,7.141334572327198e-05
0.07358073032649057,2.93423129896017,2.933988472659313,1.3030187621387934,1.3002716610380158,-0.00104145899703219,-0.19893461432900383,-3.433320056328505e-05,0.37548638132295586,0.5535019455252899,0.3861867704280142,-0.0011965834127896583,177.6102684922222,295.42567040685526,2.073280857007857,0.000867492301008112,0.6324410930467206,0.0059608106929084715,0.03737287985781112,0.1748214580069231,-0.137448578149112,0.3962552251957183,6.684615719573091e-05
