s,receiver_heat,receiver_archived_heat,receiver_heat_rate,receiver_prescribed_heat_rate,receiver_relative_flux,receiver_material_velocity,receiver_added_force_per_reference,minimum_heat_fraction,maximum_flux_fraction,maximum_force_fraction,thermal_inventory_difference,inverse_step,maximum_decay,heat_input,acceleration_work,entropy_supply,entropy_production,holding_work,holding_positive_work,holding_negative_work,geometric_work,maximum_added_force_per_reference
0.0,2.9144760200130957,2.9144760200130957,-0.7480648529648489,-0.7577525814164345,0.0,-1.6809229994191197e-05,-0.0027682373888150117,0.37524366471734755,0.37524366471734755,0.5633528265107193,0.0,357.64431825021137,32.194853070911535,-1.4865725358123398,-0.0,-0.5014154106678255,0.0,-1.4296947582265694e-18,2.5192265054441627e-18,-3.948921263670732e-18,0.0,0.010805669451074229
0.008175636702943396,2.9093348041646627,2.909203595977848,-0.5175166048824578,-0.5319932738673568,-0.0013379325575641197,-0.022295581879160455,-0.002378892581209952,0.37524366471734755,0.5643274853801149,0.5653021442495106,-0.00019966532983751732,358.8370509745632,31.977828425114154,-1.081149695044689,0.0004147787183317723,-0.37330059819277056,0.001885009900919138,4.990389592357987,5.212798699856711,-0.22240910749872253,0.04851897023171983,0.008698010309995553
0.016351273405886792,2.9059975452274176,2.9057780990960818,-0.2979919500272626,-0.30591075084333497,-0.0024911955737252412,-0.044641042563893986,-0.0020551424719096327,0.37524366471734755,0.5653021442495106,0.5667641325536041,-0.0007319423527524917,359.5527374621476,31.741353976616768,-0.6799480678941104,0.0008423347449824787,-0.24574577318340404,0.006145858528188662,8.212726835274596,8.47165175113346,-0.25892491585886446,0.17700539656820338,0.007028031677910617
0.024526910108830187,2.9044703763955946,2.9042030036066517,-0.07537386793698043,-0.07929856111430306,-0.003488359287620953,-0.0670045159757832,-0.0017873290807992573,0.37524366471734755,0.5662768031189064,0.5682261208576977,-0.0015163826322346524,359.9036556923308,31.48575427200504,-0.28215838612436644,0.001345427889816185,-0.11874460878332527,0.011353896336271303,10.158181837336361,10.373538995151016,-0.21535715781465228,0.37380182455080296,0.005676332208717036
0.032702546811773585,2.9047690708678306,2.9044834783223608,0.14872863871410844,0.1480443164094813,-0.004353871459569907,-0.08933799831229838,-0.0015675296626518208,0.37524366471734755,0.5526315789473665,0.5584795321637407,-0.002490446667783097,359.8958239077022,31.211332088778402,0.11300661052627749,0.0019774762888076594,0.007719938527102854,0.01669125970214111,11.197003020317531,11.348229378588162,-0.1512263582706293,0.6288523614022411,0.004698322456190226
0.04087818351471698,2.906907118923781,2.9066261180706796,0.3745989088309821,0.376277736198455,-0.005108652210217068,-0.11159340195266956,-0.0013873195213796503,0.37524366471734755,0.5536062378167621,0.557504873294345,-0.003605601075136138,359.5317849381482,30.918369456579647,0.506279260220946,0.0027549435619738647,0.13365351034943984,0.021714592864264342,11.596953156498596,11.687855159541442,-0.09090200304284433,0.9334187907997512,0.003949915037703829
0.049053820217660374,2.910899157164519,2.910638885644042,0.6022755646454218,0.6055312571843796,-0.005770524796269732,-0.1337238307137856,-0.0012412619415467759,0.37524366471734755,0.5555555555555536,0.5565302144249493,-0.004824531532497017,358.81325656303864,30.607126778984934,0.8983424082404248,0.003709199053821183,0.25904945651360023,0.026206985871970494,11.560002024173453,11.65549637217448,-0.0954943480010287,1.2798858108566384,0.0034519415693946196
0.05722945692060377,2.9167601649494515,2.9165303955524067,0.8318011700148144,0.8359053716721199,-0.006354502100419201,-0.155685394653154,-0.00112408275260403,0.37524366471734755,0.5570175438596472,0.5579922027290428,-0.006117823076586391,357.7418444698932,30.277850076536605,1.2898189552884254,0.004855070792356808,0.38388472944699237,0.030080596454764144,11.230812474184722,11.302388206774216,-0.07157573258949272,1.6614315145680596,0.002790326287151139
0.06540509362354717,2.924504462768102,2.9243102465979285,1.0629345366820004,1.067472177066627,-0.006873428943733432,-0.17743549697235467,-0.001031160006968851,0.37524366471734755,0.5579922027290428,0.5589668615984386,-0.007462996650838689,356.31855804400766,29.93076553702096,1.681289838487301,0.006190245169448812,0.5081247814158641,0.03331693930772807,10.706199873890045,10.765040461401822,-0.0588405875117772,2.0719872617944954,0.0022560146155524837
0.07358073032649057,2.934147773958195,2.9339883081986415,1.2968125682592768,1.3002715535199643,-0.007337982072321719,-0.19893463861716232,-0.0009580367919447936,0.37524366471734755,0.5589668615984386,0.5370370370370351,-0.008842229910814172,354.55260597692217,29.56608609917596,2.073274641443707,0.007743916103728992,0.6317166248923965,0.035942745053088136,10.073373753163649,10.130001279504132,-0.05662752634048291,2.505968656904179,0.0018970405295452829
0.08175636702943397,2.9457150266086165,2.9455740698357555,1.5314056256160855,1.5333411120342402,-0.0077561590889709976,-0.22014676710339146,-0.0009024057710641274,0.37524366471734755,0.5599415204678343,0.5360623781676394,-0.010241934530863892,352.4261310160543,29.18401154140677,2.464663124654945,0.009502176763954824,0.7540734751551391,0.038009618280882895,9.376391061987256,9.435245744811086,-0.05885468282383055,2.958325729574814,0.0017672703212335797
0.08993200373237736,2.959089220239759,2.9589924086203627,1.7335319835077723,1.7437937137357427,-0.008139679588864739,-0.2410454300816617,-0.0008767213729103068,0.37524366471734755,0.5614035087719278,0.5350877192982437,-0.01165095523943263,349.9306652290519,28.784728802445635,2.818956811336578,0.011384757323779783,0.8630691611884869,0.03957964032153917,8.576559187106518,8.680679948387516,-0.10412076128099719,3.424219633915616,0.001651591241323701
0.09810764043532075,2.974003193507225,2.973999467906299,1.9149773621686745,1.9220072721986186,-0.00849648535237439,-0.26162437434528457,-0.0008415792379164887,0.37524366471734755,0.5618908382066257,0.534113060428848,-0.0130595210294717,347.0953788583139,28.368423455838116,3.1208366994932053,0.013337113372694043,0.9537718569400612,0.04071633353163452,7.684842924963378,7.845890650344728,-0.1610477253813501,3.8988516911475686,0.0015493395240227764
0.10628327713826415,2.990416513660538,2.990331790325999,2.099177753830937,2.067974259167829,-0.008810770885553439,-0.2818860541102077,-0.0007561566337409673,0.37524366471734755,0.5614035087719278,0.5326510721247544,-0.014460879699968164,343.94286537489216,27.93528466815111,3.3704191848239446,0.01531763667667982,1.0264235936371562,0.0414826092242219,6.77191227190145,7.166621424213733,-0.3947091523122827,4.377874915168634,0.0014611650209617826
0.11445891384120754,3.0082448629583647,3.007725485653455,2.253605583559901,2.1816445925626855,-0.009072271058835011,-0.30183946496876796,-0.0006762124138091642,0.37524366471734755,0.5604288499025321,0.5316764132553586,-0.015851110324179414,340.45848930813077,27.485519354511258,3.56773170871193,0.017293973610457355,1.0812997490088316,0.04193821750633569,5.88391217425374,6.623343078990922,-0.739430904737181,4.857456444223689,0.001379025345820325
0.12263455054415094,3.02710660726104,3.025916207853944,2.3511118648431477,2.2629341904394495,-0.0092977504868163,-0.32149874223724195,-0.000644727965471413,0.37524366471734755,0.5594541910331363,0.530701754385963,-0.017228339513926827,336.6416603215821,27.019359091308683,3.7127320818929976,0.019226827786586752,1.118697907811,0.04213653418131766,5.035864265525473,6.204349782384956,-1.1684855168594843,5.334186361517429,0.001323198883737062
