s,minimum_heat,minimum_reference_heat,receiver_heat,maximum_relative_heat_flux,maximum_material_frame_signal_speed,maximum_flux_enthalpy_ratio,maximum_relative_added_normal_density,thermal_inventory,tilted_heat_inventory,tilted_heat_balance,entropy_inventory,entropy_excess,canonical_energy_change,canonical_balance_residual,heat_input_integral,acceleration_work_integral,entropy_supply_integral,entropy_production_integral,holding_work_integral,holding_positive_work_integral,holding_negative_work_integral,geometric_work_integral
0.0,2.0041951302431666,2.0041951302431666,2.9144760200130957,0.0,0.3,0.0,0.0,6.87335898169531,6.87335898169531,0.0,2.3394994092854984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008175636702943396,2.0000019208168585,1.999448965205806,2.9093348041646627,0.004596631746237874,0.30230711950370015,0.007634989462879074,0.0008117554379867471,6.862666045670705,6.862867328702752,1.0110757005666725e-15,2.3359295014534016,1.702593689697408e-08,0.021917767127381395,-2.6508601766427796e-05,-0.010493364577375978,1.711584817135685e-06,-0.0035753425865990653,5.417728565404716e-06,0.021804799995412776,0.02289246520339325,-0.0010876652079804714,0.0001394757337350464
0.016351273405886792,1.9970471346167322,1.9956531815551801,2.9059975452274176,0.00820690960654104,0.30413151739295974,0.013657498099048822,0.0016543645586584944,6.854937304455282,6.855675999317671,-5.465285274580504e-16,2.333431147150248,3.0599679098274e-08,0.07777810175697292,-2.671976138179325e-05,-0.01768979239622062,6.810018582622833e-06,-0.006105502570610904,3.720983568144797e-05,0.07679376529170553,0.0799319909119549,-0.0031382256202493464,0.0010110562266491758
0.024526910108830187,1.9950377516174886,1.9927969850304796,2.9044703763955946,0.011030149037428782,0.30556576364797966,0.018391602513565787,0.0024532435944399286,6.8502220079008005,6.85175401280277,-7.202964895543229e-16,2.332012785161338,4.1160796865333314e-08,0.15580705152370117,-3.5636569820784655e-05,-0.021620659972352352,1.569107981358318e-05,-0.007595102993157358,0.00010843770820003554,0.15262294734790713,0.15772665374641093,-0.005103706398503782,0.003219740745614824
0.032702546811773585,1.9939310042125653,1.9908723247078843,2.9047690708678306,0.01327246335139052,0.3067096219835556,0.02210281606908154,0.003216967287977434,6.8485580273848825,6.851077562149802,-1.7648778488990602e-16,2.3316740468139887,4.9613948058393293e-08,0.24767088996140277,-4.557070189191003e-05,-0.02231059655333455,2.9177007827507308e-05,-0.008048591766140934,0.00022317968068320904,0.2404346170125622,0.24703627938304668,-0.00660166237048466,0.0072818436507324875
0.04087818351471698,1.9937203698408146,1.9898740700599338,2.906907118923781,0.015029882720642799,0.3076090505055178,0.024996216349207692,0.003948089791347975,6.849975388538386,6.853629369978258,-1.1776468472265988e-15,2.3324096325622103,5.656211658446779e-08,0.347567062594333,-3.7715699462899724e-05,-0.019778012284635653,4.840056758482145e-05,-0.007470318595208397,0.0003804853098037803,0.3339676673619949,0.3415580728283131,-0.007590405466318549,0.013637110931801007
0.049053820217660374,1.9944110851957462,1.9897999698609996,2.910899157164519,0.016520368297408473,0.30837388034094815,0.02730591029027655,0.00465015701801624,6.854498976501607,6.859398123452346,-3.0373923862181407e-16,2.3342116063090605,6.238054178374017e-08,0.45147665275305254,-5.7246561045241895e-05,-0.014035569157589462,7.471091462598489e-05,-0.005864648003566331,0.00057678264658672,0.4288753149235101,0.4372524745803225,-0.008377159656812589,0.022658584390587676
0.05722945692060377,1.9960107794773647,1.990650206931917,2.9167601649494515,0.017990889029525038,0.30913027758486483,0.029475195352925723,0.0053265609791205435,6.862150631589143,6.868377983728258,1.1167282376600696e-17,2.337070728229399,6.748747820729383e-08,0.5568044058970361,-5.1902199982502284e-05,-0.005090571893448557,0.00010957392639667559,-0.0032360591991915147,0.0008073106556141385,0.5221959381898058,0.531246518302379,-0.009050580112573411,0.03466036990721275
0.06540509362354717,1.9985289222589653,1.9924274397795974,2.924504462768102,0.01912874053922941,0.30971679351263015,0.031423317791928196,0.005980615114892948,6.87295066887686,6.8805681748633845,3.209238430557093e-17,2.340977115622286,7.195485300279768e-08,0.661816684562022,-6.231670706410841e-05,0.007054605871079261,0.00015458729699559682,0.0004107365091296228,0.0010668978728050507,0.611974878992058,0.621542886237381,-0.009568007245323536,0.04990412227702809
0.07358073032649057,2.001976184559737,1.9951363102081792,2.934147773958195,0.019989625770491695,0.31016126051824006,0.03293731877552283,0.0066181479052406286,6.8869189023398505,6.895972467031569,7.653383135575176e-16,2.3459205689705898,7.61295222964295e-08,0.7655068578665972,-6.777841380441185e-05,0.022402067968320297,0.00021141736793878001,0.005070664337807113,0.0013504192177619728,0.6969708659270948,0.7070287529797129,-0.010057887052619075,0.06860377035330685
0.08175636702943397,2.006363096883419,1.9987829387290206,2.9457150266086165,0.020619568321054438,0.3104868846352914,0.03408090271889142,0.007231954485221984,6.9040739869218335,6.914597651576598,1.6653345369377348e-16,2.351890379341737,8.02165757449267e-08,0.8673934721258162,-6.39366481029191e-05,0.04095690282481957,0.0002817670564683669,0.010737806688544719,0.001653083151118329,0.7765274380635485,0.7870436930030223,-0.010516254939475023,0.0909299707103706
