t,left_force,right_force,left_power_out,right_power_out
0.51701171875,0.40499829985721963,-5.531754298977546,1.2414073389498936e-25,0.4055809713115453
0.53708984375,0.447449179161255,-5.463936445499543,3.093328794120534e-26,0.27724401243208013
0.55716796875,0.48278416036637156,-5.471783188193006,7.042593297250974e-27,0.19224774013176157
0.5772460937499999,0.48004651293159173,-5.651615541111829,1.3554774545649836e-27,0.1374678390820412
0.59732421875,0.4769705151213291,-5.677348198921085,2.299407169051358e-28,0.09547728825266844
0.6174023437499999,0.47335693931182504,-5.556570581261425,3.3338245077618093e-29,0.06443042077031826
0.63748046875,0.46911254660373,-5.853751511389874,4.014919454225352e-30,0.04659179758133432
0.6575585937499999,0.46415774157213757,-5.773044140351484,3.907862677438039e-31,0.031346571139031096
0.67763671875,0.45841140331409563,-5.778382521324224,3.1876285333791075e-32,0.021263062579554116
0.6977148437499999,0.4511620580442923,-5.777244071111996,2.1502651959271897e-33,0.014312235122272265
0.71779296875,0.44297609746411826,-5.886186806353088,1.2897894140003993e-34,0.009752873499046397
0.7378710937499999,0.4341975863331328,-5.899335689505425,7.03696134435012e-36,0.006494936846853429
0.75794921875,0.41726474891394777,-5.96700616751579,3.412408376449382e-37,0.004336822900288113
0.7780273437499999,0.39585773061546337,-6.067408373240818,1.6222736329074856e-38,0.002892367722766841
0.79810546875,0.3738278378140645,-5.854661930309548,7.094230671009602e-40,0.0018188296559437417
0.8181835937499999,0.352286897839527,-5.735583405416475,3.091163139050366e-41,0.0011537918424935154
0.83826171875,0.31361982679934286,-5.7071641546172485,1.2535361687325344e-42,0.0007387068123667878
0.8583398437499999,0.2589873328629913,-5.910177628578602,4.4222070335094533e-44,0.0004891071034858617
0.87841796875,0.20596540353625317,-5.802181502910111,1.2304452852372055e-45,0.0003050841020663627
0.89849609375,0.1516093021244243,-6.0067480400821385,1.5605281207695755e-46,0.00019942416512633288
0.9185742187499999,0.09164526099976207,-6.029064101163677,-1.9749137682169181e-47,0.00012560111872633378
0.93865234375,0.02514686443887123,-6.300106541052199,1.118891539778382e-48,8.184916767014294e-05
0.9587304687499999,-0.045491115843163774,-6.006065933083328,-1.3061124753102236e-49,4.836116732472983e-05
0.97880859375,-0.13109354758794659,-5.924107937324622,8.660407672923406e-49,2.938372916056583e-05
0.9988867187499999,-0.213770043582809,-6.087227691770555,-6.970220568061654e-49,1.8485256065018842e-05
1.0189648437499998,-0.29418888795531406,-6.017571356632922,3.107476685926949e-49,1.1119711244886197e-05
1.03904296875,-0.3730613178960896,-6.055978892735299,-8.1787221326364825e-50,6.768415189996845e-06
1.05912109375,-0.45103208335678663,-6.3820005485712015,-3.65495169636616e-51,4.287879237217911e-06
1.07919921875,-0.52867758577606,-6.194484012104067,1.5040020956586413e-50,2.486779730886051e-06
1.0992773437499999,-0.6065922214888735,-6.119397855480318,-9.049477353617452e-51,1.4589846664787496e-06
1.11935546875,-0.6853273728961135,-6.2659304748363125,3.5054358557014594e-51,8.818267660966725e-07
1.13943359375,-0.5519661338930305,-6.319183137530312,-6.256350937149881e-52,5.217613542590978e-07
1.15951171875,-0.34421755719125086,-6.535442272105782,-2.3901516614081622e-54,3.146495592380696e-07
1.1795898437499999,-0.13560421354653662,-6.896576557092112,1.7568882415318853e-53,1.9241884431371955e-07
1.19966796875,0.07375839164191311,-7.276673159951066,5.085358890319404e-54,1.169269439108179e-07
1.21974609375,0.28375323355737414,-7.5024180076450655,-6.818848076565868e-54,6.899378182007444e-08
1.23982421875,0.49426164604985,-6.941894563522336,2.6279318006387736e-54,3.630504163136594e-08
1.2599023437499999,0.7051639079342922,-8.586970178130441,-1.6373102204153185e-55,2.5374811837775175e-08
1.2799804687499998,0.916338547978337,-10.040289836285451,-5.175064936668461e-55,1.6654713313318927e-08
1.285,0.9691559730677908,-10.580089591159192,3.455147859237953e-56,1.517542800798446e-08
