t,left_force,right_force,left_power_out,right_power_out
0.0,0.1487335257329752,-3.9144735873059013,2.1914669537621733e-12,178.02204073527744
0.04015625,0.1425029592343302,-5.292124940840931,2.430458846139152e-13,225.71759026012478
0.0803125,0.13590416319932774,-5.336721939456649,2.3781283250551797e-14,192.9465925184261
0.12046874999999999,0.12929424996779054,-5.165063023003195,1.7992936833968597e-15,147.35009566453107
0.160625,0.12312940898429517,-5.254092455385861,1.500384620182232e-17,108.08548986667567
0.20078125,0.11803879353153195,-5.266069897326887,-1.4802696219898143e-17,71.37525594726796
0.24093749999999997,0.11496834422436623,-4.928429382224778,6.182553069245441e-18,40.61943702371645
0.28109375,0.11512652565906878,-5.25688017766316,1.3953107676641286e-19,24.533917213196595
0.32125,0.11995332267458135,-5.27043955850247,1.898125236653147e-20,13.082473045113108
0.36140625,0.13121436104799203,-5.315237701967566,1.5325374006118234e-21,6.667197385974881
0.4015625,0.1510918205858272,-5.4108419132461005,1.2960434142032204e-22,3.31074332270103
0.44171875,0.1822706175471111,-5.4404658346465204,1.0751903815068171e-23,1.5955494183117966
0.48187499999999994,0.22797886295163602,-5.559511882259984,8.539311481143915e-25,0.7778636456791613
0.5,0.2543738056141128,-5.573569416280172,2.6581694701381414e-25,0.5585870162125542
0.51701171875,0.9544897778601585,-5.5054090396993205,2.9257175045080176e-25,0.4036493714482809
0.55716796875,0.3679190350683896,-5.585383586654648,5.367003193181336e-27,0.1962390203289454
0.59732421875,0.35471519664832557,-5.687981895300845,1.7100316272949184e-28,0.09565611760377897
0.63748046875,0.33861138239692773,-5.820989669669268,2.8980197533620078e-30,0.04633103606884644
0.67763671875,0.3187167154694548,-5.843459888174869,2.216241762204141e-32,0.02150253169028733
0.71779296875,0.293038310093914,-5.8957023863277795,8.532237121130712e-35,0.00976863994527319
0.75794921875,0.2559217997549675,-5.888730707825191,2.0929390644019026e-37,0.0042799322592217744
0.79810546875,0.1997937417848342,-5.964843332764669,3.791539172507333e-40,0.0018530589939831203
0.83826171875,0.12547260402164262,-5.894092575938066,5.015130865014362e-43,0.0007629018932359691
0.87841796875,0.0021349125821826203,-5.902354783610602,1.2754050321260961e-47,0.0003103513063718852
0.9185742187499999,-0.12959915181168202,-6.029652897011941,2.792802884404355e-47,0.0001256133848784268
0.9587304687499999,-0.2860529098339712,-6.10307692569565,-8.212972295976029e-49,4.9142305077517385e-05
0.9988867187499999,-0.47573736672829753,-6.099019551953336,-1.551196941811231e-48,1.852106473950892e-05
1.03904296875,-0.6587180319590705,-6.080550950415053,-1.4441249973418557e-49,6.795877948932257e-06
1.07919921875,-0.840512880268868,-6.331663931169547,2.391122997009232e-50,2.5418507007279364e-06
1.11935546875,-0.43050120189209334,-6.5072570955071685,2.202005068990402e-51,9.157895229982767e-07
1.15951171875,-0.016172461216615076,-6.6422966887025705,-1.1229710466068608e-55,3.197940764237424e-07
1.19966796875,0.4015661405605599,-7.511973831775274,2.768644892455152e-53,1.2070792841455942e-07
1.23982421875,0.8217786101052338,-7.183055371486033,4.3693014819977883e-54,3.756627559175807e-08
1.2799804687499998,1.243508111753103,-9.894394509923043,-7.022770396153216e-55,1.641270388192407e-08
1.285,1.2962640241440455,-10.368844231795705,4.621324113446071e-56,1.4872430692562846e-08
