t,left_force,right_force,left_power_out,right_power_out
0.0,0.4021273465289075,-5.9838834868978115,5.925017824860129e-12,272.13445846567413
0.04015625,0.4004862182733278,-7.868664026227642,6.83049164164117e-13,335.61110185815244
0.0803125,0.39934652597499765,-6.384709540746656,6.987992586662892e-14,230.8360757938191
0.12046874999999999,0.39913992553108896,-6.790333905537007,5.554538944914333e-15,193.7161939978071
0.160625,0.40041105789625986,-6.767525657053466,4.8791803515849926e-17,139.21934797285573
0.20078125,0.40389843412108206,-6.80356335571652,-5.06510245073777e-17,92.21413413335411
0.24093749999999997,0.4106290467296814,-6.431041393027375,2.2082042585787414e-17,53.00375852054261
0.28109375,0.4219426655928168,-6.847407875655911,5.113861825223815e-19,31.956927354012986
0.32125,0.43941042338154057,-6.9695554293608435,6.953171410946554e-20,17.300079059618767
0.36140625,0.46492001539530436,-6.9356462907492284,5.430101600126888e-21,8.699765732511318
0.4015625,0.5008376057224491,-7.010271223069044,4.296111318038994e-22,4.2893895283248495
0.44171875,0.5500309067622888,-7.097942666802022,3.244559921071377e-23,2.081644961559118
0.48187499999999994,0.6159324396829343,-7.214673031827713,2.307073070589555e-24,1.0094468697563608
0.5,0.6522154469010274,-7.278032300946009,6.815557068540504e-25,0.7294094759112733
0.51701171875,0.6904849721691044,-7.09116176932133,2.1164857042301953e-25,0.519914682157924
0.55716796875,0.7857215037286982,-7.428225759046651,1.1461678841050735e-26,0.2609861477053257
0.59732421875,0.7993960407068696,-7.4843913784309315,3.853774874208046e-28,0.1258667546884012
0.63748046875,0.8132822524963372,-7.63722663884428,6.960510352928165e-30,0.06078702127130788
0.67763671875,0.8268238473478844,-7.735334852237213,5.749436573414677e-32,0.02846417806885393
0.71779296875,0.8383984103450428,-7.81387886151278,2.4411190593988895e-34,0.012946883029766256
0.75794921875,0.8427605322005931,-7.835635548324792,6.892130492469007e-37,0.00569494361666363
0.79810546875,0.832787295219609,-7.938657090697263,1.5804026812772055e-39,0.0024662508470689485
0.83826171875,0.8097915687079714,-7.890197918223652,3.2367310156049944e-42,0.0010212677952146534
0.87841796875,0.7434885001427103,-7.9856655388628655,4.441629049937293e-45,0.0004198937243008232
0.9185742187499999,0.6750817792799346,-8.081400954393054,-1.4547705860925847e-46,0.00016835664436739298
0.9587304687499999,0.5888762732395222,-8.175341754258861,1.6907447369372782e-48,6.582829341528604e-05
0.9988867187499999,0.47703235148894885,-8.146957089232222,1.5554193900377162e-48,2.4740094435563075e-05
1.03904296875,0.38019594826182773,-8.348963238825606,8.335136524805375e-50,9.331150356911005e-06
1.07919921875,0.2935954730614559,-8.44268911053297,-8.352315638880926e-51,3.389323164483302e-06
1.11935546875,0.21308330762858219,-8.709040238426548,-1.0899168723644781e-51,1.2256543254189395e-06
1.15951171875,0.13537855336992494,-8.77660890592979,9.400312897937912e-55,4.225507638010128e-07
1.19966796875,0.05913729261641471,-9.01001319391965,4.0772900555685745e-54,1.447795282546752e-07
1.23982421875,-0.0170383378426414,-8.780865348328101,-9.05908645846828e-56,4.592257619492215e-08
1.2799804687499998,-0.09446249831552059,-11.824970818681082,5.334813906293408e-56,1.9615120891406157e-08
1.285,-0.10428382677510808,-12.456958419134143,-3.7178333606571365e-57,1.786749290346172e-08
