channel,catch_abs_burden,catch_points,catch_fraction_of_global_abs,catch_packet_abs_burden,catch_packet_fraction_of_global_abs,catch_support_abs_burden,catch_support_fraction_of_global_abs,peak_abs_in_catch
rho,36.18568997645335,10122,0.7247575370880075,10.394083703236294,0.20818148030191244,5.986346979672371,0.11989960937499919,0.012442905166369431
j_l,0.23309861781804153,10122,0.1068343470153696,0.02541802834493678,0.011649654923176034,0.12572273495080952,0.0576215612910277,0.0027530353814699928
delta_rho,1.0866327217952652e-05,10122,0.2342102221653883,8.952939987042855e-06,0.19296953067402398,3.5835664476749644e-16,7.723933551970843e-12,7.002031640612749e-08
delta_j_l,0.018795279506772115,10122,0.8749084348231744,0.01767956741055833,0.8229727387639606,3.7787086600028636e-14,1.7589651051396646e-12,2.580641304625458e-05
