block,service_field,delta_name,law,requested_law,scope,amplitude,gain,max_abs_change,window_abs_sum,window_max,window_total_abs,window_packet_edge_abs,window_support_shell_abs,window_packet_live_abs,window_packet_edge_fraction,window_support_shell_fraction,window_packet_live_fraction,min,max,linf,l1,nonzero_points
carrying_flow,carrying_flow,delta_carrying_flow,compact_momentum_localizer,compact_momentum_localizer,catch_rematch_edge_support_mix,0.002,1.0,0.002,3809.610206604004,1.0,3809.610206604004,272.1868076324463,3500.3147583007812,277.48216438293457,0.07144741663086876,0.9188117861068685,0.07283741625374585,-0.002,4.448812716890929e-18,0.002,0.6502113510051645,1150
