channel,points,abs_burden,signed_burden,neg_burden,pos_burden,peak_abs,peak_signed,min_signed,global_abs_burden,support_shell_load_fraction
rho,10164,8.653739390578057,8.64118675798214,0.006276316297957617,8.647463074280097,0.008849725556677129,0.008849725556677129,-0.004757521395011079,49.927994018307544,0.17332439567680033
j_l,10164,1.1592715081428384,9.400522885990529e-05,0.5795887514569893,0.5796827566858491,0.02048485387767075,0.02048485387767075,-0.020484828377532186,2.1818696358438645,0.5313202443896132
delta_rho,10164,3.327516753530773e-06,-3.2933595531631735e-06,3.3104381533469734e-06,1.7078600183799736e-08,2.0119936862839777e-07,1.3571513941303126e-08,-2.0119936862839777e-07,4.639561466398917e-05,0.07172050155234795
delta_j_l,10164,9.40052289300682e-05,9.400522885969993e-05,3.5184139154008735e-14,9.400522889488406e-05,8.877660853573704e-06,8.877660853573704e-06,-1.3253287356462806e-14,0.021482567499272978,0.004375884257468273
