speed,cone_half_angle,cone_length,pattern_samples,pattern_type_i,pattern_type_iv,pattern_other,pattern_estimated_band_samples,pattern_envelope_violations,pattern_worst_envelope_ratio,pattern_min_null,front_samples,front_type_i,front_type_iv,front_other,front_estimated_band_samples,front_envelope_violations,front_worst_envelope_ratio,front_min_null,peak_nec_content,nec_content_over_sigma,front_window_over_sigma,peak_negative_energy,peak_positive_energy,peak_stress,max_alpha,tip_offset,surface_offset,kappa,lambda,lambda_over_kappa,trip_distance,exterior_time,lead_over_light,mean_speed,passenger_time_clock_1,passenger_days_per_light_year,alpha_v_radius,swept_matter_max,swept_light_max,swept_matter_max_short,swept_matter_max_long
1.5,21.24438276192069,41.7613915730502,7480,955139,0,0,0,0,0.5040328796924058,-0.7360223112849019,8140,130860,0,0,0,0,0.0,-0.12332559610718827,211.0305843482391,2039.9440743527696,213.63060534569343,0.009014848622725218,0.0,1.5424967406277004,222.68407382092042,41.7613915730502,38.49250645245412,0.44072189524513306,1.6369204957403127,3.714180106322706,9.0,7.5,1.5,1.2,7.5,243.5,10.275,6.639221520240056,8.858603526903414,6.639221520240056,3.88433180569121
2.1,14.999999999999998,57.998711305964285,7480,956138,0,0,0,0,0.5040328796924103,-0.8236530386990427,11660,206550,0,0,0,0,0.0,-0.15892939641331816,252.0920742188376,2367.408964707985,399.7760856932724,0.009014848622725218,0.0,1.8149336320132203,395.38037120938355,57.998711305964285,52.43071182714304,0.5626749645326612,2.7017620230618284,4.80163894497389,12.600000000000001,7.5,5.100000000000001,1.6800000000000002,7.5,173.92857142857142,10.15,9.352349274254495,11.755006378442125,9.352349274254495,4.158747000121724
3.0,10.438110505558328,81.7452715115237,7480,955988,0,0,0,0,0.5040328796925863,-0.9132142470964837,16885,302400,0,0,0,0,0.0,-0.19674361512686905,310.94743730202805,2774.52007306729,679.7665058501441,0.009014848622725218,0.0,2.1768488739052962,738.7493333216759,81.7452715115237,72.85400845509587,0.6780794588956418,4.37261080816868,6.448522736981532,18.0,7.5,10.5,2.4,7.5,121.75,10.075000000000001,12.94386484996604,15.90957547934048,12.94386484996604,5.00349222858323
5.0,6.240612183515877,133.77692091151727,7480,958393,0,0,0,0,0.5040328796925957,-1.0355119432015245,28380,552023,0,0,0,0,0.0,-0.25089146997516965,442.25219751231657,3781.81085981146,1479.353883419797,0.00901484862272522,0.0,2.7492692409849093,1808.4662068361984,133.77692091151727,117.56338639520585,0.8303406293475035,8.308672945181467,10.006342760453105,30.0,7.5,22.5,4.0,7.5,73.05,9.975000000000001,26.21829267693644,25.255667733291997,19.348542194489436,26.21829267693644
10.0,3.1156754872742076,262.9494749456842,7480,958258,0,0,0,0,0.5040328796925957,-1.1902152737857792,56760,1116963,0,0,0,0,0.0,-0.32430884702449664,786.680663728448,6181.979398418298,3634.397427518647,0.009014848622725221,0.0,3.6515052555608536,6093.925855708224,262.9494749456842,228.2520313663221,1.0151167326721833,18.811892553094264,18.53175299709032,60.0,7.5,52.5,8.0,7.5,36.525,9.9,46.7700566766279,48.824695355649894,46.7700566766279,44.84246363475698
20.0,1.5572618110816112,520.7201735531315,7480,958393,0,0,0,0,0.5040328796925956,-1.331971540092887,113465,2241945,0,0,0,0,0.0,-0.39772176365803336,1529.4198493360839,11256.411235770258,8486.295982175756,0.009014848622725218,0.0,4.7725291494528275,20534.49060562559,520.7201735531315,448.41611432272435,1.177760174631004,41.043364516000985,34.84866053384765,120.0,7.5,112.5,16.0,7.5,18.2625,9.825000000000001,93.74560948673073,95.86782390507867,92.37467274626728,93.74560948673073
