speed,launch,zeta0,r0,angle_deg,escape_time,escaped_during_carry,time_to_escape,max_energy_gain,final_energy_gain,status
2.1,-2.0,0.0,0.0,0.0,-2.0,True,0.0,1.0107229672803681,1.0107229672803681,0
2.1,-2.0,0.0,0.0,22.5,-2.0,True,0.0,1.000000000003644,0.9999999998224143,0
2.1,-2.0,0.0,0.0,45.0,-2.0,True,0.0,1.0,0.9998050287392946,0
2.1,-2.0,0.0,0.0,67.5,-2.0,True,0.0,1.0,0.9945500472032903,0
2.1,-2.0,0.0,0.0,90.0,-2.0,True,0.0,1.0,0.9999999927439861,0
2.1,-2.0,0.0,0.0,112.5,-2.0,True,0.0,1.0,0.9945500473988316,0
2.1,-2.0,0.0,0.0,135.0,-2.0,True,0.0,1.0,0.9998050286553009,0
2.1,-2.0,0.0,0.0,157.5,-2.0,True,0.0,1.0000000000128932,0.9999999999342293,0
2.1,-2.0,0.0,0.0,180.0,-2.0,True,0.0,1.0,0.9999999948912809,0
2.1,-2.0,0.0,0.0,202.5,-2.0,True,0.0,1.0000000000099967,0.9999999999016305,0
2.1,-2.0,0.0,0.0,225.0,-2.0,True,0.0,1.0,0.9998050286627623,0
2.1,-2.0,0.0,0.0,247.49999999999997,-2.0,True,0.0,1.0,0.9945500473279324,0
2.1,-2.0,0.0,0.0,270.0,-2.0,True,0.0,1.0,0.999999957913236,0
2.1,-2.0,0.0,0.0,292.5,-2.0,True,0.0,1.0,0.9945500471544547,0
2.1,-2.0,0.0,0.0,315.0,-2.0,True,0.0,1.0,0.999805028649288,0
2.1,-2.0,0.0,0.0,337.5,-2.0,True,0.0,1.0,0.9999999998362097,0
2.1,-2.0,0.8,1.0,0.0,-2.0,True,0.0,1.011830822515462,1.011830822515462,0
2.1,-2.0,0.8,1.0,22.5,-2.0,True,0.0,1.0000464849347992,1.0000464849347992,0
2.1,-2.0,0.8,1.0,45.0,-2.0,True,0.0,1.0000000333206829,1.000000032867024,0
2.1,-2.0,0.8,1.0,67.5,-2.0,True,0.0,1.0000000011286891,0.9999999932971421,0
2.1,-2.0,0.8,1.0,90.0,-2.0,True,0.0,1.0,0.999999962770672,0
2.1,-2.0,0.8,1.0,112.5,-2.0,True,0.0,1.0,0.999999997244663,0
2.1,-2.0,0.8,1.0,135.0,-2.0,True,0.0,1.0000000000033658,0.9995876332906543,0
2.1,-2.0,0.8,1.0,157.5,-2.0,True,0.0,1.0,0.3447899033213247,0
2.1,-2.0,0.8,1.0,180.0,-2.0,True,0.0,1.000000000000014,0.8448379691635634,0
2.1,-2.0,0.8,1.0,202.5,-2.0,True,0.0,1.0000000037459849,0.9089479801265781,0
2.1,-2.0,0.8,1.0,225.0,-2.0,True,0.0,1.0000000016771917,1.0000000016771917,0
2.1,-2.0,0.8,1.0,247.49999999999997,-2.0,True,0.0,1.0000000030287677,0.5349776729198621,0
2.1,-2.0,0.8,1.0,270.0,-2.0,True,0.0,1.0,0.999999903187135,0
2.1,-2.0,0.8,1.0,292.5,-2.0,True,0.0,1.0,0.9994182701124499,0
2.1,-2.0,0.8,1.0,315.0,-2.0,True,0.0,1.0000000305230916,0.32271412401245353,0
2.1,-2.0,0.8,1.0,337.5,-2.0,True,0.0,1.0000464961519047,0.9174978430805596,0
2.1,0.75,0.0,0.0,0.0,12.839775208597736,False,12.089775208597736,1.000000000000014,0.4218329047369931,0
2.1,0.75,0.0,0.0,22.5,13.454879679746936,False,12.704879679746936,1.0,0.999635965655563,0
2.1,0.75,0.0,0.0,45.0,13.453824458394422,False,12.703824458394422,1.0,0.9999999965339783,0
2.1,0.75,0.0,0.0,67.5,13.456737104285553,False,12.706737104285553,1.0,0.9999999980413878,0
2.1,0.75,0.0,0.0,90.0,3.91055501028895,True,3.16055501028895,1.0000007312322978,1.0000007312322978,0
2.1,0.75,0.0,0.0,112.5,13.456737172828182,False,12.706737172828182,1.0,0.999999997993747,0
2.1,0.75,0.0,0.0,135.0,13.453824573974712,False,12.703824573974712,1.0,0.9999999964688496,0
2.1,0.75,0.0,0.0,157.5,13.454873283947492,False,12.704873283947492,1.0,0.9996359657024445,0
2.1,0.75,0.0,0.0,180.0,2.458969201668589,True,1.7089692016685891,1.000000000000014,0.3225806136839215,0
2.1,0.75,0.0,0.0,202.5,13.454873210162464,False,12.704873210162464,1.0000000000034863,0.9996359657300236,0
2.1,0.75,0.0,0.0,225.0,13.453824575429845,False,12.703824575429845,1.0,0.9999999965353155,0
2.1,0.75,0.0,0.0,247.49999999999997,13.456736914709884,False,12.706736914709884,1.0,0.9999999980471291,0
2.1,0.75,0.0,0.0,270.0,3.9105820737217325,True,3.1605820737217325,1.0,0.9999999649131016,0
2.1,0.75,0.0,0.0,292.5,13.45673728842845,False,12.70673728842845,1.0,0.999999998045239,0
2.1,0.75,0.0,0.0,315.0,13.453824705538201,False,12.703824705538201,1.0,0.9999999965780481,0
2.1,0.75,0.0,0.0,337.5,13.454879054657503,False,12.704879054657503,1.0,0.9996359657145651,0
2.1,0.75,0.8,1.0,0.0,12.833945313633604,False,12.083945313633604,1.000000000000014,0.4219485297362756,0
2.1,0.75,0.8,1.0,22.5,13.479999999999757,False,12.729999999999757,1.0000000000465292,0.9999495205031397,0
2.1,0.75,0.8,1.0,45.0,13.458833810870539,False,12.708833810870539,1.0000000024101963,1.0000000024101963,0
2.1,0.75,0.8,1.0,67.5,13.449999999999758,False,12.699999999999758,1.000000001096909,0.9989383823548368,0
2.1,0.75,0.8,1.0,90.0,2.910095954296905,True,2.160095954296905,1.0000000030228708,1.0000000030228708,0
2.1,0.75,0.8,1.0,112.5,13.449999999999758,False,12.699999999999758,1.0,0.9999703340757115,0
2.1,0.75,0.8,1.0,135.0,13.449999999999758,False,12.699999999999758,1.0,0.9999999986942733,0
2.1,0.75,0.8,1.0,157.5,13.83999999999975,False,13.08999999999975,1.0,0.9999999963679647,0
2.1,0.75,0.8,1.0,180.0,3.2658924457956546,True,2.5158924457956546,1.000000000000014,0.3225806327790331,0
2.1,0.75,0.8,1.0,202.5,13.449999999999758,False,12.699999999999758,1.0,0.8843163971175301,0
2.1,0.75,0.8,1.0,225.0,13.449999999999758,False,12.699999999999758,1.0000000004311018,0.8938507595721765,0
2.1,0.75,0.8,1.0,247.49999999999997,13.452846877411035,False,12.702846877411035,1.0000000029524472,0.7598501231688292,0
2.1,0.75,0.8,1.0,270.0,4.909702498377295,True,4.159702498377295,1.0,0.9999999371553092,0
2.1,0.75,0.8,1.0,292.5,13.449999999999758,False,12.699999999999758,1.0,0.9999999979455098,0
2.1,0.75,0.8,1.0,315.0,5.438395534045583,True,4.688395534045583,1.0,0.322714119072119,0
2.1,0.75,0.8,1.0,337.5,13.458940082538454,False,12.708940082538454,1.0000000108624365,0.8226732521370987,0
2.1,3.0,0.0,0.0,0.0,12.845697006368537,False,9.845697006368537,1.000000000000014,0.4218081040208877,0
2.1,3.0,0.0,0.0,22.5,13.454872174468193,False,10.454872174468193,1.0000000000026625,0.9995236611646106,0
2.1,3.0,0.0,0.0,45.0,13.45382418485278,False,10.45382418485278,1.0,0.9999999979392133,0
2.1,3.0,0.0,0.0,67.5,13.449999999999777,False,10.449999999999777,1.0,0.9999999678202853,0
2.1,3.0,0.0,0.0,90.0,6.160344926388138,True,3.160344926388138,1.0000000386861188,1.0000000386861188,0
2.1,3.0,0.0,0.0,112.5,13.449999999999777,False,10.449999999999777,1.0,0.9999999678612796,0
2.1,3.0,0.0,0.0,135.0,13.453824520362659,False,10.453824520362659,1.0,0.9999999979674211,0
2.1,3.0,0.0,0.0,157.5,13.454870209073123,False,10.454870209073123,1.0,0.9995236611517287,0
2.1,3.0,0.0,0.0,180.0,4.716242648002083,True,1.7162426480020834,1.000000000000014,0.3225806448171016,0
2.1,3.0,0.0,0.0,202.5,13.454870066194552,False,10.454870066194552,1.0,0.9995236611394014,0
2.1,3.0,0.0,0.0,225.0,13.4538246291073,False,10.4538246291073,1.0,0.9999999979355005,0
2.1,3.0,0.0,0.0,247.49999999999997,13.449999999999777,False,10.449999999999777,1.0,0.9999999678188912,0
2.1,3.0,0.0,0.0,270.0,6.160344926388138,True,3.160344926388138,1.0000000386861188,1.0000000386861188,0
2.1,3.0,0.0,0.0,292.5,13.449999999999777,False,10.449999999999777,1.0,0.9999999678261615,0
2.1,3.0,0.0,0.0,315.0,13.453824437191422,False,10.453824437191422,1.0,0.999999997953421,0
2.1,3.0,0.0,0.0,337.5,13.454872058348995,False,10.454872058348995,1.0,0.9995236612042516,0
2.1,3.0,0.8,1.0,0.0,12.840770032007987,False,9.840770032007987,1.000000000000014,0.4218738974786789,0
2.1,3.0,0.8,1.0,22.5,13.939999999999767,False,10.939999999999767,1.0000000000215126,0.5550851373680381,0
2.1,3.0,0.8,1.0,45.0,13.807120669010121,False,10.807120669010121,1.0000000024726055,1.0000000024720992,0
2.1,3.0,0.8,1.0,67.5,14.339999999999758,False,11.339999999999758,1.000000001083991,1.0000000010249308,0
2.1,3.0,0.8,1.0,90.0,5.159948846320019,True,2.1599488463200194,1.0,0.9999999811707118,0
2.1,3.0,0.8,1.0,112.5,13.449999999999777,False,10.449999999999777,1.0,0.999999998047371,0
2.1,3.0,0.8,1.0,135.0,13.449999999999777,False,10.449999999999777,1.0000000000055824,0.9999999998875473,0
2.1,3.0,0.8,1.0,157.5,13.449999999999777,False,10.449999999999777,1.0,0.3188894420883323,0
2.1,3.0,0.8,1.0,180.0,5.517356827980731,True,2.5173568279807306,1.000000000000014,0.32258064260428626,0
2.1,3.0,0.8,1.0,202.5,13.449999999999777,False,10.449999999999777,1.0000000000103018,1.0000000000087852,0
2.1,3.0,0.8,1.0,225.0,13.81999999999977,False,10.81999999999977,1.0000000004354643,1.0000000004354643,0
2.1,3.0,0.8,1.0,247.49999999999997,13.45252414592296,False,10.45252414592296,1.0000000029805773,1.0000000029805773,0
2.1,3.0,0.8,1.0,270.0,7.166948983520481,True,4.166948983520481,1.0,0.9999999304236081,0
2.1,3.0,0.8,1.0,292.5,13.449999999999777,False,10.449999999999777,1.0,0.9999664104780429,0
2.1,3.0,0.8,1.0,315.0,7.68845696473271,True,4.68845696473271,1.0,0.32271411911746495,0
2.1,3.0,0.8,1.0,337.5,13.455290543865486,False,10.455290543865486,1.0000000110092606,0.8219442692721405,0
2.1,7.0,0.0,0.0,0.0,12.860163158911718,False,5.860163158911718,1.000000000000014,0.42187074887959025,0
2.1,7.0,0.0,0.0,22.5,13.454869379764029,False,6.454869379764029,1.0,0.9990334498867385,0
2.1,7.0,0.0,0.0,45.0,13.449999999999863,False,6.4499999999998625,1.0,0.9333886407278957,0
2.1,7.0,0.0,0.0,67.5,13.449999999999863,False,6.4499999999998625,1.0,0.40241662585042975,0
2.1,7.0,0.0,0.0,90.0,10.160629758525532,True,3.1606297585255323,1.000000658091166,1.000000658091166,0
2.1,7.0,0.0,0.0,112.5,13.449999999999863,False,6.4499999999998625,1.0,0.40241662587687826,0
2.1,7.0,0.0,0.0,135.0,13.449999999999863,False,6.4499999999998625,1.0,0.9333886407607447,0
2.1,7.0,0.0,0.0,157.5,13.454868793915065,False,6.454868793915065,1.0000000000063007,0.999033449982027,0
2.1,7.0,0.0,0.0,180.0,8.71625997571752,True,1.71625997571752,1.000000000000014,0.32258062844180524,0
2.1,7.0,0.0,0.0,202.5,13.454869065536204,False,6.454869065536204,1.0,0.9990334499121974,0
2.1,7.0,0.0,0.0,225.0,13.449999999999863,False,6.4499999999998625,1.0,0.9333886407866747,0
2.1,7.0,0.0,0.0,247.49999999999997,13.449999999999863,False,6.4499999999998625,1.0,0.40241662579293824,0
2.1,7.0,0.0,0.0,270.0,10.159889141268529,True,3.159889141268529,1.0,0.9999999001411433,0
2.1,7.0,0.0,0.0,292.5,13.449999999999863,False,6.4499999999998625,1.0,0.4024166258643582,0
2.1,7.0,0.0,0.0,315.0,13.449999999999863,False,6.4499999999998625,1.0,0.9333886407686105,0
2.1,7.0,0.0,0.0,337.5,13.454869424179961,False,6.454869424179961,1.0,0.9990334499793887,0
2.1,7.0,0.8,1.0,0.0,12.853402791216237,False,5.8534027912162365,1.000000000000014,0.42187458003938205,0
2.1,7.0,0.8,1.0,22.5,13.849999999999854,False,6.849999999999854,1.0000000000121898,1.0000000000121898,0
2.1,7.0,0.8,1.0,45.0,13.449999999999863,False,6.4499999999998625,1.000000001871919,1.000000001871919,0
2.1,7.0,0.8,1.0,67.5,14.759999999999835,False,7.759999999999835,1.0000000010609216,1.0000000010609216,0
2.1,7.0,0.8,1.0,90.0,9.15999774354642,True,2.1599977435464197,1.0000001423397682,1.0000001423397682,0
2.1,7.0,0.8,1.0,112.5,13.899999999999853,False,6.899999999999853,1.0,0.996761520232269,0
2.1,7.0,0.8,1.0,135.0,13.709999999999857,False,6.709999999999857,1.000000000015632,0.9999992126768313,0
2.1,7.0,0.8,1.0,157.5,13.449999999999863,False,6.4499999999998625,1.0,0.9999986354298147,0
2.1,7.0,0.8,1.0,180.0,9.515698320655432,True,2.5156983206554315,1.000000000000014,0.3225807549677222,0
2.1,7.0,0.8,1.0,202.5,14.06999999999985,False,7.069999999999849,1.0000000000024163,0.8200662982405647,0
2.1,7.0,0.8,1.0,225.0,13.709999999999857,False,6.709999999999857,1.0000000001628668,1.0000000001604805,0
2.1,7.0,0.8,1.0,247.49999999999997,13.44932591860127,False,6.44932591860127,1.0,0.7070161799552923,0
2.1,7.0,0.8,1.0,270.0,11.160394540307813,True,4.160394540307813,1.0000000196476817,1.0000000196476817,0
2.1,7.0,0.8,1.0,292.5,13.729999999999857,False,6.7299999999998565,1.0,0.38742779453222387,0
2.1,7.0,0.8,1.0,315.0,11.688469092842437,True,4.688469092842437,1.0,0.3227141190998184,0
2.1,7.0,0.8,1.0,337.5,13.889394312935863,False,6.889394312935863,1.0000000106559017,1.0000000106559017,0
2.1,12.75,0.0,0.0,0.0,13.449999999999985,False,0.6999999999999851,1.0000000979835286,1.0000000979835286,0
2.1,12.75,0.0,0.0,22.5,13.449999999999985,False,0.6999999999999851,1.0,0.999999999996681,0
2.1,12.75,0.0,0.0,45.0,13.449999999999985,False,0.6999999999999851,1.0,0.7672839151284935,0
2.1,12.75,0.0,0.0,67.5,13.449999999999985,False,0.6999999999999851,1.0,0.4864996402363735,0
