channel,points,abs_burden,signed_burden,neg_burden,pos_burden,peak_abs,peak_signed,min_signed,global_abs_burden,support_shell_load_fraction
rho,10164,8.653739390578057,8.64118675798214,0.006276316297957617,8.647463074280097,0.008849725556677129,0.008849725556677129,-0.004757521395011079,49.92799405001247,0.17332439556673707
j_l,10164,1.1592715081428386,9.400522885964768e-05,0.5795887514569895,0.5796827566858491,0.02048485387767075,0.02048485387767075,-0.020484828377532186,2.1818372665442745,0.5313281269500739
delta_rho,10164,3.327516753529787e-06,-3.2933595531649264e-06,3.3104381533473567e-06,1.7078600182430117e-08,2.0119936862839777e-07,1.3571513941303126e-08,-2.0119936862839777e-07,4.634843417825964e-05,0.07179350958722579
delta_j_l,10164,9.400522892981615e-05,9.400522885944288e-05,3.518663850864884e-14,9.400522889462952e-05,8.877660853573704e-06,8.877660853573704e-06,-1.3253287356462806e-14,0.021446698796874074,0.0043832027399721635
