channel,catch_abs_burden,catch_points,catch_fraction_of_global_abs,catch_packet_abs_burden,catch_packet_fraction_of_global_abs,catch_support_abs_burden,catch_support_fraction_of_global_abs,peak_abs_in_catch
rho,36.18569000808331,10122,0.7247575372612887,10.394083729169552,0.20818148068912765,5.986346979672371,0.11989960929886137,0.012442905166369431
j_l,0.2330662729649291,10122,0.10682110739362038,0.02538604489269583,0.011635168801064518,0.12572273495080974,0.057622416152941135,0.0027530353814699928
delta_rho,1.0819221703777943e-05,10122,0.23343230241967583,8.911531129361503e-06,0.19227253924236296,3.573704790510844e-16,7.710518928786463e-12,6.920829168262366e-08
delta_j_l,0.01875943611674418,10122,0.8747004046831874,0.01764479685720391,0.8227278717494599,3.7539290825866874e-14,1.7503528716194935e-12,2.580641304625458e-05
