lambda1,lambda2,nodes,energy,pressure,opacity_scaling_derivative,effective_exponent,minimum_dec_holding_energy,zero_wall_mass_held_energy_floor,zero_wall_mass_released_energy,virial_identity_error,measured_mass_025_released_energy,measured_mass_025_held_floor,measured_mass_1_released_energy,measured_mass_1_held_floor,released_zero_energy_mass_per_wall
0.001,0.1,128,-2.523187270081277e-07,-2.9111732493145895e-07,4.658388560929242e-07,1.1537682057268839,2.9111732493145895e-07,3.8798597923331236e-08,-2.523187270081277e-07,0.0,0.499999747681273,0.5000000387985979,1.999999747681273,2.000000038798598,1.2615936350406386e-07
0.001,0.1,256,-2.5231872700812957e-07,-2.9111732493146054e-07,4.658388560929278e-07,1.1537682057268817,2.9111732493146054e-07,3.879859792333097e-08,-2.5231872700812957e-07,-4.235164736271502e-22,0.499999747681273,0.5000000387985979,1.999999747681273,2.000000038798598,1.2615936350406479e-07
0.001,0.1,512,-2.5231872700812814e-07,-2.9111732493145874e-07,4.6583885609292505e-07,1.1537682057268812,2.9111732493145874e-07,3.87985979233306e-08,-2.5231872700812814e-07,-6.352747104407253e-22,0.499999747681273,0.5000000387985979,1.999999747681273,2.000000038798598,1.2615936350406407e-07
0.001,1.0,128,-1.2766384730425519e-06,-1.887195436631623e-06,1.9427199824960347e-06,1.478253614066604,1.887195436631623e-06,6.105569635890712e-07,-1.2766384730425519e-06,2.541098841762901e-21,0.49999872336152695,0.5000006105569635,1.999998723361527,2.0000006105569637,6.383192365212759e-07
0.001,1.0,256,-1.2766384730425603e-06,-1.8871954366316306e-06,1.942719982496047e-06,1.4782536140666,1.8871954366316306e-06,6.105569635890703e-07,-1.2766384730425603e-06,-3.3881317890172014e-21,0.49999872336152695,0.5000006105569635,1.999998723361527,2.0000006105569637,6.383192365212802e-07
0.001,1.0,512,-1.2766384730425531e-06,-1.8871954366316203e-06,1.9427199824960355e-06,1.4782536140666003,1.8871954366316203e-06,6.105569635890671e-07,-1.2766384730425531e-06,-3.3881317890172014e-21,0.49999872336152695,0.5000006105569635,1.999998723361527,2.0000006105569637,6.383192365212766e-07
0.001,10.0,128,-2.6691217890805665e-06,-4.947955174805441e-06,3.059410192436261e-06,1.8537764724890524,4.947955174805441e-06,2.2788333857248747e-06,-2.6691217890805665e-06,1.6940658945086007e-21,0.4999973308782109,0.5000022788333858,1.9999973308782109,2.0000022788333855,1.3345608945402833e-06
0.001,10.0,256,-2.669121789080582e-06,-4.9479551748054565e-06,3.0594101924362783e-06,1.8537764724890473,4.9479551748054565e-06,2.2788333857248743e-06,-2.669121789080582e-06,-1.3552527156068805e-20,0.4999973308782109,0.5000022788333858,1.9999973308782109,2.0000022788333855,1.334560894540291e-06
0.001,10.0,512,-2.669121789080567e-06,-4.9479551748054344e-06,3.0594101924362605e-06,1.8537764724890495,4.9479551748054344e-06,2.2788333857248675e-06,-2.669121789080567e-06,-5.082197683525802e-21,0.4999973308782109,0.5000022788333858,1.9999973308782109,2.0000022788333855,1.3345608945402835e-06
0.001,100.0,128,-3.10244520863053e-06,-6.147509554635089e-06,3.1598260712565015e-06,1.981504633033858,6.147509554635089e-06,3.045064346004559e-06,-3.10244520863053e-06,0.0,0.4999968975547914,0.500003045064346,1.9999968975547913,2.000003045064346,1.551222604315265e-06
