interval,incoming,outgoing,geometric,balance_residual
148,6.496351099908285e-05,0.00212580322684101,0.0031150541110051546,5.204170427930421e-18
149,6.607362863176778e-05,0.0021349917689755865,0.0031340074530098795,-9.540979117872439e-18
150,6.720653280866136e-05,0.0021442450181596885,0.0031531154706027765,1.734723475976807e-18
151,6.836269588682408e-05,0.002153563095019777,0.00317237947002844,-9.974659986866641e-18
152,6.954259938445038e-05,0.0021629460934619524,0.003191800857239232,2.1250362580715887e-17
153,7.074673440697244e-05,0.0021723940902223264,0.003211381222108185,1.3660947373317356e-17
154,7.197560160072457e-05,0.002181907152774784,0.003231121845539735,-1.0625181290357943e-17
155,7.322971136369108e-05,0.002191485347318526,0.0032510244190486707,3.8163916471489756e-17
156,7.450958411095375e-05,0.0022011287418215427,0.0032710903733510557,-3.642919299551295e-17
157,7.581575019892256e-05,0.0022108374025899347,0.003291321259204662,-2.2985086056692694e-17
158,7.714875035240852e-05,0.002220611396724865,0.0033117187946887054,6.071532165918825e-18
159,7.85091356179689e-05,0.0022304507802263962,0.003332284406953378,-1.235990476633475e-17
160,7.98974675910089e-05,0.002240355588599331,0.0033530199322780803,-3.2526065174565133e-18
161,8.131431867123442e-05,0.0022503258454989452,0.0033739269441792827,5.421010862427522e-17
162,8.276027200169026e-05,0.0022603615812145155,0.00339500715595098,-5.334274688628682e-17
163,8.423592189535619e-05,0.0022704628480898917,0.00341626242882456,4.2934406030425976e-17
164,8.574187378699072e-05,0.002280629708900142,0.003437694345952142,3.903127820947816e-18
165,8.727874447416888e-05,0.0022908622179488945,0.003459304903144213,-6.158268339717665e-17
166,8.884716236141867e-05,0.0023011604071551534,0.00348109582479532,1.3010426069826053e-17
167,9.044776741218791e-05,0.0023115242813400425,0.0035030689958469572,5.0523821237824507e-17
168,9.208121157230616e-05,0.0023219538293716025,0.0035252264461241795,-5.854691731421724e-17
169,9.374815871918345e-05,0.0023324490303853135,0.0035475699583415042,5.204170427930421e-18
170,9.544928491369618e-05,0.0023430098615329054,0.0035701017147042303,3.2742905609062234e-17
171,9.718527863091916e-05,0.002353636301193556,0.003592823628138683,4.5102810375396984e-17
172,9.895684072315416e-05,0.0023643283201774134,0.0036157377903937786,-5.876375774871434e-17
173,0.0001007646848364217,0.002375085874451281,0.0036388464162964837,-6.505213034913027e-19
174,0.00010260953735584638,0.002385908900703057,0.0036621514868830037,1.3010426069826053e-17
175,0.00010449213766447266,0.002396797331661801,0.0036856553884975557,9.107298248878237e-18
176,0.00010641323835786072,0.0024077511126517955,0.003709360234060573,3.469446951953614e-18
177,0.00010837360521615458,0.0024187702010089883,0.003733268336167528,4.336808689942018e-18
178,0.00011037401760850418,0.0024298545562769593,0.0037573821170590236,9.107298248878237e-18
179,0.0001124152684335763,0.0024410041190371747,0.003781703780575109,-4.380176776841438e-17
180,0.00011449816438025378,0.00245221880277164,0.003806235938881501,2.0816681711721685e-17
181,0.00011662352612288563,0.0024634984957432535,0.003830980926037176,1.235990476633475e-17
182,0.00011879218829996096,0.0024748430670298027,0.003855941297828121,8.239936510889834e-18
183,0.00012100499990019035,0.002486252380060441,0.0038811197079464286,-4.4885969940899884e-17
184,0.00012326282419707342,0.002497726291884641,0.003906518609419139,4.119968255444917e-18
185,0.0001255665390052167,0.0025092646487609263,0.003932140867196693,-1.5178830414797062e-18
186,0.00012791703685255743,0.0025208672800373657,0.003957989064195533,-1.5178830414797062e-18
187,0.00013031522496277447,0.002532533999968988,0.00398406602729197,1.5395670849294163e-17
188,0.00013276202561541439,0.0025442646252934386,0.004010374668764031,-1.8214596497756474e-17
189,0.00013525837607353773,0.0025560589812492693,0.004036917717988366,1.3877787807814457e-17
190,0.0001378052288280131,0.0025679168998433474,0.004063698318855056,2.3852447794681098e-17
191,0.00014040355174259287,0.002579838204798255,0.00409071932877945,2.47198095326695e-17
192,0.00014305432803663994,0.002591822693490795,0.004117983871029937,-6.028164079019405e-17
193,0.00014575855661035206,0.0026038701343931037,0.004145495141175896,3.5561831257524545e-17
194,0.00014851725196460343,0.0026159802674279855,0.004173256170774209,4.553649124439119e-18
195,0.0001513314444239747,0.0026281528159056867,0.004201270409278143,-3.686287386450715e-17
196,0.00015420218025036488,0.0026403874915139607,0.004229541016879208,1.1275702593849246e-17
197,0.000157130521621793,0.0026526839893961903,0.004258071443286682,1.6479873021779667e-17
198,0.0001601175469124749,0.0026650419895585414,0.004286865197917269,1.3444106938820255e-17
199,0.00016316435060417616,0.002677461157884193,0.004315925645707807,-4.597017211338539e-17
200,0.00016627204347690255,0.002689941160409333,0.004345256572081341,2.168404344971009e-17
201,0.00016944175268667443,0.002702481670380963,0.004374861469633312,-3.469446951953614e-17
202,0.00017267462173531774,0.002715082361097559,0.004404744142958327,7.806255641895632e-18
203,0.0001759718106937524,0.002727742895453598,0.004434908442533473,-3.903127820947816e-18
204,0.00017933449610447165,0.0027404629065233463,0.004465358093179475,5.204170427930421e-18
205,0.00018276387112687854,0.002753241994341142,0.004496097242255498,3.122502256758253e-17
206,0.00018626114557498055,0.00276607972943417,0.004527129741204513,4.185020385794047e-17
207,0.00018982754587194286,0.0027789756582251705,0.004558459777009119,-3.2959746043559335e-17
208,0.00019346431520389322,0.002791929310936388,0.004590091569802468,-4.597017211338539e-17
209,0.00019717271341326029,0.0028049401963280494,0.004622029234311136,5.204170427930421e-18
210,0.0002009540170838803,0.0028180078069082624,0.00465427731035295,2.949029909160572e-17
211,0.0002048095195345584,0.002831131626450262,0.004686840038474879,2.6454533008646308e-17
212,0.0002087405307510398,0.002844311137662651,0.004719722017562551,-5.898059818321144e-17
213,0.00021274837745658947,0.0028575458288744152,0.0047529278650923325,1.9081958235744878e-17
214,0.00021683440299622271,0.002870835179959869,0.004786462111882358,2.168404344971009e-17
215,0.00022099996734468096,0.0028841786504041813,0.004820329714611125,-7.806255641895632e-18
216,0.000225246447052251,0.0028975756661409856,0.004854535325867533,-2.688821387764051e-17
217,0.00022957523514584747,0.0029110256146966224,0.0048890839791215866,1.2576745200831851e-17
