interval,incoming,outgoing,geometric,balance_residual
0,0.001379510649906606,0.0,-8.16010104174139e-06,2.168404344971009e-19
1,0.0013844942058241678,0.0,-2.4372796295989464e-05,0.0
2,0.0013875036780167486,0.0,-4.040450731153825e-05,0.0
3,0.0013897604250433448,0.0,-5.6243157791212385e-05,1.3010426069826053e-18
4,0.001391743809907834,0.0,-7.18847141003184e-05,2.168404344971009e-19
5,0.001393642035761018,0.0,-8.73279262105946e-05,-1.3010426069826053e-18
6,0.0013955290714632706,0.0,-0.00010257265982226134,0.0
7,0.0013974340768040014,0.0,-0.00011761919376872944,-1.5178830414797062e-18
8,0.0013993686390406592,0.0,-0.00013246800925732248,-2.168404344971009e-19
9,0.0014013374514964475,0.0,-0.00014711968340059607,1.5178830414797062e-18
10,0.0014033425007784562,0.0,-0.00016157482326722392,1.951563910473908e-18
11,0.0014053847103038543,0.0,-0.00017583419282103907,-2.168404344971009e-18
12,0.0014074645711562453,0.0,-0.00018989834310824958,1.3010426069826053e-18
13,0.0014095824210225846,0.0,-0.00020376812123896324,-3.903127820947816e-18
14,0.001411738530575904,0.0,-0.0002174443475636575,3.0357660829594124e-18
15,0.0014139331486784194,0.0,-0.00023092786632684305,-6.288372600415926e-18
16,0.0014161665153299018,0.0,-0.000244219598832822,0.0
17,0.0014184388653175118,0.0,-0.00025732044311368676,4.9873299934333204e-18
18,0.0014207504292372128,0.0,-0.0002702313631234976,-4.336808689942018e-19
19,0.0014231014327319542,0.0,-0.00028295333774008754,-4.553649124439119e-18
20,0.0014254920995258966,0.0,-0.0002954873444420539,6.505213034913027e-19
21,0.001427922659322642,0.0,-0.0003078345476184693,-4.119968255444917e-18
22,0.0014303933217290946,0.0,-0.0003199958000008906,7.806255641895632e-18
23,0.001432904318398387,0.0,-0.0003319723092886485,-5.421010862427522e-18
24,0.0014354558733551644,0.0,-0.00034376520505147856,3.686287386450715e-18
25,0.0014380482100230375,0.0,-0.00035537559467908566,6.505213034913027e-19
26,0.001440681549434351,0.0,-0.00036680469101702787,1.951563910473908e-18
27,0.001443356110671912,0.0,-0.00037805361645379924,-4.336808689942018e-18
28,0.0014460721121870284,0.0,-0.0003891235857106358,-4.336808689942018e-19
29,0.0014488297715493405,0.0,-0.0004000158100953346,-3.469446951953614e-18
30,0.0014516293072928967,0.0,-0.00041073146710629696,6.938893903907228e-18
31,0.0014544709377483065,0.0,-0.000421271856223547,-8.890457814381136e-18
32,0.0014573548809008361,0.0,-0.00043163816475265084,6.938893903907228e-18
33,0.0014602813543031236,0.0,-0.0004418316918223192,-4.336808689942018e-19
34,0.0014632505737532018,0.0,-0.0004518537030443587,-6.938893903907228e-18
