interval,incoming,outgoing,geometric,balance_residual
0,1.760892085128432e-05,0.0013831378033394722,0.001499475188743873,2.5912431922403556e-17
1,1.7262360702609947e-05,0.0013862868996461111,0.0015062007510781707,-2.3527187142935446e-17
2,1.6967751908057656e-05,0.0013882231261572843,0.001512776771225517,3.5236570605778894e-19
3,1.6719838506791802e-05,0.0013900055604853245,0.0015192450271006958,1.54227759036063e-17
4,1.6513971236606106e-05,0.0013917951559293444,0.0015256336061326566,-2.8541622190680904e-17
5,1.634591512970617e-05,0.0013936165451629888,0.0015319597553848444,2.7728470561316776e-17
6,1.6211259579262464e-05,0.0013954736678767306,0.0015382382409979815,-1.56396163381034e-17
7,1.6105383414217102e-05,0.0013973673214645343,0.0015444805990627627,4.0657581468206416e-19
8,1.602382148722872e-05,0.0013992978316511536,0.001550701957610929,3.333921680392926e-18
9,1.5962154476551468e-05,0.001401265451599694,0.001556916665364532,-6.830473686658678e-18
10,1.5916111335549776e-05,0.0014032704122526683,0.0015631342220690627,1.6832238727837456e-17
11,1.5882078972646705e-05,0.001405312974433071,0.0015693643608602518,-4.4994390158148434e-18
12,1.5857044050590687e-05,0.0014073933634843223,0.0015756146931132317,8.239936510889834e-18
13,1.583880110251247e-05,0.0014095118133787162,0.0015818933442766224,-1.656118818471608e-17
14,1.5827163656483547e-05,0.0014116685521420877,0.0015882058820863789,1.0869126779167182e-17
15,1.5822547151556032e-05,0.0014138638083796397,0.0015945546899329723,-2.3310346708438345e-18
16,1.5825495488674814e-05,0.0014160978106198322,0.0016009404946618656,2.5478751053409354e-18
17,1.583665772187509e-05,0.0014183707875853155,0.0016073649562265285,1.7672495411513722e-17
18,1.585656778737682e-05,0.0014206829695568852,0.0016138274494825356,8.673617379884035e-19
19,1.5885453408140586e-05,0.001423034584772078,0.0016203278617031888,-3.7377869896437765e-17
20,1.592343413859021e-05,0.001425425861375158,0.0016268675755400446,2.846030702774449e-17
21,1.5970482584992707e-05,0.0014278570235117052,0.0016334466657632939,-1.3796472644878044e-17
22,1.6026443645126704e-05,0.001430328292419331,0.0016400668089435997,9.75781955236954e-18
23,1.6091082517905888e-05,0.0014328398893427665,0.0016467288892386594,3.3881317890172014e-18
24,1.6164002696537502e-05,0.0014353920337066108,0.0016534341747167038,-1.3877787807814457e-17
25,1.6244741634510293e-05,0.0014379849472350124,0.0016601844433970583,-5.312590645178972e-18
26,1.633274016641826e-05,0.001440618851566431,0.0016669805526553809,1.3173056395698879e-17
27,1.642735396040026e-05,0.0014432939684067355,0.0016738245579015184,-2.4936649967166602e-18
28,1.6527867788268184e-05,0.0014460105194566506,0.0016807181511924675,6.559423143537302e-18
29,1.6633439494049103e-05,0.001448768722598394,0.00168766333463193,-6.5052130349130266e-18
30,1.6743169337154317e-05,0.0014515687952457953,0.0016946625004314938,3.415236843329339e-18
31,1.685610739414084e-05,0.0014544109524473156,0.001701717766818553,-7.697835424647081e-18
32,1.697126054721018e-05,0.0014572954088435469,0.0017088317194589356,1.9136168344369153e-17
33,1.7087686265346038e-05,0.0014602223806366753,0.0017160069857260082,-8.782037597132586e-18
34,1.7204601664320718e-05,0.0014631920833095224,0.0017232460762313614,1.5070410197548512e-17
35,1.732127296679378e-05,0.0014662047345129045,0.001730551484290747,-2.585822181377928e-17
36,1.7437112233126126e-05,0.0014692605504853852,0.0017379256065322944,1.7780915628762273e-17
37,1.755164636967402e-05,0.001472359746276819,0.0017453706629990816,-8.131516293641283e-18
38,1.766448558252771e-05,0.001475502536289964,0.0017528885985262014,-1.1275702593849246e-17
39,1.7775412192340256e-05,0.001478689132033249,0.001760481223158224,1.7509865085640897e-17
40,1.7884274671681328e-05,0.0014819197460258014,0.0017681502997002945,3.2526065174565133e-18
41,1.799105471911626e-05,0.0014851945899408865,0.0017758972854576825,1.6263032587282567e-18
42,1.8095838162097364e-05,0.0014885138763308602,0.0017837235963232905,-4.87890977618477e-18
43,1.819877879532709e-05,0.001491877819302051,0.0017916301871675022,-2.8406096919120216e-17
44,1.8300143361340297e-05,0.0014952866316231888,0.0017996179232244768,1.0787811616230769e-17
45,1.8400248245107257e-05,0.0014987405271382837,0.0018076875776012662,2.9436088982981445e-17
46,1.8499479358962247e-05,0.001502239717581387,0.0018158394552700375,-8.40256683676266e-18
47,1.859827788315474e-05,0.0015057844138348828,0.001824074021209575,0.0
48,1.869711662429018e-05,0.001509374826854945,0.001832391088047238,-6.342582709040201e-18
49,1.8796505354635567e-05,0.0015130111660668817,0.0018407905464741384,3.176712365382528e-17
50,1.8896976553437806e-05,0.001516693642903705,0.00184927227305872,-4.358492733391728e-17
51,1.8999070098403826e-05,0.0015204224682809043,0.0018578356698406428,2.6454533008646308e-17
52,1.910333664179332e-05,0.001524197853820653,0.00186648053325165,-2.8189256484623115e-18
53,1.9210327149845494e-05,0.0015280200118070778,0.0018752059857156799,-1.4474099002681484e-17
54,1.9320575126106263e-05,0.00153188915269093,0.0018840113740294438,-3.74049749507499e-18
55,1.9434617133179676e-05,0.0015358054878010419,0.0018928961097509065,3.469446951953614e-18
56,1.9552957705347954e-05,0.0015397692267039038,0.001901859235379826,-2.0057740190981832e-18
57,1.9676086073198034e-05,0.0015437805790500506,0.001910900242139813,1.6696713456276768e-17
58,1.9804473244484028e-05,0.0015478397552012683,0.001920018082182152,3.686287386450715e-18
59,1.9938544241982496e-05,0.0015519469645709915,0.001929212021255859,-1.5178830414797062e-18
60,2.0078716560159438e-05,0.0015561024184885701,0.0019384815086334777,5.7462715141731735e-18
61,2.0225356142266804e-05,0.0015603063272767337,0.0019478258836558768,-1.6534083130403943e-17
62,2.0378801405832958e-05,0.001564558901595489,0.0019572448361554946,1.0083080204115191e-17
63,2.0539362911366812e-05,0.0015688603523259354,0.0019667378240111983,-2.461138931542095e-17
64,2.070729334808605e-05,0.0015732108887402038,0.001976304594387208,6.613633252161577e-18
65,2.0882831503257223e-05,0.0015776107213593062,0.0019859451811817127,1.7618285302889447e-17
66,2.10661571423163e-05,0.0015820600593949804,0.001995659787135748,-2.7647155398380363e-17
67,2.125741683989047e-05,0.0015865591126196493,0.002005448671529996,9.378348791999613e-18
68,2.145672444340216e-05,0.0015911080913929678,0.0020153121776704556,-9.595189226496714e-18
69,2.1664134140313252e-05,0.001595707205001158,0.002025250764511285,1.1492543028346347e-17
70,2.187968115429336e-05,0.0016003566642426453,0.0020352652049748436,-1.0842021724855044e-17
71,2.210334437363337e-05,0.0016050566785956518,0.002045356611209838,1.588356182691264e-17
72,2.233506840279744e-05,0.0016098074579630433,0.0020555257931992735,-6.559423143537302e-18
73,2.25747667627237e-05,0.0016146092124840559,0.002065773863382101,-9.75781955236954e-19
74,2.282230607280866e-05,0.0016194621336219155,0.002076101790691275,-4.336808689942018e-18
75,2.3077526756065575e-05,0.0016243664661582183,0.0020865110208376234,-7.697835424647081e-18
76,2.3340240086942223e-05,0.0016293224018404863,0.002097003217249161,1.3444106938820255e-17
77,2.3610230086497712e-05,0.001634330149977137,0.002107579570537011,1.3010426069826053e-18
78,2.3887268005236303e-05,0.0016393899200290753,0.0021182416408446476,2.47198095326695e-17
79,2.417111181005353e-05,0.0016445019202970498,0.002128990784271901,-1.3444106938820255e-17
80,2.4461512800289338e-05,0.001649666360499603,0.0021398285979851396,1.3227266504323154e-17
81,2.4758243983076654e-05,0.0016548834490598481,0.0021507569817636237,-4.9873299934333204e-18
82,2.50610859160678e-05,0.0016601533950293015,0.002161777236761221,-1.5612511283791264e-17
83,2.5369860916161667e-05,0.0016654764075164836,0.0021728906278682602,-7.15573433840433e-18
84,2.5684461499370745e-05,0.0016708526942977675,0.002184098339600529,1.1384122811097797e-17
85,2.6004815676654553e-05,0.0016762824641251015,0.0021954015318788275,-1.4094628242311558e-18
86,2.6330987649837433e-05,0.0016817659239635953,0.0022068012634109905,-2.3852447794681098e-17
87,2.6663112449775232e-05,0.0016873032811369662,0.0022182984457648795,4.96564594998361e-17
88,2.7001339779240162e-05,0.0016928947323490385,0.002229893581863757,-8.456776945386935e-18
89,2.7345836291779178e-05,0.001698540475482221,0.0022415874429118888,-2.1358782797964437e-17
90,2.769677303555351e-05,0.0017042407536677342,0.0022533807837107267,-4.336808689942018e-19
91,2.805431537264747e-05,0.0017099957689958583,0.0022652742693933,2.0708261494473135e-17
92,2.8418628196112037e-05,0.0017158057181701056,0.002277268863863417,-1.2685165418080402e-17
