study,width_factor,s,level,holding,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error,l_min,l_max,source_frame_norm_proper_integral,source_frame_norm_volume_integral,type_iv_proper_length,imaginary_eigenvalue_proper_integral,max_projection_relative_error,max_transverse_to_density
physical_width,1.0,1.878989361702128,0,False,81,25,56,0,0,-0.002064008825596269,1.878989361702128,-1.7999999999999998,-0.05981852762759932,-0.05981852762759932,-0.05981852762759932,0.08943215387279302,0.023009805406734547,0.022715681948800644,3.239279014839886e-16,-4.0,4.0,0.8539003578679927,54.75553031708902,9.093495158263067,0.07639456767428258,0.0004565613163833578,27.122223155700254
physical_width,1.0,1.878989361702128,0,True,81,81,0,0,0,1.1528256828379623e-06,1.878989361702128,-4.0,-0.016484021928018032,-0.016484021928018032,-0.032820793171992164,0.026866736333421515,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.1612245074803203,13.594342899151066,0.0,0.0,1.4724317522797206e-08,87.40230839834783
physical_width,1.0,1.878989361702128,1,False,161,49,112,0,0,-0.0020643899091340027,1.878989361702128,-1.7999999999999998,-0.059810248950108585,-0.059810248950108585,-0.059810248950108585,0.08982139678055134,0.023012078444636486,0.022717778880944783,3.376611507232129e-16,-4.0,4.0,0.8545065789961639,54.799632178337696,9.165381202715956,0.07659721308401923,0.00011420073110713093,1277.7954692616252
physical_width,1.0,1.878989361702128,1,True,161,161,0,0,0,1.1528192067485582e-06,1.878989361702128,-4.0,-0.016484901157024348,-0.016484901157024348,-0.03327602947434853,0.027016018134406468,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.16120396623525263,13.595649389743201,0.0,0.0,1.4724364871631539e-08,87.31108972713017
physical_width,1.0,1.878989361702128,2,False,321,100,221,0,0,-0.002064485201398105,1.878989361702128,-1.7999999999999998,-0.5883432429829633,-0.5883432429829633,-0.8186441129581434,0.2313168601566345,0.02301264680368755,0.022718303201373254,2.882983075955557e-16,-4.0,4.0,0.8883019232952476,56.731108527119055,9.020394782617803,0.0761745014822274,2.9297389761424433e-05,1289.4546385382093
physical_width,1.0,1.878989361702128,2,True,321,321,0,0,0,1.152817617137277e-06,1.878989361702128,-4.0,-0.6038565809521829,-0.6038565809521829,-0.8942168215574364,0.2987530057000336,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.20365908514562445,16.021929628969822,0.0,0.0,1.4724376423965428e-08,87.28829877379505
physical_width,0.5,1.878989361702128,0,False,81,25,56,0,0,-0.0014032242789165294,1.878989361702128,-1.7999999999999998,-0.05783389913264217,-0.05783389913264217,-0.05783389913264217,0.10951858828336614,0.02115618085237591,0.01872981766406529,3.1401849173675503e-16,-4.0,4.0,0.8965187301780404,57.49395920138277,9.383826552648245,0.06652850284317613,0.0005656982359640907,32.38886128974236
physical_width,0.5,1.878989361702128,0,True,81,81,0,0,0,1.1517425818570653e-06,1.878989361702128,-4.0,-0.03053730093166253,-0.03053730093166253,-0.10085974242569364,0.08767262110903953,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.2382256191047991,19.797539535802024,0.0,0.0,1.4730868494385805e-08,398.15840215045813
physical_width,0.5,1.878989361702128,1,False,161,51,110,0,0,-0.0014034011606086168,1.878989361702128,-1.7999999999999998,-0.059467403206628466,-0.059467403206628466,-0.059467403206628466,0.1125581903719031,0.021158308370615424,0.018730998108807607,3.3306690738754696e-16,-4.0,4.0,0.8973380680546275,57.56739939528851,9.206839128024956,0.06652745845142527,0.0001415047177603802,32.37627011336017
physical_width,0.5,1.878989361702128,1,True,161,161,0,0,0,1.1517361587707968e-06,1.878989361702128,-4.0,-0.03053951164424761,-0.03053951164424761,-0.10086274657550379,0.08767598591780551,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.2389319871526309,19.862138982191745,0.0,0.0,1.4730915607794075e-08,397.5123556429114
physical_width,0.5,1.878989361702128,2,False,321,102,219,0,0,-0.0014034453910553662,1.878989361702128,-1.7999999999999998,-0.512132242166067,-0.512132242166067,-0.70731366380486,0.19624658266530234,0.021158840351772335,0.018731293275261095,3.2487068343022356e-16,-4.0,4.0,0.9279893679787881,59.318253752707946,9.182182726737036,0.06618532334658522,3.538119415304707e-05,37.37083163482263
physical_width,0.5,1.878989361702128,2,True,321,321,0,0,0,1.1517345824078197e-06,1.878989361702128,-4.0,-0.5271942753724183,-0.5271942753724183,-0.7808471484849769,0.2618731284166118,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.27849602391869194,22.123006287089126,0.0,0.0,1.473092725417763e-08,397.35119170027104
physical_width,2.0,1.878989361702128,0,False,81,21,60,0,0,-0.0022717486940482664,1.878989361702128,-1.7999999999999998,-0.0649220653982091,-0.0649220653982091,-0.0649220653982091,0.0836877838681783,0.023846460679978372,0.023831432468738985,2.482534153247273e-16,-4.0,4.0,0.8639775608315041,59.87569328464809,9.238506840811578,0.09005648188282309,0.00035413400125273157,169.02473350677536
physical_width,2.0,1.878989361702128,0,True,81,81,0,0,0,1.5313788276497308e-06,1.878989361702128,-4.0,-0.009990913307365611,-0.009990913307365611,-0.018572086868511507,0.013671900421337913,0.0,0.0,1.1102230246251565e-16,-4.0,4.0,0.1253141110221175,11.158641030552968,0.0,0.0,9.498100312357053e-09,2.7900775957665456
physical_width,2.0,1.878989361702128,1,False,161,41,120,0,0,-0.002272120908702423,1.878989361702128,-1.7999999999999998,-0.06489054935561189,-0.06489054935561189,-0.06489054935561189,0.08368943707437618,0.023848452093954975,0.02383338471924636,2.5018537765542007e-16,-4.0,4.0,0.8646827270327995,59.93390091332459,9.29628717675388,0.09055722435878047,8.857690787549025e-05,1416.5901204422303
