window,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error,max_abs_dwindow_dl,gradient_peak_s,gradient_peak_l
W_raw,45994,42230,3764,0,0,-0.002063659795678394,1.878989361702128,-1.7999999999999998,-0.2956316496818194,-0.2956316496818194,-0.6990809659835542,0.6923363520070132,0.023007909235225,0.022713761223531397,4.138705719033223e-16,0.8965096123507266,-1.5,1.8500000000000003
support_shell_window,661,601,60,0,0,-2.5914748121769415e-07,-0.8417553191489362,-1.1499999999999997,-0.053148226240771486,-0.053148226240771486,-0.06812085819574183,0.070530752364761,0.0005313828986731,0.0002545326507629691,4.138705719033223e-16,2.574815830713005,-0.6223404255319149,2.0500000000000007
support_edge_receiver_radial_cap_window,1263,356,907,0,0,-0.002063659795678394,1.878989361702128,-1.7999999999999998,-0.2956316496818194,-0.2956316496818194,-0.5463294420004421,0.5411980991686252,0.023007909235225,0.022713761223531397,2.9893669801409083e-16,7.954957156257332,1.2207446808510638,1.6000000000000003
support_edge_receiver_angular_flange_window,728,156,572,0,0,-0.002063659795678394,1.878989361702128,-1.7999999999999998,-0.05255514238131884,-0.05255514238131884,-0.05255514238131884,0.1151061823810189,0.023007909235225,0.022713761223531397,2.9893669801409083e-16,3.9236366850769944,1.3085106382978724,-1.7999999999999998
standing_support_packet_beta_rematch_window,4712,2850,1862,0,0,-0.001538055676204452,2.098404255319149,1.3500000000000003,-0.2956316496818194,-0.2956316496818194,-0.6990809659835542,0.6923363520070132,0.0196830310187403,0.019609026468723863,4.3944503283983766e-16,1.1889584674249212,-0.2712765957446807,-0.8499999999999996
