study,width_factor,s,level,holding,points,type_i,type_iv,other_type,uncertified,min_delta,min_delta_s,min_delta_l,min_nec_type_i,min_wec_type_i,min_dec_type_i,max_abs_p_omega,max_abs_j_l,max_imaginary_eigenvalue,max_eigen_equation_error,l_min,l_max,source_frame_norm_proper_integral,source_frame_norm_volume_integral,type_iv_proper_length,imaginary_eigenvalue_proper_integral,max_projection_relative_error,max_transverse_to_density
receiver_width,0.5,1.878989361702128,0,False,21,0,21,0,0,-0.004220697202016806,1.878989361702128,-1.7999999999999998,,,,0.09158303808009277,0.032809813860798925,0.032483446561351846,1.8735013540549517e-16,-2.5,-1.5,0.1088891364719598,9.625166081257147,1.4001328438942424,0.018221528979489872,3.6314417356362264e-05,30.904680929680666
receiver_width,0.5,1.878989361702128,0,True,21,21,0,0,0,5.800010859446625e-06,1.878989361702128,-1.75,-0.02387510473792711,-0.02387510473792711,-0.033242591526386145,0.027004409949493755,0.0,0.0,1.1102230246251565e-16,-2.5,-1.5,0.03096197971877724,3.1471519730268565,0.0,0.0,4.019935345550442e-09,15.847719574662076
receiver_width,0.5,1.878989361702128,1,False,41,0,41,0,0,-0.004223326135036547,1.878989361702128,-1.7999999999999998,,,,0.09159287750454453,0.032820833408873776,0.032493561420058846,2.0014830212433607e-16,-2.5,-1.5,0.10890665953924847,9.628182281588664,1.3999927287546836,0.018200751167889547,9.078953336509226e-06,30.92772757760931
receiver_width,0.5,1.878989361702128,1,True,41,41,0,0,0,2.2094844399475162e-07,1.878989361702128,-1.775,-0.02402021008455031,-0.02402021008455031,-0.033242958377190254,0.027058793183968533,0.0,0.0,1.1102230246251565e-16,-2.5,-1.5,0.031167017977174957,3.1657904558224894,0.0,0.0,4.01992411045353e-09,16.708949825292084
receiver_width,0.5,1.878989361702128,2,False,81,0,81,0,0,-0.004223983696168427,1.878989361702128,-1.7999999999999998,,,,0.09176027184316865,0.03282359010771098,0.03249609090401655,2.607399605677454e-16,-2.5,-1.5,0.10890998291524893,9.628844956235167,1.3999577088905744,0.018195008168200417,2.2697603690798434e-06,31.046340433250457
receiver_width,0.5,1.878989361702128,2,True,81,81,0,0,0,1.7437810259679618e-07,1.878989361702128,-1.7374999999999998,-0.024968807161527905,-0.024968807161527905,-0.033243050070732305,0.027064496399578135,0.0,0.0,1.1102230246251565e-16,-2.5,-1.5,0.03118158324951763,3.167164642938012,0.0,0.0,4.019921328674998e-09,18.5919877952607
receiver_width,1.0,1.878989361702128,0,False,21,0,21,0,0,-0.002064008825596269,1.878989361702128,-1.7999999999999998,,,,0.08982040967094129,0.023009805406734547,0.022715681948800644,1.6711069443220836e-16,-2.5,-1.5,0.10865321952631045,9.609095276137683,1.4001328438942424,0.018251343740076174,3.6249325495468426e-05,1233.2235852301899
receiver_width,1.0,1.878989361702128,0,True,21,21,0,0,0,3.846601215529547e-05,1.878989361702128,-1.5,-0.016484021928018032,-0.016484021928018032,-0.03327567733128162,0.02701566487117659,0.0,0.0,1.1102230246251565e-16,-2.5,-1.5,0.02982547119932604,3.0469439057547008,0.0,0.0,4.020542569050092e-09,4.746800670206534
receiver_width,1.0,1.878989361702128,1,False,41,0,41,0,0,-0.0020643899091340027,1.878989361702128,-1.7999999999999998,,,,0.08982139678055134,0.023012078444636486,0.022717778880944783,3.376611507232129e-16,-2.5,-1.5,0.10865104255927555,9.610363131474754,1.3999927287546836,0.018239358169802437,9.062681001535808e-06,1277.7954692616252
receiver_width,1.0,1.878989361702128,1,True,41,41,0,0,0,3.846643237869604e-05,1.878989361702128,-1.5,-0.016484901157024348,-0.016484901157024348,-0.03327602947434853,0.02706626006738542,0.0,0.0,1.1102230246251565e-16,-2.5,-1.5,0.02984239587261939,3.0487247538949585,0.0,0.0,4.020533552864684e-09,58.80065764875856
