stress_algebraic_type,classification_radial_scale,radial_discriminant_normalized,radial_type_margin_normalized,radial_block_discriminant,rho_plus_p_l,radial_flux_ratio,boost_velocity_to_flux_frame,rest_frame_energy_density,rest_frame_radial_pressure,rest_frame_angular_pressure,type_i_heat_flux_compatible,minimal_type_i_regulator,nec_margin,wec_margin,dec_margin,classification_resolved,exact_vacuum,eigenbasis_rank,eigen_equation_relative_error,spherical_block_relative_error,jordan_chain_error,full_eigensystem_certified,s,l,holding,h_s,h_l,h_theta,rho,p_l,j_l,p_omega,alpha,beta,gamma_ll,gamma_omega,source_frame_frobenius,imaginary_eigenvalue_scale,raw_imaginary_eigenvalue_scale,legacy_j_l,spherical_projection_absolute_error,spherical_projection_relative_error,study,level,h,width_factor,W_raw,support_shell_window,support_edge_receiver_radial_cap_window,support_edge_receiver_angular_flange_window,standing_support_packet_beta_rematch_window,transverse_to_density,analytic_magnitude,analytic_channel_max_relative_error,analytic_both_ends_norm_volume_beyond_L
type_i_boost_diagonalizable,1.4341729874916303e-09,3.9985828831227384,1.9996456893966836,8.224493832295465e-18,-2.8678378322868024e-09,0.0,0.0,-1.4341729874916303e-09,-1.433664844795172e-09,1.4339189161434012e-09,True,0.0,-2.8678378322868024e-09,-2.8678378322868024e-09,-2.8680919036350315e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-96.0,False,0.00125,0.00125,0.0001,-1.4341729874916303e-09,-1.433664844795172e-09,-0.0,1.4339189161434012e-09,1.0,0.0,1.0,9219.0625,2.867837854795833e-09,0.0,0.0,-0.0,2.1579599144731765e-14,1.5046719839894977e-05,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9998228446983418,1.4337146374526115e-09,0.00031969405001906537,0.06379501754443266
type_i_boost_diagonalizable,7.985757791652391e-05,3.9999988861063858,1.999999721526577,2.5508923899215906e-08,-0.00015971513359483474,0.0,0.0,-7.985757791652391e-05,-7.985755567831084e-05,7.985756679741738e-05,True,0.0,-0.00015971513359483474,-0.00015971513359483474,-0.0001597151447139413,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,6.0,False,0.00125,0.00125,0.0001,-7.985757791652391e-05,-7.985755567831084e-05,-0.0,7.985756679741738e-05,1.0,0.0,1.0,39.0625,0.00015971513359483552,0.0,0.0,-0.0,5.092958146142232e-12,6.377551484802059e-08,exterior_tail,1,0.00125,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999998607632886,7.985758424578941e-05,3.577303125201567e-07,0.9932793822291476
type_i_boost_diagonalizable,5.634203478867587e-06,3.999994067241384,1.999998516809796,1.2697680703416867e-10,-1.1268398601139767e-05,0.0,0.0,-5.634203478867587e-06,-5.63419512227218e-06,5.6341993005698835e-06,True,0.0,-1.1268398601139767e-05,-1.1268398601139767e-05,-1.1268402779437471e-05,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,12.0,False,0.00125,0.00125,0.0001,-5.634203478867587e-06,-5.63419512227218e-06,-0.0,5.6341993005698835e-06,1.0,0.0,1.0,147.0625,1.1268398601141315e-05,0.0,0.0,-0.0,1.3527831588619086e-12,2.401019352488496e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.999999258404898,5.634201159231487e-06,1.0714845169433166e-06,0.5068437438362867
type_i_boost_diagonalizable,3.6340009230800124e-07,3.9999913334233628,1.999997833354667,5.282373638529765e-13,-7.267993972568886e-07,0.0,0.0,-3.6340009230800124e-07,-3.633993049488873e-07,3.633996986284443e-07,True,0.0,-7.267993972568886e-07,-7.267993972568886e-07,-7.267997909364456e-07,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,24.0,False,0.00125,0.00125,0.0001,-3.6340009230800124e-07,-3.633993049488873e-07,-0.0,3.633996986284443e-07,1.0,0.0,1.0,579.0625,7.267993972571018e-07,0.0,0.0,-0.0,3.435616591565549e-13,9.45408838436309e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9999989166773336,3.6340036207979985e-07,2.908997961681621e-06,0.25475747011373795
type_i_boost_diagonalizable,2.2893551109762664e-08,3.9999239537610367,1.9999809883498985,2.096418872710878e-15,-4.5786666975342045e-08,0.0,0.0,-2.2893115865579384e-08,-2.2893551109762664e-08,2.2893333487671023e-08,True,0.0,-4.5786666975342045e-08,-4.5786666975342045e-08,-4.5786666975342045e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,48.0,False,0.00125,0.00125,0.0001,-2.2893115865579384e-08,-2.2893551109762664e-08,-0.0,2.2893333487671023e-08,1.0,0.0,1.0,2307.0625,4.57866669763764e-08,0.0,0.0,-0.0,8.623246126154496e-14,3.766670397620063e-06,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,1.0000095060057754,2.2893780659511767e-08,2.9038189116484312e-05,0.1275476741330151
type_i_boost_diagonalizable,1.4341729874916303e-09,3.9985828831227384,1.9996456893966836,8.224493832295465e-18,-2.8678378322868024e-09,0.0,0.0,-1.4341729874916303e-09,-1.433664844795172e-09,1.4339189161434012e-09,True,0.0,-2.8678378322868024e-09,-2.8678378322868024e-09,-2.8680919036350315e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,96.0,False,0.00125,0.00125,0.0001,-1.4341729874916303e-09,-1.433664844795172e-09,-0.0,1.4339189161434012e-09,1.0,0.0,1.0,9219.0625,2.867837854795833e-09,0.0,0.0,-0.0,2.1579599144731765e-14,1.5046719839894977e-05,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9998228446983418,1.4337146374526115e-09,0.00031969405001906537,0.06379501754443266
type_i_boost_diagonalizable,7.985757247220567e-05,3.9999994315090803,1.999999857877265,2.5508923899215906e-08,-0.00015971513359483474,0.0,0.0,-7.985757247220567e-05,-7.985756112262907e-05,7.985756679741738e-05,True,0.0,-0.00015971513359483474,-0.00015971513359483474,-0.00015971513926962307,True,False,4,0.0,0.0,,True,15.0,-6.0,False,0.00125,0.00125,5e-05,-7.985757247220567e-05,-7.985756112262907e-05,-0.0,7.985756679741738e-05,1.0,0.0,1.0,39.0625,0.00015971513359483495,0.0,0.0,-0.0,1.2732394213390771e-12,1.5943878356460516e-08,exterior_tail,1,0.00125,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999999289386327,7.985758424578941e-05,2.8955496913857874e-07,0.9932793822291476
type_i_boost_diagonalizable,5.6342005718151056e-06,3.9999981949594274,1.999999548739806,1.2697680703416867e-10,-1.1268398601139767e-05,0.0,0.0,-5.6342005718151056e-06,-5.6341980293246615e-06,5.634199300569883e-06,True,0.0,-1.1268398601139767e-05,-1.1268398601139767e-05,-1.1268399872384988e-05,True,False,4,0.0,0.0,,True,15.0,-12.0,False,0.00125,0.00125,5e-05,-5.6342005718151056e-06,-5.6341980293246615e-06,-0.0,5.634199300569883e-06,1.0,0.0,1.0,147.0625,1.126839860113991e-05,0.0,0.0,-0.0,3.3819576726910406e-13,6.002551079933446e-08,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9999997743699027,5.634201159231487e-06,5.55519183146553e-07,0.5068437438362867
type_i_boost_diagonalizable,3.6340005904510174e-07,3.9999920656814485,1.9999980164193785,5.282373638529765e-13,-7.267993972568886e-07,0.0,0.0,-3.633993382117868e-07,-3.6340005904510174e-07,3.633996986284443e-07,True,0.0,-7.267993972568886e-07,-7.267993972568886e-07,-7.267993972568886e-07,True,False,4,0.0,0.0,,True,15.0,-24.0,False,0.00125,0.00125,5e-05,-3.633993382117868e-07,-3.6340005904510174e-07,-0.0,3.633996986284443e-07,1.0,0.0,1.0,579.0625,7.267993972570672e-07,0.0,0.0,-0.0,8.589041669496286e-14,2.3635223648739957e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,1.000000991792278,3.6340036207979985e-07,2.817465583134749e-06,0.25475747011373795
type_i_boost_diagonalizable,2.2893826382719228e-08,3.999827765010865,1.9999569407891924,2.096418872710878e-15,-4.5786666975342045e-08,0.0,0.0,-2.289284059262282e-08,-2.2893826382719228e-08,2.2893333487671023e-08,True,0.0,-4.5786666975342045e-08,-4.5786666975342045e-08,-4.5786666975342045e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-48.0,False,0.00125,0.00125,5e-05,-2.289284059262282e-08,-2.2893826382719228e-08,-0.0,2.2893333487671023e-08,1.0,0.0,1.0,2307.0625,4.5786666980648084e-08,0.0,0.0,-0.0,2.1558115312904698e-14,9.416562767846115e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,1.0000215305324915,2.2893780659511767e-08,4.106210778060124e-05,0.1275476741330151
type_i_boost_diagonalizable,1.434125304965252e-09,3.9988487813713256,1.9997121746319708,8.224493832295465e-18,-2.8678378322868024e-09,0.0,0.0,-1.434125304965252e-09,-1.4337125273215504e-09,1.4339189161434016e-09,True,0.0,-2.8678378322868024e-09,-2.8678378322868024e-09,-2.8680442211086538e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-96.0,False,0.00125,0.00125,5e-05,-1.434125304965252e-09,-1.4337125273215504e-09,-0.0,1.4339189161434016e-09,1.0,0.0,1.0,9219.0625,2.867837847139925e-09,0.0,0.0,-0.0,5.394899905917335e-15,3.761805113708701e-06,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9998560873159857,1.4337146374526115e-09,0.000286436018655811,0.06379501754443266
type_i_boost_diagonalizable,7.985757247220567e-05,3.9999994315090803,1.999999857877265,2.5508923899215906e-08,-0.00015971513359483474,0.0,0.0,-7.985757247220567e-05,-7.985756112262907e-05,7.985756679741738e-05,True,0.0,-0.00015971513359483474,-0.00015971513359483474,-0.00015971513926962307,True,False,4,0.0,0.0,,True,15.0,6.0,False,0.00125,0.00125,5e-05,-7.985757247220567e-05,-7.985756112262907e-05,-0.0,7.985756679741738e-05,1.0,0.0,1.0,39.0625,0.00015971513359483495,0.0,0.0,-0.0,1.2732394213390771e-12,1.5943878356460516e-08,exterior_tail,1,0.00125,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999999289386327,7.985758424578941e-05,2.8955496913857874e-07,0.9932793822291476
type_i_boost_diagonalizable,5.6342005718151056e-06,3.9999981949594274,1.999999548739806,1.2697680703416867e-10,-1.1268398601139767e-05,0.0,0.0,-5.6342005718151056e-06,-5.6341980293246615e-06,5.634199300569883e-06,True,0.0,-1.1268398601139767e-05,-1.1268398601139767e-05,-1.1268399872384988e-05,True,False,4,0.0,0.0,,True,15.0,12.0,False,0.00125,0.00125,5e-05,-5.6342005718151056e-06,-5.6341980293246615e-06,-0.0,5.634199300569883e-06,1.0,0.0,1.0,147.0625,1.126839860113991e-05,0.0,0.0,-0.0,3.3819576726910406e-13,6.002551079933446e-08,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9999997743699027,5.634201159231487e-06,5.55519183146553e-07,0.5068437438362867
type_i_boost_diagonalizable,3.6340005904510174e-07,3.9999920656814485,1.9999980164193785,5.282373638529765e-13,-7.267993972568886e-07,0.0,0.0,-3.633993382117868e-07,-3.6340005904510174e-07,3.633996986284443e-07,True,0.0,-7.267993972568886e-07,-7.267993972568886e-07,-7.267993972568886e-07,True,False,4,0.0,0.0,,True,15.0,24.0,False,0.00125,0.00125,5e-05,-3.633993382117868e-07,-3.6340005904510174e-07,-0.0,3.633996986284443e-07,1.0,0.0,1.0,579.0625,7.267993972570672e-07,0.0,0.0,-0.0,8.589041669496286e-14,2.3635223648739957e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,1.000000991792278,3.6340036207979985e-07,2.817465583134749e-06,0.25475747011373795
type_i_boost_diagonalizable,2.2893826382719228e-08,3.999827765010865,1.9999569407891924,2.096418872710878e-15,-4.5786666975342045e-08,0.0,0.0,-2.289284059262282e-08,-2.2893826382719228e-08,2.2893333487671023e-08,True,0.0,-4.5786666975342045e-08,-4.5786666975342045e-08,-4.5786666975342045e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,48.0,False,0.00125,0.00125,5e-05,-2.289284059262282e-08,-2.2893826382719228e-08,-0.0,2.2893333487671023e-08,1.0,0.0,1.0,2307.0625,4.5786666980648084e-08,0.0,0.0,-0.0,2.1558115312904698e-14,9.416562767846115e-07,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,1.0000215305324915,2.2893780659511767e-08,4.106210778060124e-05,0.1275476741330151
type_i_boost_diagonalizable,1.434125304965252e-09,3.9988487813713256,1.9997121746319708,8.224493832295465e-18,-2.8678378322868024e-09,0.0,0.0,-1.434125304965252e-09,-1.4337125273215504e-09,1.4339189161434016e-09,True,0.0,-2.8678378322868024e-09,-2.8678378322868024e-09,-2.8680442211086538e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,96.0,False,0.00125,0.00125,5e-05,-1.434125304965252e-09,-1.4337125273215504e-09,-0.0,1.4339189161434016e-09,1.0,0.0,1.0,9219.0625,2.867837847139925e-09,0.0,0.0,-0.0,5.394899905917335e-15,3.761805113708701e-06,exterior_tail,1,0.00125,1.0,0.0,0.0,0.0,0.0,0.0,0.9998560873159857,1.4337146374526115e-09,0.000286436018655811,0.06379501754443266
type_i_boost_diagonalizable,7.985759544266112e-05,3.9999986540927437,1.9999996635231576,2.5508933616367316e-08,-0.00015971516401509068,0.0,0.0,-7.985759544266112e-05,-7.985756857242957e-05,7.985758200754534e-05,True,0.0,-0.00015971516401509068,-0.00015971516401509068,-0.00015971517745020646,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-6.0,False,0.000625,0.000625,0.0001,-7.985759544266112e-05,-7.985756857242957e-05,-0.0,7.985758200754534e-05,1.0,0.0,1.0,39.0625,0.00015971516401509182,0.0,0.0,-0.0,5.092958159694759e-12,6.377550102108415e-08,exterior_tail,2,0.000625,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999998317615787,7.985758424578941e-05,1.962663908302651e-07,0.9932793822291476
type_i_boost_diagonalizable,5.634200362310401e-06,3.9999975611812695,1.9999993902952244,1.269767774722516e-10,-1.1268397289421934e-05,0.0,0.0,-5.634200362310401e-06,-5.634196927111534e-06,5.634198644710967e-06,True,0.0,-1.1268397289421934e-05,-1.1268397289421934e-05,-1.1268399007021367e-05,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-12.0,False,0.000625,0.000625,0.0001,-5.634200362310401e-06,-5.634196927111534e-06,-0.0,5.634198644710967e-06,1.0,0.0,1.0,147.0625,1.1268397289422197e-05,0.0,0.0,-0.0,1.3527831885080618e-12,2.4010207332302426e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,0.9999996951476122,5.634201159231487e-06,7.511481812445769e-07,0.5068437438362867
type_i_boost_diagonalizable,3.633994380908693e-07,3.999981151550281,1.9999952878820193,5.282341173087594e-13,-7.267971638007123e-07,0.0,0.0,-3.6339772570984293e-07,-3.633994380908693e-07,3.6339858190035613e-07,True,0.0,-7.267971638007123e-07,-7.267971638007123e-07,-7.267971638007123e-07,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-24.0,False,0.000625,0.000625,0.0001,-3.6339772570984293e-07,-3.633994380908693e-07,-0.0,3.6339858190035613e-07,1.0,0.0,1.0,579.0625,7.267971638017209e-07,0.0,0.0,-0.0,3.435616591565549e-13,9.45410540427545e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000023560700924,3.6340036207979985e-07,7.25472572958068e-06,0.25475747011373795
type_i_boost_diagonalizable,2.2895634210487593e-08,3.999637589637124,1.9999093953569806,2.096650284441593e-15,-4.578919397021085e-08,0.0,0.0,-2.2895634210487593e-08,-2.289355975972325e-08,2.2894596985105417e-08,True,0.0,-4.578919397021085e-08,-4.578919397021085e-08,-4.579023119559301e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-48.0,False,0.000625,0.000625,0.0001,-2.2895634210487593e-08,-2.289355975972325e-08,-0.0,2.2894596985105417e-08,1.0,0.0,1.0,2307.0625,4.5789193993706264e-08,0.0,0.0,-0.0,8.623246126485368e-14,3.7663276968914e-06,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,0.9999546976784901,2.2893780659511767e-08,8.096307916080018e-05,0.1275476741330151
type_i_boost_diagonalizable,1.4336653689615284e-09,3.9874093556410313,1.9968498580617,8.195706795673174e-18,-2.8628144885188027e-09,0.0,0.0,-1.4291491195572743e-09,-1.4336653689615284e-09,1.4314072442594014e-09,True,0.0,-2.8628144885188027e-09,-2.8628144885188027e-09,-2.8628144885188027e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-96.0,False,0.000625,0.000625,0.0001,-1.4291491195572743e-09,-1.4336653689615284e-09,-0.0,1.4314072442594014e-09,1.0,0.0,1.0,9219.0625,2.862816269677032e-09,0.0,0.0,-0.0,2.157959914452497e-14,1.5052047438487054e-05,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0015800483457085,1.4337146374526115e-09,0.0031843979102069244,0.06379501754443266
type_i_boost_diagonalizable,7.985759544266112e-05,3.9999986540927437,1.9999996635231576,2.5508933616367316e-08,-0.00015971516401509068,0.0,0.0,-7.985759544266112e-05,-7.985756857242957e-05,7.985758200754534e-05,True,0.0,-0.00015971516401509068,-0.00015971516401509068,-0.00015971517745020646,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,6.0,False,0.000625,0.000625,0.0001,-7.985759544266112e-05,-7.985756857242957e-05,-0.0,7.985758200754534e-05,1.0,0.0,1.0,39.0625,0.00015971516401509182,0.0,0.0,-0.0,5.092958159694759e-12,6.377550102108415e-08,exterior_tail,2,0.000625,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999998317615787,7.985758424578941e-05,1.962663908302651e-07,0.9932793822291476
type_i_boost_diagonalizable,5.634200362310401e-06,3.9999975611812695,1.9999993902952244,1.269767774722516e-10,-1.1268397289421934e-05,0.0,0.0,-5.634200362310401e-06,-5.634196927111534e-06,5.634198644710967e-06,True,0.0,-1.1268397289421934e-05,-1.1268397289421934e-05,-1.1268399007021367e-05,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,12.0,False,0.000625,0.000625,0.0001,-5.634200362310401e-06,-5.634196927111534e-06,-0.0,5.634198644710967e-06,1.0,0.0,1.0,147.0625,1.1268397289422197e-05,0.0,0.0,-0.0,1.3527831885080618e-12,2.4010207332302426e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,0.9999996951476122,5.634201159231487e-06,7.511481812445769e-07,0.5068437438362867
type_i_boost_diagonalizable,3.633994380908693e-07,3.999981151550281,1.9999952878820193,5.282341173087594e-13,-7.267971638007123e-07,0.0,0.0,-3.6339772570984293e-07,-3.633994380908693e-07,3.6339858190035613e-07,True,0.0,-7.267971638007123e-07,-7.267971638007123e-07,-7.267971638007123e-07,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,24.0,False,0.000625,0.000625,0.0001,-3.6339772570984293e-07,-3.633994380908693e-07,-0.0,3.6339858190035613e-07,1.0,0.0,1.0,579.0625,7.267971638017209e-07,0.0,0.0,-0.0,3.435616591565549e-13,9.45410540427545e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000023560700924,3.6340036207979985e-07,7.25472572958068e-06,0.25475747011373795
type_i_boost_diagonalizable,2.2895634210487593e-08,3.999637589637124,1.9999093953569806,2.096650284441593e-15,-4.578919397021085e-08,0.0,0.0,-2.2895634210487593e-08,-2.289355975972325e-08,2.2894596985105417e-08,True,0.0,-4.578919397021085e-08,-4.578919397021085e-08,-4.579023119559301e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,48.0,False,0.000625,0.000625,0.0001,-2.2895634210487593e-08,-2.289355975972325e-08,-0.0,2.2894596985105417e-08,1.0,0.0,1.0,2307.0625,4.5789193993706264e-08,0.0,0.0,-0.0,8.623246126485368e-14,3.7663276968914e-06,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,0.9999546976784901,2.2893780659511767e-08,8.096307916080018e-05,0.1275476741330151
type_i_boost_diagonalizable,1.4336653689615284e-09,3.9874093556410313,1.9968498580617,8.195706795673174e-18,-2.8628144885188027e-09,0.0,0.0,-1.4291491195572743e-09,-1.4336653689615284e-09,1.4314072442594014e-09,True,0.0,-2.8628144885188027e-09,-2.8628144885188027e-09,-2.8628144885188027e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,96.0,False,0.000625,0.000625,0.0001,-1.4291491195572743e-09,-1.4336653689615284e-09,-0.0,1.4314072442594014e-09,1.0,0.0,1.0,9219.0625,2.862816269677032e-09,0.0,0.0,-0.0,2.157959914452497e-14,1.5052047438487054e-05,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0015800483457085,1.4337146374526115e-09,0.0031843979102069244,0.06379501754443266
type_i_boost_diagonalizable,7.985758999834288e-05,3.9999991994952877,1.999999799873812,2.5508933616367316e-08,-0.00015971516401509068,0.0,0.0,-7.985758999834288e-05,-7.985757401674781e-05,7.985758200754534e-05,True,0.0,-0.00015971516401509068,-0.00015971516401509068,-0.0001597151720058882,True,False,4,0.0,0.0,,True,15.0,-6.0,False,0.000625,0.000625,5e-05,-7.985758999834288e-05,-7.985757401674781e-05,-0.0,7.985758200754534e-05,1.0,0.0,1.0,39.0625,0.00015971516401509108,0.0,0.0,-0.0,1.2732394348916043e-12,1.5943875027007768e-08,exterior_tail,2,0.000625,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999998999369059,7.985758424578941e-05,1.280910472789784e-07,0.9932793822291476
type_i_boost_diagonalizable,5.634199834164014e-06,3.99999831109587,1.999999577773923,1.269767774722516e-10,-1.1268397289421934e-05,0.0,0.0,-5.634197455257921e-06,-5.634199834164014e-06,5.634198644710967e-06,True,0.0,-1.1268397289421934e-05,-1.1268397289421934e-05,-1.1268397289421934e-05,True,False,4,0.0,0.0,,True,15.0,-12.0,False,0.000625,0.000625,5e-05,-5.634197455257921e-06,-5.634199834164014e-06,-0.0,5.634198644710967e-06,1.0,0.0,1.0,147.0625,1.126839728942206e-05,0.0,0.0,-0.0,3.3819579776229016e-13,6.002552407026413e-08,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000002111131276,5.634201159231487e-06,6.574088254654634e-07,0.5068437438362867
type_i_boost_diagonalizable,3.6340019218708374e-07,3.999964550747203,1.9999911376671655,5.282341173087594e-13,-7.267971638007123e-07,0.0,0.0,-3.633969716136285e-07,-3.6340019218708374e-07,3.633985819003562e-07,True,0.0,-7.267971638007123e-07,-7.267971638007123e-07,-7.267971638007123e-07,True,False,4,0.0,0.0,,True,15.0,-24.0,False,0.000625,0.000625,5e-05,-3.633969716136285e-07,-3.6340019218708374e-07,-0.0,3.633985819003562e-07,1.0,0.0,1.0,579.0625,7.2679716380428e-07,0.0,0.0,-0.0,8.589041669496286e-14,2.3635214989304466e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000044312056882,3.6340036207979985e-07,9.329837075477352e-06,0.25475747011373795
type_i_boost_diagonalizable,2.289535893753104e-08,3.9997337662191215,1.9999334404472369,2.096650284441593e-15,-4.578919397021085e-08,0.0,0.0,-2.289535893753104e-08,-2.2893835032679805e-08,2.2894596985105423e-08,True,0.0,-4.578919397021085e-08,-4.578919397021085e-08,-4.578995592263646e-08,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-48.0,False,0.000625,0.000625,5e-05,-2.289535893753104e-08,-2.2893835032679805e-08,-0.0,2.2894596985105423e-08,1.0,0.0,1.0,2307.0625,4.578919398289007e-08,0.0,0.0,-0.0,2.1558115312904698e-14,9.415932448023659e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,0.9999667202236185,2.2893780659511767e-08,6.893916049711683e-05,0.1275476741330151
type_i_boost_diagonalizable,1.4337130514879072e-09,3.9871441329872908,1.9967834466930285,8.195706795673174e-18,-2.8628144885188027e-09,0.0,0.0,-1.4291014370308955e-09,-1.4337130514879072e-09,1.4314072442594014e-09,True,0.0,-2.8628144885188027e-09,-2.8628144885188027e-09,-2.8628144885188027e-09,True,False,4,1.1102230246251565e-16,0.0,,True,15.0,-96.0,False,0.000625,0.000625,5e-05,-1.4291014370308955e-09,-1.4337130514879072e-09,-0.0,1.4314072442594014e-09,1.0,0.0,1.0,9219.0625,2.862816345693018e-09,0.0,0.0,-0.0,5.39489990612413e-15,3.76288679281067e-06,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0016134664543452,1.4337146374526115e-09,0.0032176559415704672,0.06379501754443266
type_i_boost_diagonalizable,7.985758999834288e-05,3.9999991994952877,1.999999799873812,2.5508933616367316e-08,-0.00015971516401509068,0.0,0.0,-7.985758999834288e-05,-7.985757401674781e-05,7.985758200754534e-05,True,0.0,-0.00015971516401509068,-0.00015971516401509068,-0.0001597151720058882,True,False,4,0.0,0.0,,True,15.0,6.0,False,0.000625,0.000625,5e-05,-7.985758999834288e-05,-7.985757401674781e-05,-0.0,7.985758200754534e-05,1.0,0.0,1.0,39.0625,0.00015971516401509108,0.0,0.0,-0.0,1.2732394348916043e-12,1.5943875027007768e-08,exterior_tail,2,0.000625,1.0,4.3298697960381105e-15,0.0,0.0,0.0,0.0,0.9999998999369059,7.985758424578941e-05,1.280910472789784e-07,0.9932793822291476
type_i_boost_diagonalizable,5.634199834164014e-06,3.99999831109587,1.999999577773923,1.269767774722516e-10,-1.1268397289421934e-05,0.0,0.0,-5.634197455257921e-06,-5.634199834164014e-06,5.634198644710967e-06,True,0.0,-1.1268397289421934e-05,-1.1268397289421934e-05,-1.1268397289421934e-05,True,False,4,0.0,0.0,,True,15.0,12.0,False,0.000625,0.000625,5e-05,-5.634197455257921e-06,-5.634199834164014e-06,-0.0,5.634198644710967e-06,1.0,0.0,1.0,147.0625,1.126839728942206e-05,0.0,0.0,-0.0,3.3819579776229016e-13,6.002552407026413e-08,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000002111131276,5.634201159231487e-06,6.574088254654634e-07,0.5068437438362867
type_i_boost_diagonalizable,3.6340019218708374e-07,3.999964550747203,1.9999911376671655,5.282341173087594e-13,-7.267971638007123e-07,0.0,0.0,-3.633969716136285e-07,-3.6340019218708374e-07,3.633985819003562e-07,True,0.0,-7.267971638007123e-07,-7.267971638007123e-07,-7.267971638007123e-07,True,False,4,0.0,0.0,,True,15.0,24.0,False,0.000625,0.000625,5e-05,-3.633969716136285e-07,-3.6340019218708374e-07,-0.0,3.633985819003562e-07,1.0,0.0,1.0,579.0625,7.2679716380428e-07,0.0,0.0,-0.0,8.589041669496286e-14,2.3635214989304466e-07,exterior_tail,2,0.000625,1.0,0.0,0.0,0.0,0.0,0.0,1.0000044312056882,3.6340036207979985e-07,9.329837075477352e-06,0.25475747011373795
