case,q_t0,q_Tr,points,type_i,uncertified,track_max_abs_rho_plus_p_l,max_abs_j_l,track_min_radial_null,track_min_angular_null,track_min_angular_null_s,track_min_angular_null_l,track_angular_violating_fraction,track_angular_deficit_integral,track_max_abs_p_omega,live_points,live_min_angular_null,ends_min_radial_null,ends_min_angular_null,ends_min_rho,ends_radial_deficit_per_unit_time,ends_angular_deficit_per_unit_time,schedule_proxy_ratio,packet_coordinate_proxy_ratio
current_schedule,-0.4,3.0,24816,24816,0,0.0,0.0,-0.0,-0.270272509079425,1.6,2.1,0.0253099173553719,0.37274240851141954,0.6339915814259146,217,-0.06522145253185822,-0.05771692633707866,-0.020605266322566044,-0.048537958351688906,0.08452074896721545,0.027320883790712253,2.568965517241379,1.2368156347963828
decompression_removed,1000.0,3.0,24816,24816,0,0.0,0.0,-0.0,-0.05208646859458159,-0.6,-0.5,0.0013774104683195593,0.0036573386086740864,0.2275205388616708,217,-0.05208646859458159,-0.05771692633707866,-0.020605266322566044,-0.048537958351688906,0.08452074896721545,0.027320883790712253,2.568965517241379,1.198852050784718
after_service_rate_1,2.045,3.0,24816,24816,0,0.0,0.0,-0.0,-0.17857906941483606,4.7,-0.0,0.025195133149678604,0.31078193035084145,0.2275205388616708,217,-0.05208646859458159,-0.05771692633707866,-0.020605266322566044,-0.048537958351688906,0.08452074896721545,0.027320883790712253,2.568965517241379,1.198852050784718
after_service_rate_1_2,2.045,6.0,24816,24816,0,0.0,0.0,-0.0,-0.05208646859458159,-0.6,-0.5,0.03420569329660239,0.11783074808593992,0.2275205388616708,217,-0.05208646859458159,-0.05771692633707866,-0.020605266322566044,-0.048537958351688906,0.08452074896721545,0.027320883790712253,2.568965517241379,1.198852050784718
after_service_rate_1_4,2.045,12.0,24816,24816,0,0.0,0.0,-0.0,-0.05208646859458159,-0.6,-0.5,0.011880165289256199,0.006289684583818936,0.2275205388616708,217,-0.05208646859458159,-0.05771692633707866,-0.020605266322566044,-0.048537958351688906,0.08452074896721545,0.027320883790712253,2.568965517241379,1.198852050784718
