s,minimum_integrated_heat,minimum_evolved_heat,maximum_absolute_heat_discrepancy,mean_absolute_heat_discrepancy
0.0,0.2554181251839396,0.2554181251839396,0.0,0.0
0.005,0.2554566043589254,0.2554593082524888,0.0031525061265449406,0.00010962320743960133
0.01,0.25550479815605176,0.25551540277616636,0.01017866894869024,0.0003516129190904974
0.015,0.255562633153149,0.2555858478707454,0.02084737228233169,0.0007066647188187891
0.02,0.2556299836066532,0.2556696780801359,0.03474353593154156,0.0011443685534680375
0.025,0.2557066712071109,0.255765480392074,0.051138909521190934,0.001625429226880383
0.03,0.25579246495296093,0.25587133760591374,0.06883928536322426,0.0020969951090752596
0.035,0.2558870810757731,0.25598483549779816,0.08594628065191667,0.0025178835642980695
0.04,0.25599017174017047,0.25610291197792545,0.09949909447396799,0.0028143975951041046
0.045,0.256101304153539,0.2562217545174267,0.10641221540773738,0.0029119156666087315
0.05,0.25621997328697127,0.2563367159735416,0.10379600741927675,0.00273580829738706
0.055,0.2563456254211733,0.25644221229579434,0.08881530642479318,0.0022813885846780964
0.06,0.25647766005654143,0.25653158741404863,0.08396907833028733,0.0019701517869991016
0.065,0.25661543146592225,0.2565975586690622,0.10425562346839534,0.002287873384959806
0.07,0.2567582452439121,0.256803466249097,0.11560861565347436,0.0029945747288579495
0.075,0.25690536500766437,0.2569938505801623,0.14030330448749107,0.0034012387353527535
0.08,0.2570560201771953,0.2571597201789264,0.14264326302804342,0.0033396707833163856
0.085,0.257209392270979,0.25729039331404724,0.12252017706261542,0.003166324843152725
0.09,0.2573646099656393,0.2573732588212856,0.14149883919255624,0.0033825880645930767
0.095,0.2575207625572076,0.2575400063252082,0.16074814747361743,0.00394746927354169
0.1,0.25767691720614766,0.257753998000953,0.18311986005025283,0.004136076890589718
0.105,0.2578321329802813,0.2579140345409489,0.16666062405327198,0.004256218468068475
0.11,0.2579854653108178,0.2580026732556278,0.16930713439759693,0.00449337363301628
0.115,0.25813596516638126,0.2581342965966052,0.20499146833212145,0.004942597346625119
0.12,0.25828268608457366,0.2583485358297768,0.2231399101083542,0.005352363731238285
0.125,0.2584247012084085,0.25847880022728836,0.1880265010558415,0.005319979579391708
0.13,0.258561108995053,0.2585005072039738,0.2229299326044054,0.0056471186130791435
0.135,0.25869104314977176,0.2587283807355269,0.2659618690618757,0.006267747526978719
0.14,0.2588136866371502,0.25887260091432474,0.24266918696963202,0.00624463117730049
0.145,0.2589282808954478,0.25888643360287283,0.2585392580801724,0.006667920689670358
0.15,0.2590341462465288,0.2590534918616477,0.3121339881748846,0.00710382778265022
0.155,0.25913069414228856,0.25914453669483134,0.28273292782247283,0.007364493414247597
0.16,0.259217430218751,0.2590783771429231,0.31972146913981425,0.007809688024255467
0.165,0.2592937873312342,0.2589660660518718,0.36324576004812803,0.008027452687831133
0.17,0.25935939678959663,0.25857479288556084,0.30056282838422055,0.008736533724673076
0.17500000000000002,0.25941311387555205,0.2604866877746311,0.4016177272026482,0.008889797996513396
0.18,0.2594534872894828,0.2632077635631746,0.4010278805066898,0.009688855609895963
0.185,0.25948174225829357,0.26245251746310533,0.41482341547178647,0.009807427603497464
0.19,0.25950067759887285,0.26949643934303014,0.47385798145537783,0.010466237098782276
0.195,0.25951301474190575,0.26877831915299044,0.4202012374354611,0.010777165327825723
0.2,0.2595212479545207,0.2741986211062855,0.531695664078744,0.01153300022107748
0.20500000000000002,0.2595269445161077,0.27703673455641425,0.47211419225427576,0.012002012752996963
0.21,0.25953098443631145,0.27967302123643023,0.5854054892277334,0.012643867626305117
0.215,0.2595339060322898,0.28761586479347034,0.549112248024862,0.013459571353196342
0.22,0.2595360555049321,0.2877736236810221,0.6433015912228566,0.014100496037005769
0.225,0.2595376595004797,0.30119303119873714,0.6128500461052022,0.014893484255035306
0.23,0.25953887145295224,0.3018178824561842,0.708875910432849,0.015722868984017833
0.23500000000000001,0.2595398029399753,0.3176553858968003,0.6616202314245638,0.0163043074805621
0.24,0.2595405731799899,0.31969983507656635,0.7803778841475388,0.01753638776243735
0.245,0.2595412599625524,0.337268146343064,0.6996213297962406,0.017991009586963716
0.25,0.2595418768506583,0.34111015285253554,0.8488441910386335,0.019073241423223038
0.255,0.2595424348640259,0.3605067497955017,0.8214926974172752,0.020208071903701226
0.26,0.25954294299490704,0.3663282947523503,0.8968675584589842,0.0212413376536878
0.265,0.259543408607801,0.3714950109806595,0.9405207058047824,0.022291953700088376
0.27,0.2595438377409928,0.3768201244373317,0.8980487959008858,0.023160757686445065
0.275,0.259544235342477,0.382340507983741,1.028938511010665,0.02445365734005524
0.28,0.2595446054642066,0.3880908516035204,1.016682093409929,0.025930520340928524
0.28500000000000003,0.2595449514180384,0.39410187843981176,1.0491678153145232,0.02681527742727311
0.29,0.25954527590322224,0.4004004487943451,1.1385638104214686,0.028370142027649363
0.295,0.25954558111290177,0.40701084731402387,1.1187030882267424,0.02982004533628531
0.3,0.25954586882434677,0.413956101121273,1.1558187897822387,0.030868957069023525
0.305,0.25954614047927005,0.42125890259877324,1.246521646657894,0.032195170061261665
0.31,0.25954639725171663,0.4289422518241334,1.2486931060486945,0.03376543077541142
0.315,0.2595466401034974,0.4370277741889154,1.2132373112125996,0.03533934302454347
0.32,0.25954686988708564,0.44548510744942155,1.339916188121674,0.03600767530201536
0.325,0.25954708741256466,0.45434384824785917,1.382658978398155,0.03780741341837272
0.33,0.25954729341950455,0.46359962410884814,1.3719127840673626,0.03940234325551608
0.335,0.2595474885665122,0.4728499606072315,1.3660778260601312,0.04075975330318252
0.34,0.2595476734568368,0.4820987573748208,1.4722784124186048,0.04243631055098188
0.34500000000000003,0.25954784866344915,0.4917167131767615,1.5194063284354264,0.04414365144487419
0.35000000000000003,0.2595480147284293,0.5021275721714362,1.5273907948837118,0.04570995803792195
0.355,0.25954817214010995,0.513462139308213,1.5089669977299227,0.04717960658056848
0.36,0.25954832131409794,0.5256162188296498,1.5515562459536398,0.048712073568949306
0.365,0.25954846259516906,0.5385190728273545,1.629785414339767,0.05073141945314617
0.37,0.2595485962714983,0.5521764344104984,1.67321488414897,0.05244243190756029
0.375,0.25954872259012673,0.5666346200933438,1.6925384375597925,0.05445691466080066
0.38,0.25954884177132054,0.5819579519142357,1.6945859730033899,0.056303631764200904
0.385,0.2595489540220362,0.5982155705728658,1.6845557635462631,0.0578928479438043
0.39,0.2595490595484567,0.6154727031327636,1.7209300023543879,0.059825470138074065
0.395,0.25954915856711214,0.6197942506866599,1.7875934841867294,0.06208000532080595
0.4,0.2595492513143089,0.6200835793394934,1.8343705931377714,0.06425013851031579
0.405,0.25954933805366004,0.6203749384662716,1.8664586467152136,0.06655231338975495
0.41000000000000003,0.25954941908470186,0.6206687758409566,1.8874482334782858,0.06894941893703624
0.41500000000000004,0.2595494947679837,0.6209655215623645,1.8999150702029632,0.07126591260508466
0.42,0.2595495655214063,0.6212656455994876,1.90619841566081,0.073727518975843
0.425,0.2595496317925679,0.6215696313361744,1.9080599174046435,0.07633424266466916
0.43,0.2595496940478359,0.6218778589144695,1.9070599261407712,0.07875522285876045
0.435,0.2595497527562602,0.6221907962890001,1.9559832911233386,0.08164689626712798
0.44,0.2595498083710634,0.6225089335254362,2.001560058741284,0.08472511235934224
0.445,0.2595498613144418,0.6228334461418522,2.0392558772117777,0.08794578262047684
0.45,0.25954991197504196,0.6231648729071033,2.0706994010675066,0.09110519893802148
0.455,0.25954996071629477,0.6235035623554803,2.0969343038277843,0.09443773201439275
0.46,0.2595500079288541,0.6238498466896053,2.1189845399674643,0.09785389082505391
0.465,0.25955005408389004,0.6242040403412873,2.137549673694461,0.10132034672948148
0.47000000000000003,0.25955009966470727,0.624566455850675,2.1533090653889833,0.10499669925953876
0.47500000000000003,0.25955014506686125,0.6249374115739094,2.1668166665823856,0.1085928029258627
0.48,0.2595501905631626,0.6253172359564415,2.17846201638493,0.11262664585465343
0.485,0.25955023629607993,0.6257062628722732,2.188510614693737,0.1168602885741851
0.49,0.2595502822874093,0.626104853661495,2.197285267906399,0.12130283711515998
0.495,0.25955032845864845,0.6265133953008406,2.2049591486043254,0.12565960880978394
0.5,0.25955037465449254,0.6269323036020712,2.2115864363850513,0.13002002188464531
