s,l,material_label,n,velocity,thermal,electric_flux,electric_field,endpoint_heat_rate,ohmic_heat_rate,heat_rate,packet_edge_distance,integrated_endpoint_heat_rate,integrated_ohmic_heat_rate,integrated_heat_rate,heat_from_material_balance
0.0,-0.5184365485967184,1.5815634514031918,0.004894816507371574,-0.18971091289661968,0.5509586075066666,0.0,0.0,-5.873629742325456e-05,0.0,-5.873629742325456e-05,0.16843654859671842,0.0,0.0,0.0,0.5509586075066666
0.005,-0.5183527000033038,1.5815634514031918,0.004776103381182781,-0.15929864886839015,0.5510254912442515,0.0,0.0,-4.663310806302066e-05,0.0,-4.663310806302066e-05,0.17335270000330383,-2.6342351371568805e-07,0.0,-2.6342351371568805e-07,0.5509583440831529
0.01,-0.5181234330836865,1.5815634514031918,0.004646779009431944,-0.13239350211152698,0.55109887613736,0.0,0.0,-3.554086365287694e-05,0.0,-3.554086365287694e-05,0.1781234330836865,-4.6885844300543207e-07,0.0,-4.6885844300543207e-07,0.5509581386482236
0.015,-0.5177708950606187,1.5815634514031918,0.004510033148168122,-0.10860605547929399,0.5511805458197868,0.0,0.0,-2.5299380233289264e-05,0.0,-2.5299380233289264e-05,0.18277089506061872,-6.209590527208476e-07,0.0,-6.209590527208476e-07,0.5509579865476139
0.02,-0.5173146533271861,1.5815634514031918,0.004368932066285713,-0.0875646395675848,0.5512666600531494,0.0,0.0,-1.5805758968796114e-05,0.0,-1.5805758968796114e-05,0.1873146533271861,-7.237219007260611e-07,0.0,-7.237219007260611e-07,0.5509578837847658
0.025,-0.5167707284789885,1.5815634514031918,0.00422642647156074,-0.06884019156881499,0.5513843805244191,0.0,0.0,-6.999326207655906e-06,0.0,-6.999326207655906e-06,0.19177072847898857,-7.807346136671911e-07,0.0,-7.807346136671911e-07,0.550957826772053
0.03,-0.5161538531003169,1.5815634514031918,0.004084566732071146,-0.05210153821084334,0.5514599039721175,0.0,0.0,1.1411919763692054e-06,0.0,1.1411919763692054e-06,0.19615385310031697,-7.953799492454078e-07,0.0,-7.953799492454078e-07,0.5509578121267174
0.035,-0.5154769796420076,1.5815634514031918,0.003946176010474314,-0.03704715929052954,0.5515301375700262,0.0,0.0,8.610670123994255e-06,0.0,8.610670123994255e-06,0.2004769796420076,-7.710002939944992e-07,0.0,-7.710002939944992e-07,0.5509578365063726
0.04,-0.5147508097242237,1.5815634514031918,0.00381281091208398,-0.023388525176300846,0.5515607309727744,0.0,0.0,1.5381652349297493e-05,0.0,1.5381652349297493e-05,0.20475080972422377,-7.110194878112699e-07,0.0,-7.110194878112699e-07,0.5509578964871787
0.045,-0.5139823757350481,1.5815634514031918,0.0036819790503309076,-0.010850996702941498,0.5515382430268455,0.0,0.0,2.143663873667206e-05,0.0,2.143663873667206e-05,0.2089823757350482,-6.18973760096346e-07,0.0,-6.18973760096346e-07,0.5509579885329065
0.05,-0.5131658811716033,1.5815634514031918,0.003534695823894028,0.0009003150996159839,0.5515898863727187,0.0,0.0,2.6868142567802196e-05,0.0,2.6868142567802196e-05,0.2131658811716034,-4.982118068351603e-07,0.0,-4.982118068351603e-07,0.5509581092948598
0.055,-0.5123178065723271,1.5815634514031918,0.0033879981818622203,0.01177420037472063,0.5516163853553492,0.0,0.0,3.1563173801798334e-05,0.0,3.1563173801798334e-05,0.21731780657232713,-3.5213351591115907e-07,0.0,-3.5213351591115907e-07,0.5509582553731507
0.06,-0.5114446087937841,1.5815634514031918,0.0032448100763297774,0.02182289474000507,0.5516467425212033,0.0,0.0,3.543698749935416e-05,0.0,3.543698749935416e-05,0.22144460879378414,-1.846331126582779e-07,0.0,-1.846331126582779e-07,0.5509584228735539
0.065,-0.5105476965471578,1.5815634514031918,0.0031288678559323346,0.03173894061602988,0.5516262627723779,0.0,0.0,3.816814146817935e-05,0.0,3.816814146817935e-05,0.22554769654715778,-6.202902394439667e-10,0.0,-6.202902394439667e-10,0.5509586068863763
0.07,-0.5096300123418462,1.5815634514031918,0.0030480158502537423,0.04176991092669575,0.5514797008454939,0.0,0.0,3.951754098512267e-05,0.0,3.951754098512267e-05,0.22963001234184632,1.9359391589381123e-07,0.0,1.9359391589381123e-07,0.5509588011005825
0.075,-0.5087039853469019,1.5815634514031918,0.0029727661886934167,0.050978464318011445,0.551300365121162,0.0,0.0,3.97046729929959e-05,0.0,3.97046729929959e-05,0.23370398534690184,3.9164945083910727e-07,0.0,3.9164945083910727e-07,0.5509589991561175
0.08,-0.5077867885207615,1.5815634514031918,0.0029226888177466847,0.05891882553880981,0.5511820409529256,0.0,0.0,3.843735629433303e-05,0.0,3.843735629433303e-05,0.23778678852076152,5.870045240574297e-07,0.0,5.870045240574297e-07,0.5509591945111907
0.085,-0.5071542925105736,1.5815634514031918,0.0033655801350292174,0.055624246061361356,0.553344003321163,0.0,0.0,3.080686591737378e-05,0.0,3.080686591737378e-05,0.24215429251057363,7.601150795866969e-07,0.0,7.601150795866969e-07,0.5509593676217461
0.09,-0.5065538183821571,1.5815634514031918,0.0038259648788743265,0.051372602420169874,0.5556602857823413,0.0,0.0,2.4034534711036205e-05,0.0,2.4034534711036205e-05,0.24655381838215706,8.972185811577216e-07,0.0,8.972185811577216e-07,0.5509595047252478
0.095,-0.5059855454743964,1.5815634514031918,0.004296275742368158,0.04638035248108599,0.5580879252704637,0.0,0.0,1.806848950206962e-05,0.0,1.806848950206962e-05,0.25098554547439644,1.0024761416904863e-06,0.0,1.0024761416904863e-06,0.5509596099828082
0.1,-0.5054494508126655,1.5815634514031918,0.004770660932373215,0.04083965241506993,0.5605508629364284,0.0,0.0,1.2815034096486217e-05,0.0,1.2815034096486217e-05,0.25544945081266546,1.079684950686876e-06,0.0,1.079684950686876e-06,0.5509596871916173
0.105,-0.5049453376777693,1.5815634514031918,0.005244710545367131,0.03492183347955831,0.5630041973978593,0.0,0.0,8.181508683471376e-06,0.0,8.181508683471376e-06,0.2599453376777693,1.1321763076367698e-06,0.0,1.1321763076367698e-06,0.5509597396829742
