case,allocation,cells,medium,forcing,duration,snapshots,status,failure,elapsed_seconds,initial_total_energy,initial_field_energy,initial_thermal_inventory,maximum_thermal_balance_error,maximum_velocity_over_run,maximum_sound2_over_run,s,steps,minimum_thermal,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_inverse_stretch,maximum_inverse_stretch,total_slice_energy,field_slice_energy,material_slice_energy,thermal_inventory,thermal_balance_residual,net_charge,maximum_abs_charge_density,maximum_field_density,maximum_end_traction,thermal_endpoint,thermal_electrical,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
material4_control_dense_n512_force1_end0.5_snap101,material,512,dense,1.0,0.5,101,duration_completed,,24.540283743292093,124.07532675223312,0.0,28.25920937291176,0.6072128348921779,0.9607745261229184,0.17376453123385757,0.5,354.0,0.6241788752721422,-0.5015625,0.9607745261229184,0.16698691568955215,0.00108914454271474,4.141751689067316,124.14334720558003,0.0,124.14334720558003,28.97538834870983,0.6072128348921779,0.0,0.0,0.0,0.35267116352412103,0.10896614090589593,0.0,0.0,0.0,0.0,0.0,-2.9108659926890823e-15,-0.14563048791577884,0.1420929007931392,0.008950482813397661,3.410605131648481e-13,765.2354645303018,-1003.9635276120508,0.20157687064572785
