s,steps,minimum_thermal,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_inverse_stretch,maximum_inverse_stretch,total_slice_energy,field_slice_energy,material_slice_energy,thermal_inventory,thermal_balance_residual,net_charge,maximum_abs_charge_density,maximum_field_density,maximum_end_traction,thermal_endpoint,thermal_electrical,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
0.0,0,0.2500001132802465,-2.096875,0.1998928496194594,0.013854456171392752,0.0021483006663071884,0.1615646520561368,122.1649407809706,0.0,122.1649407809706,26.34861748741658,0.0,0.0,0.0,0.0,0.01999922829168314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,1,0.25000687317557424,-2.096875,0.15994551662686263,0.0139031675595385,0.002146873244346217,0.16214166526436252,122.29096809108782,0.0,122.29096809108782,26.3392268977581,2.7382878836202287e-05,0.0,0.0,0.0,0.019987927956976386,-0.009417972537317215,0.0,0.0,0.0,0.0,0.0,-7.233796894823286e-16,-0.004546615332242302,0.01532288265536686,-0.000747332638257292,-1.3322676295501878e-15,4.097992953946468,-6.91944968734339,-0.05356109785022909
0.01,2,0.25002083658362406,-2.090625,0.13761396548318316,0.014028748451457839,0.0021453984858672026,0.16363167585805677,122.40792820218556,0.0,122.40792820218556,26.331656333205068,7.840030095778371e-05,0.0,0.0,0.0,0.019968989466451113,-0.017039554512467196,0.0,0.0,0.0,0.0,0.0,-1.412064909445121e-15,-0.009084694084203194,0.029768568477453176,-0.0013475497954909886,-8.881784197001252e-16,8.45178421472156,-14.118423149969809,-0.10408539284156965
0.015,3,0.2500310830625756,-2.090625,0.12021506096573376,0.01422707836667749,0.0021436413836227806,0.16599066308864444,122.5159105634297,0.0,122.5159105634297,26.32589646403979,0.00015481136767650324,0.0,0.0,0.0,0.01995064659615055,-0.02287583474446671,0.0,0.0,0.0,0.0,0.0,8.187894806610529e-16,-0.013602081339250505,0.043333152222257504,-0.0018017830058809213,-3.552713678800501e-15,13.052686789024584,-21.5868314789845,-0.15148151921971684
0.02,4,0.250047185878979,-2.090625,0.10550183169800675,0.014493796617400422,0.002141943611603989,0.1691721349627042,122.61498362021011,0.0,122.61498362021011,26.321939079206107,0.0002582462504336655,0.0,0.0,0.0,0.01993612738638102,-0.0269366544609044,0.0,-2.220446049250313e-16,0.0,0.0,0.0,-9.228728892196614e-16,-0.018088645113486082,0.056013140666660764,-0.0021112243191331015,-1.7763568394002505e-15,17.89203246962156,-29.31341611404386,-0.19566283782889804
0.025,5,0.2500733934830739,-2.090625,0.09172906465221331,0.014824144829009898,0.002140543232903516,0.17312480298394897,122.70518535695516,0.0,122.70518535695516,26.319782618561177,0.00039576638598799176,0.0,0.0,0.0,0.019925627585116706,-0.029230635241387918,0.0,0.0,0.0,0.0,0.0,-1.0824674490095276e-15,-0.022535370391096245,0.06780379416050349,-0.002277126396141701,-5.329070518200751e-15,22.96068752460318,-37.286074628769526,-0.23654750490901247
0.03,6,0.25011560578982706,-2.090625,0.09761142230865971,0.01521321576034959,0.0021390156030218024,0.1777952476406795,122.78658750216107,0.0,122.78658750216107,26.31940867666111,0.0005564009452842152,0.0,0.0,0.0,0.01991833781872704,-0.029765211700754756,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,-0.026933981462684223,0.07870385814367639,-0.0023008024138259906,-7.105427357601002e-15,28.249009593134403,-45.492237334191195,-0.27405852999988345
0.034999999999999996,7,0.2501812831262129,-2.090625,0.11380857458937044,0.01565746639185592,0.0021373654407720586,0.18314580080013354,122.85928404773705,0.0,122.85928404773705,26.32081239969832,0.0007415861338550607,0.0,0.0,0.0,0.01991339286282816,-0.028546673852114412,0.0,0.0,0.0,0.0,0.0,-5.689893001203927e-16,-0.03127696816225524,0.08871467590526805,-0.00218362618878429,-1.4210854715202004e-14,33.74737193520395,-53.919556859811976,-0.3081238362294767
0.039999999999999994,8,0.2502792786240229,-2.090625,0.12993269559785858,0.01615470931466536,0.0021363348945318823,0.18915460423859368,122.92338513385079,0.0,122.92338513385079,26.32397462251587,0.0009373460434494969,0.0,0.0,0.0,0.019910103201933493,-0.025580210944159965,0.0,0.0,0.0,0.0,0.0,-2.005340338229189e-15,-0.03555771198610024,0.09783982779140296,-0.0019270318947924609,-1.4210854715202004e-14,39.4468555549359,-62.55664322024869,-0.3386763031574788
0.04499999999999999,9,0.250399560720572,-2.084375,0.14597853438715447,0.01670368880459518,0.00213523538895037,0.1958108704825055,122.97893152481106,0.0,122.97893152481106,26.328887116251526,0.0011395929204690374,0.0,0.0,0.0,0.019907957987953653,-0.02086996408552235,0.0,0.0,0.0,0.0,0.0,9.71445146547012e-17,-0.03977053525270718,0.10607837448065038,-0.001532513971313642,-1.0658141036401503e-14,45.33977406505692,-71.39358722475164,-0.36565381300790706
0.04999999999999999,10,0.25045670790499,-2.084375,0.1619472841902052,0.017303357594203175,0.002134785124671825,0.20310694248657554,123.02588074033115,0.0,123.02588074033115,26.335555071820554,0.0013566669548190006,0.0,0.0,0.0,0.01990660311728698,-0.014419082550844255,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-16,-0.04391073108344659,0.11342378306540175,-0.0010016268631711021,-1.0658141036401503e-14,51.42014854506918,-80.42247271829586,-0.38899928711582726
0.054999999999999986,11,0.25052112349435984,-2.084375,0.17780059118592817,0.017953218546706114,0.0021346624479914858,0.2110419242787158,123.06417985737046,0.0,123.06417985737046,26.343971012984696,0.0015833088332020905,0.0,0.0,0.0,0.019905833279493253,-0.006229783265085233,0.0,0.0,0.0,0.0,0.0,-2.456368441983159e-15,-0.04797453960453242,0.11986969618641097,-0.0003359845666609737,0.0,57.684059687408215,-89.63772950193305,-0.40866071187260083
0.059999999999999984,12,0.25059376639163067,-2.084375,0.19351949201097796,0.01865334736019464,0.00213495940971006,0.21962188036469088,123.09376553130942,0.0,123.09376553130942,26.354136748188076,0.0018226777222118105,0.0,0.0,0.0,0.019905531415012362,0.0036965830492848113,0.0,0.0,0.0,0.0,0.0,-8.881784197001252e-16,-0.05195902321881972,0.12540980871539067,0.00046273964468941534,0.0,64.12959392033079,-99.03605083435184,-0.42459116756715387
0.06499999999999999,13,0.2506757640241404,-2.084375,0.20908446116652613,0.019403498908900915,0.002135375538018528,0.2288495360020707,123.11456853878346,0.0,123.11456853878346,26.366047580412662,0.002070628089229531,0.0,0.0,0.0,0.019905913387569515,0.015359464906852043,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,-0.0558619429617695,0.13003810498546986,0.0013928138528956644,1.4210854715202004e-14,70.75669985739977,-108.61621272703343,-0.43674883937133174
0.06999999999999999,14,0.250768482886359,-2.084375,0.2244753582916701,0.020201341316428437,0.0021359697732371446,0.2387030155909244,123.12649619815708,0.0,123.12649619815708,26.37970149790157,0.0023249731300623465,0.0,0.0,0.0,0.019907090044178084,0.02875903735493126,0.0,0.0,0.0,0.0,0.0,-4.0245584642661925e-16,-0.059681600233545386,0.13374730109486668,0.0024524479896889284,1.4210854715202004e-14,77.56671774684348,-118.37845159220551,-0.4450970302676189
0.075,15,0.2508735017506909,-2.084375,0.2397297253750139,0.021045432197615507,0.002137073054674988,0.24917127950412485,123.12942946917727,0.0,123.12942946917727,26.39510196401815,0.002588349233636498,0.0,0.0,0.0,0.019908724642458298,0.043896127367932865,0.0,0.0,0.0,0.0,0.0,3.885780586188048e-16,-0.06341645837212737,0.1365282350477688,0.003639794466513774,2.842170943040401e-14,84.56102442926809,-128.32310083789,-0.4496041638436285
0.08,16,0.25099269435647353,-2.084375,0.254803581649071,0.02193582654793617,0.0021388196876520643,0.2602617518299254,123.12326268065073,0.0,123.12326268065073,26.41225615881138,0.002866596396506996,0.0,0.0,0.0,0.01991067430593272,0.060772074998296004,0.0,4.440892098500626e-16,0.0,0.0,0.0,2.914335439641036e-16,-0.0670649054098777,0.13837279495476698,0.0049529441587654235,2.1316282072803006e-14,91.74009276498299,-138.44976673040307,-0.4502438722635818
0.085,17,0.25112836301183705,-2.084375,0.2696726033060486,0.022872720700978837,0.0021407192755397955,0.27198411702432923,123.10788678139879,0.0,123.10788678139879,26.43112417727161,0.0031559151316614222,0.0,0.0,0.0,0.019912913118011116,0.07935077472336834,0.0,0.0,0.0,0.0,0.0,4.996003610813204e-16,-0.07062531114405306,0.1392755000014419,0.006387069661051109,1.4210854715202004e-14,99.10340275696811,-148.75709921366206,-0.4470525135846737
