s,l,material_label,n,velocity,thermal,electric_flux,electric_field,endpoint_heat_rate,ohmic_heat_rate,heat_rate,packet_edge_distance,integrated_endpoint_heat_rate,integrated_ohmic_heat_rate,integrated_heat_rate,heat_from_material_balance
0.0,-1.3176016665896428,0.7823983334103684,0.004361977339068533,-1.2375405799677782e-05,0.26119654597627084,0.0,0.0,-0.7645668997233177,0.0,-0.7645668997233177,0.9676016665896429,0.0,0.0,0.0,0.26119654597627084
0.005,-1.317631732794483,0.7823983334103684,0.004374304624286986,-0.015793979433148857,0.2576797014257345,0.0,0.0,-0.6422412191396003,0.0,-0.6422412191396003,0.972631732794483,-0.003517020297157295,0.0,-0.003517020297157295,0.25767952567911356
0.01,-1.3177218210665296,0.7823983334103684,0.004384964119253772,-0.03164155369882278,0.25477483763519204,0.0,0.0,-0.5199710134108975,0.0,-0.5199710134108975,0.9777218210665296,-0.006422550878533539,0.0,-0.006422550878533539,0.2547739950977373
0.015,-1.3178720570315674,0.7823983334103684,0.004393931456589579,-0.04752692679215163,0.25248205828482667,0.0,0.0,-0.3975863232527219,0.0,-0.3975863232527219,0.9828720570315673,-0.008716444220192587,0.0,-0.008716444220192587,0.25248010175607827
0.02,-1.3180824521226084,0.7823983334103684,0.004401191045701132,-0.06342165045646436,0.2508021417552989,0.0,0.0,-0.2749186276873152,0.0,-0.2749186276873152,0.9880824521226085,-0.01039770659754268,0.0,-0.01039770659754268,0.25079883937872816
0.025,-1.3183529048535514,0.7823983334103684,0.004406735875678675,-0.0792973291619302,0.24973662373817507,0.0,0.0,-0.15179810290914397,0.0,-0.15179810290914397,0.9933529048535513,-0.011464498424033829,0.0,-0.011464498424033829,0.24973204755223702
0.03,-1.3186832038522325,0.7823983334103684,0.0044105669270050885,-0.09512593391521312,0.24928772408276842,0.0,0.0,-0.02805768496286426,0.0,-0.02805768496286426,0.9986832038522325,-0.01191413789371385,0.0,-0.01191413789371385,0.249282408082557
0.034999999999999996,-1.3190723601807008,0.7823983334103684,0.0044128802104292765,-0.11083407183408396,0.24946021194300344,0.0,0.0,0.09648772213690077,0.0,0.09648772213690077,1.0040723601807007,-0.011743062800778758,0.0,-0.011743062800778758,0.2494534831754921
0.039999999999999994,-1.319519888433486,0.7823983334103684,0.004413576350388865,-0.12640738262181728,0.25025997237525716,0.0,0.0,0.22198505537609886,0.0,0.22198505537609886,1.009519888433486,-0.01094688085699626,0.0,-0.01094688085699626,0.2502496651192746
0.04499999999999999,-1.3200251764067334,0.7823983334103684,0.004412650130514151,-0.14182520794552522,0.25169246842804416,0.0,0.0,0.34858519427209717,0.0,0.34858519427209717,1.0150251764067333,-0.00952045523287577,0.0,-0.00952045523287577,0.2516760907433951
0.04999999999999999,-1.320587410102634,0.7823983334103684,0.004410149129373936,-0.1570604128027471,0.25376386478674573,0.0,0.0,0.4764386565128338,0.0,0.4764386565128338,1.020587410102634,-0.0074578956059134435,0.0,-0.0074578956059134435,0.2537386503703574
0.054999999999999986,-1.3212056906539176,0.7823983334103684,0.004406134314227137,-0.17208780843524418,0.25648096728269987,0.0,0.0,0.6056864700425286,0.0,0.6056864700425286,1.0262056906539176,-0.004752582789525039,0.0,-0.004752582789525039,0.2564439631867458
0.059999999999999984,-1.3218790497473871,0.7823983334103684,0.004400679110280086,-0.18688442266310235,0.2598509710164761,0.0,0.0,0.736459604222289,0.0,0.736459604222289,1.031879049747387,-0.001397217603862997,0.0,-0.001397217603862997,0.2597993283724078
0.06499999999999999,-1.3226064656452887,0.7823983334103684,0.004393867760257068,-0.20142971202830795,0.26388143392121566,0.0,0.0,0.8688786763424836,0.0,0.8688786763424836,1.0376064656452888,0.0026161280975489374,0.0,0.0026161280975489374,0.2638126740738198
0.06999999999999999,-1.323386879280832,0.7823983334103684,0.004385792719490283,-0.21570573990477615,0.2685801427898199,0.0,0.0,1.0030501753498178,0.0,1.0030501753498178,1.043386879280832,0.007295950226779695,0.0,0.007295950226779695,0.26849249620305055
0.075,-1.3242192087021092,0.7823983334103684,0.004376551832821244,-0.22969729276995912,0.2739550363502697,0.0,0.0,1.1390693864587849,0.0,1.1390693864587849,1.0492192087021093,0.012651249131301206,0.0,0.012651249131301206,0.27384779510757207
0.08,-1.325102363003475,0.7823983334103684,0.004366244395964883,-0.24339193917494742,0.28001417120892036,0.0,0.0,1.2770068515784543,0.0,1.2770068515784543,1.055102363003475,0.01869143972639431,0.0,0.01869143972639431,0.27988798570266515
0.085,-1.3260352541758393,0.7823983334103684,0.004354960909269791,-0.2567847989990762,0.28674900063830394,0.0,0.0,1.4102831295647138,0.0,1.4102831295647138,1.0610352541758394,0.025409664679252236,0.0,0.025409664679252236,0.28660621065552305
0.09,-1.3270168421163335,0.7823983334103684,0.004342771343183821,-0.26988317351324304,0.2941201695765658,0.0,0.0,1.5332230609781596,0.0,1.5332230609781596,1.0670168421163337,0.0327684301556094,0.0,0.0327684301556094,0.2939649761318802
