s,minimum_integrated_heat,minimum_evolved_heat,maximum_absolute_heat_discrepancy,mean_absolute_heat_discrepancy
0.0,0.2554181251839396,0.2554181251839396,0.0,0.0
0.005,0.2554699637228778,0.25547266383269096,0.0022231303911548483,6.199730065208982e-05
0.01,0.25553294294901474,0.25554352316372436,0.00613540771415555,0.0001745872872141436
0.015,0.25560692099242377,0.2556300855552469,0.01151169314951428,0.00032912466053986193
0.02,0.25569169648307094,0.2557313238557448,0.018026416245222165,0.0005123371716685923
0.025,0.25578700857039033,0.2558457567012029,0.02512132806866063,0.0007096754958581279
0.03,0.2558925370972892,0.25597139323551044,0.03208979914390109,0.0009006161354325427
0.035,0.2560079028482494,0.25610574482139803,0.03824335403682966,0.0010624454436665334
0.04,0.2561326679463509,0.25624567955818905,0.04287138980012739,0.0011697755858902832
0.045,0.25626633651472575,0.25638735204907304,0.04529980705298775,0.0012150255457246113
0.05,0.2564083555084925,0.2565261031194249,0.044985809804428456,0.0011747859616515152
0.055,0.25655811576947013,0.2566563395609745,0.04164969147166331,0.001052051639825465
0.06,0.2567149533505301,0.2567714026642151,0.03553994486514078,0.0009972351357271406
0.065,0.2568781511143788,0.2568634229260728,0.041744226646913685,0.0011075932251034984
0.07,0.25704693405463563,0.25709071801441624,0.04640165191955914,0.0013388897498827984
0.075,0.2572204770081539,0.2573086918249639,0.054944456174387035,0.0014568207126404412
0.08,0.2573979142022862,0.25750291975255124,0.058197519534579856,0.0014328217924383482
0.085,0.25757831726993424,0.2576627320332779,0.05461815668148051,0.0014553008315367072
0.09,0.25776068506608163,0.2577755506609065,0.0592672940100778,0.0015065416252261197
0.095,0.2579439661738213,0.25796007564341145,0.0631962284796197,0.0016376189792392454
0.1,0.2581270832147694,0.25820388818239776,0.06683749371603875,0.0017687066872554267
0.105,0.258308950180158,0.2583942526971443,0.06793710347953286,0.0018502644243004328
0.11,0.258488478667385,0.2585138587534025,0.07263491889855356,0.0018678234524124656
0.115,0.25866457657830527,0.25865808478162805,0.0757857645942348,0.0019937311762307022
0.12,0.25883615481920197,0.25890219012474924,0.07755237778124657,0.0021741040645751474
0.125,0.25900214753133965,0.2590627701335927,0.0816869217188465,0.002153042677937817
0.13,0.25916152460739955,0.25911560543546064,0.08497071299512937,0.0023168638372050637
0.135,0.2593133088731477,0.25934829593365727,0.08666902825479061,0.0024565861812442646
0.14,0.2594565813620119,0.2595218310616731,0.09093857859145826,0.0024834394081623243
0.145,0.25959048173585586,0.2595660053852429,0.09371838562995816,0.0026516682179790795
0.15,0.2597142261203953,0.25973326219539683,0.09520090688452232,0.0027124587983108814
0.155,0.2598271322603526,0.25985223304166,0.09975709202154359,0.002897074422518185
0.16,0.2599286457325057,0.2598096029237578,0.10171132033788677,0.00297045751064695
