s,minimum_integrated_heat,minimum_evolved_heat,maximum_absolute_heat_discrepancy,mean_absolute_heat_discrepancy
0.165,0.26001811810784164,0.25969999291415563,0.10521144904152502,0.003165422280340901
0.17,0.2600951055593702,0.2593177741474821,0.10777408417171763,0.0032314743306632223
0.17500000000000002,0.26015852275893064,0.2606848619338099,0.11006482401278816,0.0034000941100137674
0.18,0.2602065243159359,0.2642119375004423,0.11342387069780324,0.003517414735261421
0.185,0.2602401566797394,0.2634823849532648,0.11459963560318487,0.0037199242732749893
0.19,0.26026275575675417,0.2699993847850744,0.11877574670465885,0.0038343765490092803
0.195,0.26027748719566834,0.27012674907632456,0.12002596312928837,0.004078294588160545
0.2,0.2602872696822328,0.2738311164425756,0.12400582647003588,0.00420715966931012
0.20500000000000002,0.2602940154965534,0.2787442388960803,0.12527906789260523,0.004473590934284214
0.21,0.26029878884816504,0.2788251512659653,0.1290736988582104,0.004647379428485588
0.215,0.26030223661655477,0.2897195427142062,0.13020927932699244,0.004939578903970011
0.22,0.26030477193170204,0.28932059767876195,0.13901543878607292,0.00515805297450732
0.225,0.26030666383899165,0.3035690816845228,0.14159648592278096,0.005516300448545843
0.23,0.2603080941681614,0.3043023036824439,0.15183258743145345,0.005770504839262138
0.23500000000000001,0.2603091889537466,0.32013916675420945,0.16009208866686597,0.006128007415155293
0.24,0.2603100773041898,0.3223000397589694,0.16163366141402546,0.006421151129431945
0.245,0.2603108578785097,0.33780933004121616,0.18286131277955375,0.006749265812618778
0.25,0.26031155909194875,0.3436811853976892,0.1655701284660882,0.007156675105571978
0.255,0.26031219361070457,0.35936406114239056,0.20525396387687844,0.007541099553596996
0.26,0.26031277175767603,0.3656248962297081,0.17414604686687518,0.007934099236683595
0.265,0.26031330198563385,0.37066390418902784,0.22067199549142336,0.008483408934682517
0.27,0.2603137912219174,0.3758538160115845,0.22047564969623368,0.008915494164694115
0.275,0.2603142451343955,0.3812310339512379,0.22089280690288104,0.009355877951890789
0.28,0.26031466835565975,0.3868277625655561,0.25589512137519677,0.009854120011272543
0.28500000000000003,0.260315064663527,0.3926721191367313,0.2336501456583735,0.010372024986017579
0.29,0.2603154371280926,0.3987889148197478,0.26531063806239374,0.010947554608515896
0.295,0.2603157882338869,0.4052006942008492,0.2874153809520943,0.011532597709572143
0.3,0.2603161199830595,0.4119287896184414,0.2612438954144565,0.0120792665386899
0.305,0.260316433983793,0.4189942627071447,0.3006396515035126,0.012728163622201546
0.31,0.26031673153504603,0.4264106815372103,0.32317351044807197,0.013353149125948274
0.315,0.2603170137907762,0.43412840508962114,0.306915889797968,0.013997500236682255
0.32,0.2603172818372562,0.4421905026288946,0.3282563762236923,0.014600374937819793
0.325,0.26031753663732093,0.4506494338558628,0.3598121861778376,0.015488410228648884
0.33,0.2603177790276352,0.4591896398228004,0.3620893183090985,0.016196465558279905
0.335,0.2603180097435162,0.4675943667435713,0.343635278823456,0.01703122119165961
0.34,0.2603182294500981,0.47619061362853743,0.387096539106508,0.01778227714634899
0.34500000000000003,0.26031843875269717,0.4854137401346411,0.4093500229877878,0.018691360154670364
0.35000000000000003,0.26031863817626233,0.495432160434175,0.41142910743825856,0.019722722101305736
0.355,0.26031882814431645,0.5061886759532368,0.39579965391990335,0.0207209770275546
0.36,0.2603190089779277,0.5176230739119987,0.4340032324669312,0.021758254143547838
0.365,0.26031918091051964,0.5297450565063011,0.4584901071274887,0.022945946714643405
0.37,0.2603193441074194,0.5426062328795361,0.46917023719170237,0.024054296101205436
0.375,0.2603194986865396,0.5562772556724067,0.4682500932563043,0.025138057724842077
0.38,0.26031964473984404,0.5708360747085973,0.4628033041107136,0.02635603515498922
0.385,0.26031978235493664,0.5825209085753997,0.4963467851866732,0.027764367382098337
0.39,0.26031991163563606,0.5827839096520845,0.5187443856539464,0.029068438289192707
0.395,0.2603200327203421,0.5830487095283192,0.5319058657241666,0.03045854772490913
0.4,0.2603201457970979,0.583315406955879,0.537672087688096,0.03187961506112715
0.405,0.2603202511144873,0.5835841714244316,0.5376775378864329,0.033490899200116185
0.41000000000000003,0.26032034900963286,0.5838553562539737,0.5355199359443623,0.035057521509476414
0.41500000000000004,0.2603204399538446,0.584129296422275,0.5623469100664771,0.0367736832129598
0.42,0.2603205245168699,0.5844063909633747,0.5823531113439286,0.038535927640605046
0.425,0.2603206033105113,0.5846870743392355,0.5966663634965768,0.040354473791988164
0.43,0.26032067698086114,0.5849716697367242,0.6062680966704277,0.04229988690625806
0.435,0.26032074618696577,0.5852606317417466,0.6120657301527601,0.04429076742307112
0.44,0.26032081156889875,0.5855542979743145,0.6149330994233015,0.04640738052763882
0.445,0.2603208737174785,0.5858529769536969,0.6362126567963343,0.04858637449530827
0.45,0.2603209331593174,0.5861570292799115,0.6632361634229038,0.05090662282303306
0.455,0.2603209903646731,0.586467546772709,0.6903181358388577,0.05338363998838756
0.46,0.26032104582259086,0.586785100011805,0.7174341393749701,0.05592530991845123
0.465,0.26032110010981896,0.5871099946791415,0.7446553283059829,0.058524443198993685
0.47000000000000003,0.2603211538098629,0.5874425335054925,0.7720506009737276,0.06123523417197912
0.47500000000000003,0.2603212073959746,0.5877830204849737,0.7996346033364424,0.06420529676552342
0.48,0.2603212611905627,0.588131764641751,0.8273985847193999,0.06727271371721068
0.485,0.26032131535629244,0.5884890735605827,0.8551697639448477,0.07044816601866546
0.49,0.2603213699078501,0.5888552789604312,0.881797617072173,0.07379820506755315
0.495,0.26032142473581893,0.5892307342916171,0.9076755916020571,0.07726896473142492
0.5,0.2603214796340961,0.5896158202769295,0.9332821154435218,0.08089457878898151
