s,l,material_label,n,velocity,thermal,electric_flux,electric_field,endpoint_heat_rate,ohmic_heat_rate,heat_rate,packet_edge_distance,integrated_endpoint_heat_rate,integrated_ohmic_heat_rate,integrated_heat_rate,heat_from_material_balance
0.0,-0.5185501522762934,1.5814498477236167,0.004891453862680123,-0.18963540878107077,0.5865832227393575,0.0,0.0,-6.259528203863466e-08,0.0,-6.259528203863466e-08,0.16855015227629344,0.0,0.0,0.0,0.5865832227393575
0.005,-0.5184665459783387,1.5814498477236167,0.0047729916341890145,-0.15929684820481063,0.5866506239663882,0.0,0.0,-5.2968707594288763e-08,0.0,-5.2968707594288763e-08,0.17346654597833877,-2.889099740823086e-10,0.0,-2.889099740823086e-10,0.5865832224504475
0.01,-0.5182379482142165,1.5814498477236167,0.004643938168421728,-0.13245570964379294,0.5867251279560467,0.0,0.0,-4.471944622429289e-08,0.0,-4.471944622429289e-08,0.17823794821421657,-5.331303586287628e-10,0.0,-5.331303586287628e-10,0.5865832222062272
0.015,-0.517886433157231,1.5814498477236167,0.004507500514875444,-0.10872155022334161,0.5868081535146502,0.0,0.0,-3.765678832569801e-08,0.0,-3.765678832569801e-08,0.18288643315723108,-7.390709450037401e-10,0.0,-7.390709450037401e-10,0.5865832220002866
0.02,-0.5174314886983908,1.5814498477236167,0.004366719382280747,-0.08772235649038376,0.5868955030250991,0.0,0.0,-3.167803197793073e-08,0.0,-3.167803197793073e-08,0.18743148869839088,-9.124079957628119e-10,0.0,-9.124079957628119e-10,0.5865832218269494
0.025,-0.5168894298573651,1.5814498477236167,0.004224437754598703,-0.06905154293218885,0.5870034405640202,0.0,0.0,-2.673195849245056e-08,0.0,-2.673195849245056e-08,0.19188942985736512,-1.0584329719387652e-09,0.0,-1.0584329719387652e-09,0.5865832216809245
0.03,-0.5162742971181769,1.5814498477236167,0.004082895147230975,-0.05233858599043646,0.5870826443385706,0.0,0.0,-2.2791672085679548e-08,0.0,-2.2791672085679548e-08,0.1962742971181769,-1.1822420483840903e-09,0.0,-1.1822420483840903e-09,0.5865832215571154
0.035,-0.5155992009512627,1.5814498477236167,0.003944717306912571,-0.03730112752741515,0.5871560856880358,0.0,0.0,-1.983830183331888e-08,0.0,-1.983830183331888e-08,0.2005992009512627,-1.2888169831815865e-09,0.0,-1.2888169831815865e-09,0.5865832214505405
0.04,-0.5148748120155782,1.5814498477236167,0.003811512957614025,-0.023652385434478264,0.5871887417301171,0.0,0.0,-1.7406502297746532e-08,0.0,-1.7406502297746532e-08,0.20487481201557822,-1.3819289935092501e-09,0.0,-1.3819289935092501e-09,0.5865832213574285
0.045,-0.5141094816049184,1.5814498477236167,0.003682824048233146,-0.01113980448920843,0.5871589698614659,0.0,0.0,-1.463465590571002e-08,0.0,-1.463465590571002e-08,0.2091094816049185,-1.4620318890178915e-09,0.0,-1.4620318890178915e-09,0.5865832212773255
0.05,-0.5132959093481699,1.5814498477236167,0.0035373713232866068,0.0006002677095852597,0.5872096047274714,0.0,0.0,-1.1654339276908167e-08,0.0,-1.1654339276908167e-08,0.21329590934817,-1.527754376974437e-09,0.0,-1.527754376974437e-09,0.5865832212116031
0.055,-0.5124498768319639,1.5814498477236167,0.0033911568073926486,0.011477681966140643,0.5872404607275047,0.0,0.0,-8.483303838915309e-09,0.0,-8.483303838915309e-09,0.21744987683196393,-1.5780984847639958e-09,0.0,-1.5780984847639958e-09,0.586583221161259
0.06,-0.5115786045363482,1.5814498477236167,0.003248316024678307,0.021530980934702453,0.5872753091282049,0.0,0.0,-5.212514601935177e-09,0.0,-5.212514601935177e-09,0.22157860453634826,-1.612338030866122e-09,0.0,-1.612338030866122e-09,0.5865832211270194
0.065,-0.5106851910671353,1.5814498477236167,0.0031248302388861816,0.03121524329915686,0.5872631555526083,0.0,0.0,-1.9640870859999316e-09,0.0,-1.9640870859999316e-09,0.22568519106713525,-1.6302795350859598e-09,0.0,-1.6302795350859598e-09,0.5865832211090779
0.07,-0.5097692779737959,1.5814498477236167,0.003044067793327622,0.041251182969320094,0.5870932047784491,0.0,0.0,1.078823832262945e-09,0.0,1.078823832262945e-09,0.22976927797379598,-1.6324926932203022e-09,0.0,-1.6324926932203022e-09,0.5865832211068648
0.075,-0.5088448501585605,1.5814498477236167,0.002968849605182033,0.050467699597871035,0.5868858116565824,0.0,0.0,3.7207146624843073e-09,0.0,3.7207146624843073e-09,0.2338448501585605,-1.620493846983434e-09,0.0,-1.620493846983434e-09,0.5865832211188636
0.08,-0.5079180763977016,1.5814498477236167,0.0028990110090732564,0.058840377201635326,0.5866447324280053,0.0,0.0,5.809108509416658e-09,0.0,5.809108509416658e-09,0.23791807639770157,-1.5966692890536816e-09,0.0,-1.5966692890536816e-09,0.5865832211426882
0.085,-0.5072521277908837,1.5814498477236167,0.0032822217190334665,0.05682423350096356,0.5885624466207519,0.0,0.0,6.376911173106421e-09,0.0,6.376911173106421e-09,0.24225212779088368,-1.566204239847374e-09,0.0,-1.566204239847374e-09,0.5865832211731532
0.09,-0.5066498210724794,1.5814498477236167,0.003739823579777194,0.05262881684566585,0.590906282706761,0.0,0.0,5.887545749588756e-09,0.0,5.887545749588756e-09,0.24664982107247935,-1.535543097540636e-09,0.0,-1.535543097540636e-09,0.5865832212038143
0.095,-0.5060796930763176,1.5814498477236167,0.004207625932536761,0.047684625736140095,0.5933636982569777,0.0,0.0,4.820486551384843e-09,0.0,4.820486551384843e-09,0.2510796930763176,-1.508773016788202e-09,0.0,-1.508773016788202e-09,0.5865832212305845
0.1,-0.505541723864703,1.5814498477236167,0.0046797370023732715,0.042184679594469816,0.5958572097926634,0.0,0.0,3.433411006117085e-09,0.0,3.433411006117085e-09,0.255541723864703,-1.4881382728944472e-09,0.0,-1.4881382728944472e-09,0.5865832212512192
0.105,-0.5050357173528488,1.5814498477236167,0.005151709429662515,0.03630097824958033,0.5983411404328867,0.0,0.0,1.886784579597397e-09,0.0,1.886784579597397e-09,0.2600357173528488,-1.474837783930161e-09,0.0,-1.474837783930161e-09,0.5865832212645197
0.11,-0.504642426027198,1.5814498477236167,0.005664492749508893,0.030658672814001125,0.6004969158647169,0.0,0.0,4.879534612094519e-10,0.0,4.879534612094519e-10,0.264642426027198,-1.4689009388281438e-09,0.0,-1.4689009388281438e-09,0.5865832212704566
0.115,-0.5044872291818999,1.5814498477236167,0.006269875656725688,0.026430392737246684,0.6018063867116913,0.0,0.0,-3.4778061519160374e-10,0.0,-3.4778061519160374e-10,0.26948722918189993,-1.4685505067130993e-09,0.0,-1.4685505067130993e-09,0.586583221270807
0.12,-0.5043467690592494,1.5814498477236167,0.006836682795674222,0.02242790654536777,0.6029832695255841,0.0,0.0,-1.1558312891728468e-09,0.0,-1.1558312891728468e-09,0.2743467690592494,-1.4723095364740104e-09,0.0,-1.4723095364740104e-09,0.586583221267048
0.125,-0.5042194715886518,1.5814498477236167,0.007365297173457617,0.018675133141371862,0.6040340872614232,0.0,0.0,-1.935829198478665e-09,0.0,-1.935829198478665e-09,0.2792194715886518,-1.4800386876931392e-09,0.0,-1.4800386876931392e-09,0.5865832212593188
0.13,-0.5041039095218143,1.5814498477236167,0.007857644539288635,0.015238229750944236,0.6049679098759068,0.0,0.0,-2.6672021754822524e-09,0.0,-2.6672021754822524e-09,0.2841039095218143,-1.4915462661280416e-09,0.0,-1.4915462661280416e-09,0.5865832212478113
0.135,-0.5039988222475573,1.5814498477236167,0.008315801220208668,0.012148155375608247,0.6057920090972656,0.0,0.0,-3.3471059870168535e-09,0.0,-3.3471059870168535e-09,0.28899882224755735,-1.5065820365342894e-09,0.0,-1.5065820365342894e-09,0.5865832212327754
0.14,-0.5039030852316442,1.5814498477236167,0.008742011306639307,0.00941864493437342,0.6065194670054392,0.0,0.0,-3.980241052819402e-09,0.0,-3.980241052819402e-09,0.2939030852316442,-1.52490040413388e-09,0.0,-1.52490040413388e-09,0.586583221214457
