case,allocation,cells,medium,forcing,duration,snapshots,status,failure,elapsed_seconds,initial_total_energy,initial_field_energy,initial_thermal_inventory,maximum_thermal_balance_error,maximum_velocity_over_run,maximum_sound2_over_run,s,steps,minimum_thermal,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_inverse_stretch,maximum_inverse_stretch,total_slice_energy,field_slice_energy,material_slice_energy,thermal_inventory,thermal_balance_residual,net_charge,maximum_abs_charge_density,maximum_field_density,maximum_end_traction,thermal_endpoint,thermal_electrical,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
field4_fast_baseline_n128_force0_end0.5_snap101,field,128,baseline,0.0,0.5,101,constitutive_domain_limit,stored thermal energy reached zero,1.8365410845726728,122.1647029807945,20.771617895741976,5.570006386371622,0.10819501744415633,0.975570451962426,0.015395118435170257,0.04855581391200291,25.0,6.270618972958886e-07,-1.18125,0.975570451962426,0.015395118435170257,0.0006694874324496025,0.1801853658151638,122.7252764808527,18.32242080375057,104.40285567710212,5.580643858781797,-0.10819501744415633,0.0,0.12396833649837198,0.005741008044269358,0.01990984406015043,0.0,0.11883248985433155,0.0,0.0,0.0,0.0,4.3021142204224816e-16,-0.042721110987363003,0.08733013273765604,0.0,-7.105427357601002e-15,49.643519311560325,-95.9717231498163,0.0
field4_ideal_baseline_n128_force0_end0.5_snap101,field,128,baseline,0.0,0.5,101,constitutive_domain_limit,stored thermal energy reached zero,1.4341598618775606,122.1647029807945,20.771617895741976,5.570006386371622,0.0248773677431336,0.9561082182998462,0.014696864447428862,0.0370158759973034,17.0,8.935799116205345e-07,-1.19375,0.9561082182998462,0.014696864447428862,0.0008607897914746022,0.17169480206830187,122.69786366768712,19.159900694000807,103.5379629736863,5.545129018628488,-0.0248773677431336,0.0,0.12799007255668224,0.00574918307942139,0.019910055051802936,0.0,0.0,0.0,0.0,0.0,0.0,2.0816681711721685e-17,-0.033008240832116446,0.0754358202227319,0.0,2.1316282072803006e-14,36.01877615269231,-71.96153609972401,0.0
