x,radial_tension,radial_compression,ring_tension,ring_compression,skin
-2.1,0.0,252.80143109141818,0.0,0.0,0.0
-2.075,1.5663881404395241,257.8793179698834,0.0,0.0,0.0
-2.0500000000000003,2.974390530973542,262.07625663693204,0.0,0.0,0.0
-2.025,4.21960317516061,265.1662141810262,0.0,0.0,0.0
-2.0,5.305330573730183,267.02890318379707,0.0,0.0,0.0
-1.975,6.23367629297917,267.44690656898445,0.0,0.0,0.0
-1.9500000000000002,7.0138034034642,266.3588272790095,0.0,0.0,0.0
-1.925,7.6585298571943365,263.815773817327,0.0,0.0,0.0
-1.9000000000000001,8.18357179059543,260.01790582210816,0.0,0.0,0.0
-1.875,8.607352538387246,254.99775678624133,0.0,0.0,0.0
-1.85,8.942883032444513,248.94552456360944,0.0,0.0,0.0
-1.8250000000000002,9.205668346007014,242.09351384652115,0.0,0.0,0.0
-1.8,9.409194891494922,234.68077000521623,0.0,0.0,0.0
-1.7750000000000001,9.565358657689544,226.93892532151327,0.0,0.0,0.0
-1.75,9.6843734511657,219.0595583627252,0.0,0.0,0.0
-1.725,9.774590311753526,211.19684644432442,0.0,0.0,0.0
-1.7000000000000002,9.84262449148781,203.45487775065962,0.0,0.0,0.0
-1.675,9.893660859560303,195.91689346617395,0.0,0.0,0.0
-1.6500000000000001,9.931442691787801,188.9537617033368,0.0,0.0,0.0
-1.625,9.959828531864746,182.46559306558478,0.0,0.0,0.0
-1.6,9.981071463993299,176.4949524845051,0.0,0.0,0.0
-1.5750000000000002,9.996956843566258,171.09274414906167,0.0,0.0,0.0
-1.55,10.008926841861639,166.167161925946,0.0,0.0,0.0
-1.525,10.01799265745396,161.57733193234566,0.0,0.0,0.0
-1.5,10.024862533748406,157.22394054015513,0.0,0.0,0.0
-1.475,10.030206402233652,152.89866467249766,0.0,0.0,0.0
-1.4500000000000002,10.034611759021127,148.5858878035178,0.0,0.0,0.0
-1.425,10.038460928344373,144.3729126902616,0.0,0.0,0.0
-1.4,10.041943155465393,140.34939525989003,0.0,0.0,0.0
-1.375,10.045128365329113,136.5353732709944,0.0,0.0,0.0
-1.35,10.048157240010124,132.8032746071063,0.0,0.0,0.0
-1.3250000000000002,10.051015718745886,122.81031967303353,0.0,0.0,0.0
-1.3,10.054908529908905,108.1065081744886,0.0,0.0,0.0
-1.275,10.059600582535774,90.98146046065823,0.0,0.0,0.0
-1.25,10.064940103348434,70.88548799960965,0.0,0.0,0.0
-1.225,10.0709132272034,47.76498165339518,0.0,0.0,0.0
-1.2000000000000002,10.077458556386073,21.95962853014758,0.0,0.0,0.0
-1.175,10.085089802547007,0.0,0.0,0.0,0.0
-1.15,10.09759443659122,0.0,0.0,0.0,0.0
-1.125,10.115230113397455,0.0,0.0,0.0,0.0
-1.1,10.141139359986925,0.0,0.0,0.0,0.0
-1.075,10.185717009500582,0.0,0.0,0.0,0.0
-1.05,10.26410291004878,0.0,0.0,0.0,0.0
-1.0250000000000001,10.40822468611616,0.0,0.0,0.0,0.0
-1.0,10.645290149295704,0.0,0.0,0.0,180.5139322769252
-0.9750000000000001,10.882360495774826,0.0,0.0,0.0,134.03664875523373
-0.95,11.059038971679644,0.0,0.0,0.0,97.69167567164726
-0.925,11.18615190103406,0.0,0.0,0.0,69.91498828907773
-0.8999999999999999,11.273667112080325,0.0,0.0,0.0,49.509503463194115
-0.875,11.315932847902237,0.0,0.0,0.0,39.44827581886484
-0.8500000000000001,11.292779884966404,0.0,0.0,0.0,46.984904530480385
-0.825,11.193993544052576,0.0,0.0,0.0,76.206424631051
-0.8,11.030765415501092,0.0,0.0,0.0,123.2402493866221
-0.7749999999999999,10.916629621186623,0.0,0.0,0.0,146.13919193024645
-0.75,10.664912220003126,0.0,0.0,0.0,217.46319142124315
-0.7250000000000001,10.560132586431445,0.0,0.0,0.0,230.57890522962757
-0.7,10.396893188490274,0.0,0.0,0.0,266.2813363207034
-0.675,10.35998393023575,0.0,0.0,0.0,258.10882702411794
-0.6499999999999999,10.342281527600056,0.0,0.0,0.0,0.0
-0.625,10.337591286128879,0.0,0.0,0.0,0.0
-0.6000000000000001,10.331935410333678,0.0,0.0,0.0,0.0
-0.575,10.328023252997804,0.0,0.0,0.0,0.0
-0.55,10.480780315526024,0.0,0.0,0.0,0.0
-0.5249999999999999,10.308353973717825,0.0,0.0,0.0,0.0
-0.5,10.298613295498647,0.0,0.0,0.0,0.4470245545131199
