s,peak_velocity,peak_velocity_fraction,peak_velocity_l,material_fraction_above_09,material_fraction_above_099,maximum_density,maximum_radial_stress,reference_maximum_speed,density_peak_over_reference,radial_peak_over_reference
0.0,-0.20214036673420838,1.0,-0.5,0.0,0.0,0.6559991886895808,0.6464629060102149,0.20214036673420838,59.068839113839424,146.00820532979947
0.005,-0.19657604239257814,1.0,-0.5,0.0,0.0,0.6573718282654912,0.6478255345855983,0.19657604239257814,59.10835048085772,146.19583619762312
0.01,-0.19125189474758336,1.0,-0.5,0.0,0.0,0.6588030994652537,0.6492463786308939,0.19125189474758336,59.08203444286483,146.4385353078905
0.015,-0.18614521843470647,1.0,-0.5,0.0,0.0,0.660291135770493,0.6507235865308543,0.18614521843470647,58.9892541626298,146.711273672427
0.02,-0.1812353449910627,1.0,-0.5,0.0,0.0,0.6618329237269076,0.6522541680385436,0.1812353449910627,58.829224780120256,147.00461309715135
0.025,-0.17650372323014477,1.0,-0.5,0.0,0.0,0.6634246431560119,0.6538343319661792,0.17650372323014477,58.601052210288685,147.31437585727934
0.03,-0.17193197316561284,1.0,-0.5,0.0,0.0,0.6650620832721917,0.6554598992465905,0.17193197316561284,58.30378043732225,147.6381779083504
0.035,-0.16750125426353074,1.0,-0.5,0.0,0.0,0.6667410719384975,0.6571267290593186,0.16750125426353074,57.936441210291804,147.9743468400421
0.04,-0.16319300140300724,1.0,-0.5,0.0,0.0,0.6684578793299849,0.6588311195730439,0.16319300140300724,57.49810148494803,148.3216833274899
0.045,-0.15898965673757234,1.0,-0.5,0.0,0.0,0.6702095325437879,0.6605701203006158,0.15898965673757234,56.98790330100084,148.679377809394
0.05,-0.1548748210553393,1.0,-0.5,0.0,0.0,0.6719940159035038,0.6623417309913433,0.1622241665661431,56.40509382024072,149.04692010398352
0.055,-0.1508333977976479,1.0,-0.5,0.0,0.0,0.6738103401638081,0.6641449703799647,0.17815163148089544,55.74904489420194,149.42401467238605
0.06,-0.14685364761482528,1.0,-0.5,0.0,0.0,0.6756584737973984,0.6659798080142803,0.19396746037631202,55.019263314529184,149.81055147215616
0.065,-0.14308175690078503,0.9921875,-0.5097579543580455,0.0,0.0,0.6775391727528837,0.6678469952798403,0.2096585350125136,54.21539611283948,150.20646573260794
0.07,-0.1432279500787331,0.9921875,-0.509793619286667,0.0,0.0,0.6794537286307437,0.6697478154182129,0.22521231804363254,53.337235188355706,150.6118244342113
0.075,-0.1406899194931537,0.9921875,-0.5098423380629894,0.0,0.0,0.6814036878101534,0.6716838046899964,0.24061689406449352,52.384727464229556,151.02673668607886
0.08,-0.13927047098966025,0.5859375,-1.1674583623158132,0.0,0.0,0.6833905857797964,0.6736564886170044,0.25586100615618734,51.35799624015749,151.4512613235313
0.085,-0.14780972890237037,0.5859375,-1.1680892610675948,0.0,0.0,0.6854157254857991,0.6756671619114607,0.27093490927847824,50.257378325904654,151.88544663918935
0.09,-0.1563264402153869,0.5859375,-1.1687567364452398,0.0,0.0,0.6874800415005591,0.677716753601253,0.2858326603150379,49.083481522186176,152.3293189199922
0.095,-0.16481965208104105,0.5859375,-1.1694605510258669,0.0,0.0,0.6895840468774692,0.6798057742439174,0.30055012747237814,47.8372645253286,152.78286664703828
