s,x_rms,velocity_rms,heat_rms,density_rms,density_relative_rms,density_squared_error_at_ends,radial_rms,radial_relative_rms,radial_squared_error_at_ends
0.25,0.00016863913302818766,0.0031429693166235805,0.03166738696504343,0.0009014417895914238,0.006092006985633983,0.9951979517534061,0.0008991278870941329,0.006190806657531406,0.9954907884989417
0.5,0.0003588349862715042,0.007163332601959048,0.03272071098180719,0.001191741733438527,0.005627417167911553,0.9929681819589579,0.001187537336662917,0.005703088993328004,0.994345156549907
0.745,0.0004732877903151964,0.07051810037422276,0.04414075421711143,0.005293724208401031,0.01442529856619315,0.10211469746569864,0.006352795271315648,0.017589880671694154,0.07016310251113989
0.8150000000000001,0.0007414301322006095,0.10675792400692793,0.04930302537712471,0.012773644845671844,0.02846588407403193,0.02569461817231198,0.014152462293474027,0.03204478298463314,0.02063870886613182
1.0,0.0014678084744359995,0.2283036370245409,0.044453994799674254,0.07796873931129629,0.09053557566277717,0.0012964912144910656,0.07949868085892037,0.09369040619788765,0.0011606052292421824
