s,x_rms,velocity_rms,heat_rms,density_rms,density_relative_rms,density_squared_error_at_ends,radial_rms,radial_relative_rms,radial_squared_error_at_ends
0.25,4.038690944912048e-05,0.0013566267985559819,0.031591272972841714,0.01234386788480515,0.007822870517818483,0.995152207173988,0.012341957869657643,0.007835009034525055,0.9951561310219085
0.5,0.00010786948484734663,0.003465120442139357,0.031247769353043495,0.015833226328835565,0.007328561091240079,0.9939848186140164,0.015830594553490757,0.007338530207744311,0.9939858866588583
0.744999999999973,0.00021483107258658026,0.014072064814883234,0.03108829709397273,0.022065632638349018,0.006718258488586368,0.9924419031371892,0.022060507939650822,0.006725789680690867,0.9924428745998599
0.8149999999999653,0.00026205254566715624,0.016737579080598655,0.031241579619267268,0.024518952846496928,0.0065200796599986085,0.9918488359094204,0.024512369676094936,0.006526809874882201,0.9918880347627259
0.9999999999999449,0.00036887434239117465,0.031027994150384357,0.03147253422426547,0.0326228544195222,0.005937150104903743,0.9865875207212922,0.032590101450299655,0.00593824938381875,0.9879137564413606
1.2849999999999135,0.0005104057634502063,0.04347353341920423,0.0313745604057085,0.05074440343317918,0.005066223977295974,0.8885372343584496,0.05025370189669978,0.005022928538436082,0.9044908632849616
