s,peak_velocity,peak_velocity_fraction,peak_velocity_l,material_fraction_above_09,material_fraction_above_099,maximum_density,maximum_radial_stress,reference_maximum_speed,density_peak_over_reference,radial_peak_over_reference
0.0,-0.20214036673420838,1.0,-0.5,0.0,0.0,0.660933161025028,0.6513968783456622,0.20214036673420838,59.51311408109487,147.1225777696532
0.005,-0.19657604239257814,1.0,-0.5,0.0,0.0,0.662309507965077,0.6527632626290412,0.19657604239257814,59.55232767868717,147.31014127158002
0.01,-0.19125189474758336,1.0,-0.5,0.0,0.0,0.6637322247824887,0.6541756922200278,0.19125189474758336,59.524082684596635,147.55034969118864
0.015,-0.18614521843470647,1.0,-0.5,0.0,0.0,0.66520132916472,0.6556341857141375,0.18614521843470647,59.42792224467474,147.81841082802802
0.02,-0.1812353449910627,1.0,-0.5,0.0,0.0,0.6667166652248578,0.6571385894108106,0.1812353449910627,59.263332416731984,148.10546075626687
0.025,-0.17650372323014477,1.0,-0.5,0.0,0.0,0.6682779151706394,0.6586885888907441,0.17650372323014477,59.02974723941355,148.4080807824134
0.03,-0.17193197316561284,1.0,-0.5,0.0,0.0,0.6698846179401544,0.6602837275099399,0.17193197316561284,58.72655600896343,148.72471457697392
0.035,-0.16750125426353074,1.0,-0.5,0.0,0.0,0.6715361845445872,0.6619234216247565,0.16750125426353074,58.35311234589731,149.0544846855673
0.04,-0.16319300140300724,1.0,-0.5,0.0,0.0,0.6732319252857304,0.6636069876072275,0.16319300140300724,57.908746025681694,149.396867490981
0.045,-0.15898965673757234,1.0,-0.5,0.0,0.0,0.6749710724923565,0.6653336644123166,0.15898965673757234,57.39277694868379,149.7515437353565
0.05,-0.1548748210553393,1.0,-0.5,0.0,0.0,0.676752807523279,0.6671026403824636,0.1622241665661431,56.804532031641315,150.11826869707087
0.055,-0.1508333977976479,1.0,-0.5,0.0,0.0,0.6785762912989199,0.6689130835569043,0.17815163148089544,56.14336538463895,150.49677836869623
0.06,-0.14685364761482528,1.0,-0.5,0.0,0.0,0.6804406879046655,0.6707641651037269,0.19396746037631202,55.408681796495976,150.8867810595769
0.065,-0.14292547817424459,1.0,-0.5,0.0,0.0,0.6823451959004153,0.6726550904048936,0.2096585350125136,54.599964945387164,151.28786159235545
0.07,-0.13904300434972452,1.0,-0.5,0.0,0.0,0.6842890711562224,0.6745851217293983,0.22521231804363254,53.71681041273111,151.69963019050152
0.075,-0.1352046555177842,1.0,-0.5,0.0,0.0,0.6862716498217228,0.6765536010408898,0.24061689406449352,52.758965038584066,152.12170048610773
0.08,-0.1384596902061847,0.59375,-1.1549587099048542,0.0,0.0,0.6882923708708547,0.6785599723852833,0.25586100615618734,51.72637395198882,152.553661158067
0.085,-0.14709212461614876,0.59375,-1.1555924154798778,0.0,0.0,0.6903507882407552,0.6806037939476843,0.27093490927847824,50.61923654817132,152.99516841343387
0.09,-0.15572847394796904,0.59375,-1.1562635564041113,0.0,0.0,0.6924465873784371,0.6826847544872078,0.2858326603150379,49.438074162132246,153.44596859307475
0.095,-0.16436897018105423,0.59375,-1.1569720135918447,0.0,0.0,0.6945795908287027,0.6848026788915247,0.30055012747237814,48.1838113436971,153.9058953786969
0.1,-0.17301337078041382,0.59375,-1.1577176631293407,0.0,0.0,0.696749761942008,0.6869575318653355,0.315084323160609,46.85787429635345,154.3748599374239
0.105,-0.18166097090215738,0.59375,-1.1585003742231248,0.0,0.0,0.6989572068486024,0.6891494198979184,0.3294333302127811,45.46231018542032,154.8528308371934
0.11,-0.19031061504486033,0.59375,-1.1593200072100203,0.0,0.0,0.7012021656072589,0.6913785824815188,0.3435962208094632,43.999931364262814,155.33979651471708
0.115,-0.19896071719182984,0.59375,-1.1601764116556492,0.0,0.0,0.7034850078448776,0.6936453877890398,0.35757297659254367,42.47449012822473,155.83576757216426
0.12,-0.20760928048517732,0.59375,-1.1610694245716366,0.0,0.0,0.7058062184864637,0.6959503185112358,0.37136440387722025,40.89088899619004,156.34075408273017
0.125,-0.2162539216855851,0.59375,-1.161998868737058,0.0,0.0,0.7081663831934788,0.6982939574036369,0.38497204958606007,39.25543259239231,156.85477445320302
0.13,-0.22489190079519583,0.59375,-1.1629645511742561,0.0,0.0,0.7105661742667405,0.7006769732940573,0.39839811903370786,37.57612623227273,157.37787020060588
0.135,-0.2335201495880676,0.59375,-1.1639662617681348,0.0,0.0,0.7130063285697381,0.7031000991650598,0.4116453912987041,35.86302404768327,157.91009690686437
0.14,-0.24213530867236976,0.59375,-1.1650037720511672,0.0,0.0,0.715487632956166,0.7055641176873048,0.4247171412513001,34.128625589854295,158.45154388167535
0.145,-0.2507337633675754,0.59375,-1.1660768341782313,0.0,0.0,0.718010903288407,0.7080698403871667,0.43761706037518333,32.38831001902881,159.00232187061917
0.15,-0.25931168396583804,0.59375,-1.1671851800790574,0.0,0.0,0.7205769666550529,0.7106180899898576,0.4503491821056989,30.66078184196763,159.56256437495196
0.155,-0.26786507053428565,0.59375,-1.1683285208273273,0.0,0.0,0.7231866475329422,0.7132096866785911,0.46291781218993344,28.968475821273028,160.13242621372297
0.16,-0.2763897956750867,0.59375,-1.1695065462153262,0.0,0.0,0.725840749428491,0.7158454298629879,0.4753274587112888,27.33782916414499,160.71206664448462
0.165,-0.2848816551092306,0.59375,-1.170718924549417,0.0,0.0,0.7285400470012297,0.7185260903563364,0.48758273700170024,25.79927631678983,161.30165717647316
0.17,-0.29333640020748847,0.59375,-1.1719653026736632,0.0,0.0,0.7312852745721805,0.7212523989616529,0.49968819291546257,24.3867609526255,161.90137723415728
0.17500000000000002,-0.3018067923064692,0.609375,-1.1480491583976833,0.0,0.0,0.7340771200171015,0.7240250404047687,0.5116473461246144,23.13651620494818,162.51141018767683
0.18,-0.31104327142327187,0.609375,-1.1493901491842982,0.0,0.0,0.7369162242349175,0.7268446528039197,0.5234626245866759,22.084881462230673,163.13194142438107
0.185,-0.3202837419230381,0.609375,-1.150768634476725,0.0,0.0,0.7398031772452427,0.729711823791075,0.5351363304500103,21.265064062139725,163.76315864269458
0.19,-0.32952179222194855,0.609375,-1.152184384885896,0.0,0.0,0.7427385251072014,0.7326270973806029,0.5466706668967634,20.703054445256033,164.40524789952306
0.195,-0.3387508264447427,0.609375,-1.1536371378123111,0.0,0.0,0.7457227731279013,0.7355909771530488,0.5580677157199251,20.413302441389643,165.05839367281627
0.2,-0.3479641199488828,0.609375,-1.155126597101234,0.0,0.0,0.7487563936571251,0.7386039339942175,0.569329419406887,20.395055328957383,165.72277519958098
0.20500000000000002,-0.35715486795711454,0.609375,-1.1566524329528545,0.0,0.0,0.7518398381280639,0.741666418052148,0.5804575676062119,20.630170268746795,166.39856401470578
0.21,-0.3663162310698824,0.609375,-1.1582142820594945,0.0,0.0,0.7549735440319694,0.7447788656629677,0.591453781825789,21.082629488495325,167.08592521231049
0.215,-0.3754413890618335,0.609375,-1.15981174798248,0.0,0.0,0.7581579504760183,0.7479417148028579,0.6023195080574838,21.69911857548714,167.7850145773011
0.22,-0.384523591370291,0.609375,-1.1614444017803822,0.0,0.0,0.761393507689411,0.7511554145300602,0.6130560073851461,22.409296854983776,168.49598184791685
0.225,-0.39355621058893425,0.609375,-1.16311178287443,0.0,0.0,0.7646806885156798,0.754420436400659,0.6236643505026245,23.12414624505583,169.21897136281547
0.23,-0.4025327986433879,0.609375,-1.1648134001703347,0.0,0.0,0.7680200015125048,0.7577372874822076,0.6341454159666052,22.99026281758384,169.95412407563197
0.23500000000000001,-0.41144713814125816,0.609375,-1.1665487334191242,0.0,0.0,0.7714119965111242,0.7611065158783298,0.644499885706703,21.582268026579843,170.70158201725835
0.24,-0.42029329963936435,0.609375,-1.1683172348170459,0.0,0.0,0.7748572763178256,0.7645287223552919,0.6547282370801867,20.340354038157287,171.46148997129995
0.245,-0.429065693191045,0.609375,-1.1701183308426315,0.0,0.0,0.7783565003465148,0.768004563954251,0.6648307446160864,19.3410584825411,172.23400032781748
0.25,-0.4377591204694644,0.609375,-1.1719514243074665,0.0,0.0,0.7819103884915053,0.7715347578426579,0.6748074973868674,18.6531122822405,173.01927642255524
0.255,-0.4463688271138687,0.609375,-1.173815896624701,0.0,0.0,0.7855197252865198,0.7751200854505335,0.684658406476539,18.302647396326556,144.46517535286313
0.26,-0.4548899809430234,0.609375,-1.1757111097118091,0.0,0.0,0.7891853557499441,0.7787613883482024,0.6943824329260293,17.85946640215917,133.07119083351785
0.265,-0.46331551922314174,0.609375,-1.1776364012233622,0.0,0.0,0.792908186946494,0.7824595698027984,0.7039746874867419,15.371647905085629,135.77669040467813
0.27,-0.4730655665911076,0.625,-1.1531510481441083,0.0,0.0,0.7966891816625569,0.7862155885003217,0.7134292191963459,13.017147986780635,112.70907192586853
