id,layout,module,compartment_count,compartment,domain,boundary,angular_index,geometry_stride,nodes,control,lowest_squared_frequency
207,broad,1,32,9,"[np.float64(1.5512274915707747), np.float64(1.5991642662198735)]",dirichlet,0,1,1025,mesh,1359.9965607105921
208,broad,1,32,10,"[np.float64(1.5991642662198735), np.float64(1.646275566546754)]",dirichlet,0,1,257,mesh,1354.6149514497283
209,broad,1,32,10,"[np.float64(1.5991642662198735), np.float64(1.646275566546754)]",dirichlet,0,1,513,mesh,1354.6023244166415
210,broad,1,32,10,"[np.float64(1.5991642662198735), np.float64(1.646275566546754)]",dirichlet,0,1,1025,mesh,1354.5991676717165
211,broad,1,32,11,"[np.float64(1.646275566546754), np.float64(1.692994878567967)]",dirichlet,0,1,257,mesh,1350.7528673551717
212,broad,1,32,11,"[np.float64(1.646275566546754), np.float64(1.692994878567967)]",dirichlet,0,1,513,mesh,1350.7402393874215
213,broad,1,32,11,"[np.float64(1.646275566546754), np.float64(1.692994878567967)]",dirichlet,0,1,1025,mesh,1350.7370824105747
214,broad,1,32,12,"[np.float64(1.692994878567967), np.float64(1.7396044417726872)]",dirichlet,0,1,257,mesh,1348.0202708005993
215,broad,1,32,12,"[np.float64(1.692994878567967), np.float64(1.7396044417726872)]",dirichlet,0,1,513,mesh,1348.0076424682925
216,broad,1,32,12,"[np.float64(1.692994878567967), np.float64(1.7396044417726872)]",dirichlet,0,1,1025,mesh,1348.0044854008004
217,broad,1,32,13,"[np.float64(1.7396044417726872), np.float64(1.7863386500447436)]",dirichlet,0,1,257,mesh,1346.0889842128583
218,broad,1,32,13,"[np.float64(1.7396044417726872), np.float64(1.7863386500447436)]",dirichlet,0,1,513,mesh,1346.076355705764
219,broad,1,32,13,"[np.float64(1.7396044417726872), np.float64(1.7863386500447436)]",dirichlet,0,1,1025,mesh,1346.0731985948687
220,broad,1,32,14,"[np.float64(1.7863386500447436), np.float64(1.8334279805072633)]",dirichlet,0,1,257,mesh,1344.7317010272125
221,broad,1,32,14,"[np.float64(1.7863386500447436), np.float64(1.8334279805072633)]",dirichlet,0,1,513,mesh,1344.7190722682278
222,broad,1,32,14,"[np.float64(1.7863386500447436), np.float64(1.8334279805072633)]",dirichlet,0,1,1025,mesh,1344.7159150933978
223,broad,1,32,15,"[np.float64(1.8334279805072633), np.float64(1.8811199211601528)]",dirichlet,0,1,257,mesh,1343.7779662504477
224,broad,1,32,15,"[np.float64(1.8334279805072633), np.float64(1.8811199211601528)]",dirichlet,0,1,513,mesh,1343.7653369780971
225,broad,1,32,15,"[np.float64(1.8334279805072633), np.float64(1.8811199211601528)]",dirichlet,0,1,1025,mesh,1343.762179674691
226,broad,1,32,16,"[np.float64(1.8811199211601528), np.float64(1.92969059761228)]",dirichlet,0,1,257,mesh,1343.1015288437968
227,broad,1,32,16,"[np.float64(1.8811199211601528), np.float64(1.92969059761228)]",dirichlet,0,1,513,mesh,1343.0888986433663
228,broad,1,32,16,"[np.float64(1.8811199211601528), np.float64(1.92969059761228)]",dirichlet,0,1,1025,mesh,1343.0857411081276
229,broad,1,32,16,"[np.float64(1.8811199211601528), np.float64(1.92969059761228)]",dirichlet,0,2,1025,metric,1343.0857411101852
230,broad,1,32,16,"[np.float64(1.8811199211601528), np.float64(1.92969059761228)]",dirichlet,0,4,1025,metric,1343.0857411448817
231,broad,1,32,17,"[np.float64(1.92969059761228), np.float64(1.9794519722090802)]",dirichlet,0,1,257,mesh,1342.6115240568663
232,broad,1,32,17,"[np.float64(1.92969059761228), np.float64(1.9794519722090802)]",dirichlet,0,1,513,mesh,1342.5988923762277
233,broad,1,32,17,"[np.float64(1.92969059761228), np.float64(1.9794519722090802)]",dirichlet,0,1,1025,mesh,1342.5957344707342
234,broad,1,32,18,"[np.float64(1.9794519722090802), np.float64(2.0307554022601417)]",dirichlet,0,1,257,mesh,1342.2445823129842
235,broad,1,32,18,"[np.float64(1.9794519722090802), np.float64(2.0307554022601417)]",dirichlet,0,1,513,mesh,1342.231948493841
236,broad,1,32,18,"[np.float64(1.9794519722090802), np.float64(2.0307554022601417)]",dirichlet,0,1,1025,mesh,1342.2287900539268
237,broad,1,32,19,"[np.float64(2.0307554022601417), np.float64(2.0839902313226273)]",dirichlet,0,1,257,mesh,1341.9582465034857
238,broad,1,32,19,"[np.float64(2.0307554022601417), np.float64(2.0839902313226273)]",dirichlet,0,1,513,mesh,1341.945609862666
239,broad,1,32,19,"[np.float64(2.0307554022601417), np.float64(2.0839902313226273)]",dirichlet,0,1,1025,mesh,1341.9424507156702
240,broad,1,32,20,"[np.float64(2.0839902313226273), np.float64(2.1395744532637266)]",dirichlet,0,1,257,mesh,1341.7260540715984
241,broad,1,32,20,"[np.float64(2.0839902313226273), np.float64(2.1395744532637266)]",dirichlet,0,1,513,mesh,1341.7134140437029
242,broad,1,32,20,"[np.float64(2.0839902313226273), np.float64(2.1395744532637266)]",dirichlet,0,1,1025,mesh,1341.7102540506278
243,broad,1,32,21,"[np.float64(2.1395744532637266), np.float64(2.1979331512330424)]",dirichlet,0,1,257,mesh,1341.5343059217234
244,broad,1,32,21,"[np.float64(2.1395744532637266), np.float64(2.1979331512330424)]",dirichlet,0,1,513,mesh,1341.5216622685207
245,broad,1,32,21,"[np.float64(2.1395744532637266), np.float64(2.1979331512330424)]",dirichlet,0,1,1025,mesh,1341.5185013701794
246,broad,1,32,22,"[np.float64(2.1979331512330424), np.float64(2.259460334154763)]",dirichlet,0,1,257,mesh,1341.3800240296216
247,broad,1,32,22,"[np.float64(2.1979331512330424), np.float64(2.259460334154763)]",dirichlet,0,1,513,mesh,1341.367377075073
248,broad,1,32,22,"[np.float64(2.1979331512330424), np.float64(2.259460334154763)]",dirichlet,0,1,1025,mesh,1341.364215350061
249,broad,1,32,23,"[np.float64(2.259460334154763), np.float64(2.3244630762385112)]",dirichlet,0,1,257,mesh,1341.2688721825418
250,broad,1,32,23,"[np.float64(2.259460334154763), np.float64(2.3244630762385112)]",dirichlet,0,1,513,mesh,1341.256222947078
251,broad,1,32,23,"[np.float64(2.259460334154763), np.float64(2.3244630762385112)]",dirichlet,0,1,1025,mesh,1341.2530606511166
252,broad,1,32,24,"[np.float64(2.3244630762385112), np.float64(2.393095666359519)]",dirichlet,0,1,257,mesh,1341.2112462722416
253,broad,1,32,24,"[np.float64(2.3244630762385112), np.float64(2.393095666359519)]",dirichlet,0,1,513,mesh,1341.198596376854
254,broad,1,32,24,"[np.float64(2.3244630762385112), np.float64(2.393095666359519)]",dirichlet,0,1,1025,mesh,1341.195433919381
255,broad,1,32,25,"[np.float64(2.393095666359519), np.float64(2.465304336518743)]",dirichlet,0,1,257,mesh,1341.2154812575357
256,broad,1,32,25,"[np.float64(2.393095666359519), np.float64(2.465304336518743)]",dirichlet,0,1,513,mesh,1341.202832502928
257,broad,1,32,25,"[np.float64(2.393095666359519), np.float64(2.465304336518743)]",dirichlet,0,1,1025,mesh,1341.1996703307948
258,broad,1,32,26,"[np.float64(2.465304336518743), np.float64(2.540810786097095)]",dirichlet,0,1,257,mesh,1341.2801275148122
259,broad,1,32,26,"[np.float64(2.465304336518743), np.float64(2.540810786097095)]",dirichlet,0,1,513,mesh,1341.2674813102078
260,broad,1,32,26,"[np.float64(2.465304336518743), np.float64(2.540810786097095)]",dirichlet,0,1,1025,mesh,1341.2643197779814
261,broad,1,32,27,"[np.float64(2.540810786097095), np.float64(2.61915223474268)]",dirichlet,0,1,257,mesh,1341.3904380954343
262,broad,1,32,27,"[np.float64(2.540810786097095), np.float64(2.61915223474268)]",dirichlet,0,1,513,mesh,1341.3777950867734
263,broad,1,32,27,"[np.float64(2.540810786097095), np.float64(2.61915223474268)]",dirichlet,0,1,1025,mesh,1341.3746343506214
264,broad,1,32,28,"[np.float64(2.61915223474268), np.float64(2.6997673077365403)]",dirichlet,0,1,257,mesh,1341.5226607722725
265,broad,1,32,28,"[np.float64(2.61915223474268), np.float64(2.6997673077365403)]",dirichlet,0,1,513,mesh,1341.5100208649371
266,broad,1,32,28,"[np.float64(2.61915223474268), np.float64(2.6997673077365403)]",dirichlet,0,1,1025,mesh,1341.5068609020393
267,broad,1,32,29,"[np.float64(2.6997673077365403), np.float64(2.782092400461494)]",dirichlet,0,1,257,mesh,1341.653231798103
268,broad,1,32,29,"[np.float64(2.6997673077365403), np.float64(2.782092400461494)]",dirichlet,0,1,513,mesh,1341.6405944647033
269,broad,1,32,29,"[np.float64(2.6997673077365403), np.float64(2.782092400461494)]",dirichlet,0,1,1025,mesh,1341.6374351450543
270,broad,1,32,30,"[np.float64(2.782092400461494), np.float64(2.8656335772263715)]",dirichlet,0,1,257,mesh,1341.7661024519268
271,broad,1,32,30,"[np.float64(2.782092400461494), np.float64(2.8656335772263715)]",dirichlet,0,1,513,mesh,1341.753467050426
272,broad,1,32,30,"[np.float64(2.782092400461494), np.float64(2.8656335772263715)]",dirichlet,0,1,1025,mesh,1341.7503082141943
273,broad,1,32,31,"[np.float64(2.8656335772263715), np.float64(2.95)]",dirichlet,0,1,257,mesh,1341.8545425376285
274,broad,1,32,31,"[np.float64(2.8656335772263715), np.float64(2.95)]",dirichlet,0,1,513,mesh,1341.841908496768
275,broad,1,32,31,"[np.float64(2.8656335772263715), np.float64(2.95)]",dirichlet,0,1,1025,mesh,1341.8387500027598
276,broad,1,32,31,"[np.float64(2.8656335772263715), np.float64(2.95)]",dirichlet,0,2,1025,metric,1341.8387500035337
277,broad,1,32,31,"[np.float64(2.8656335772263715), np.float64(2.95)]",dirichlet,0,4,1025,metric,1341.8387500087424
278,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,0,1,257,mesh,2.589132584995795
279,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,0,1,513,mesh,2.5888310487315067
280,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,0,1,1025,mesh,2.5887556711938586
281,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,0,2,1025,metric,2.5887556711956634
282,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,0,4,1025,metric,2.588755671224021
283,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,1,1,1025,angular,4.444575634132631
284,narrow,0,1,0,"[np.float64(-2.95), np.float64(0.95)]",dirichlet,2,1,1025,angular,6.296316966898875
285,narrow,0,8,0,"[np.float64(-2.95), np.float64(-2.357716800847985)]",dirichlet,0,1,257,mesh,23.280044950691252
286,narrow,0,8,0,"[np.float64(-2.95), np.float64(-2.357716800847985)]",dirichlet,0,1,513,mesh,23.279810265666832
287,narrow,0,8,0,"[np.float64(-2.95), np.float64(-2.357716800847985)]",dirichlet,0,1,1025,mesh,23.279751594763862
288,narrow,0,8,0,"[np.float64(-2.95), np.float64(-2.357716800847985)]",dirichlet,0,2,1025,metric,23.27975159475795
289,narrow,0,8,0,"[np.float64(-2.95), np.float64(-2.357716800847985)]",dirichlet,0,4,1025,metric,23.279751594626465
290,narrow,0,8,1,"[np.float64(-2.357716800847985), np.float64(-1.9288188720038135)]",dirichlet,0,1,257,mesh,23.501034773067193
291,narrow,0,8,1,"[np.float64(-2.357716800847985), np.float64(-1.9288188720038135)]",dirichlet,0,1,513,mesh,23.50080351695405
292,narrow,0,8,1,"[np.float64(-2.357716800847985), np.float64(-1.9288188720038135)]",dirichlet,0,1,1025,mesh,23.50074570310374
293,narrow,0,8,2,"[np.float64(-1.9288188720038135), np.float64(-1.574176916903533)]",dirichlet,0,1,257,mesh,28.841676055956157
294,narrow,0,8,2,"[np.float64(-1.9288188720038135), np.float64(-1.574176916903533)]",dirichlet,0,1,513,mesh,28.84145081402881
295,narrow,0,8,2,"[np.float64(-1.9288188720038135), np.float64(-1.574176916903533)]",dirichlet,0,1,1025,mesh,28.841394503745175
296,narrow,0,8,3,"[np.float64(-1.574176916903533), np.float64(-1.1766820015654724)]",dirichlet,0,1,257,mesh,84.52391443264253
297,narrow,0,8,3,"[np.float64(-1.574176916903533), np.float64(-1.1766820015654724)]",dirichlet,0,1,513,mesh,84.52321821139358
298,narrow,0,8,3,"[np.float64(-1.574176916903533), np.float64(-1.1766820015654724)]",dirichlet,0,1,1025,mesh,84.52304415354689
299,narrow,0,8,4,"[np.float64(-1.1766820015654724), np.float64(-0.7205870435094847)]",dirichlet,0,1,257,mesh,364.0422256281814
300,narrow,0,8,4,"[np.float64(-1.1766820015654724), np.float64(-0.7205870435094847)]",dirichlet,0,1,513,mesh,364.0406490875966
301,narrow,0,8,4,"[np.float64(-1.1766820015654724), np.float64(-0.7205870435094847)]",dirichlet,0,1,1025,mesh,364.0402549318462
302,narrow,0,8,4,"[np.float64(-1.1766820015654724), np.float64(-0.7205870435094847)]",dirichlet,0,2,1025,metric,364.040254929469
303,narrow,0,8,4,"[np.float64(-1.1766820015654724), np.float64(-0.7205870435094847)]",dirichlet,0,4,1025,metric,364.04025489488583
304,narrow,0,8,5,"[np.float64(-0.7205870435094847), np.float64(-0.3303355020556483)]",dirichlet,0,1,257,mesh,452.15665575445314
305,narrow,0,8,5,"[np.float64(-0.7205870435094847), np.float64(-0.3303355020556483)]",dirichlet,0,1,513,mesh,452.15638583618335
306,narrow,0,8,5,"[np.float64(-0.7205870435094847), np.float64(-0.3303355020556483)]",dirichlet,0,1,1025,mesh,452.15631835640306
307,narrow,0,8,6,"[np.float64(-0.3303355020556483), np.float64(0.05508395993845954)]",dirichlet,0,1,257,mesh,513.9948274832176
308,narrow,0,8,6,"[np.float64(-0.3303355020556483), np.float64(0.05508395993845954)]",dirichlet,0,1,513,mesh,513.9945043571454
309,narrow,0,8,6,"[np.float64(-0.3303355020556483), np.float64(0.05508395993845954)]",dirichlet,0,1,1025,mesh,513.9944235741751
310,narrow,0,8,7,"[np.float64(0.05508395993845954), np.float64(0.95)]",dirichlet,0,1,257,mesh,51.97341848550485
311,narrow,0,8,7,"[np.float64(0.05508395993845954), np.float64(0.95)]",dirichlet,0,1,513,mesh,51.97191612217449
312,narrow,0,8,7,"[np.float64(0.05508395993845954), np.float64(0.95)]",dirichlet,0,1,1025,mesh,51.971540384701726
313,narrow,0,8,7,"[np.float64(0.05508395993845954), np.float64(0.95)]",dirichlet,0,2,1025,metric,51.971540388281845
314,narrow,0,8,7,"[np.float64(0.05508395993845954), np.float64(0.95)]",dirichlet,0,4,1025,metric,51.97154043291076
315,narrow,0,32,0,"[np.float64(-2.95), np.float64(-2.7922937508762242)]",dirichlet,0,1,257,mesh,380.63306404465817
316,narrow,0,32,0,"[np.float64(-2.95), np.float64(-2.7922937508762242)]",dirichlet,0,1,513,mesh,380.6294764198537
317,narrow,0,32,0,"[np.float64(-2.95), np.float64(-2.7922937508762242)]",dirichlet,0,1,1025,mesh,380.6285795183896
318,narrow,0,32,0,"[np.float64(-2.95), np.float64(-2.7922937508762242)]",dirichlet,0,2,1025,metric,380.62857951793706
319,narrow,0,32,0,"[np.float64(-2.95), np.float64(-2.7922937508762242)]",dirichlet,0,4,1025,metric,380.6285795199046
320,narrow,0,32,1,"[np.float64(-2.7922937508762242), np.float64(-2.638761212595903)]",dirichlet,0,1,257,mesh,380.4279894484285
321,narrow,0,32,1,"[np.float64(-2.7922937508762242), np.float64(-2.638761212595903)]",dirichlet,0,1,513,mesh,380.42439828596946
322,narrow,0,32,1,"[np.float64(-2.7922937508762242), np.float64(-2.638761212595903)]",dirichlet,0,1,1025,mesh,380.423500499711
323,narrow,0,32,2,"[np.float64(-2.638761212595903), np.float64(-2.4927560617418165)]",dirichlet,0,1,257,mesh,380.1829967153755
324,narrow,0,32,2,"[np.float64(-2.638761212595903), np.float64(-2.4927560617418165)]",dirichlet,0,1,513,mesh,380.1794000019848
325,narrow,0,32,2,"[np.float64(-2.638761212595903), np.float64(-2.4927560617418165)]",dirichlet,0,1,1025,mesh,380.1785008280752
326,narrow,0,32,3,"[np.float64(-2.4927560617418165), np.float64(-2.357716800847985)]",dirichlet,0,1,257,mesh,380.0309175316394
327,narrow,0,32,3,"[np.float64(-2.4927560617418165), np.float64(-2.357716800847985)]",dirichlet,0,1,513,mesh,380.0273156918809
328,narrow,0,32,3,"[np.float64(-2.4927560617418165), np.float64(-2.357716800847985)]",dirichlet,0,1,1025,mesh,380.02641523608895
329,narrow,0,32,4,"[np.float64(-2.357716800847985), np.float64(-2.235309684059496)]",dirichlet,0,1,257,mesh,380.0818938176874
330,narrow,0,32,4,"[np.float64(-2.357716800847985), np.float64(-2.235309684059496)]",dirichlet,0,1,513,mesh,380.0782916543735
331,narrow,0,32,4,"[np.float64(-2.357716800847985), np.float64(-2.235309684059496)]",dirichlet,0,1,1025,mesh,380.07739111896126
332,narrow,0,32,5,"[np.float64(-2.235309684059496), np.float64(-2.1246889700902925)]",dirichlet,0,1,257,mesh,380.3212518394587
333,narrow,0,32,5,"[np.float64(-2.235309684059496), np.float64(-2.1246889700902925)]",dirichlet,0,1,513,mesh,380.3176546915127
334,narrow,0,32,5,"[np.float64(-2.235309684059496), np.float64(-2.1246889700902925)]",dirichlet,0,1,1025,mesh,380.3167554083076
335,narrow,0,32,6,"[np.float64(-2.1246889700902925), np.float64(-2.0234403703895603)]",dirichlet,0,1,257,mesh,380.7013743672364
336,narrow,0,32,6,"[np.float64(-2.1246889700902925), np.float64(-2.0234403703895603)]",dirichlet,0,1,513,mesh,380.6977838321787
337,narrow,0,32,6,"[np.float64(-2.1246889700902925), np.float64(-2.0234403703895603)]",dirichlet,0,1,1025,mesh,380.69688620262195
338,narrow,0,32,7,"[np.float64(-2.0234403703895603), np.float64(-1.9288188720038135)]",dirichlet,0,1,257,mesh,381.2642046532136
339,narrow,0,32,7,"[np.float64(-2.0234403703895603), np.float64(-1.9288188720038135)]",dirichlet,0,1,513,mesh,381.2606192073006
340,narrow,0,32,7,"[np.float64(-2.0234403703895603), np.float64(-1.9288188720038135)]",dirichlet,0,1,1025,mesh,381.25972284961654
341,narrow,0,32,8,"[np.float64(-1.9288188720038135), np.float64(-1.8383959714773008)]",dirichlet,0,1,257,mesh,382.2064088108458
342,narrow,0,32,8,"[np.float64(-1.9288188720038135), np.float64(-1.8383959714773008)]",dirichlet,0,1,513,mesh,382.2028261683009
343,narrow,0,32,8,"[np.float64(-1.9288188720038135), np.float64(-1.8383959714773008)]",dirichlet,0,1,1025,mesh,382.2019305112149
344,narrow,0,32,9,"[np.float64(-1.8383959714773008), np.float64(-1.7502004839328829)]",dirichlet,0,1,257,mesh,383.96759317804697
345,narrow,0,32,9,"[np.float64(-1.8383959714773008), np.float64(-1.7502004839328829)]",dirichlet,0,1,513,mesh,383.96401159125793
346,narrow,0,32,9,"[np.float64(-1.8383959714773008), np.float64(-1.7502004839328829)]",dirichlet,0,1,1025,mesh,383.9631161987404
347,narrow,0,32,10,"[np.float64(-1.7502004839328829), np.float64(-1.6626166749990081)]",dirichlet,0,1,257,mesh,387.39259734298685
348,narrow,0,32,10,"[np.float64(-1.7502004839328829), np.float64(-1.6626166749990081)]",dirichlet,0,1,513,mesh,387.3890157586823
349,narrow,0,32,10,"[np.float64(-1.7502004839328829), np.float64(-1.6626166749990081)]",dirichlet,0,1,1025,mesh,387.38812036685493
350,narrow,0,32,11,"[np.float64(-1.6626166749990081), np.float64(-1.574176916903533)]",dirichlet,0,1,257,mesh,393.98605405692274
351,narrow,0,32,11,"[np.float64(-1.6626166749990081), np.float64(-1.574176916903533)]",dirichlet,0,1,513,mesh,393.98247159889587
352,narrow,0,32,11,"[np.float64(-1.6626166749990081), np.float64(-1.574176916903533)]",dirichlet,0,1,1025,mesh,393.9815759882634
353,narrow,0,32,12,"[np.float64(-1.574176916903533), np.float64(-1.4833082038936882)]",dirichlet,0,1,257,mesh,406.33868797321117
354,narrow,0,32,12,"[np.float64(-1.574176916903533), np.float64(-1.4833082038936882)]",dirichlet,0,1,513,mesh,406.3351029283489
355,narrow,0,32,12,"[np.float64(-1.574176916903533), np.float64(-1.4833082038936882)]",dirichlet,0,1,1025,mesh,406.33420667140376
356,narrow,0,32,13,"[np.float64(-1.4833082038936882), np.float64(-1.3881153419541563)]",dirichlet,0,1,257,mesh,428.9370937765539
357,narrow,0,32,13,"[np.float64(-1.4833082038936882), np.float64(-1.3881153419541563)]",dirichlet,0,1,513,mesh,428.9335021862297
358,narrow,0,32,13,"[np.float64(-1.4833082038936882), np.float64(-1.3881153419541563)]",dirichlet,0,1,1025,mesh,428.9326042929935
359,narrow,0,32,14,"[np.float64(-1.3881153419541563), np.float64(-1.2864315995651192)]",dirichlet,0,1,257,mesh,469.3247693781726
360,narrow,0,32,14,"[np.float64(-1.3881153419541563), np.float64(-1.2864315995651192)]",dirichlet,0,1,513,mesh,469.32116449152636
361,narrow,0,32,14,"[np.float64(-1.3881153419541563), np.float64(-1.2864315995651192)]",dirichlet,0,1,1025,mesh,469.32026327425274
362,narrow,0,32,15,"[np.float64(-1.2864315995651192), np.float64(-1.1766820015654724)]",dirichlet,0,1,257,mesh,537.1126404334902
363,narrow,0,32,15,"[np.float64(-1.2864315995651192), np.float64(-1.1766820015654724)]",dirichlet,0,1,513,mesh,537.1090187706544
364,narrow,0,32,15,"[np.float64(-1.2864315995651192), np.float64(-1.1766820015654724)]",dirichlet,0,1,1025,mesh,537.1081133592777
365,narrow,0,32,16,"[np.float64(-1.1766820015654724), np.float64(-1.0600217433783292)]",dirichlet,0,1,257,mesh,632.0174760610253
366,narrow,0,32,16,"[np.float64(-1.1766820015654724), np.float64(-1.0600217433783292)]",dirichlet,0,1,513,mesh,632.0138543695149
367,narrow,0,32,16,"[np.float64(-1.1766820015654724), np.float64(-1.0600217433783292)]",dirichlet,0,1,1025,mesh,632.0129489505788
368,narrow,0,32,16,"[np.float64(-1.1766820015654724), np.float64(-1.0600217433783292)]",dirichlet,0,2,1025,metric,632.01294894632
369,narrow,0,32,16,"[np.float64(-1.1766820015654724), np.float64(-1.0600217433783292)]",dirichlet,0,4,1025,metric,632.0129488854179
370,narrow,0,32,17,"[np.float64(-1.0600217433783292), np.float64(-0.941714435298801)]",dirichlet,0,1,257,mesh,723.481155682312
371,narrow,0,32,17,"[np.float64(-1.0600217433783292), np.float64(-0.941714435298801)]",dirichlet,0,1,513,mesh,723.4775556041129
372,narrow,0,32,17,"[np.float64(-1.0600217433783292), np.float64(-0.941714435298801)]",dirichlet,0,1,1025,mesh,723.4766555885975
373,narrow,0,32,18,"[np.float64(-0.941714435298801), np.float64(-0.8277899334411689)]",dirichlet,0,1,257,mesh,774.2948517793685
374,narrow,0,32,18,"[np.float64(-0.941714435298801), np.float64(-0.8277899334411689)]",dirichlet,0,1,513,mesh,774.291261120238
375,narrow,0,32,18,"[np.float64(-0.941714435298801), np.float64(-0.8277899334411689)]",dirichlet,0,1,1025,mesh,774.2903634596848
376,narrow,0,32,19,"[np.float64(-0.8277899334411689), np.float64(-0.7205870435094847)]",dirichlet,0,1,257,mesh,789.4785077196075
377,narrow,0,32,19,"[np.float64(-0.8277899334411689), np.float64(-0.7205870435094847)]",dirichlet,0,1,513,mesh,789.4749196837898
378,narrow,0,32,19,"[np.float64(-0.8277899334411689), np.float64(-0.7205870435094847)]",dirichlet,0,1,1025,mesh,789.4740226788507
379,narrow,0,32,20,"[np.float64(-0.7205870435094847), np.float64(-0.6190758769851618)]",dirichlet,0,1,257,mesh,794.4226097430627
380,narrow,0,32,20,"[np.float64(-0.7205870435094847), np.float64(-0.6190758769851618)]",dirichlet,0,1,513,mesh,794.4190258816132
381,narrow,0,32,20,"[np.float64(-0.7205870435094847), np.float64(-0.6190758769851618)]",dirichlet,0,1,1025,mesh,794.4181299203634
382,narrow,0,32,21,"[np.float64(-0.6190758769851618), np.float64(-0.5212299126540189)]",dirichlet,0,1,257,mesh,802.9040403935999
383,narrow,0,32,21,"[np.float64(-0.6190758769851618), np.float64(-0.5212299126540189)]",dirichlet,0,1,513,mesh,802.9004583529479
384,narrow,0,32,21,"[np.float64(-0.6190758769851618), np.float64(-0.5212299126540189)]",dirichlet,0,1,1025,mesh,802.8995628474617
385,narrow,0,32,22,"[np.float64(-0.5212299126540189), np.float64(-0.4253427854558512)]",dirichlet,0,1,257,mesh,817.0432382994368
386,narrow,0,32,22,"[np.float64(-0.5212299126540189), np.float64(-0.4253427854558512)]",dirichlet,0,1,513,mesh,817.0396556913347
387,narrow,0,32,22,"[np.float64(-0.5212299126540189), np.float64(-0.4253427854558512)]",dirichlet,0,1,1025,mesh,817.0387600432795
388,narrow,0,32,23,"[np.float64(-0.4253427854558512), np.float64(-0.3303355020556483)]",dirichlet,0,1,257,mesh,834.2028389218658
389,narrow,0,32,23,"[np.float64(-0.4253427854558512), np.float64(-0.3303355020556483)]",dirichlet,0,1,513,mesh,834.1992552163501
390,narrow,0,32,23,"[np.float64(-0.4253427854558512), np.float64(-0.3303355020556483)]",dirichlet,0,1,1025,mesh,834.1983592939333
391,narrow,0,32,24,"[np.float64(-0.3303355020556483), np.float64(-0.23565657501168852)]",dirichlet,0,1,257,mesh,850.9229000960505
392,narrow,0,32,24,"[np.float64(-0.3303355020556483), np.float64(-0.23565657501168852)]",dirichlet,0,1,513,mesh,850.9193157607381
393,narrow,0,32,24,"[np.float64(-0.3303355020556483), np.float64(-0.23565657501168852)]",dirichlet,0,1,1025,mesh,850.9184196809283
394,narrow,0,32,25,"[np.float64(-0.23565657501168852), np.float64(-0.1410372379334491)]",dirichlet,0,1,257,mesh,864.95693453217
395,narrow,0,32,25,"[np.float64(-0.23565657501168852), np.float64(-0.1410372379334491)]",dirichlet,0,1,513,mesh,864.9533506069203
396,narrow,0,32,25,"[np.float64(-0.23565657501168852), np.float64(-0.1410372379334491)]",dirichlet,0,1,1025,mesh,864.9524546295224
397,narrow,0,32,26,"[np.float64(-0.1410372379334491), np.float64(-0.04578958523451927)]",dirichlet,0,1,257,mesh,878.4047239726001
398,narrow,0,32,26,"[np.float64(-0.1410372379334491), np.float64(-0.04578958523451927)]",dirichlet,0,1,513,mesh,878.4011441637836
399,narrow,0,32,26,"[np.float64(-0.1410372379334491), np.float64(-0.04578958523451927)]",dirichlet,0,1,1025,mesh,878.4002492188603
400,narrow,0,32,27,"[np.float64(-0.04578958523451927), np.float64(0.05508395993845954)]",dirichlet,0,1,257,mesh,918.5425922590102
401,narrow,0,32,27,"[np.float64(-0.04578958523451927), np.float64(0.05508395993845954)]",dirichlet,0,1,513,mesh,918.5389801104523
402,narrow,0,32,27,"[np.float64(-0.04578958523451927), np.float64(0.05508395993845954)]",dirichlet,0,1,1025,mesh,918.5380770762588
403,narrow,0,32,28,"[np.float64(0.05508395993845954), np.float64(0.1911445725281746)]",dirichlet,0,1,257,mesh,1150.1304076176693
404,narrow,0,32,28,"[np.float64(0.05508395993845954), np.float64(0.1911445725281746)]",dirichlet,0,1,513,mesh,1150.125779907218
405,narrow,0,32,28,"[np.float64(0.05508395993845954), np.float64(0.1911445725281746)]",dirichlet,0,1,1025,mesh,1150.1246229770834
406,narrow,0,32,29,"[np.float64(0.1911445725281746), np.float64(0.39839661053406916)]",dirichlet,0,1,257,mesh,802.1579607042149
407,narrow,0,32,29,"[np.float64(0.1911445725281746), np.float64(0.39839661053406916)]",dirichlet,0,1,513,mesh,802.152611090355
408,narrow,0,32,29,"[np.float64(0.1911445725281746), np.float64(0.39839661053406916)]",dirichlet,0,1,1025,mesh,802.1512736546526
409,narrow,0,32,30,"[np.float64(0.39839661053406916), np.float64(0.6479029280244751)]",dirichlet,0,1,257,mesh,369.00585002363704
410,narrow,0,32,30,"[np.float64(0.39839661053406916), np.float64(0.6479029280244751)]",dirichlet,0,1,513,mesh,369.0022158077185
411,narrow,0,32,30,"[np.float64(0.39839661053406916), np.float64(0.6479029280244751)]",dirichlet,0,1,1025,mesh,369.00130779229283
