s,l,required_negative_null,worst_null_direction_cosine,required_negative_radial_plus,required_negative_radial_minus,velocity,heat,electric_density,geometry_rho,geometry_p_r,geometry_j,geometry_p_t,endpoint_rho,endpoint_p_r,endpoint_j,endpoint_p_t,reservoir_rho,reservoir_p_r,reservoir_j,reservoir_p_t
0.0,-2.1,0.04526323731074956,-0.004597239477171393,0.013282145837930177,0.013864874579997475,4.062611865024905e-12,0.24999999999999956,0.023382115062752215,0.002333737565835256,-0.006417215729627872,-0.0001456821854782704,0.008657957029985196,0.0,0.0,0.0,0.0,0.032872147107923425,-0.023382115062752215,3.8554316786179134e-14,0.023382115062752215
0.0,-2.075,0.048641032546785236,-0.003301458036518304,0.011455121298482472,0.01194296568774634,7.19054886885851e-12,0.2500693431968559,0.024848269574931667,0.002841817841495997,-0.006127225417215066,-0.00012253020234117716,0.006670137958059636,-8.535179333010051e-06,-7.331616886359078e-06,-5.691050858228303e-07,3.5079012750955945e-05,0.03327777228854638,-0.024848269574931667,6.0612751202422e-14,0.024848269574931667
0.0,-2.0500000000000003,0.05177832997309144,-0.00235160857083277,0.009793033547325797,0.010186114559901814,1.1149721362387775e-11,0.2527954127708383,0.02624016272581499,0.003271542309311806,-0.005886389320971209,-0.00010197523445382647,0.005076785619546259,-5.5071537324446915e-05,-4.7198091033048244e-05,-3.7049813931887997e-06,0.00022417622416252367,0.033717159396126885,-0.02624016272581499,8.336642950147883e-14,0.02624016272581499
0.0,-2.025,0.05476141837891192,-0.0016039904851456348,0.008322286918785516,0.008619285090192727,1.5281764148929053e-11,0.26835052329185083,0.027546219846264715,0.003631660485442828,-0.005692041154173044,-8.404121569614999e-05,0.003819823618191601,-0.00014486111481558185,-0.00012398262739446932,-9.791672946417515e-06,0.0005859557313032916,0.03422546892423367,-0.027546219846264715,1.0207070910147343e-13,0.027546219846264715
0.0,-2.0,0.057610464804749933,-0.0010153047490008788,0.007067655173067414,0.0072725044116778575,1.8664569562056987e-11,0.30314372631471453,0.02878241327412333,0.003931517468198844,-0.005540222780492233,-6.864490599528539e-05,0.0028431382136737187,-0.00025763611417945864,-0.0002203830522917813,-1.743259645539714e-05,0.0010384844099036055,0.03482180692067381,-0.02878241327412333,1.1272268282868645e-13,0.02878241327412333
0.0,-1.975,0.06023421256076584,-0.0005756456971334873,0.005974300906219525,0.006099095129035066,2.0220174078879458e-11,0.34203822262809247,0.029976107576107462,0.004180409434054272,-0.005426217005925765,-5.562271202265144e-05,0.002095061062681076,-0.000361817046601799,-0.00030955850887069215,-2.4424156429214138e-05,0.0014570009913454235,0.03543837357733576,-0.029976107576107462,1.1044796940998091e-13,0.029976107576107462
0.0,-1.9500000000000002,0.06255586528078476,-0.0002773930128312985,0.005001726316844223,0.005065551366719801,1.855533539249866e-11,0.36517894939104134,0.031149670586487474,0.004387110055161066,-0.005345004968658351,-4.4757447286936675e-05,0.0015298226094682594,-0.00042909351537977056,-0.00036744550458615426,-2.8801184908449044e-05,0.0017302629134125337,0.036021953534738124,-0.031149670586487474,9.0406844231943e-14,0.031149670586487474
0.0,-1.925,0.06476773316039476,-0.00010071768714185277,0.004314955382136739,0.0043393051328250954,1.1447341873687834e-11,0.41537551305768283,0.03232456816068142,0.004559562882615446,-0.005291625629604002,-3.580262193996018e-05,0.0011081733930072462,-0.00044678526431601135,-0.00038320518938804617,-2.9715184318525984e-05,0.001808059801661571,0.03674962612487784,-0.03232456816068142,5.0655151327041553e-14,0.03232456816068142
0.0,-1.9000000000000001,0.06723848896135831,-8.499426545731822e-06,0.004130195841511975,0.004132341342247963,-5.113071157460653e-12,0.5951168610802897,0.03353297930408259,0.004704718005117572,-0.0052614312831419565,-2.850270557802124e-05,0.0007973872025559231,-0.0004259864374951972,-0.0003662161816575296,-2.7966330371696752e-05,0.001733864060794624,0.0378997372370909,-0.03353297930408259,-2.232754403887729e-14,0.03353297930408259
0.0,-1.875,0.0696595493884203,4.365188633354648e-05,0.003959322879931655,0.003947850123060011,-3.856036599476479e-11,0.7799235167719685,0.03478316005194552,0.004828483396093774,-0.0052502466557285835,-2.2608647584884044e-05,0.0005708465746137839,-0.0003948872864968522,-0.00034054127728515483,-2.5476836638248204e-05,0.0016201946108887744,0.03905041185758854,-0.03478316005194552,-1.6454679141741599e-13,0.03478316005194552
