s,l,rest_energy_residual,rest_force_residual,energy_term_scale,force_term_scale,endpoint_rest_power,endpoint_rest_force
0.005,-2.0875000000000004,-1.992388643717613e-05,2.9917193295200746e-05,0.02171427922330613,0.012470071889698252,-2.9556446532377314e-06,-3.7439976855587914e-05
0.005,-2.0125,-1.2314646374759992e-05,-1.3310442171539299e-05,0.01135343669662288,0.006747663257509073,-3.795359136810602e-05,-0.0005679784026262341
0.005,-1.9125,-1.1786024590891248e-06,1.1290089960234674e-05,0.004203704678729064,0.0029117008753705566,5.926319230895431e-06,-0.0001874448705790528
0.005,-1.8125,-1.3955982817715096e-07,2.1534147532149524e-08,0.0014585471845150809,0.0013691409210126477,1.0232509028659162e-05,-5.431263839523019e-05
0.005,-1.6125,8.022141467922507e-07,1.0874340179251328e-07,3.830963387428658e-05,0.00023759627249512978,5.284761808005321e-06,7.619514148537318e-06
0.005,-1.5125,4.887171363012405e-07,-9.827535229714953e-08,1.1339545531064591e-05,0.00011776244644747205,3.1930796198943417e-06,7.246118749592063e-06
0.005,-1.4125,3.294982727301925e-07,-1.5280491520606867e-08,3.5434455748190734e-06,6.307744400541633e-05,1.936471901031341e-06,4.159383470463933e-06
0.005,-1.2125000000000001,1.9413186210971627e-07,-6.989736948698213e-09,1.2730553492514331e-06,2.3681349454451266e-05,7.335935924070596e-07,-9.521190825530965e-07
0.005,-1.1125,1.772674449220953e-08,-8.068021288743528e-09,5.13287960356584e-07,1.732196869125584e-05,1.07815548618668e-07,1.4182736382930638e-07
0.005,-1.0125000000000002,-5.338059582353585e-09,-8.984019085367692e-09,8.280160409491615e-08,7.1412958093916385e-06,-2.480221923870821e-08,-3.580070344649177e-08
0.005,-0.8125,-3.297521139661253e-08,-1.7965087535051364e-08,2.8555920489185027e-05,2.697005439930945e-06,-1.6372555687811865e-09,-2.1881980474638933e-09
0.005,-0.7125,9.120240518678283e-08,-1.0131855635781039e-08,3.341557871003558e-05,5.54646437369977e-06,4.92569788824005e-10,6.503659284575287e-10
