s,l,required_negative_null,worst_null_direction_cosine,required_negative_radial_plus,required_negative_radial_minus,velocity,heat,electric_density,geometry_rho,geometry_p_r,geometry_j,geometry_p_t,endpoint_rho,endpoint_p_r,endpoint_j,endpoint_p_t,reservoir_rho,reservoir_p_r,reservoir_j,reservoir_p_t
0.0,-2.1,0.44917063198135987,-0.000334442526201448,0.01328214583793018,0.013864874579997478,4.062611865024905e-12,0.24999999999999956,0.22533612290484545,0.002333737565835256,-0.006417215729627872,-0.0001456821854782704,0.008657957029985196,0.0,0.0,0.0,0.0,0.23482615495001666,-0.22533612290484545,3.8554316786179134e-14,0.22533612290484545
0.0,-2.075,0.46078702836968133,-0.00027157508198418694,0.011455121298482468,0.011942965687746337,7.19054886885851e-12,0.2500693431968559,0.23092145225030467,0.002841817841495997,-0.006127225417215066,-0.00012253020234117716,0.006670137958059636,-8.535179333010051e-06,-7.331616886359078e-06,-5.691050858228303e-07,3.5079012750955945e-05,0.23935095496391937,-0.23092145225030467,6.0612751202422e-14,0.23092145225030467
0.0,-2.0500000000000003,0.47236003796680104,-0.00021253575920771755,0.0097930335473258,0.010186114559901817,1.1149721362387775e-11,0.2527954127708383,0.23653112182628314,0.003271542309311806,-0.005886389320971209,-0.00010197523445382647,0.005076785619546259,-5.5071537324446915e-05,-4.7198091033048244e-05,-3.7049813931887997e-06,0.00022417622416252367,0.24400811849659504,-0.23653112182628314,8.336642950147883e-14,0.23653112182628314
0.0,-2.025,0.4839835503713366,-0.00015614627035510714,0.008322286918785534,0.008619285090192745,1.5281764148929053e-11,0.26835052329185083,0.2421573395933626,0.003631660485442828,-0.005692041154173044,-8.404121569614999e-05,0.003819823618191601,-0.00014486111481558185,-0.00012398262739446932,-9.791672946417515e-06,0.0005859557313032916,0.24883658867133157,-0.2421573395933626,1.0207070910147343e-13,0.2421573395933626
0.0,-2.0,0.4956854868241117,-0.00010483253849985497,0.007067655173067441,0.007272504411677885,1.8664569562056987e-11,0.30314372631471453,0.2478199475974966,0.003931517468198844,-0.005540222780492233,-6.864490599528539e-05,0.0028431382136737187,-0.00025763611417945864,-0.0002203830522917813,-1.743259645539714e-05,0.0010384844099036055,0.2538593412440471,-0.2478199475974966,1.1272268282868645e-13,0.2478199475974966
0.0,-1.975,0.5073824982768953,-6.222961438705243e-05,0.005974300906219469,0.006099095129035011,2.0220174078879458e-11,0.34203822262809247,0.2535502584430923,0.004180409434054272,-0.005426217005925765,-5.562271202265144e-05,0.002095061062681076,-0.000361817046601799,-0.00030955850887069215,-2.4424156429214138e-05,0.0014570009913454235,0.2590125244443206,-0.2535502584430923,1.1044796940998091e-13,0.2535502584430923
0.0,-1.9500000000000002,0.5190058341168196,-3.104499159868842e-05,0.005001726316844196,0.005065551366719773,1.855533539249866e-11,0.36517894939104134,0.25937465696990175,0.004387110055161066,-0.005345004968658351,-4.4757447286936675e-05,0.0015298226094682594,-0.00042909351537977056,-0.00036744550458615426,-2.8801184908449044e-05,0.0017302629134125337,0.2642469399181524,-0.25937465696990175,9.0406844231943e-14,0.25937465696990175
0.0,-1.925,0.530755966360999,-1.1563647838824504e-05,0.004314955382136704,0.004339305132825061,1.1447341873687834e-11,0.41537551305768283,0.2653186850323434,0.004559562882615446,-0.005291625629604002,-3.580262193996018e-05,0.0011081733930072462,-0.00044678526431601135,-0.00038320518938804617,-2.9715184318525984e-05,0.001808059801661571,0.2697437429965398,-0.2653186850323434,5.0655151327041553e-14,0.2653186850323434
0.0,-1.9000000000000001,0.5430098224209264,-9.953544823526879e-07,0.004130195841511961,0.004132341342247949,-5.113071157460653e-12,0.5951168610802897,0.2714186460358791,0.004704718005117572,-0.0052614312831419565,-2.850270557802124e-05,0.0007973872025559231,-0.0004259864374951972,-0.0003662161816575296,-2.7966330371696752e-05,0.001733864060794624,0.27578540396888745,-0.2714186460358791,-2.232754403887729e-14,0.2714186460358791
0.0,-1.875,0.555467144362065,5.200577895337337e-06,0.003959322879931676,0.003947850123060032,-3.856036599476479e-11,0.7799235167719685,0.2776869575939107,0.004828483396093774,-0.0052502466557285835,-2.2608647584884044e-05,0.0005708465746137839,-0.0003948872864968522,-0.00034054127728515483,-2.5476836638248204e-05,0.0016201946108887744,0.28195420939955373,-0.2776869575939107,-1.6454679141741599e-13,0.2776869575939107
0.0,-1.85,0.567940195612176,8.686912980571892e-06,0.0036007587407813307,0.0035811489297669402,-1.0259201415689736e-10,0.8784015055593142,0.28410000452802037,0.004935758484661719,-0.005254446652765733,-1.7888641492039334e-05,0.00040738086519760485,-0.0003613926532464115,-0.00031290844609892666,-2.2791093840750823e-05,0.0014981517501384684,0.2880465712945358,-0.28410000452802037,-4.048862335814941e-13,0.28410000452802037
0.0,-1.8250000000000002,0.580691076759471,1.0108070754654035e-05,0.0033156556953879697,0.0032923106170104914,-2.2212562755501428e-10,0.9926193411224578,0.2906476527389221,0.0050305208410209995,-0.005270972423623562,-1.4134620536244917e-05,0.00029049020685782245,-0.00032614489290730853,-0.00028381572413040465,-1.9970889314637773e-05,0.001369434972785143,0.2943211449295565,-0.2906476527389221,-8.15976758163105e-13,0.2906476527389221
0.0,-1.8,0.5937574578756643,1.0010356566199282e-05,0.0031055544333094035,0.003081903415161675,-4.4195761128179773e-10,1.132647606921195,0.2973395400916531,0.005115940808593638,-0.005297304400671625,-1.116525738577696e-05,0.00020755181087607938,-0.0002897863606429758,-0.0002537611474111484,-1.707801039534216e-05,0.0012357437730702338,0.30079545293186477,-0.2973395400916531,-1.5273669836580567e-12,0.2973395400916531
0.0,-1.7750000000000001,0.6071560464705588,8.846820882237047e-06,0.002954281830545553,0.0029329003930777245,-8.417694595622284e-10,1.2995446623935187,0.304185469664813,0.005194505715049918,-0.005331409430103398,-8.826342243638477e-06,0.00014907227070471232,-0.00025293800687783264,-0.0002232283293980614,-1.4171698847189585e-05,0.0010987693532416608,0.3074683233978471,-0.304185469664813,-2.7634060126779003e-12,0.304185469664813
0.0,-1.75,0.6208682473691257,6.9761229615512556e-06,0.0028196793254655706,0.0028024327536104654,-1.5619001406354043e-09,1.471102679996072,0.31119203817085866,0.005268140855280507,-0.005371675311497343,-6.989376053648017e-06,0.00010802267153342798,-0.00021613516308023844,-0.00019264319324942237,-1.1301014150075086e-05,0.0009601697475732611,0.31430833811050946,-0.31119203817085866,-4.867349314002671e-12,0.31119203817085866
0.0,-1.725,0.6416214156069293,4.637733179701361e-06,0.00265495517377867,0.0026431016400148026,-2.847164332061691e-09,1.6066077724978434,0.3217422453109592,0.005338319587273901,-0.005416842437900631,-5.549095065081052e-06,7.9272935622738e-05,-0.00017989175597953904,-0.00016241723954885475,-8.512470212786192e-06,0.0008215946983453563,0.32465505986275756,-0.3217422453109592,-8.293261697790562e-12,0.3217422453109592
0.0,-1.7000000000000002,0.723279651495103,1.9866791591881267e-06,0.0024268377768821526,0.0024211093410736228,-5.120588391003045e-09,1.6587650013294053,0.36278154417915526,0.005406158705696318,-0.0054659387661892935,-4.420485519943504e-06,5.912757555955629e-05,-0.00014472171230507964,-0.00013296196887998098,-5.852580944110363e-06,0.0006846939478382644,0.3654234213588252,-0.36278154417915526,-1.3527965616673897e-11,0.36278154417915526
0.0,-1.675,0.8073887304441552,-2.1395513781448042e-07,0.002136028984492941,0.002136718136008911,-9.106173940586738e-09,1.6005519994779065,0.40507991734425564,0.005472498057671539,-0.005518221667724671,-3.535687544851803e-06,4.495601229868615e-05,-0.00011109878940597808,-0.00010465919127061465,-3.3633786633074836e-06,0.0005510406841089129,0.40738632527512997,-0.40507991734425564,-2.1002551796490323e-11,0.40507991734425564
0.0,-1.6500000000000001,0.8323127822539588,-2.1337989490206063e-06,0.0018440601541432789,0.0018511483370393766,-1.6031072462361884e-08,1.4780057334333772,0.4177867690633382,0.00553796511703101,-0.005573128218430285,-2.8410466295369952e-06,3.490573650589012e-05,-7.93360671104438e-05,-7.777195452533276e-05,-1.0689693315272027e-06,0.0004219018783206639,0.4197563182291661,-0.4177867690633382,-3.1573985395570713e-11,0.4177867690633382
0.0,-1.625,0.8510228839827487,-3.892103129931264e-06,0.0017503210420185406,0.001763542764699269,-2.7954829197292274e-08,1.5610069783904623,0.42728643467858485,0.005603026169953192,-0.00563023413478169,-2.2944592028146914e-06,2.7684719169775992e-05,-4.9706455866457974e-05,-5.2533615892902304e-05,1.0110226796084868e-06,0.00029846794741348486,0.4291183986888746,-0.42728643467858485,-5.1212241003236284e-11,0.42728643467858485
0.0,-1.6,0.8703302211922276,-5.434330311702584e-06,0.0017753901031535044,0.0017942699533381149,-4.8299457285776255e-08,1.8072537300907876,0.4370229522465901,0.005668025999929248,-0.0056892206065655634,-1.8630772254780341e-06,2.239958923204094e-05,-2.2482866122002697e-05,-2.9177532622091023e-05,2.856972998477517e-06,0.00018192930832734705,0.4388382480669437,-0.4370229522465901,-8.767780293621807e-11,0.4370229522465901
