case,cells,medium,forcing,status,failure,final_time,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_high_baseline_n128_force1,128,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,0.9482831122150661,7.619843494147062,1672.1947890895217,0.9482831122150661,215.0,7.181024863633922e-08,0.6961622958161143,68.10639826218956,0.9986843140767405,0.05717242184159419,0.629106518067364,35.63204765780022,18.800664411659998,11712.206903257575,581.5723264176636,1.1045331122150661,-5.684341886080802e-14,0.0,0.0,0.0,-2.2737367544323206e-13,-0.014275673761675534,798.9306575840619,0.042396425877995594,-3.637978807091713e-12,-851.1779191212626,-11571.182381400036,0.5931296798068384,-1.94375,7.181024863633922e-08,0.9986843140767405,0.629106518067364
soft_low_baseline_n128_force1,128,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,1.0082808867378052,8.457264120690525,418.0486972723804,1.0082808867378052,237.0,7.574813973842964e-07,0.6997770248812303,94.00966219183373,0.9992720653932565,0.05692975395660929,0.6621479262119832,12.30941553185235,7.347526135902784,3642.711760101072,187.2435435833433,1.164530886737805,0.0,0.0,0.0,0.0,5.684341886080802e-14,-0.003568765438264047,256.56390347279176,0.050198420165148694,-3.183231456205249e-12,-267.4554959340388,-2908.524473092982,0.6217354849159366,-1.8562500000000002,7.574813973842964e-07,0.9992720653932565,0.6621479262119832
stiff_high_baseline_n128_force1,128,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,0.9702214229403928,8.5276247439906,1693.8304564503462,0.9702214229403928,245.0,6.153225085014924e-08,0.6925210326415666,38.88280721715419,0.9990968493187893,0.33234424898003345,0.9368245155399267,21.891639323020925,20.625170977307885,12270.55674081573,498.8335239496143,1.126471422940393,0.0,0.0,0.0,0.0,-2.2737367544323206e-13,-0.3890905735702828,842.0130094761545,0.045216040779080084,7.275957614183426e-12,-2650.9550769974885,-11758.163381575605,0.5992552254843828,-1.94375,6.153225085014924e-08,0.9990968493187893,0.9368245155399267
stiff_low_baseline_n128_force1,128,baseline,1.0,constitutive_domain_limit,stored thermal energy reached zero,1.0221472370948486,9.004090245813131,423.45761411258655,1.0221472370948486,265.0,4.7405417769041946e-07,0.7262090552452553,47.613353720118425,0.9994563516571588,0.33271066686473877,0.9420276555649597,9.048993222090301,7.556382204727347,3709.8688025796605,149.79333315639607,1.1783972370948486,0.0,0.0,0.0,0.0,1.1368683772161603e-13,-0.09727250883750521,261.5700584356996,0.05150691166040989,4.547473508864641e-13,-728.1221770761455,-2945.5494028607977,0.6340856162852916,-1.84375,4.7405417769041946e-07,0.9994563516571588,0.9420276555649597
