s,full_exchange_weight,patch_exchange_weight
-1.5,1.8712415986469755,0.0
-1.4875,1.6902543309865794,0.0
-1.475,1.529531196149289,0.0
-1.4625,1.3861813879548865,0.0
-1.45,1.257135965052074,0.0
-1.4375,1.2091802278310688,0.0
-1.425,1.308997527902805,0.0
-1.4125,1.3751030540766571,0.0
-1.4,1.4045074860197055,0.0
-1.3875,1.3996739671932334,0.0
-1.375,1.3604249056458206,0.0
-1.3625,1.2923531879940904,0.0
-1.35,1.2016909071617714,0.0
-1.3375,1.1057816913546494,0.0
-1.325,1.0333671703508862,0.0
-1.3125,0.9666911425353628,0.0
-1.3,0.9099529981151613,0.0
-1.2875,0.8469539540900219,0.0
-1.275,0.7774795280948088,0.0
-1.2625,0.7761057536110222,0.0
-1.25,0.8431150652595385,0.0
-1.2375,0.9223120079192914,0.0
-1.225,1.0039552399791256,0.0
-1.2125,1.0712792231830812,0.0
-1.2,1.117311268372501,0.0
-1.1875,1.1548449000059984,0.0
-1.175,1.1808588454524984,0.0
-1.1625,1.2057124867710782,0.0
-1.15,1.2163545212956555,0.0
-1.1375,1.224886111766272,0.0
-1.125,1.2205024211287379,0.0
-1.1125,1.175741676272325,0.0
-1.1,1.0806357991521063,0.0
-1.0875,0.943661624040034,0.0
-1.075,0.8631022400647226,0.0
-1.0625,0.8606297849910789,0.0
-1.05,0.93801148045713,0.0
-1.0375,1.0185071738260998,0.0
-1.025,1.107746171362066,0.0
-1.0125,1.2160399075797592,0.0
-1.0,1.323655711499785,0.0
-0.9874999999999999,1.405159094989262,0.0
-0.975,1.4333750748272014,0.0
-0.9625,1.401570607711864,0.0
-0.95,1.3322558371538364,0.0
-0.9375,1.2920811366712115,0.0
-0.9249999999999999,1.3107608989768338,0.0
-0.9125,1.3368476644969074,0.0
-0.8999999999999999,1.3326853482739884,0.0
-0.8875,1.2683621304885342,0.0
-0.875,1.1465498851737703,0.0
-0.8624999999999999,1.0249896942579348,0.0
-0.85,0.9354370969690056,0.0
-0.8374999999999999,0.9894560130574762,0.0
-0.825,1.0774504169176464,0.0
-0.8125,1.166000568145301,0.0
-0.7999999999999999,1.266839009201842,0.0
-0.7875,1.3792338598283345,0.0
-0.7749999999999999,1.4786929768480626,0.0
-0.7625,1.5701027022527576,0.0
-0.75,1.6649128225467762,0.0
-0.7374999999999999,1.7295216729533744,0.0
-0.725,1.7491796209440997,0.0
-0.7124999999999999,1.723300847336538,0.0
-0.7,1.6707584867653522,0.0
-0.6875,1.6089666622225294,0.0
-0.6749999999999999,1.5402767306059109,0.0
-0.6625,1.4620887806164056,0.0
-0.6499999999999999,1.378367789945528,0.0
-0.6375,1.291411318616315,0.0
-0.625,1.203230217861043,0.0
-0.6124999999999999,1.1748991310038965,0.0
-0.6,1.2230548735767481,0.0
-0.5874999999999999,1.3084505541822975,0.0
-0.575,1.3923566287832205,0.0
-0.5625,1.4751878413779322,0.0
-0.5499999999999999,1.5561098611497524,0.0
-0.5375,1.6290112340693506,0.0
-0.5249999999999999,1.6835688195468526,0.0
-0.5125,1.7123438369404438,0.0
-0.5,1.7142188592220156,0.0
-0.48750000000000004,1.6896455704244027,0.0
-0.47499999999999987,1.6351566756260947,0.0
-0.4624999999999999,1.550510355166106,0.0
-0.44999999999999996,1.4376390455313413,0.0
-0.4375,1.305737206456977,0.0
-0.42500000000000004,1.1622050506729342,0.0
-0.41249999999999987,1.0057624117296982,0.0
-0.3999999999999999,0.8852317653398114,0.0
-0.38749999999999996,0.8839039784495226,0.0
-0.375,0.9313025355082555,0.0
-0.36250000000000004,1.0222621871819833,0.0
-0.34999999999999987,1.1962101874771314,0.0
-0.3374999999999999,1.3441578407604062,0.0
-0.32499999999999996,1.4655142684629412,0.0
-0.3125,1.5574289040216645,0.0
-0.2999999999999998,1.6197428003725944,0.0
-0.28749999999999987,1.6483292633313091,0.0
-0.2749999999999999,1.639881190352145,0.0
-0.26249999999999996,1.5950073234973416,0.0
-0.25,1.5259702725392297,0.0
-0.23749999999999982,1.4330507900607306,0.0
-0.22499999999999987,1.3176184388838341,0.0
-0.2124999999999999,1.1825279981474672,0.0
-0.19999999999999996,1.0302894821289779,0.0
-0.1875,0.888512267810036,0.0
-0.17499999999999982,0.9709635832407949,0.0
-0.16249999999999987,1.1308064100980775,0.0
-0.1499999999999999,1.2654226736658505,0.0
-0.13749999999999996,1.3747399878611888,0.0
-0.125,1.4579494676034863,0.0
-0.11249999999999982,1.5155764436583978,0.0
-0.09999999999999987,1.5478661326004604,0.0
-0.08749999999999991,1.5544885147577299,0.0
-0.07499999999999996,1.5326150186001386,0.0
-0.0625,1.4819413751869144,0.0
-0.04999999999999982,1.404814689592997,0.0
-0.03749999999999987,1.3034976354983243,0.0
-0.02499999999999991,1.179784814944973,0.0
-0.012499999999999956,1.0370044854133795,0.0
0.0,0.8879818228393872,0.4397938991624796
0.012500000000000178,0.7461870592203423,0.3647534201831365
0.025000000000000133,0.6519799029363433,0.2992019448458463
0.03750000000000009,0.7075618033851669,0.31888364458230256
0.050000000000000044,0.8375338383334477,0.39154692994113743
0.0625,0.9696567722305109,0.4625692543937669
0.07500000000000018,1.1007649444577972,0.5323044811930897
0.08750000000000013,1.223516345527506,0.5983191644609285
0.10000000000000009,1.3153655835160303,0.6508011718804056
0.11250000000000004,1.3753447826548655,0.6888702480597092
0.125,1.421471427713879,0.7130826641183334
0.13750000000000018,1.4418756597632263,0.7230140281986764
0.15000000000000013,1.433967786554359,0.7199860928796826
0.1625000000000001,1.3979165565162481,0.7036813466567868
0.17500000000000004,1.3343544283303814,0.6748465729696154
0.1875,1.2548036688328243,0.6378528011699466
0.20000000000000018,1.1621022039382032,0.5934039160295392
0.21250000000000013,1.05780923773571,0.5420432887666995
0.2250000000000001,0.9454155199143428,0.48555554419030555
0.23750000000000004,0.8339999972494515,0.4277998088465957
0.25,0.8080872286741649,0.4163017102951211
0.2625000000000002,0.8993528569855158,0.4621323509357011
0.27500000000000013,1.0158127262133334,0.5162879960893045
0.2875000000000001,1.1099522398692891,0.558932436817139
0.30000000000000004,1.182874152827725,0.5905414822941775
0.3125,1.2365961556560592,0.6124934664255123
0.3250000000000002,1.2718027438569397,0.6253049683038576
0.33750000000000013,1.2894534275261058,0.629457611119148
0.3500000000000001,1.290322244897581,0.6254920968519889
0.36250000000000004,1.2715583672406736,0.6116214947238297
0.375,1.235070565312293,0.588909693306974
0.3875000000000002,1.1825052245009258,0.5582163299695402
0.40000000000000013,1.1160280199979513,0.5209404700566317
0.4125000000000001,1.0377338168444852,0.47775926079810166
0.42500000000000004,0.9500241411305412,0.42983479520896756
0.4375,0.872222064992715,0.3946481082659138
0.4500000000000002,0.8177743943317364,0.3798244900123118
0.46250000000000013,0.7896700031068564,0.3782084990728655
0.4750000000000001,0.8045927864118918,0.39152574308967925
0.48750000000000004,0.8707686833232575,0.415382536067741
0.5,0.9567973559264857,0.4457407999867278
0.5125000000000002,1.0368655190538199,0.472517682073887
0.5249999999999999,1.1063793791756582,0.49460009042547004
0.5375000000000001,1.1504997989207393,0.5103090848604379
0.5500000000000003,1.169985461107152,0.5198419522295605
0.5625,1.168920710993609,0.5241578255228545
0.5750000000000002,1.1524124913638025,0.5239400672919752
0.5874999999999999,1.1281470548362922,0.5191204972729375
0.6000000000000001,1.09841161276475,0.5101812272164754
0.6125000000000003,1.0619514933297842,0.4973597573913131
0.625,1.0141866386435812,0.47882054044207545
0.6375000000000002,0.973050524670387,0.4583664256745793
0.6499999999999999,0.9577407977414885,0.43735828250102515
0.6625000000000001,0.9713218754359215,0.41581935990207075
0.6750000000000003,1.0108085895190255,0.3989183171272669
0.6875,1.0888288937703936,0.40000279362932384
0.7000000000000002,1.1946897224033723,0.41143647813468404
0.7124999999999999,1.285862981663749,0.4195313728431216
0.7250000000000001,1.3695319891897029,0.42230372356035184
0.7375000000000003,1.4475194082814378,0.42053776619578526
0.75,1.5108242807385819,0.41387386181391217
0.7625000000000002,1.5376642909475082,0.4029106994753735
0.7749999999999999,1.5223011890699314,0.3884804116026009
0.7875000000000001,1.4687237817425094,0.3714421133117709
0.8000000000000003,1.3793586297337228,0.35635598771951105
0.8125,1.2692260772948347,0.3440098164198132
0.8250000000000002,1.1713590391375317,0.33472045266494116
0.8374999999999999,1.0983588170047496,0.3286353917665644
0.8500000000000001,1.0606377849051474,0.3264884772164512
0.8625000000000003,1.0290375572410908,0.32944175733785164
0.875,0.9839855164875373,0.3365442561844014
0.8875000000000002,0.9011970791992597,0.34120535146324166
0.9000000000000004,0.7939787981138666,0.34120043251253296
0.9125000000000001,0.6882418011620951,0.3372230769425285
0.9250000000000003,0.6147140277496019,0.3309931034342881
0.9375,0.6391048153476935,0.33224898427404737
0.9500000000000002,0.7174623960293957,0.3487699753499183
0.9625000000000004,0.8011681867783209,0.3675349108669786
0.9750000000000001,0.8329689453719915,0.3759822594653501
0.9875000000000003,0.8148401912241225,0.372872683717893
1.0,0.7609999314241065,0.3601112112375845
1.0125000000000002,0.7290239546310897,0.3411273601314216
1.0250000000000004,0.7289514502580869,0.32118288285776764
1.0375,0.7795646410954313,0.33713256028887373
1.0500000000000003,0.8457030900553721,0.3587492516268874
1.0625,0.9032129804160242,0.3755054561044313
1.0750000000000002,0.9402970384071829,0.384922299249583
1.0875000000000004,0.9557320995867036,0.3925936664445315
1.1,0.9661212099874461,0.40055735869009856
1.1125000000000003,0.9939344804825634,0.4068345952517971
1.125,1.0474978413326772,0.40892738110427657
1.1375000000000002,1.08057234141593,0.4049157275299402
1.1500000000000004,1.0614001980360264,0.38791055378609135
1.1625,1.0156428106370128,0.3628656505064798
1.1750000000000003,0.9867267784654504,0.3499438298716728
1.1875,1.0124293989519644,0.3793975969465217
1.2000000000000002,1.109121566008933,0.451681470190833
1.2125000000000004,1.272049695592382,0.5615571448051023
1.225,1.4733580883973398,0.6853429684478871
1.2375000000000003,1.6151397029222856,0.7584159614510254
1.25,1.6614457683131731,0.7656448779250209
1.2625000000000002,1.616342705513269,0.7227908804183455
1.2750000000000004,1.5307316027185758,0.6886903567732744
1.2875,1.691346065247374,0.8015909054413082
1.3000000000000003,1.9587157952706873,0.9573645851973671
1.3125,2.2288581848329847,1.113412136223665
1.3250000000000002,2.3067264841243755,1.1844231446095947
1.3375000000000004,2.1852909126081497,1.1694496395660519
1.35,2.0323223299700035,1.1050424642815648
1.3625000000000003,1.9531778384561926,1.0649664331118334
1.375,2.144333027727757,1.1195583848724127
1.3875000000000002,2.3679605516751367,1.1851196140808025
1.4000000000000004,2.601347873930921,1.2495610355365856
1.4125,2.592931215202592,1.1918643322484543
1.4250000000000003,2.384910583877285,1.0428201155827783
1.4375,2.1748008721030816,0.9234856599448702
