s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
0.0,0,0.24999999999997247,0.002147804611281285,0.15901062377248615,0.1977128324659816,0.0014298224213942074,0.09584665793815471,0.00565555614053262,0.005559547365326303,112.21936559206846,0.5026548245743725,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049999999999999996,10,0.24716935732174816,0.0021462539407922925,0.17688969230689283,0.14829235789954964,0.0014278560734902344,0.10522207750122384,0.0056568904421177724,0.005563118972660447,113.05946202272213,0.5032737782272605,0.20625000000000004,0.0,0.0,0.0,0.0,4.996003610813204e-16,-0.05504056832789788,0.1218933181340922,0.0,1.3766765505351941e-14,64.46534871178777,-65.40422043529735,0.0
0.1,20,0.2459511819689817,0.00216154255001639,0.22098544945050214,0.2929001363708039,0.0014347413359735697,0.12700850085928106,0.005659389881029494,0.005563916875176488,112.01443297998173,0.5038791211922917,0.25625,-2.220446049250313e-16,0.0,0.0,0.0,1.9012569296705806e-15,-0.10129362062706486,0.08498560151989512,0.0,-2.90878432451791e-14,153.3908725404743,-155.33401728356424,0.0
0.15000000000000002,30,0.2466351721466562,0.002068339744105124,0.28812548480819433,0.4285018818853814,0.0013818200970893443,0.15764463107773072,0.005746995761015424,0.005564483473552462,109.06189492329331,0.5051321434517159,0.30625,0.0,0.0,0.0,0.0,-1.6653345369377348e-15,-0.13579391282334793,-0.11546961947826986,0.0,-5.773159728050814e-14,262.7435000574094,-265.7104091238607,0.0
0.2,40,0.24677536889852125,0.002005102105962593,0.38081028647667126,0.5505311685616334,0.0013407069481889988,0.19590575709076824,0.006817387207280039,0.005565159265042782,104.4476978925163,0.5069234024328929,0.35625000000000007,0.0,0.0,0.0,0.0,4.440892098500626e-16,-0.15826906208670424,-0.46018060313896814,0.0,-1.474376176702208e-13,383.6660999105963,-387.5784305493523,0.0
0.25,50,0.24682339507837803,0.002013130879163914,0.49555129684659666,0.6557480935817921,0.0013453454128851486,0.23778551552615393,0.008227686260421224,0.005565873931393942,98.59316120347182,0.5095930359521894,0.40625,0.0,0.0,0.0,0.0,-2.220446049250313e-16,-0.17108175912876492,-0.9132571328840512,0.0,-4.973799150320701e-14,507.91467531747077,-512.6900026759431,0.0
0.30000000000000004,60,0.24625427769959818,0.002089795029025999,0.6264795787383919,0.7427866778908765,0.0013920804451701494,0.2794970493868302,0.009962398453788705,0.005566584345236066,91.94919246468314,0.5139746936133893,0.45625000000000004,-2.220446049250313e-16,0.0,0.0,0.0,8.881784197001252e-16,-0.17758755618427055,-1.4354615690916686,0.0,-2.398081733190338e-14,628.2511824034159,-633.8248703393772,0.0
0.35000000000000003,70,0.245144412826529,0.0022207590512143796,0.7770790928943052,0.8119767047804771,0.001473537656253053,0.3196026383847016,0.012170210878926793,0.005567459098620327,84.94680138407347,0.5212746348345652,0.50625,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-0.1805789355898,-1.9897027666569524,0.0,1.9451107391432743e-13,736.713110779821,-743.0069313872863,0.0
0.4,80,0.24399542040847733,0.002386557863397648,0.9413675178283044,0.8650564913328935,0.0015837940528893725,0.3569337459114416,0.014797299457649222,0.005568558381975333,77.92977593692744,0.5328606447994675,0.55625,0.0,0.0,0.0,0.0,1.7763568394002505e-15,-0.18185130822543963,-2.5468275368787685,0.0,2.8954616482224083e-13,827.7101096128758,-834.6191468487064,0.0
0.45,90,0.24285364086502415,0.0023488610891766225,1.1130780497657993,0.9045803903917431,0.001568658234666658,0.38854295483303486,0.0178721474664499,0.005569789906055545,71.10601714359065,0.5505980693918751,0.6062500000000001,0.0,0.0,0.0,0.0,1.7763568394002505e-15,-0.1823673361836204,-3.089328980133756,0.0,1.234568003383174e-13,900.5746228283559,-907.9887103167409,0.0
0.5,101,0.2417423912300043,0.0022949363491318866,1.2833746918566844,0.9332990240537811,0.0015342076966101872,0.4127932787089197,0.021335405272501967,0.005571155846939393,64.58583595766716,0.577134586433003,0.6562500000000001,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.18257304162263494,-3.6079828074919904,0.0,1.6076029396572267e-13,957.7585028510013,-965.5860928644859,0.0
0.55,112,0.24070945288782442,0.0022497132119907574,1.4206443994634315,0.9537979345512895,0.0015049399968346928,0.4254336203843431,0.024625678461734885,0.005572665531227954,58.45404376761471,0.6149796946075459,0.7062499999999999,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-0.18265503579976078,-4.095853331844427,0.0,-1.1723955140041653e-13,1001.9989162443328,-1010.1642810825033,0.0
0.6000000000000001,123,0.23975455567035575,0.0022132846083850292,1.583250883480597,0.9684376230326279,0.001482499350947912,0.43671980648456205,0.02900850905362936,0.005574304080455742,52.78919138799436,0.6660791639474649,0.7562500000000002,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.1826878323695941,-4.546615164325827,0.0,-1.7763568394002505e-15,1035.7450892990314,-1044.183680009707,0.0
0.65,134,0.23887746487611672,0.002185889496551131,1.8151418394829522,0.97886769561444,0.0014661861916869163,0.45129150167094684,0.03581946501993746,0.0067638000256887675,47.65592286599325,0.7327978837389145,0.80625,0.0,0.0,0.0,0.0,0.0,-0.18270085558306545,-4.955094670859607,0.0,-4.085620730620576e-14,1061.140642066224,-1069.7930674837778,0.0
0.7000000000000001,145,0.23806250199428103,0.0021663522169019012,2.0758424518240965,0.9858985464421721,0.0014550359044718456,0.4676523322445291,0.04400147156790419,0.00971614880633248,43.104084777228955,0.8196265047786279,0.8562500000000001,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.1827058817604625,-5.317313410672612,0.0,-1.971756091734278e-13,1080.0059360347148,-1088.8172008617178,0.0
0.75,156,0.237234521768946,0.0021531868708211544,2.32027184743093,0.990601065489841,0.0014480227283582643,0.4813406381274465,0.05703546892534993,0.013504078782899411,39.170850905015044,0.933326042394263,0.9062500000000001,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.18270774510051668,-5.630308353882218,0.0,-5.400124791776761e-13,1093.8474676460685,-1102.7698313707915,0.0
0.8,167,0.23623792556240453,0.002144772017712126,2.5734974077820985,0.9937304036067189,0.0014440964694403613,0.4925565469039629,0.07660965269296144,0.019390132912159335,35.88262147260006,1.0794495371435584,0.9562499999999999,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.1827084084417714,-5.891976674635514,0.0,-9.379164112033322e-13,1103.8884137887494,-1112.8798932715722,0.0
0.8500000000000001,177,0.23482429963932328,0.0021392770461216896,2.870840551057121,0.9958026213543008,0.0014423299168864108,0.5023571157379184,0.10140108620307686,0.027478567230574534,33.25602819130275,1.2636738336956943,1.00625,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.18270863531423542,-6.100994099868265,0.0,-1.1883827255587676e-12,1111.1029805864623,-1120.123566584788,0.0
0.9,188,0.23248133398477444,0.002135164318830133,3.2288380474950653,0.9971814891190434,0.0014420345916108166,0.5106642983332255,0.13277326861245559,0.03876913257208489,31.299035616513702,1.4942944498342448,1.05625,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.18270870989213128,-6.256726546226274,0.0,-1.3677947663381929e-12,1116.2497370938768,-1125.259709791452,0.0
0.9500000000000001,199,0.22838711279007695,0.0021309810229838072,3.63570106138725,0.998100705260299,0.0014426927218707,0.5162177503274599,0.1755273955670301,0.052887073373903214,30.012376309032994,1.7843200499113008,1.1062500000000002,0.0,0.0,0.0,0.0,0.0,-0.18270873346102284,-6.359115617087757,0.0,-1.341149413747189e-12,1119.905940755289,-1128.8663165755415,0.0
1.0,210,0.22144520441902116,0.002125279325163863,4.099077497177651,0.9987188371679849,0.0014431559201686507,0.5192012586686579,0.23357421684754276,0.06991981872895589,29.390866853951067,2.154937174453766,1.15625,0.0,0.0,0.0,0.0,0.0,-0.18270874062089093,-6.408573760905209,0.0,-1.3162804179955856e-12,1122.5021398312435,-1131.3756515147797,0.0
1.05,221,0.21009976766218696,0.002115804438773881,4.637592700243055,0.9990178182696354,0.001443932883760962,0.5199081047495803,0.309334790279489,0.0927908021789371,29.42381968371724,2.666544887933439,1.2062499999999998,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.182708742707292,-6.405951455945733,0.0,-1.5027978861326119e-12,1124.353288368246,-1133.105712114373,0.0
1.1,232,0.19128964757793665,0.0020988813280880727,5.237730697672358,0.9990934854564557,0.0014443791228443178,0.5177674912185012,0.4059307388405213,0.12340798095672721,30.09397233362698,3.353822182993109,1.25625,0.0,0.0,0.0,0.0,0.0,-0.1827087432842499,-6.35262240193914,0.0,-1.77280412572145e-12,1125.677600753021,-1134.2873381583333,0.0
1.1500000000000001,243,0.20375880216786646,0.0020662141189702853,5.87530584094779,0.9990229186693114,0.0014449571626848317,0.5128371490955076,0.5296276927613839,0.16728342472250093,31.37779037352663,4.252098559033163,1.30625,0.0,0.0,0.0,0.0,2.6645352591003757e-15,-0.1827087434315904,-6.250459408251513,0.0,-1.5027978861326119e-12,1126.6203478015962,-1135.0857599382095,0.0
1.2000000000000002,254,0.202174234754525,0.0020341648548688465,6.555290025020048,0.9992269364348658,0.0014452856595281228,0.5059862612257328,0.7031941578076772,0.2277412068312236,33.24417830964586,5.303403485639895,1.3562500000000002,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.18270874346632227,-6.101936975336551,0.0,-1.2949641359227826e-12,1127.309071593658,-1135.6183602977285,0.0
1.25,266,0.15783765481450063,0.001965352783961066,7.341044134942819,0.9992955798264802,0.0014456729682825193,0.4983186055412987,0.9327405116346955,0.30745373858183983,35.65362313673659,6.5415100426388735,1.40625,0.0,0.0,0.0,0.0,0.0,-0.18270874347420962,-5.910199448159321,0.0,-1.142197447734361e-12,1127.8556943420867,-1135.9678597736802,0.0
1.3,278,0.06768592662242945,0.001781213438584141,8.266760777200819,0.9992939504192009,0.0014450362204740629,0.48959945823219925,1.2123483346629298,0.427828483339564,38.55441696502834,8.070617323566797,1.4562499999999998,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-0.18270874347597701,-5.679361609826006,0.0,-1.439737218333903e-12,1128.3411953559037,-1136.1926415658577,0.0
1.35,290,0.01784478238730003,0.0017441054821526903,9.297375340524667,0.9992694027290554,0.001444852558708111,0.479308283658303,1.574397885906644,0.6034066039672177,41.878930029716116,9.892518577448223,1.50625,0.0,0.0,0.0,0.0,0.0,-0.18270874347641167,-5.414805266016248,0.0,-1.2674306049120787e-12,1128.8251404091031,-1136.3339559005724,0.0
1.4000000000000001,302,0.05964535602725074,0.0020170039520929378,10.423899807154596,0.9991332470084444,0.0014409674922223699,0.46774998339821977,2.097588900003213,0.8021864295897881,45.53866837109672,12.192410452011176,1.55625,-2.220446049250313e-16,0.0,0.0,0.0,0.0,-0.18270874347651514,-5.123572542289316,0.0,-1.099564883588755e-12,1129.3246994667734,-1136.422170539349,0.0
