case,cells,medium,forcing,initialization,status,failure,final_time,duration,snapshots,elapsed_seconds,initial_proper_energy,s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral,coldest_l,minimum_thermal_over_run,maximum_velocity_over_run,maximum_sound2_over_run
soft_high_dense_n512_force1_prepared_reference_snap601,512,dense,1.0,prepared_reference,constitutive_domain_limit,stored thermal energy reached zero,0.26445889897766006,3.0,601,5.218875451013446,101.78607327054435,0.26445889897766006,149.0,1.512698761807485e-07,0.001191083311169171,1.523064993314638,0.807701221007278,9.457052296071312e-05,0.11004138267051151,0.09460500423906548,0.0044568530354727656,92.60427179713436,6.78197549311483,0.4160213989776601,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,-0.13836546261637198,-0.6461397681260512,0.053840685251600115,-5.684341886080802e-14,433.8464363817304,-483.9512102508903,-0.06129545532673292,-1.1265625,1.512698761807485e-07,0.807701221007278,0.11004138267051151
