s,steps,minimum_thermal,minimum_inverse_stretch,maximum_inverse_stretch,maximum_abs_velocity,minimum_sound2,maximum_sound2,maximum_density,maximum_abs_radial_stress,proper_energy,thermal_inventory,minimum_packet_distance,material_balance_residual,material_boundary_integral,material_geometry_integral,material_exchange_integral,energy_balance_residual,energy_boundary_integral,energy_geometry_integral,energy_exchange_integral,momentum_balance_residual,momentum_boundary_integral,momentum_geometry_integral,momentum_exchange_integral
0.0,0,0.24999999999999956,0.7499999999999903,0.7500000000000148,0.1977128324659816,0.06122448979591764,0.061224489795919504,0.021763696687236628,0.0004291996921734836,418.0486972723804,83.18089156966161,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049999999999999996,10,0.24943369503655233,0.5825128198735915,0.8547766889969434,0.1509136780124436,0.04820929151309613,0.06900364004595927,0.021764571984038673,0.0007165880343953044,418.9394155402288,83.20624265006605,0.20625000000000004,-5.684341886080802e-14,0.0,0.0,0.0,7.16093850883226e-15,0.0011151200536056894,0.07076761327241095,-0.001001625710866145,2.842170943040401e-14,-1.6404021817895125,-203.87258920520708,-0.38899920579008695
0.1,20,0.2498782489688265,0.46144525641458123,1.1177847820111155,0.297027031076027,0.03857748517582333,0.08744332614953591,0.02175845330150738,0.0010373920585546824,423.42351627208365,83.41156320979772,0.25625,0.0,0.0,0.0,0.0,8.1601392309949e-15,0.0021087923941495636,0.4143005548837738,0.011305158735569691,5.684341886080802e-14,-3.334299658810328,-451.35791986688656,-0.41618566046793987
0.15000000000000002,30,0.24963233164394683,0.4068785652788044,1.5309295309483648,0.4326070176692838,0.03416972328871986,0.1142079452044562,0.02341551683264883,0.00303714052126296,431.3796824636726,83.71350462136145,0.30625,0.0,0.0,0.0,0.0,6.661338147750939e-15,0.0006886839502300492,1.0294073421836796,0.030750068605586878,1.1368683772161603e-13,1.4879117874827474,-720.0278193140175,-0.14674523216672175
0.2,40,0.24922929467251786,0.3945119851073726,2.1263695120914896,0.5538946416894532,0.033162472957209664,0.14901046589025652,0.0337301203006039,0.006383323080141384,443.37248222692216,83.99775346385107,0.35625000000000007,-5.684341886080802e-14,0.0,0.0,0.0,1.6431300764452317e-14,-0.0013191610505255572,1.9697635651680228,0.04675837253822765,3.410605131648481e-13,12.487164784789291,-991.775447004649,0.21464974092618588
0.25,50,0.24829495559315884,0.4138367798712378,2.923361756708938,0.6586769113170021,0.034734881991843554,0.18991265328066606,0.04856139558861326,0.011693804610073091,460.39853871856934,84.16920999411055,0.40625,0.0,0.0,0.0,0.0,2.6645352591003757e-15,-0.00264457736184507,3.3202797592900257,0.052458120731307824,0.0,25.39862037478805,-1256.3375874135982,0.5006413481691809
0.30000000000000004,60,0.24645196010833192,0.4560579585912658,3.932429656278483,0.7459328821670397,0.03814226714060939,0.23469064760884195,0.06888964913832113,0.019902223425367325,483.8616540811791,84.15929021573727,0.45625000000000004,0.0,0.0,0.0,0.0,1.0658141036401503e-14,-0.0032754781347522997,5.194928610342259,0.04557556559933859,4.547473508864641e-13,37.070118113048004,-1508.2612449312844,0.6216653337117473
0.35000000000000003,71,0.24409161940760793,0.5303510615943178,5.101018216657742,0.8155953243771137,0.04407847167218452,0.2770550556391862,0.09531424344646082,0.03240725567963273,515.6289638364167,84.02757830156112,0.50625,0.0,0.0,0.0,0.0,8.881784197001252e-16,-0.0035204299580758095,7.736901929673606,0.031809386230047774,0.0,45.977930801609425,-1740.9355885472164,0.6274071977716152
0.4,82,0.24242405773754183,0.6298375361291177,6.498421254754816,0.8689298507364356,0.05192091829844569,0.3175288052630655,0.1314412652416683,0.05130939495592367,557.9681887360456,83.91312809887145,0.55625,0.0,0.0,0.0,0.0,-1.7763568394002505e-15,-0.0036000022537776336,11.119360920527877,0.01867843239918653,6.821210263296962e-13,51.743784508452194,-1947.820438485831,0.6090699461047635
0.45,93,0.23936997583538777,0.7124149165780946,8.295588286879024,0.9082531105128737,0.05847658187115689,0.35914656935521044,0.18437236181117517,0.0797465739214642,613.542163764439,84.02490180014966,0.6062500000000001,0.0,0.0,0.0,0.0,0.0,-0.0036169916606244913,15.547417106249183,0.013075652601911444,0.0,54.26581899059362,-2126.5283896399324,0.6479236491164102
0.5,104,0.23731032325085288,0.7031844632822876,10.604302422635435,0.9364858876907647,0.057747160855742545,0.40322739651509026,0.26076474351549367,0.12248289282760076,685.4335170900873,84.54535911357179,0.6562500000000001,0.0,0.0,0.0,0.0,-3.552713678800501e-15,-0.0036125649831635505,21.264895221928228,0.01652523391685567,-9.094947017729282e-13,53.22570010382389,-2279.5233038237707,0.756663908540999
0.55,115,0.2365585610199301,0.6972499984918162,13.469595905327145,0.9564357314876588,0.057271049650826786,0.44599220801592904,0.36974392755701035,0.1867398001012126,777.2651694709358,85.55360715191665,0.7062499999999999,0.0,0.0,0.0,0.0,3.552713678800501e-15,-0.0036025793384412115,28.56354358762952,0.025597586925158233,-9.094947017729282e-13,48.15556907646988,-2409.9773425516933,0.8880088559086142
0.6000000000000001,126,0.23603625157699448,0.6946826734482714,16.970271823437567,0.9704423358804206,0.05697858824634985,0.48344792419779414,0.547321880270895,0.2833793874981702,893.3681319146314,87.10092483406326,0.7562500000000002,0.0,0.0,0.0,0.0,7.105427357601002e-15,-0.003592875239465183,37.79204615072298,0.03626550999612406,-4.547473508864641e-13,38.69718098767646,-2520.6488938108223,0.9796778788042789
0.65,137,0.23432707092203198,0.6953224167243635,21.169090154226826,0.9802148628394889,0.05682456572742299,0.5145076357140529,0.8277123005531056,0.4284902787263893,1038.9080138013614,89.25441676001216,0.80625,0.0,0.0,0.0,0.0,0.0,-0.003584934435794711,49.365332826315516,0.04466670324177565,-1.3642420526593924e-12,23.96019110048712,-2613.878694511177,0.9922263421269941
0.7000000000000001,148,0.23116265505352018,0.697865362567716,26.570377405490238,0.9868803972657361,0.056781481051417095,0.5412603444783282,1.2760364159067192,0.645867362921427,1219.990927231849,92.11015814618665,0.8562500000000001,5.684341886080802e-14,0.0,0.0,0.0,2.1316282072803006e-14,-0.003578766160444727,63.773168901146576,0.046944851107272895,-1.3642420526593924e-12,1.8850160096926745,-2691.6210533230646,0.9314369445479644
0.75,159,0.22543811853412232,0.7013028917491873,33.348718530812306,0.9913538453935189,0.056785836041409084,0.5639934939317748,1.8715265061436637,0.9718390014151806,1443.7932159419363,96.00093417730335,0.9062500000000001,0.0,0.0,0.0,0.0,0.0,-0.003574438307437564,81.58661708667306,0.04311259947274988,-2.2737367544323206e-12,-28.522782282657175,-2755.4952394394845,0.8250784120362048
0.8,170,0.21837701846335422,0.7044157642429283,40.88782109184715,0.9943113683233378,0.056764968885041005,0.5809849400376633,2.596603741001937,1.4555195099133271,1718.6530107978674,102.13020629110781,0.9562499999999999,0.0,0.0,0.0,0.0,-1.4210854715202004e-14,-0.0035716937718796404,103.46331298200562,0.03906146387749502,-1.8189894035458565e-12,-67.31337199605791,-2806.8717731547454,0.7157288573622034
